レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202609071001,2026-09-07,10,01R,08:32,2026-09-07T08:22:24.463402+09:00,3.3,10.8,9.2,43.5,3.6,4.6,36.8,17.7,19.9,79.7,29.9,31.9,159.5,68.3,159.5,239.2,23.9,68.3,159.5,79.7,1.8,2.6,1.1,1.2,2.8,4.1,3.8,5.3,10.3,14.5,2.3,3.6,4.3,4.9,7.0,7.8,41.2,43.5,2.6,3.8,5.3,7.6,4.8,6.6,6.4,6.6,6.4,6.7,5.3,5.5,1.0,15.7,7.8,7.8,0.0,0.0,1.0,1.0,1.0,4.3,3.0,17.2,1.6,8.6,0.0,0.0,0.0,0.0
202609071401,2026-09-07,14,01R,08:44,2026-09-07T08:34:21.176011+09:00,5.7,10.4,72.4,24.8,2.8,15.5,3.9,43.4,7.9,41.3,22.8,66.8,62.0,289.7,66.8,434.6,86.9,24.1,108.6,96.5,2.0,2.7,1.1,1.2,1.7,2.4,7.7,10.2,2.6,3.6,3.3,5.0,4.2,5.1,9.9,10.8,12.3,14.2,2.1,3.2,7.7,10.5,3.8,5.6,12.8,14.1,7.4,8.8,10.2,10.8,1.4,8.0,4.0,16.1,10.7,10.7,1.0,1.0,3.0,5.8,1.3,2.4,4.3,8.4,3.0,5.8,1.9,3.6
202609071002,2026-09-07,10,02R,08:58,2026-09-07T08:48:18.791398+09:00,8.2,2.7,5.3,15.4,19.3,28.9,38.6,12.1,33.1,77.2,19.3,17.8,21.0,17.8,33.1,46.3,33.1,28.9,57.9,77.2,1.0,1.0,3.3,6.5,4.5,8.6,2.3,6.5,6.8,18.1,2.5,4.5,3.5,6.6,1.9,5.0,13.0,35.2,11.5,12.7,4.1,6.5,12.2,18.1,3.6,5.7,24.5,35.6,0.0,0.0,1.1,5.0,0.0,20.2,6.7,20.2,1.1,1.2,1.7,2.6,4.5,6.7,2.4,3.7,1.7,2.6,2.4,3.7
202609071402,2026-09-07,14,02R,09:10,2026-09-07T09:00:42.683267+09:00,10.4,23.0,21.2,16.0,25.2,26.5,13.2,33.1,40.8,44.2,10.0,5.4,4.9,66.3,35.4,9.8,17.1,20.4,10.8,40.8,6.4,11.6,4.1,6.8,0.0,0.0,6.7,11.5,7.0,11.6,1.5,1.7,6.2,11.6,1.6,1.9,2.5,3.2,3.1,5.0,3.5,4.7,3.3,4.0,5.1,8.8,7.0,11.6,2.0,2.4,5.2,3.2,2.6,13.1,3.7,8.7,1.7,2.3,1.2,1.3,2.4,3.3,4.5,6.0,2.4,3.3,1.7,2.3
202609071003,2026-09-07,10,03R,09:24,2026-09-07T09:14:23.559519+09:00,4.3,27.3,42.3,132.9,1.4,6.5,77.5,30.0,930.7,310.2,42.3,58.1,155.1,77.5,310.2,310.2,16.6,232.6,310.2,310.2,4.6,11.0,1.0,1.2,1.8,2.8,1.6,3.4,14.7,31.6,2.3,4.6,5.4,9.5,18.3,64.8,0.0,0.0,1.7,2.6,2.0,4.6,28.7,59.6,5.2,9.5,38.5,62.6,0.0,0.0,1.8,15.7,1.8,9.4,15.7,47.2,1.3,1.9,7.8,13.1,1.0,1.2,1.4,2.1,2.8,4.6,7.8,13.1
202609071403,2026-09-07,14,03R,09:36,2026-09-07T09:26:23.335248+09:00,15.4,17.7,14.7,88.6,8.0,2.1,19.7,5.3,32.2,25.3,29.5,23.6,177.3,88.6,354.7,0.0,13.6,32.2,39.4,59.1,3.6,7.2,1.0,1.2,4.5,9.3,1.0,1.2,6.6,9.5,12.2,27.7,0.0,0.0,12.7,27.7,18.0,28.5,4.5,9.7,2.2,5.1,6.6,9.7,4.6,9.7,18.0,28.5,4.7,6.6,1.3,12.3,3.0,0.0,4.9,0.0,1.0,1.0,3.3,28.5,1.1,7.1,0.0,0.0,1.3,9.5,0.0,0.0
202609071004,2026-09-07,10,04R,09:50,2026-09-07T09:40:24.293999+09:00,19.2,12.0,9.1,96.0,11.2,12.0,48.0,1.8,27.4,21.3,27.4,38.4,96.0,19.2,96.0,192.0,14.7,64.0,0.0,24.0,4.0,8.6,2.7,3.7,1.2,2.2,1.0,1.4,13.7,24.3,7.8,12.7,0.0,0.0,10.5,50.2,0.0,0.0,1.7,2.8,0.0,0.0,14.5,50.2,1.7,4.5,13.7,50.2,0.0,0.0,1.0,0.0,0.0,8.2,8.2,8.2,1.0,1.3,1.8,6.7,0.0,0.0,1.8,6.7,1.8,6.7,1.8,6.7
202609071404,2026-09-07,14,04R,10:02,2026-09-07T09:52:23.976344+09:00,2.6,14.8,13.0,13.8,10.3,5.8,5.9,34.3,29.6,18.1,26.1,19.1,43.5,130.5,326.2,81.5,81.5,217.5,40.7,93.2,1.4,1.7,1.3,1.4,1.6,1.9,3.1,3.6,2.0,2.4,5.6,9.1,4.4,6.3,7.2,9.3,8.9,12.1,11.3,18.0,8.8,12.1,6.3,9.3,6.1,7.6,26.7,35.2,30.0,35.2,1.0,5.7,7.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7.2,0.0,0.0,3.3,51.0,0.0,0.0
202609071005,2026-09-07,10,05R,10:18,2026-09-07T10:08:23.635630+09:00,14.1,11.2,7.4,54.5,9.0,7.9,25.4,3.5,27.2,15.9,34.7,54.5,127.2,12.7,95.4,22.4,14.6,127.2,190.8,10.9,2.8,3.5,1.4,1.6,2.2,2.7,1.8,2.2,10.3,12.1,5.0,6.6,5.5,6.6,2.1,2.5,22.0,24.5,6.3,8.6,3.8,5.3,10.3,12.6,2.6,3.1,11.6,12.6,5.8,6.4,1.9,4.5,6.7,4.5,6.7,13.5,1.6,1.9,1.6,1.9,2.1,2.5,2.1,2.5,2.1,2.5,5.6,6.0
202609071405,2026-09-07,14,05R,10:28,2026-09-07T10:18:24.740720+09:00,18.5,10.7,12.4,33.6,82.7,69.9,101.0,50.5,75.8,64.9,6.2,7.2,14.4,3.8,7.4,7.8,33.6,45.4,129.9,23.3,2.0,2.5,13.8,16.9,10.4,16.3,13.1,16.7,14.0,16.9,2.1,2.7,1.1,1.2,1.6,2.1,2.4,3.1,3.5,5.4,6.0,7.5,21.1,25.0,3.6,5.9,3.6,5.4,10.3,12.7,14.4,1.0,21.6,12.9,64.8,129.7,1.3,7.5,1.0,1.0,3.3,22.5,0.0,0.0,3.3,22.5,1.3,7.5
