レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202609132105,2026-09-13,21,05R,10:32,2026-09-13T10:22:25.872678+09:00,5.9,5.8,28.8,6.3,5.7,55.1,7.0,43.3,4.3,46.6,60.6,121.3,46.6,303.3,15.9,121.3,303.3,17.3,606.7,75.8,2.4,3.1,1.2,1.3,1.5,2.5,8.8,15.0,1.9,2.5,6.4,9.7,3.1,5.7,42.0,65.6,3.8,4.7,4.8,12.0,33.2,68.2,4.5,7.1,0.0,0.0,2.5,4.7,40.7,64.5,1.0,0.0,0.0,66.7,0.0,7.4,1.0,1.0,2.4,17.0,2.0,14.2,2.9,21.1,10.5,82.5,1.2,7.9
202609130901,2026-09-13,09,01R,10:33,2026-09-13T10:24:19.925880+09:00,9.0,2.0,9.9,18.0,8.2,28.3,22.0,7.9,14.1,49.6,99.3,99.3,198.7,24.8,198.7,49.6,99.3,28.3,198.7,49.6,1.9,3.9,2.8,4.2,1.0,1.0,2.9,6.2,2.9,6.2,3.1,4.8,6.7,18.7,5.7,18.7,0.0,0.0,3.8,6.3,4.1,6.3,6.0,9.1,7.2,18.7,7.2,18.7,0.0,0.0,1.0,12.7,12.7,12.7,0.0,6.3,1.0,1.2,0.0,0.0,2.2,9.0,1.0,3.0,2.2,9.0,0.0,0.0
202609131801,2026-09-13,18,01R,10:38,2026-09-13T10:28:19.909185+09:00,6.1,6.4,6.4,11.2,6.2,13.8,19.9,8.9,19.9,13.0,34.7,42.6,71.0,24.8,46.6,31.7,43.8,82.9,93.2,21.9,1.8,2.1,2.1,2.3,1.8,2.0,1.7,1.9,4.3,4.4,4.7,6.1,3.5,4.6,3.2,4.2,11.7,13.6,5.1,6.5,10.5,13.8,10.0,11.6,3.5,4.6,7.4,8.7,8.3,10.1,1.0,8.5,17.1,8.5,14.2,28.5,1.1,1.6,1.0,1.1,2.5,4.1,4.6,7.8,2.9,4.8,4.6,7.8
202609130801,2026-09-13,08,01R,10:43,2026-09-13T10:34:18.360153+09:00,2.6,5.4,64.1,6.5,8.7,74.2,7.9,83.0,14.8,78.4,16.2,117.6,11.7,83.0,25.2,108.5,201.6,36.1,176.4,117.6,1.1,1.3,1.4,2.1,3.1,4.4,10.7,14.0,1.9,2.6,1.6,2.4,3.8,5.6,17.4,23.4,3.4,5.2,3.3,4.1,60.7,69.7,4.9,6.5,67.2,71.5,12.4,14.9,63.5,71.5,1.3,2.8,7.6,18.4,92.2,15.3,1.1,1.8,1.0,1.1,2.5,4.3,6.7,12.3,6.7,12.3,1.9,3.3
202609130201,2026-09-13,02,01R,10:47,2026-09-13T10:38:17.671332+09:00,6.1,5.5,18.6,12.7,6.9,19.9,25.8,26.5,17.9,51.6,4.7,38.1,20.8,38.1,16.5,43.8,28.3,27.4,58.5,31.3,1.1,1.2,2.4,3.2,2.6,3.6,3.9,5.4,4.3,6.0,4.5,6.8,3.1,4.5,5.5,8.0,5.5,8.0,2.3,2.5,6.2,6.8,5.0,5.4,7.2,8.0,10.4,11.7,11.3,11.7,1.1,34.5,3.4,0.0,11.5,34.5,0.0,0.0,1.1,4.5,1.0,1.1,0.0,0.0,1.8,9.0,1.8,9.0
202609131006,2026-09-13,10,06R,10:50,2026-09-13T10:40:25.474206+09:00,8.2,16.2,9.7,8.1,27.4,11.9,9.2,35.7,47.6,12.3,21.0,17.0,8.1,35.7,42.0,8.7,71.4,26.4,12.3,26.4,1.9,2.3,1.7,1.9,6.0,6.6,3.0,3.9,2.6,3.0,3.8,5.0,10.0,11.4,1.7,1.9,3.4,4.2,19.2,23.2,18.5,23.2,3.6,4.5,13.1,15.7,8.6,9.2,2.7,3.2,1.2,20.2,10.1,20.2,4.0,10.1,3.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,1.0,1.0,1.2,2.2
202609131701,2026-09-13,17,01R,10:56,2026-09-13T10:46:24.768159+09:00,4.4,2.9,19.3,12.9,6.9,11.5,10.2,31.9,23.6,77.5,16.4,54.3,21.7,77.5,41.7,77.5,67.8,49.3,90.5,90.5,1.5,1.6,2.0,2.3,2.7,3.2,3.2,5.0,2.0,3.0,2.9,3.7,3.6,4.5,5.7,10.6,5.3,10.6,2.6,3.0,4.8,8.0,5.8,10.5,18.5,31.5,8.8,16.1,0.0,0.0,1.0,16.1,6.4,32.2,0.0,0.0,1.0,1.1,0.0,0.0,1.0,3.1,3.7,18.7,2.0,9.3,0.0,0.0
202609131102,2026-09-13,11,02R,10:58,2026-09-13T10:48:25.889577+09:00,2.8,14.7,6.5,23.5,39.2,11.7,39.2,19.6,39.2,10.7,13.0,7.8,58.8,14.7,29.4,39.2,29.4,117.7,117.7,117.7,1.3,2.0,0.0,0.0,6.7,24.7,0.0,0.0,3.6,6.3,1.0,1.2,6.7,8.2,5.0,10.1,5.0,8.2,0.0,0.0,5.0,24.7,5.0,12.3,4.3,6.3,8.0,12.3,8.0,12.0,1.0,19.1,19.1,0.0,0.0,19.1,2.2,8.8,1.0,1.0,2.2,8.8,3.1,13.1,6.0,25.5,1.3,4.6
202609130902,2026-09-13,09,02R,11:00,2026-09-13T10:50:18.256613+09:00,10.0,3.5,15.7,9.1,11.0,22.0,55.1,7.3,6.8,36.7,12.2,110.2,0.0,13.7,18.3,110.2,0.0,110.2,55.1,15.7,1.2,1.6,5.3,8.6,1.6,3.0,1.7,3.0,10.2,16.8,10.0,17.2,1.4,2.4,1.8,3.5,10.2,17.2,0.0,0.0,0.0,0.0,12.5,38.2,2.3,7.6,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.7,0.0,0.0,1.0,3.7,0.0,0.0,0.0,0.0,1.0,1.0,1.5,7.5,0.0,0.0
202609130501,2026-09-13,05,01R,11:03,2026-09-13T10:54:21.242637+09:00,12.8,15.7,49.6,69.4,4.9,10.8,86.8,5.1,19.2,34.7,15.0,43.4,173.6,14.4,69.4,86.8,4.8,23.1,115.7,7.8,3.4,4.0,4.0,4.9,2.1,2.3,3.2,4.0,8.1,9.1,15.0,18.2,2.5,2.9,2.8,3.4,8.3,9.5,2.0,2.4,2.7,3.4,15.7,18.2,1.8,2.0,4.3,4.5,7.8,8.8,1.5,3.1,12.7,4.2,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
202609132106,2026-09-13,21,06R,11:05,2026-09-13T10:56:24.428941+09:00,10.7,7.3,15.0,113.6,4.0,7.3,79.5,4.3,61.2,56.8,15.9,29.4,132.6,17.6,132.6,159.1,6.3,88.4,113.6,61.2,2.4,3.0,2.6,3.3,1.5,1.8,1.6,2.0,5.3,5.9,6.7,8.0,2.6,3.4,4.5,5.7,15.9,17.6,2.8,3.6,3.4,4.2,47.2,51.5,2.1,2.8,21.2,25.0,22.1,25.6,1.0,0.0,0.0,36.0,36.0,36.0,1.0,1.2,0.0,0.0,1.0,2.3,2.9,13.1,10.5,52.5,0.0,0.0
202609131802,2026-09-13,18,02R,11:08,2026-09-13T10:58:27.037689+09:00,9.6,5.2,12.7,29.4,5.5,18.8,30.7,12.7,27.7,52.3,8.1,22.0,48.7,7.5,19.9,58.9,21.4,32.1,83.1,22.0,1.9,2.5,4.6,5.3,2.0,2.6,2.8,3.4,10.7,11.5,3.6,4.5,1.4,1.7,2.3,3.1,14.3,16.8,4.2,5.3,8.7,10.2,16.8,17.4,1.8,2.3,11.6,13.7,12.5,14.1,1.6,4.1,16.5,2.7,16.5,0.0,1.1,1.7,1.0,1.2,10.1,17.2,1.2,1.9,10.1,17.2,10.1,17.2
202609130802,2026-09-13,08,02R,11:14,2026-09-13T11:04:19.297567+09:00,2.7,15.5,59.2,11.5,6.8,17.6,5.2,72.0,28.8,126.0,11.5,40.3,10.8,40.3,72.0,91.6,33.6,24.5,50.4,201.6,2.1,3.7,1.1,1.3,2.8,5.6,11.1,21.3,2.0,3.0,1.2,1.6,9.2,18.3,47.2,88.8,7.2,10.4,3.2,6.7,21.5,42.9,1.9,2.7,0.0,0.0,25.6,45.1,27.1,45.1,1.2,4.4,3.1,0.0,0.0,0.0,1.9,4.9,4.3,12.3,1.0,2.0,1.0,2.0,0.0,0.0,4.3,12.3
202609130202,2026-09-13,02,02R,11:16,2026-09-13T11:06:23.585633+09:00,14.9,15.6,62.7,8.9,16.5,28.5,10.1,48.2,9.7,39.1,28.5,44.7,10.1,21.6,6.8,25.0,34.8,6.0,24.1,9.2,2.6,3.0,3.1,3.5,2.5,2.9,5.5,5.8,2.2,2.5,2.9,3.3,3.8,4.5,25.7,27.0,3.0,3.6,3.4,3.9,13.3,13.7,2.8,3.3,6.7,7.3,2.1,2.4,8.7,9.4,1.8,27.0,3.8,13.5,27.0,2.7,1.3,3.3,0.0,0.0,2.2,6.7,2.2,6.7,2.2,6.7,1.0,1.6
202609131007,2026-09-13,10,07R,11:20,2026-09-13T11:10:21.469641+09:00,15.9,18.9,24.3,20.4,7.8,4.8,10.6,9.3,21.3,10.6,25.5,20.4,39.3,31.9,31.9,39.3,15.0,34.1,11.8,13.8,7.5,13.2,1.8,2.0,2.5,4.0,2.2,2.4,3.1,3.5,2.7,4.5,0.0,0.0,1.9,2.7,31.5,55.5,4.6,7.8,2.6,3.2,7.8,9.2,3.2,4.8,6.7,11.7,5.6,6.1,1.0,0.0,11.2,11.2,7.5,22.5,2.2,9.0,2.2,9.0,1.0,1.2,2.2,9.0,1.3,4.5,0.0,0.0
202609131702,2026-09-13,17,02R,11:23,2026-09-13T11:14:22.986906+09:00,4.0,13.6,22.7,29.2,3.6,5.1,13.6,34.1,102.3,102.3,10.2,29.2,22.7,40.9,34.1,102.3,18.6,25.5,102.3,204.7,3.0,5.6,1.4,2.4,1.8,3.8,0.0,0.0,9.3,21.7,1.6,5.4,2.6,10.8,6.2,21.7,0.0,0.0,1.1,2.7,3.0,10.8,0.0,0.0,5.2,21.7,0.0,0.0,0.0,0.0,2.4,0.0,57.0,28.5,1.1,0.0,1.8,3.7,1.8,3.7,1.8,3.7,1.8,3.7,1.8,3.7,0.0,0.0
202609131103,2026-09-13,11,03R,11:26,2026-09-13T11:16:26.556320+09:00,8.0,22.1,5.9,44.2,14.7,5.2,88.5,8.0,44.2,22.1,12.6,5.9,0.0,17.7,88.5,22.1,17.7,88.5,29.5,22.1,3.7,9.0,1.2,3.0,0.0,0.0,1.5,2.5,4.7,18.0,1.3,2.1,3.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.6,4.7,18.0,4.1,4.6,0.0,0.0,5.2,18.0,1.3,3.3,3.3,0.0,0.0,0.0,2.6,6.7,2.6,6.7,1.1,2.2,1.1,2.2,2.6,6.7,0.0,0.0
202609130903,2026-09-13,09,03R,11:27,2026-09-13T11:18:17.755171+09:00,44.2,8.0,12.6,0.0,44.2,88.5,88.5,8.8,88.5,29.5,44.2,4.4,0.0,4.2,29.5,4.0,29.5,44.2,44.2,17.7,2.5,3.9,3.7,7.1,1.2,1.5,3.5,7.1,2.5,3.9,0.0,0.0,0.0,0.0,4.7,7.5,2.5,7.5,3.7,15.0,4.7,7.5,4.7,7.5,2.1,7.5,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.3,0.0,0.0,2.2,7.5,1.0,1.5,0.0,0.0,1.3,3.7,1.3,3.7,0.0,0.0
202609130502,2026-09-13,05,02R,11:32,2026-09-13T11:22:24.912447+09:00,5.6,5.9,95.5,0.0,2.1,15.9,143.2,16.8,47.7,16.8,8.4,26.0,95.5,28.6,95.5,47.7,19.1,286.5,95.5,286.5,2.9,9.5,1.0,2.6,1.0,1.0,4.2,8.2,4.2,13.8,5.5,18.7,4.0,14.2,17.7,28.1,0.0,0.0,2.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,7.7,28.1,18.0,56.2,1.0,39.2,0.0,39.2,0.0,58.8,1.0,1.0,0.0,0.0,1.1,78.7,0.0,0.0,0.0,0.0,1.1,78.7
202609130601,2026-09-13,06,01R,11:34,2026-09-13T11:24:25.716909+09:00,8.3,15.0,14.1,48.1,4.8,7.7,80.2,8.5,60.1,80.2,7.0,10.0,60.1,21.8,60.1,60.1,6.8,30.0,80.2,30.0,2.9,5.2,1.7,2.8,1.4,2.1,2.5,4.2,8.4,9.7,2.6,8.1,2.9,10.1,5.8,20.2,0.0,0.0,2.6,10.1,2.2,6.7,0.0,0.0,3.6,13.5,0.0,0.0,0.0,0.0,1.1,11.2,22.5,5.6,11.2,22.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
202609132107,2026-09-13,21,07R,11:36,2026-09-13T11:26:22.681456+09:00,4.0,8.2,,21.8,3.2,,6.0,,12.1,,10.6,,20.7,,12.9,,,6.7,,,2.5,3.1,1.2,1.3,2.3,3.1,,,2.4,3.1,2.5,3.0,5.0,5.4,,,4.2,4.5,1.7,2.1,,,2.0,2.4,,,2.8,3.2,,,1.0,22.5,22.5,7.5,,22.5,1.3,4.5,4.1,17.2,1.0,1.0,1.3,4.5,,,4.1,17.2
202609131803,2026-09-13,18,03R,11:38,2026-09-13T11:28:17.880788+09:00,5.0,7.6,9.0,7.4,7.4,13.6,14.1,29.5,18.1,18.1,19.1,23.0,22.6,43.9,24.7,30.2,45.3,31.6,42.5,36.7,1.5,1.6,2.9,3.8,4.8,5.6,2.1,2.4,2.7,3.2,1.8,2.1,3.4,4.0,4.1,5.3,4.0,4.9,5.1,5.9,10.0,11.4,7.2,8.3,5.9,6.5,7.7,8.2,7.1,8.3,1.1,3.2,72.0,36.0,18.0,36.0,1.0,1.0,1.4,3.6,3.5,10.3,2.5,7.0,6.7,19.8,1.6,4.3
202609130803,2026-09-13,08,03R,11:42,2026-09-13T11:32:20.343211+09:00,4.4,49.8,12.4,27.9,49.8,2.7,5.3,127.5,95.6,7.8,39.5,21.6,28.6,45.9,114.7,38.2,81.9,76.5,15.5,191.2,2.4,3.6,1.1,1.3,10.4,17.2,1.3,2.2,2.3,3.2,2.0,2.7,37.5,60.3,4.3,8.2,18.0,21.2,15.2,29.8,2.5,6.0,3.4,5.0,0.0,0.0,38.0,61.5,6.5,12.9,1.6,2.8,4.4,39.7,13.2,19.8,1.3,1.6,4.2,5.6,1.3,1.6,5.5,7.3,1.3,1.6,8.0,10.6
