レースコード,レース日,レース場,レース回,締切時刻,取得日時,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202609061407,2026-09-06,14,07R,11:28,2026-09-06T11:18:21.353936+09:00,3,一周,まわり足,直線,喜多須 杏奈,37.54,6.13,6.93,松尾 夏海,37.47,5.93,7.1,魚谷 香織,37.17,5.97,7.1,藤本 紗弥香,37.93,5.93,7.16,向井田 真紀,37.71,5.79,7.17,出口 舞有子,37.43,5.9,7.23
202609061103,2026-09-06,11,03R,11:36,2026-09-06T11:26:21.666420+09:00,3,一周,まわり足,直線,杉山 太陽,37.47,6.03,8.13,吉田 一心,37.7,5.9,8.2,廣瀬 凜,37.27,6.08,8.0,金子 龍斗,38.16,6.05,8.0,藤田 俊祐,38.58,6.26,8.13,藤井 公人,37.95,6.03,8.1
202609060903,2026-09-06,09,03R,11:42,2026-09-06T11:32:22.087703+09:00,3,一周,まわり足,直線,大池 佑来,36.93,4.4,8.67,山崎 郡,37.33,4.57,8.73,加藤 翔馬,37.93,4.63,8.63,桐生 順平,37.3,4.73,8.57,遠藤 エミ,37.53,4.73,8.37,豊田 健士郎,37.07,4.57,8.5
202609060203,2026-09-06,02,03R,11:45,2026-09-06T11:36:25.145196+09:00,3,一周,まわり足,直線,畔柳 俊吾,36.82,5.56,6.93,萬 正嗣,37.4,5.47,7.0,山崎 昂介,37.23,5.28,7.0,岡瀬 正人,36.92,5.23,7.03,上村 宏太,37.01,5.63,7.0,鐘ヶ江 真司,37.05,5.9,6.93
202609062201,2026-09-06,22,01R,11:48,2026-09-06T11:38:20.902029+09:00,3,一周,まわり足,直線,松田 隆司,37.3,5.8,7.6,林 恵祐,37.53,5.7,7.63,田代 達也,37.17,5.5,7.5,濱本 優一,37.83,5.67,7.57,佃 來紀,37.17,5.47,7.63,早川 颯太,37.7,5.73,7.57
202609061008,2026-09-06,10,08R,11:50,2026-09-06T11:40:24.138680+09:00,3,一周,まわり足,直線,田頭 虎親,37.18,5.92,6.72,松下 哲也,37.73,5.97,6.83,平見 真彦,37.47,5.77,6.75,吉田 拡郎,37.83,5.87,6.8,岸本 雄貴,38.52,6.8,6.75,山崎 聖司,38.25,6.0,6.87
202609060403,2026-09-06,04,03R,11:53,2026-09-06T11:44:23.053861+09:00,3,一周,まわり足,直線,大橋 由珠,36.89,5.77,7.37,金田 幸子,38.44,5.9,7.4,喜井 つかさ,38.2,5.97,7.48,登 みひ果,38.02,5.9,7.46,池田 奈津美,38.46,5.87,7.4,藤井 太雅,37.99,5.6,7.47
202609061703,2026-09-06,17,03R,12:00,2026-09-06T11:50:23.281634+09:00,3,一周,まわり足,直線,内山 七海,37.32,5.74,7.28,石川 哲秀,38.27,5.8,7.45,神田 達也,38.05,5.45,7.36,江藤 敦宏,37.91,5.6,7.42,谷口 知優,37.94,5.82,7.28,清水 紀克,38.89,5.81,7.44
202609061104,2026-09-06,11,04R,12:03,2026-09-06T11:54:17.521850+09:00,3,一周,まわり足,直線,藤本 元輝,38.27,5.97,8.26,西川 拓利,37.51,6.46,8.23,松井 貫太,37.5,6.7,7.77,水谷 理人,37.29,6.46,8.3,佐野 優都,37.51,6.05,8.07,津田 陸翔,37.79,6.32,8.03
202609061408,2026-09-06,14,08R,12:05,2026-09-06T11:56:20.028602+09:00,3,一周,まわり足,直線,福岡 泉水,37.44,5.93,7.02,北村 寧々,37.8,5.67,7.13,浜田 亜理沙,38.03,5.83,7.18,野田 亜湖,38.11,5.87,7.31,水野 望美,37.6,5.63,7.23,奥村 明日香,38.03,5.6,7.17
202609060204,2026-09-06,02,04R,12:14,2026-09-06T12:04:22.245798+09:00,3,一周,まわり足,直線,田邉 亮蔵,36.91,5.63,7.02,齊藤 仁,37.0,5.74,6.93,重富 伸也,38.0,6.05,7.0,森 晋太郎,37.14,5.86,7.03,杢野 誓良,37.9,5.93,7.01,中山 雄太,37.37,5.7,7.0
202609060904,2026-09-06,09,04R,12:13,2026-09-06T12:04:22.245798+09:00,3,一周,まわり足,直線,松田 祐季,37.34,4.43,8.7,渡辺 浩司,37.33,4.41,8.59,石丸 海渡,37.58,4.76,8.57,渡邉 和将,37.65,4.55,8.56,尾上 雅也,37.1,4.5,8.6,井口 佳典,37.37,4.67,8.65
202609062202,2026-09-06,22,02R,12:18,2026-09-06T12:08:21.650873+09:00,3,一周,まわり足,直線,松本 一毅,37.27,5.7,7.53,伏島 祐介,37.65,5.5,7.52,佐藤 大騎,38.09,5.74,7.5,田中 孝明,38.71,5.79,7.53,山本 英志,38.23,5.76,7.5,品田 直樹,37.82,5.87,7.54
202609060404,2026-09-06,04,04R,12:22,2026-09-06T12:12:23.215095+09:00,3,一周,まわり足,直線,中村 尊,37.32,5.57,7.4,藤田 美代,37.3,5.65,7.3,土屋 蘭,37.94,5.66,7.33,高石 梨菜,38.16,5.92,7.4,瀧川 千依,37.54,6.3,7.4,櫻本 あゆみ,37.8,6.17,7.47
202609061009,2026-09-06,10,09R,12:25,2026-09-06T12:16:23.792156+09:00,3,一周,まわり足,直線,東口 晃,37.52,5.77,6.85,久永 祥平,37.67,6.0,6.75,中本 大樹,37.83,6.23,6.78,北川 太一,37.32,5.68,6.83,石野 貴之,37.22,5.73,6.7,重冨 勇哉,37.85,5.77,6.83
202609061704,2026-09-06,17,04R,12:31,2026-09-06T12:22:20.452447+09:00,3,一周,まわり足,直線,長尾 章平,37.33,5.88,7.22,福田 雅一,37.6,5.74,7.24,根岸 真優,37.98,5.87,7.3,小林 甘寧,37.41,5.85,7.16,原村 拓也,38.05,5.56,7.37,齊藤 廉,37.67,5.72,7.39
202609061105,2026-09-06,11,05R,12:34,2026-09-06T12:24:23.419575+09:00,3,一周,まわり足,直線,笹木 香吾,36.93,5.9,8.2,上野 拓馬,37.53,6.3,8.17,藤原 仙二,37.63,6.13,8.07,垂水 悠,37.35,5.97,8.0,山本 幸也,37.94,6.12,8.23,鳥居塚 嶺王,38.01,5.93,8.08
202609061409,2026-09-06,14,09R,12:38,2026-09-06T12:28:19.136922+09:00,3,一周,まわり足,直線,安井 瑞紀,37.96,5.94,7.02,豊田 結,38.01,5.87,7.47,山崎 小葉音,37.47,5.97,7.11,小野 生奈,36.97,5.83,7.26,西岡 育未,37.65,5.94,7.2,西澤 日花里,37.5,5.9,7.36
202609060205,2026-09-06,02,05R,12:44,2026-09-06T12:34:19.287083+09:00,3,一周,まわり足,直線,木下 大將,37.51,5.23,7.1,森 雄利,37.13,5.6,6.97,小澤 学,37.41,5.54,7.0,郷原 章平,37.28,5.36,7.03,尾道 佳諭,37.18,5.05,7.25,加藤 啓太,37.7,5.97,7.04
202609060905,2026-09-06,09,05R,12:44,2026-09-06T12:34:19.287083+09:00,3,一周,まわり足,直線,高橋 竜矢,36.93,4.8,8.4,井上 一輝,37.27,4.77,8.63,篠崎 仁志,37.6,4.8,8.53,白井 英治,37.07,4.73,8.49,高田 ひかる,38.24,4.97,8.36,金子 拓矢,37.6,4.6,8.57
202609062203,2026-09-06,22,03R,12:49,2026-09-06T12:40:20.689826+09:00,3,一周,まわり足,直線,溝口 海義也,36.87,5.53,7.61,土井 祥伍,37.5,5.8,7.63,枝尾 賢,37.63,5.77,7.56,森 弘行,38.2,5.63,7.57,小松 卓司,38.24,5.83,7.67,大月 遊雅,38.17,5.93,7.47
202609060405,2026-09-06,04,05R,12:52,2026-09-06T12:42:25.611156+09:00,3,一周,まわり足,直線,門間 雄大,37.38,5.79,7.39,小林 愛実,38.17,5.67,7.37,中村 かなえ,37.69,6.07,7.33,大澤 真菜,38.53,6.27,7.43,平山 智加,37.84,6.03,7.3,湯淺 紀香,38.2,6.03,7.4
202609061010,2026-09-06,10,10R,12:56,2026-09-06T12:46:25.125773+09:00,3,一周,まわり足,直線,山崎 鉄平,37.37,5.8,6.88,百武 翔,37.87,5.75,6.83,坪井 康晴,37.1,5.63,6.78,中村 将隆,37.58,5.82,6.9,土性 雅也,37.82,5.8,6.8,登玉 隼百,37.4,5.87,6.82
202609061705,2026-09-06,17,05R,13:01,2026-09-06T12:52:24.797631+09:00,3,一周,まわり足,直線,山下 和彦,37.34,5.63,7.37,眞崎 武蔵,37.73,5.75,7.3,小原 聡将,37.95,5.76,7.35,山地 正樹,38.53,5.8,7.26,深川 麻奈美,37.97,5.7,7.35,外崎 悟,37.93,5.8,7.34
202609061106,2026-09-06,11,06R,13:05,2026-09-06T12:56:24.368764+09:00,3,一周,まわり足,直線,長谷川 晴哉,37.53,5.93,8.09,大島 隆乃介,38.0,6.07,7.99,楠 将太郎,38.0,6.23,7.97,市川 健太,37.4,6.2,7.83,丸山 祐也,38.43,6.41,7.9,宇留田 翔平,38.16,6.23,7.9
202609061410,2026-09-06,14,10R,13:09,2026-09-06T13:00:41.113698+09:00,3,一周,まわり足,直線,古賀 千晶,37.17,5.93,7.1,藤原 早菜,37.57,6.1,7.17,大豆生田 蒼,37.76,5.97,7.12,今井 美亜,38.5,5.95,7.3,樫葉 新心,37.64,5.86,7.2,原村 百那,38.48,6.26,7.17
202609060206,2026-09-06,02,06R,13:14,2026-09-06T13:04:20.894447+09:00,3,一周,まわり足,直線,鈴木 猛,36.11,5.59,6.87,島川 海輝,37.63,6.1,6.85,小川 晃司,37.25,5.79,6.97,島田 賢人,36.89,6.37,6.93,櫻井 隼,37.7,5.83,7.03,金子 怜央,37.17,6.27,7.0
202609060906,2026-09-06,09,06R,13:15,2026-09-06T13:06:23.601545+09:00,3,一周,まわり足,直線,白神 優,37.23,4.57,8.63,新田 雄史,37.25,4.63,8.67,柳生 泰二,37.61,4.89,8.4,砂長 知輝,37.57,4.87,8.41,福島 勇樹,37.3,5.2,8.19,磯部 誠,37.84,4.63,8.87
202609062204,2026-09-06,22,04R,13:18,2026-09-06T13:08:22.285070+09:00,3,一周,まわり足,直線,関 裕也,37.27,5.57,7.6,有山 望,36.73,5.6,7.62,杉村 賢也,37.93,5.63,7.63,作間 章,37.81,5.77,7.63,篠原 飛翔,37.56,5.6,7.59,甲斐 貴大,38.13,5.73,7.6
202609060406,2026-09-06,04,06R,13:22,2026-09-06T13:12:22.759038+09:00,3,一周,まわり足,直線,村上 奈穂,37.31,5.77,7.43,佐藤 隆太郎,36.9,5.73,7.33,落合 直子,38.25,5.85,7.33,孫崎 百世,37.94,5.81,7.4,西舘 果里,38.29,5.95,7.5,谷島 咲希,38.79,6.48,7.27
202609061706,2026-09-06,17,06R,13:28,2026-09-06T13:18:20.966951+09:00,3,一周,まわり足,直線,飯田 庄吾,37.83,6.4,7.15,亀山 雅幸,37.65,5.77,7.25,佐竹 太一,37.59,5.6,7.28,栗原 一馬,37.93,5.8,7.34,三嶌 こころ,37.71,5.63,7.32,野長瀬 正孝,37.55,5.65,7.33
202609061107,2026-09-06,11,07R,13:32,2026-09-06T13:22:20.384556+09:00,3,一周,まわり足,直線,渡邊 雄斗,37.35,5.8,8.17,竹下 大樹,38.16,5.73,8.07,廣部 大明,38.54,6.26,8.1,数原 魁,38.52,6.66,7.97,仲 航太,38.34,6.29,7.97,山下 拓巳,37.78,6.1,8.0
202609061011,2026-09-06,10,11R,13:35,2026-09-06T13:26:26.517322+09:00,3,一周,まわり足,直線,島村 隆幸,37.63,5.65,6.98,中渡 修作,38.07,5.9,6.9,永嶋 裕一,38.3,6.0,6.97,熊本 英一,38.73,6.18,6.87,萩原 秀人,37.62,5.55,6.8,田中 太一郎,38.08,5.95,6.83
202609062205,2026-09-06,22,05R,13:44,2026-09-06T13:34:26.276917+09:00,3,一周,まわり足,直線,鳥飼 眞,37.62,5.65,7.63,近藤 雄一郎,37.6,5.53,7.6,岩田 凌,37.55,5.69,7.57,福来 剛,37.08,5.58,7.57,桑島 和宏,38.11,5.5,7.6,林 恵祐,38.22,6.28,7.66
202609060207,2026-09-06,02,07R,13:45,2026-09-06T13:36:22.427981+09:00,3,一周,まわり足,直線,藤原 碧生,36.73,5.25,6.93,汐崎 正則,37.93,5.54,7.1,上村 宏太,37.37,5.57,7.13,原田 雄次,37.47,5.7,7.01,鐘ヶ江 真司,37.88,5.75,6.99,木幡 純也,38.5,5.7,7.15
202609060907,2026-09-06,09,07R,13:46,2026-09-06T13:36:22.427981+09:00,3,一周,まわり足,直線,石本 裕武,36.8,4.6,8.5,末永 和也,37.17,4.87,8.6,佐々木 完太,38.47,5.03,8.47,中山 翔太,38.06,5.07,8.43,菊地 孝平,37.53,4.87,8.54,尾嶋 一広,37.57,4.77,8.58
202609061411,2026-09-06,14,11R,13:49,2026-09-06T13:40:24.763480+09:00,3,一周,まわり足,直線,後藤 美翼,37.33,5.8,7.08,深尾 巴恵,38.19,5.74,7.27,清埜 翔子,37.81,5.76,7.17,原田 佑実,37.64,5.89,7.09,平高 奈菜,38.3,6.07,7.11,新田 芳美,38.17,6.1,7.34
202609060407,2026-09-06,04,07R,13:53,2026-09-06T13:44:22.006838+09:00,3,一周,まわり足,直線,永井 聖美,37.52,5.73,7.3,川尻 泰輔,37.56,5.83,7.47,来田 衣織,38.18,5.99,7.35,中谷 朋子,37.93,5.84,7.37,菅野 はやか,38.0,5.94,7.45,黒澤 めぐみ,37.56,5.83,7.34
202609061707,2026-09-06,17,07R,14:01,2026-09-06T13:52:22.720020+09:00,3,一周,まわり足,直線,向後 龍一,37.38,5.8,7.29,島倉 都,37.89,5.89,7.33,谷口 知優,37.89,5.75,7.33,石川 哲秀,38.46,5.96,7.39,山本 光雄,38.34,5.67,7.37,越智 照浩,38.82,6.07,7.4
202609061108,2026-09-06,11,08R,14:08,2026-09-06T13:58:21.269317+09:00,3,一周,まわり足,直線,土井 歩夢,38.01,6.1,8.2,金子 龍斗,37.94,6.43,8.23,山崎 祥,38.8,6.57,7.97,藤本 元輝,38.72,6.19,8.25,早川 理稀,38.75,6.16,8.1,塚越 海斗,38.3,6.25,8.27
202609061012,2026-09-06,10,12R,14:11,2026-09-06T14:02:20.400612+09:00,3,一周,まわり足,直線,吉田 拡郎,37.2,5.67,6.72,森 智也,37.22,5.62,6.87,竹腰 正樹,38.02,5.77,6.95,岡村 将也,37.97,5.73,6.83,長谷川 雅和,37.95,5.77,6.85,戸塚 邦好,37.7,5.8,6.93
202609062206,2026-09-06,22,06R,14:14,2026-09-06T14:04:21.711327+09:00,3,一周,まわり足,直線,今泉 友吾,36.83,5.33,7.6,堀越 雄貴,37.45,5.63,7.73,大町 利克,38.13,5.84,7.8,早川 颯太,37.88,5.7,7.67,竹井 貴史,37.33,5.43,7.69,繁野谷 圭介,38.02,5.71,7.7
202609060208,2026-09-06,02,08R,14:16,2026-09-06T14:06:19.721951+09:00,3,一周,まわり足,直線,川添 英正,37.51,5.75,6.98,中井 俊祐,38.29,5.73,7.13,野村 誠,38.1,5.79,7.07,山崎 昂介,37.23,6.87,6.83,関口 智久,37.63,5.77,7.18,山崎 善庸,38.17,5.8,7.19
202609060908,2026-09-06,09,08R,14:18,2026-09-06T14:08:18.518723+09:00,3,一周,まわり足,直線,渡邉 和将,37.3,4.4,8.7,池田 浩二,37.42,4.7,8.6,豊田 健士郎,37.53,4.68,8.66,塩田 北斗,37.94,4.74,8.49,中村 晃朋,38.16,5.04,8.43,宮地 元輝,37.9,5.03,8.53
202609060408,2026-09-06,04,08R,14:24,2026-09-06T14:14:23.665506+09:00,3,一周,まわり足,直線,森田 梨湖,37.35,5.76,7.37,今井 裕梨,37.63,5.9,7.3,石井 裕美,38.16,6.01,7.37,田中 瀬里奈,37.99,5.88,7.45,金田 幸子,39.78,5.9,7.47,長田 頼宗,37.6,5.94,7.3
202609061412,2026-09-06,14,12R,14:28,2026-09-06T14:18:18.917007+09:00,3,一周,まわり足,直線,田口 節子,38.4,6.3,6.98,米丸 乃絵,37.77,5.67,7.23,前田 紗希,37.26,6.17,7.06,大山 千広,37.52,5.85,7.33,松尾 夏海,37.43,6.1,7.17,千葉 真弥,37.82,6.41,7.13
202609061708,2026-09-06,17,08R,14:36,2026-09-06T14:26:18.540529+09:00,3,一周,まわり足,直線,北川 潤二,37.82,6.2,7.3,江藤 敦宏,38.28,6.12,7.49,原村 拓也,38.56,5.84,7.46,木山 大聖,37.77,5.8,7.35,山本 景士郎,38.45,5.81,7.35,根岸 真優,38.66,5.93,7.43
202609061109,2026-09-06,11,09R,14:41,2026-09-06T14:32:23.389211+09:00,3,一周,まわり足,直線,竹間 隆晟,37.56,5.54,8.1,藤田 俊祐,37.9,6.0,8.2,宮崎 心之介,37.68,6.3,8.43,上野 拓馬,37.88,6.29,8.03,佐野 優都,37.53,6.14,7.97,濱野 斗馬,37.65,6.4,8.0
202609062207,2026-09-06,22,07R,14:44,2026-09-06T14:34:18.974731+09:00,3,一周,まわり足,直線,北山 康介,37.5,5.5,7.7,小松 卓司,38.23,5.7,7.77,寳田 亮治,37.59,5.6,7.67,佐々木 大河,38.1,5.57,7.67,宮迫 暢彦,38.0,5.6,7.6,新開 航,38.16,5.7,7.57
202609060209,2026-09-06,02,09R,14:48,2026-09-06T14:38:22.504663+09:00,3,一周,まわり足,直線,重富 伸也,37.52,6.23,6.93,岡瀬 正人,36.97,6.13,6.87,木下 大將,37.25,5.64,6.98,萬 正嗣,38.0,5.46,7.1,森 雄利,37.13,5.53,7.03,森 晋太郎,37.8,5.64,6.99
202609060909,2026-09-06,09,09R,14:50,2026-09-06T14:40:25.645668+09:00,3,一周,まわり足,直線,平本 真之,36.97,4.53,8.67,加藤 翔馬,37.37,4.57,8.7,川原 祐明,37.7,4.73,8.6,井口 佳典,37.9,4.83,8.65,中田 竜太,37.57,4.63,8.55,澤田 尚也,37.8,4.87,8.5
202609060409,2026-09-06,04,09R,14:56,2026-09-06T14:46:23.973146+09:00,3,一周,まわり足,直線,土屋 蘭,37.35,5.88,7.3,中曽 瑠華,37.85,5.69,7.43,関野 文,38.31,5.85,7.5,小林 愛実,37.81,5.79,7.43,藤井 太雅,37.86,5.87,7.4,土屋 実沙希,38.59,5.93,7.43
202609061709,2026-09-06,17,09R,15:04,2026-09-06T14:54:21.277906+09:00,3,一周,まわり足,直線,齊藤 廉,37.8,6.11,7.24,小原 聡将,38.33,5.59,7.35,深川 麻奈美,38.43,5.92,7.32,福田 雅一,38.24,5.86,7.39,神田 達也,38.48,5.75,7.29,森清 友翔,38.97,6.6,7.36
202609061110,2026-09-06,11,10R,15:11,2026-09-06T15:02:23.142095+09:00,3,一周,まわり足,直線,水谷 理人,37.59,5.36,7.91,松田 淳平,37.69,5.78,8.03,小林 礼央,37.73,5.77,8.03,大島 隆乃介,38.1,6.0,7.87,原田 朱理,38.46,5.94,7.97,大原 祥昌,37.17,5.7,8.03
202609062208,2026-09-06,22,08R,15:14,2026-09-06T15:04:19.124841+09:00,3,一周,まわり足,直線,長野 壮志郎,36.91,5.77,7.6,杉村 賢也,37.8,5.57,7.5,山口 隆史,38.28,5.76,7.8,山本 英志,37.82,5.79,7.63,平岡 重典,37.68,5.72,7.67,長尾 京志郎,38.83,5.7,7.57
