レースコード,レース日,レース場,レース回,締切時刻,取得日時,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202609102101,2026-09-10,21,01R,08:32,2026-09-10T08:22:22.616340+09:00,3,一周,まわり足,直線,藤森 陸斗,36.71,7.81,7.64,中村 楓,36.21,7.56,7.62,福島 陽子,36.86,7.93,7.66,山田 陽翔,37.19,8.08,7.62,上之 晃弘,36.94,7.99,7.67,池 千夏,37.13,8.04,7.62
202609101401,2026-09-10,14,01R,08:44,2026-09-10T08:34:19.043665+09:00,3,一周,まわり足,直線,松尾 夏海,36.83,5.47,7.14,加藤 奈月,38.23,5.73,7.13,佐藤 ほのか,37.88,6.23,7.17,西岡 育未,37.7,6.2,6.93,向井田 真紀,37.63,5.87,7.07,野田 亜湖,37.96,6.17,7.13
202609102102,2026-09-10,21,02R,08:58,2026-09-10T08:48:22.819583+09:00,3,一周,まわり足,直線,伊藤 喜智,36.72,7.71,7.63,伊藤 玲奈,36.78,7.85,7.53,岡 暢祐,37.47,8.0,7.62,下寺 秀和,37.51,7.91,7.59,川上 清人,37.28,7.98,7.69,今泉 博人,37.02,7.81,7.62
202609101402,2026-09-10,14,02R,09:10,2026-09-10T09:00:53.634336+09:00,3,一周,まわり足,直線,水野 望美,36.47,5.53,7.13,前田 紗希,37.11,5.8,7.03,山崎 小葉音,37.66,5.94,7.01,西岡 成美,37.07,6.13,6.93,大山 千広,37.46,6.04,7.1,福岡 泉水,37.12,5.65,7.21
202609102103,2026-09-10,21,03R,09:24,2026-09-10T09:14:25.791104+09:00,3,一周,まわり足,直線,井手 良太,36.4,7.75,7.62,常盤 海心,36.6,7.74,7.61,仲谷 颯仁,37.3,7.58,7.65,岡本 亜子,37.52,8.21,7.57,金子 萌,36.91,7.59,7.66,冨成 謙児,37.57,8.13,7.65
202609101403,2026-09-10,14,03R,09:36,2026-09-10T09:26:24.433915+09:00,3,一周,まわり足,直線,千葉 真弥,36.96,5.81,7.07,北村 寧々,36.97,5.83,7.23,出口 舞有子,36.93,6.33,7.14,藤本 紗弥香,37.2,6.13,7.2,清埜 翔子,37.25,7.01,6.73,薗頭 心,37.97,6.3,6.93
202609102104,2026-09-10,21,04R,09:50,2026-09-10T09:40:28.474133+09:00,3,一周,まわり足,直線,鶴本 崇文,36.85,7.92,7.67,仁科 さやか,37.37,7.91,7.54,岡 祐臣,36.5,7.83,7.64,長尾 萌加,36.6,7.87,7.57,岡部 大輔,36.95,8.05,7.58,秋山 広一,36.95,7.82,7.62
202609101404,2026-09-10,14,04R,10:02,2026-09-10T09:52:23.052824+09:00,3,一周,まわり足,直線,後藤 美翼,36.7,5.65,7.17,中田 夕貴,37.37,5.83,7.0,豊田 結,37.57,5.93,7.27,赤井 睦,37.7,5.77,7.3,米丸 乃絵,36.82,5.9,7.1,樫葉 新心,36.97,6.3,6.93
202609102105,2026-09-10,21,05R,10:18,2026-09-10T10:08:18.853636+09:00,3,一周,まわり足,直線,浜本 裕己,36.04,7.63,7.57,宗行 治哉,36.48,7.59,7.58,奈須 啓太,36.7,7.89,7.65,中村 楓,37.28,7.79,7.61,別府 昌樹,36.97,7.59,7.7,三嶌 誠司,36.68,7.77,7.65
202609101405,2026-09-10,14,05R,10:28,2026-09-10T10:18:17.720510+09:00,3,一周,まわり足,直線,喜多須 杏奈,36.6,5.96,7.13,大豆生田 蒼,36.54,6.04,7.1,森下 愛梨,37.37,6.06,7.45,安井 瑞紀,38.1,5.83,7.28,原田 佑実,36.83,5.9,7.07,高橋 涼夏,36.82,6.07,7.03
202609101301,2026-09-10,13,01R,10:38,2026-09-10T10:28:20.586887+09:00,2,一周,まわり足,,加木 郁,37.31,11.56,,米田 隆弘,38.11,11.87,,前田 翔,37.18,11.61,,樋口 喜彦,37.31,11.66,,守屋 大地,37.63,11.69,,佐藤 謙史朗,36.9,11.65,
202609101701,2026-09-10,17,01R,10:45,2026-09-10T10:36:19.387101+09:00,3,一周,まわり足,直線,堀本 和也,37.37,5.77,7.33,齋藤 和政,37.61,5.81,7.39,吉武 真也,37.47,5.67,7.41,三木 晴斗,37.37,5.46,7.29,正木 聖賢,37.67,5.51,7.44,藤本 遼磨,37.62,5.64,7.37
202609102106,2026-09-10,21,06R,10:47,2026-09-10T10:38:19.918878+09:00,3,一周,まわり足,直線,津田 裕絵,36.48,7.81,7.59,野中 一平,36.6,7.79,7.62,屋良 龍紀,37.21,7.85,7.68,池 千夏,37.41,8.04,7.63,君島 秀三,37.19,8.04,7.69,石川 真二,36.89,7.76,7.68
202609101601,2026-09-10,16,01R,10:53,2026-09-10T10:44:25.419090+09:00,3,一周,まわり足,直線,池永 太,37.87,6.0,6.83,永田 義紘,37.33,5.67,6.8,中嶋 達也,37.2,5.53,6.93,木山 誠一,37.1,6.0,6.77,高山 智至,37.5,5.4,6.93,宮田 栞,37.27,5.73,7.0
202609100401,2026-09-10,04,01R,10:55,2026-09-10T10:46:20.663850+09:00,3,一周,まわり足,直線,大澤 真菜,37.6,5.63,7.47,村上 奈穂,37.46,5.54,7.37,登 みひ果,37.51,5.53,7.37,藤田 美代,37.44,5.73,7.3,今井 裕梨,37.23,5.71,7.33,中曽 瑠華,37.33,5.6,7.4
202609101406,2026-09-10,14,06R,10:58,2026-09-10T10:48:18.634714+09:00,3,一周,まわり足,直線,新田 芳美,37.57,6.1,7.31,原村 百那,38.28,6.44,7.06,奥村 明日香,36.97,5.9,7.1,野田 亜湖,37.65,6.57,7.13,平高 奈菜,37.97,5.97,7.23,小野 生奈,37.7,5.96,7.1
202609100501,2026-09-10,05,01R,11:03,2026-09-10T10:54:20.905857+09:00,3,一周,まわり足,直線,大西 賢,36.58,5.77,6.9,鋤柄 貴俊,37.21,5.76,6.93,伊藤 雄二,37.56,5.93,6.97,畑田 汰一,36.74,5.4,6.97,一瀬 明,37.1,5.52,7.0,冨田 秀幸,37.7,5.6,7.03
202609101302,2026-09-10,13,02R,11:06,2026-09-10T10:56:28.462905+09:00,2,一周,まわり足,,黒田 剛,37.11,11.38,,村上 功祐,37.05,11.47,,伊藤 啓三,37.51,11.82,,福田 柊人,38.35,12.04,,木山 和幸,37.56,11.73,,寺嶋 雄,38.39,12.07,
202609101702,2026-09-10,17,02R,11:11,2026-09-10T11:02:22.649704+09:00,3,一周,まわり足,直線,小宮 涼雅,37.11,5.91,7.21,後藤 浩,38.15,5.83,7.28,安田 吉宏,37.5,5.98,7.27,荒牧 凪沙,37.11,5.77,7.11,堂原 洋史,38.15,5.76,7.32,上馬場 風依,37.44,5.5,7.26
202609102107,2026-09-10,21,07R,11:18,2026-09-10T11:08:23.437341+09:00,3,一周,まわり足,直線,小林 遼太,36.43,7.68,7.62,冨成 謙児,36.85,7.75,7.67,酒見 峻介,37.58,8.03,7.61,田川 大貴,37.25,8.0,7.66,一色 凌雅,36.67,7.83,7.67,山田 陽翔,37.38,8.07,7.68
202609101602,2026-09-10,16,02R,11:22,2026-09-10T11:12:24.121930+09:00,3,一周,まわり足,直線,森 陽多,38.0,5.87,6.67,中山 将,38.2,5.9,6.87,香月 大輝,37.73,5.67,6.93,大廣 咲季,37.5,5.9,6.9,古川 誠之,37.63,5.97,6.87,大澤 誠也,37.67,6.07,6.9
202609100402,2026-09-10,04,02R,11:24,2026-09-10T11:14:17.568494+09:00,3,一周,まわり足,直線,森田 梨湖,37.21,5.83,7.43,金田 幸子,36.99,5.67,7.4,孫崎 百世,37.25,5.45,7.43,落合 直子,38.03,5.7,7.33,瀧川 千依,37.79,5.95,7.33,池田 奈津美,37.67,5.73,7.43
202609101407,2026-09-10,14,07R,11:28,2026-09-10T11:18:20.734236+09:00,3,一周,まわり足,直線,西岡 育未,36.91,5.98,6.9,深尾 巴恵,36.95,6.03,6.97,今井 美亜,37.33,5.73,7.17,水野 望美,37.08,5.9,7.1,藤本 紗弥香,36.93,5.77,7.11,田口 節子,36.57,5.73,7.02
202609100502,2026-09-10,05,02R,11:32,2026-09-10T11:22:25.764255+09:00,3,一周,まわり足,直線,山本 兼士,37.1,6.03,6.77,梶野 学志,36.94,6.2,6.83,吉川 昭男,37.0,6.13,6.83,佐藤 大介,37.53,6.1,6.93,田中 堅,37.1,5.47,7.17,高橋 二朗,36.82,5.8,6.9
202609101303,2026-09-10,13,03R,11:35,2026-09-10T11:26:20.895970+09:00,2,一周,まわり足,,井上 慧人,37.3,11.61,,出畑 孝典,37.4,11.75,,山田 哲也,37.26,11.71,,佐々木 英樹,37.82,11.86,,上岡 巧汰,37.25,11.87,,向所 浩二,37.31,11.61,
