レースコード,レース日,レース場,レース回,締切時刻,取得日時,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202609141001,2026-09-14,10,01R,08:32,2026-09-14T08:22:25.620101+09:00,3,一周,まわり足,直線,茶谷 信次,37.22,5.53,6.7,信濃 由行,37.85,5.87,6.75,丹下 健,37.9,5.87,6.78,金子 猛志,37.73,5.78,6.72,武田 信一,37.75,5.8,6.75,樋口 範政,37.48,5.75,6.68
202609142101,2026-09-14,21,01R,08:44,2026-09-14T08:34:20.677437+09:00,3,一周,まわり足,直線,秋山 広一,36.37,7.66,7.72,中村 楓,36.32,7.75,7.7,田川 大貴,37.04,7.92,7.74,長尾 萌加,36.62,8.06,7.7,今泉 博人,37.09,8.1,7.74,屋良 龍紀,37.21,8.09,7.7
202609141002,2026-09-14,10,02R,08:58,2026-09-14T08:48:21.621348+09:00,3,一周,まわり足,直線,石川 諒,36.6,5.48,6.65,平石 和男,36.7,5.48,6.68,鈴木 茂高,37.92,5.72,6.88,表 憲一,37.3,5.72,6.75,豊田 祥生,37.67,5.8,6.78,淺田 千亜希,38.27,6.03,6.73
202609142102,2026-09-14,21,02R,09:10,2026-09-14T09:00:54.587359+09:00,3,一周,まわり足,直線,浜本 裕己,36.2,7.71,7.66,上之 晃弘,36.51,7.74,7.76,鈴木 秀茉,37.03,8.05,7.71,中田 元泰,36.62,7.77,7.74,池 千夏,37.32,8.21,7.69,山田 陽翔,37.67,8.14,7.79
202609141003,2026-09-14,10,03R,09:24,2026-09-14T09:14:25.316152+09:00,3,一周,まわり足,直線,長野 壮志郎,37.13,5.72,6.83,宮武 英司,37.88,5.88,6.78,中 亮太,37.45,5.7,6.82,豊田 泰洋,38.0,5.77,6.88,金子 良昭,37.65,5.78,6.82,木村 紗友希,37.73,6.05,6.7
202609142103,2026-09-14,21,03R,09:36,2026-09-14T09:26:27.461782+09:00,3,一周,まわり足,直線,三嶌 誠司,36.39,7.63,7.78,冨成 謙児,37.11,8.11,7.83,野中 一平,36.69,8.08,7.74,岡本 亜子,37.68,8.74,7.66,石川 真二,36.79,7.91,7.7,常盤 海心,37.14,8.26,7.66
202609141004,2026-09-14,10,04R,09:50,2026-09-14T09:40:25.149433+09:00,3,一周,まわり足,直線,岡瀬 正人,37.07,5.65,6.8,黄金井 力良,37.82,5.82,6.92,小倉 康典,38.07,5.87,6.85,大澤 風葵,37.3,5.63,6.82,飯山 泰,37.13,5.72,6.75,高田 綾,37.53,5.98,6.88
202609142104,2026-09-14,21,04R,10:02,2026-09-14T09:52:21.130180+09:00,3,一周,まわり足,直線,鶴本 崇文,37.02,7.97,7.82,伊藤 玲奈,36.91,7.96,7.7,仁科 さやか,37.64,8.18,7.73,小林 遼太,37.18,8.26,7.68,岡 暢祐,37.46,8.08,7.76,藤森 陸斗,37.21,8.12,7.76
202609141005,2026-09-14,10,05R,10:18,2026-09-14T10:08:23.402228+09:00,3,一周,まわり足,直線,松瀬 弘美,37.7,5.82,6.82,高橋 英之,37.95,5.7,6.83,木谷 賢太,37.27,5.73,6.78,茶谷 信次,37.72,6.03,6.8,尾上 雅也,37.42,5.98,6.82,富永 正人,36.95,5.67,6.77
202609141101,2026-09-14,11,01R,10:29,2026-09-14T10:20:21.881209+09:00,3,一周,まわり足,直線,上田 洋平,37.5,5.47,8.07,間庭 菜摘,37.6,6.0,7.87,土屋 太朗,37.33,5.87,7.97,小川 時光,38.4,5.93,8.0,岩井 繁,38.2,6.03,8.03,中川 海虹,38.53,6.33,8.03
202609142105,2026-09-14,21,05R,10:31,2026-09-14T10:22:21.607545+09:00,3,一周,まわり足,直線,下寺 秀和,36.41,7.87,7.67,岡部 大輔,36.91,8.03,7.7,伊藤 喜智,36.87,8.0,7.74,酒見 峻介,37.7,8.26,7.74,前原 哉,37.29,8.02,7.73,川上 清人,37.27,7.87,7.84
202609140901,2026-09-14,09,01R,10:34,2026-09-14T10:26:18.793485+09:00,3,一周,まわり足,直線,松井 洪弥,37.13,4.44,8.57,長谷川 暖,37.66,4.82,8.43,抹香 雄三,37.44,4.73,8.4,坂井 康嗣,38.67,5.0,8.6,今泉 徹,38.03,4.63,8.53,高山 秀雄,37.87,4.83,8.48
202609141801,2026-09-14,18,01R,10:38,2026-09-14T10:28:27.027031+09:00,2,一周,まわり足,,渡辺 浩司,37.18,11.41,,柳沢 一,37.55,11.56,,関 浩哉,37.46,11.65,,常住 蓮,37.91,11.52,,中村 晃朋,38.02,11.86,,徳増 秀樹,38.08,11.77,
202609140801,2026-09-14,08,01R,10:43,2026-09-14T10:34:24.540599+09:00,3,一周,まわり足,直線,野田 彩加,37.5,5.5,7.23,石村 日奈那,38.2,5.83,7.13,石原 凪紗,37.1,5.73,7.3,市川 瑚幸,38.23,5.83,7.23,矢野 真梨菜,38.17,5.67,7.17,羽田 妃希,38.0,5.9,7.13
202609140201,2026-09-14,02,01R,10:47,2026-09-14T10:38:26.481266+09:00,3,一周,まわり足,直線,野田 昇吾,37.03,5.67,6.97,栗原 直也,36.48,5.37,6.93,金子 貴志,37.17,5.46,7.03,古場 輝義,37.24,5.6,7.0,羽野 諒,37.26,5.43,7.1,澁澤 周羽,37.6,5.73,7.17
202609141006,2026-09-14,10,06R,10:50,2026-09-14T10:40:25.204393+09:00,3,一周,まわり足,直線,樋口 範政,37.22,5.95,6.72,亀山 雅幸,37.12,5.63,6.72,香川 陽太,37.53,6.07,6.83,平川 香織,37.92,6.17,6.82,一宮 稔弘,37.47,5.77,6.78,北川 潤二,37.57,5.77,6.78
202609140401,2026-09-14,04,01R,10:55,2026-09-14T10:46:22.989373+09:00,3,一周,まわり足,直線,宮迫 暢彦,37.07,5.71,7.53,山口 修路,37.49,5.81,7.6,久永 祥平,37.51,5.92,7.54,本吉 正樹,38.14,6.33,7.5,國弘 翔平,37.93,6.4,7.57,藤原 駿,37.47,6.22,7.43
202609141102,2026-09-14,11,02R,10:58,2026-09-14T10:48:22.005731+09:00,3,一周,まわり足,直線,宇野 弥生,37.6,5.6,8.2,原村 拓也,37.83,5.67,8.17,中村 有裕,37.57,5.77,8.14,佐藤 博亮,36.95,5.62,8.0,石井 孝之,37.47,6.07,7.92,眞鳥 章太,38.03,5.87,7.97
