レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202609110201,2026-09-11,02,01R,10:47,2026-09-11T11:02:25.078690+09:00,1050,逃　げ,1,中村　　裕将,"1'49""1",3,渡部　　　悟,"1'50""4",4,細川　　明人,"1'52""2",2,池田　　剛規,"1'52""5",5,富永　　大一,,6,新井　　英孝,,1,0.08,,2,0.11,,3,0.09,,4,0.08,,5,0.09,,6,0.09,,2,,0.0,0.0,19.0,24.0
202609111701,2026-09-11,17,01R,10:42,2026-09-11T11:06:21.897735+09:00,1045,まくり,3,大庭　　元明,"1'53""9",2,小宮　　涼雅,"1'58""3",6,木場　雄二郎,"2'00""3",1,中田　　友也,"2'02""1",5,齋藤　　和政,"2'06""4",,,,1,0.11,,2,0.08,,3,0.09,,4,0.28,,5,0.26,,6,0.15,,2,2,3.0,3.0,25.0,25.0
202609111601,2026-09-11,16,01R,10:49,2026-09-11T11:06:21.897735+09:00,1053,逃　げ,1,松尾　　　充,"1'50""5",3,井上　　大輔,"1'52""4",2,上瀧　　絢也,"1'54""0",5,永田　　義紘,"1'54""7",4,中北　　　涼,,6,高橋　　嗣穏,,1,0.15,,2,0.11,,3,0.14,,4,0.15,,5,0.16,,6,0.17,,2,5,1.0,1.0,23.0,27.0
202609112106,2026-09-11,21,06R,10:52,2026-09-11T11:08:26.666328+09:00,1055,差　し,5,小池　　公生,"1'48""3",3,小林　　遼太,"1'50""2",6,君島　　秀三,"1'51""3",1,池　　　千夏,"1'52""0",4,岡本　　亜子,,2,藤森　　陸斗,,1,0.08,,2,0.1,,3,0.07,,5,0.07,,6,0.06,,4,0.09,,1,,0.0,1.0,25.6,24.9
202609111302,2026-09-11,13,02R,11:02,2026-09-11T11:18:25.848558+09:00,1105,差　し,2,佐々木　英樹,"1'50""2",3,黒田　　　剛,"1'50""9",4,加木　　　郁,"1'52""7",5,井上　　尚悟,"1'53""2",6,上岡　　巧汰,"1'54""9",1,樋口　　喜彦,"1'56""7",1,0.15,,2,0.19,,3,0.11,,4,0.09,,5,0.09,,6,0.05,,2,2,3.0,0.0,25.5,24.3
202609110501,2026-09-11,05,01R,11:03,2026-09-11T11:20:27.376214+09:00,1107,差　し,2,寺本　　昇平,"1'48""1",3,一瀬　　　明,"1'49""1",4,松村　　康太,"1'50""0",1,一柳　　和孝,"1'51""4",6,山本　　兼士,,5,乙津　　康志,,1,0.13,,2,0.14,,3,0.17,,4,0.15,,5,0.14,,6,0.21,,2,,0.0,2.0,19.0,24.0
202609111406,2026-09-11,14,06R,10:58,2026-09-11T11:22:31.870952+09:00,1108,まくり,6,安井　　瑞紀,"1'47""6",1,奥村　明日香,"1'48""9",2,樫葉　　新心,"1'51""6",4,加藤　　奈月,"1'53""0",3,向井田　真紀,,5,薗頭　　　心,,1,0.09,,2,0.13,,3,0.09,,4,0.21,,6,0.11,,5,0.19,,2,8,1.0,1.0,24.0,26.0
202609111702,2026-09-11,17,02R,11:08,2026-09-11T11:24:25.017581+09:00,1111,抜　き,3,権藤　　俊光,"1'51""8",4,四宮　　与寛,"1'53""1",2,滝沢　　芳行,"1'54""4",6,今村　　暢孝,"1'55""3",1,後藤　　　浩,"1'56""8",5,柴田　　友和,"1'58""4",1,0.2,,6,0.09,,2,0.05,,3,0.07,,4,0.05,,5,0.14,,2,3,4.0,4.0,25.0,25.0
202609111602,2026-09-11,16,02R,11:15,2026-09-11T11:32:23.386753+09:00,1119,差　し,4,中山　　　将,"1'50""1",2,森　　　陽多,"1'51""3",1,木山　　誠一,"1'52""7",6,川崎　　智稔,"1'54""2",3,村岡　　　賢,,5,三嶌　さらら,,1,0.14,,2,0.2,,3,0.14,,4,0.14,,5,0.11,,6,0.11,,2,5,1.0,1.0,23.0,27.0
202609110301,2026-09-11,03,01R,11:14,2026-09-11T11:34:22.582411+09:00,1117,逃　げ,1,多羅尾　達之,"1'52""6",6,横澤　　剛治,"1'53""6",2,渡辺　　　豊,"1'55""2",5,川合　　理司,"1'55""2",4,牧山　　敦也,,3,鈴木　　賢一,,1,0.21,,2,0.23,,3,0.27,,4,0.18,,5,0.32,,6,0.15,,3,1,2.0,5.0,19.0,25.0
202609110202,2026-09-11,02,02R,11:16,2026-09-11T11:34:22.582411+09:00,1119,抜　き,1,竹腰　　正樹,"1'49""1",3,新出　　浩司,"1'50""2",2,金田　　智博,"1'52""7",4,富澤　　祐作,"1'54""3",5,三浦　洋次朗,,6,和田　　操拓,,1,0.12,,2,0.14,,3,0.14,,4,0.15,,5,0.17,,6,0.13,,2,1,1.0,1.0,19.0,24.0
202609112107,2026-09-11,21,07R,11:22,2026-09-11T11:38:25.076099+09:00,1125,まくり,2,田川　　大貴,"1'48""3",5,屋良　　龍紀,"1'49""7",1,伊藤　　玲奈,"1'51""1",6,津田　　裕絵,"1'52""3",3,中村　　　楓,,4,岡　　　暢祐,,1,0.24,,2,0.1,,3,0.12,,4,0.15,,5,0.18,,6,0.16,,1,2,1.0,1.0,25.5,25.1
202609111303,2026-09-11,13,03R,11:26,2026-09-11T11:44:25.183432+09:00,1129,差　し,2,藤田　　浩人,"1'49""5",1,齊藤　　　優,"1'51""0",6,富永　　修一,"1'52""3",4,伊藤　　啓三,"1'52""5",5,森定　　晃史,"1'53""7",3,向所　　浩二,"1'54""8",1,0.11,,2,0.16,,3,0.11,,4,0.05,,5,0.09,,6,0.14,,2,2,4.0,0.0,25.6,24.3
202609110502,2026-09-11,05,02R,11:32,2026-09-11T11:48:22.903483+09:00,1136,まくり差し,3,大澤　　普司,"1'48""7",4,北中　　元樹,"1'49""8",1,大澤　　大夢,"1'52""2",2,飯島　　　誠,"1'52""7",5,伊藤　　誠二,,6,大西　　　賢,,1,0.15,,2,0.17,,3,0.08,,4,0.15,,5,0.16,,6,0.2,,2,3,1.0,2.0,20.0,24.0
202609111407,2026-09-11,14,07R,11:28,2026-09-11T11:50:25.977192+09:00,1135,逃　げ,1,北村　　寧々,"1'48""3",4,中田　　夕貴,"1'49""5",5,水野　　望美,"1'51""2",2,森下　　愛梨,"1'52""2",6,高橋　　涼夏,,3,前田　　紗希,,1,0.09,,2,0.18,,3,0.16,,4,0.16,,5,0.26,,6,0.32,,2,8,1.0,1.0,24.0,26.0
202609110601,2026-09-11,06,01R,11:33,2026-09-11T11:50:25.977192+09:00,1137,逃　げ,1,幸田　　智裕,"1'50""7",4,日笠　　勝弘,"1'52""1",5,武田　　正紀,"1'53""5",3,岡崎　　凪汰,"1'55""2",2,占部　　一真,,6,小森　　信雄,,1,0.13,,2,0.18,,3,0.23,,4,0.16,,5,0.21,,6,0.2,,3,,0.0,0.0,23.0,26.0
202609111703,2026-09-11,17,03R,11:35,2026-09-11T11:54:24.554988+09:00,1138,逃　げ,1,鈴木　　裕隆,"1'50""9",2,上條　　嘉嗣,"1'52""2",5,小坂　　宗司,"1'53""5",6,有賀　　達也,"1'53""7",4,小黒　　竜吾,"1'55""1",3,正木　　聖賢,"1'57""3",1,0.18,,2,0.16,,3,0.14,,4,0.12,,5,0.17,,6,0.14,,2,2,4.0,4.0,25.0,25.0
202609110302,2026-09-11,03,02R,11:41,2026-09-11T11:58:26.910643+09:00,1144,逃　げ,1,平野　　和明,"1'52""1",5,港　　　理樹,"1'52""8",6,加藤　　政彦,"1'54""8",4,広次　　　修,"1'56""6",2,山口　　広樹,,3,古川　　　健,,1,0.07,,2,0.09,,3,0.08,,4,0.12,,5,0.15,,6,0.16,,3,1,2.0,5.0,19.0,25.0
202609111603,2026-09-11,16,03R,11:42,2026-09-11T12:00:58.462545+09:00,1146,差　し,2,和田　　兼輔,"1'50""3",4,後藤　　翔之,"1'51""0",1,滝川　真由子,"1'52""9",6,山口　　　亮,"1'53""8",3,高山　　智至,,5,池永　　　太,,1,0.09,,2,0.09,,3,0.05,,4,0.1,,5,0.17,,6,0.23,,2,,0.0,1.0,24.0,27.0
202609110203,2026-09-11,02,03R,11:45,2026-09-11T12:00:58.462545+09:00,1148,まくり差し,6,山口　　達也,"1'47""6",3,青木　　　蓮,"1'49""5",5,是澤　　孝宏,"1'51""1",2,半田　　尚也,"1'52""0",4,羽野　　　諒,,1,金子　　貴志,,1,0.18,,2,0.22,,3,0.11,,4,0.1,,6,0.14,,5,0.11,,2,1,1.0,1.0,19.0,24.0
202609111304,2026-09-11,13,04R,11:51,2026-09-11T12:06:24.969719+09:00,1154,差　し,2,岩崎　　正哉,"1'49""4",3,川崎　　誠志,"1'50""8",4,荒川　　健太,"1'51""9",1,山川　　雄大,"1'52""6",5,富山　　弘幸,"1'53""7",6,室田　　泰史,"1'54""8",1,0.17,,2,0.18,,3,0.13,,4,0.12,,5,0.15,,6,0.12,,2,3,4.0,0.0,26.1,24.4
202609112108,2026-09-11,21,08R,11:53,2026-09-11T12:10:29.870986+09:00,1156,差　し,6,石川　　真二,"1'47""4",2,中田　　元泰,"1'48""8",1,福島　　陽子,"1'51""7",3,上之　　晃弘,"1'52""4",4,酒見　　峻介,,5,今泉　　博人,,1,0.19,,6,0.08,,2,0.08,,3,0.07,,4,0.05,,5,0.1,,1,8,2.0,2.0,25.6,25.5
202609110602,2026-09-11,06,02R,11:58,2026-09-11T12:16:19.942215+09:00,1202,逃　げ,1,石塚　　裕介,"1'50""6",4,渡辺　　真至,"1'52""2",5,田路　　朋史,"1'52""8",6,梶原　　　正,"1'53""7",2,庄司　　孝輔,,3,向井田　佑紀,,1,0.03,,2,0.04,,3,0.02,,4,0.11,,5,0.05,,6,0.09,,3,,0.0,0.0,23.0,26.0
202609111704,2026-09-11,17,04R,12:00,2026-09-11T12:18:28.405976+09:00,1203,差　し,2,東　　　潤樹,"1'50""2",1,中山　　雄太,"1'52""2",5,丸尾　　義孝,"1'54""1",6,安田　　吉宏,"1'55""3",4,八戸　　琉楓,"1'56""6",3,前田　　聖文,"2'03""6",1,0.09,,2,0.14,,3,0.12,,4,0.14,,5,0.05,,6,0.06,,2,3,3.0,3.0,25.0,25.0
202609110503,2026-09-11,05,03R,12:01,2026-09-11T12:18:28.405976+09:00,1205,逃　げ,1,鋤柄　　貴俊,"1'48""3",4,北村　　征嗣,"1'48""9",2,柳橋　　宏紀,"1'51""6",3,芝田　　京介,"1'53""7",6,津久井　拓也,,5,杉江　　浩明,,1,0.19,,2,0.15,,3,0.17,,4,0.14,,5,0.13,,6,0.13,,2,2,1.0,2.0,20.0,24.0
202609111408,2026-09-11,14,08R,12:05,2026-09-11T12:22:23.700922+09:00,1209,まくり,2,浜田　亜理沙,"1'46""9",4,原村　　百那,"1'50""8",5,藤原　　早菜,"1'51""4",1,西岡　　成美,"1'53""1",6,豊田　　　結,,3,深尾　　巴恵,,1,0.22,,2,0.15,,3,0.18,,4,0.27,,5,0.31,,6,0.32,,2,8,2.0,2.0,25.0,26.0
202609110303,2026-09-11,03,03R,12:08,2026-09-11T12:26:22.036125+09:00,1211,まくり,3,山ノ内　雅人,"1'51""6",2,村本　　大成,"1'52""9",6,秦　　　英悟,"1'55""1",5,黒崎　　竜也,"1'55""6",4,浅井　　　翼,,1,鈴木　結平太,,1,0.18,,2,0.17,,3,0.16,,4,0.12,,5,0.18,,6,0.19,,3,1,1.0,5.0,19.0,25.0
202609111604,2026-09-11,16,04R,12:13,2026-09-11T12:30:32.463777+09:00,1216,逃　げ,1,小池　　哲也,"1'49""9",4,古川　　誠之,"1'50""5",2,香月　　大輝,"1'52""4",3,石原　　　光,"1'53""1",6,松山　　将吾,,5,國分　将太郎,,1,0.08,,2,0.13,,3,0.18,,4,0.2,,5,0.24,,6,0.31,,2,2,1.0,1.0,24.0,27.0
202609110204,2026-09-11,02,04R,12:14,2026-09-11T12:30:32.463777+09:00,1217,差　し,2,渡邉　　俊介,"1'48""6",3,大野　　芳顕,"1'49""9",5,岡部　　大輝,"1'51""1",1,板倉　　敦史,"1'52""3",6,古場　　輝義,,4,鈴木　　唯央,,1,0.08,,2,0.09,,6,0.06,,3,0.11,,5,0.09,,4,0.1,,2,,0.0,0.0,20.0,24.0
202609111305,2026-09-11,13,05R,12:21,2026-09-11T12:36:25.806299+09:00,1224,まくり,4,佐藤　謙史朗,"1'49""4",5,富永　夏哉人,"1'49""7",6,河村　　　了,"1'51""9",1,丸岡　　正典,"1'52""7",2,村上　　功祐,"1'54""8",3,小野寺　智洋,"1'57""3",1,0.16,,2,0.16,,3,0.09,,4,0.06,,5,0.16,,6,0.18,,2,3,4.0,0.0,27.0,24.4
202609112109,2026-09-11,21,09R,12:24,2026-09-11T12:40:29.167212+09:00,1227,逃　げ,1,奈須　　啓太,"1'47""7",2,鈴木　　秀茉,"1'50""0",4,常盤　　海心,"1'51""5",3,浜本　　裕己,"1'52""2",6,鶴本　　崇文,,5,山田　　陽翔,,1,0.21,,2,0.26,,3,0.29,,4,0.28,,6,0.23,,5,0.19,,1,8,2.0,2.0,25.5,25.9
202609110603,2026-09-11,06,03R,12:27,2026-09-11T12:44:25.123329+09:00,1231,逃　げ,1,松田　　竜馬,"1'49""7",2,為本　　智也,"1'50""7",4,丹下　　　将,"1'53""2",3,樋口　　　亮,"1'54""7",5,吉原　　聖人,,6,片橋　　幸貴,,1,0.11,,2,0.11,,3,0.21,,4,0.15,,5,0.1,,6,0.11,,3,,0.0,0.0,23.0,26.0
202609110504,2026-09-11,05,04R,12:31,2026-09-11T12:48:26.080632+09:00,1235,まくり,3,西村　　豪洋,"1'48""8",2,田中　　　豪,"1'50""7",5,大崎　　　翔,"1'51""8",4,佐藤　　大介,"1'53""0",6,米本　　圭佑,,1,芹澤　　克彦,,1,0.21,,2,0.16,,3,0.07,,4,0.09,,5,0.09,,6,0.1,,3,1,1.0,2.0,20.0,24.0
202609110304,2026-09-11,03,04R,12:35,2026-09-11T12:52:26.864415+09:00,1238,差　し,2,関根　　彰人,"1'51""7",4,松本　　博昭,"1'53""0",1,岡谷　　健吾,"1'54""3",3,中北　　将史,"1'55""0",6,荒井　　輝年,,5,本橋　　克洋,,1,0.17,,2,0.21,,3,0.17,,4,0.22,,5,0.23,,6,0.33,,3,1,2.0,5.0,19.0,25.0
202609111409,2026-09-11,14,09R,12:38,2026-09-11T12:56:21.025158+09:00,1242,逃　げ,1,山崎　小葉音,"1'48""6",4,原田　　佑実,"1'50""1",3,西岡　　育未,"1'51""7",5,大豆生田　蒼,"1'52""2",2,西澤　日花里,,6,野田　　亜湖,,1,0.13,,2,0.19,,3,0.16,,4,0.14,,5,0.14,,6,0.22,,2,8,3.0,3.0,25.0,26.0
202609111705,2026-09-11,17,05R,12:36,2026-09-11T12:58:22.180701+09:00,1239,逃　げ,1,清水　　攻二,"1'50""4",5,三木　　晴斗,"1'51""0",3,西野　　翔太,"1'52""8",2,荒牧　　凪沙,"1'53""7",6,尾形　　栄治,"1'54""8",4,櫻井　　　優,"1'54""9",1,0.05,,2,0.08,,3,0.09,,4,0.12,,5,0.13,,6,0.13,,2,3,2.0,2.0,25.0,25.0
202609110205,2026-09-11,02,05R,12:44,2026-09-11T13:00:41.934531+09:00,1247,まくり,4,小坂　　尚哉,"1'48""3",5,西村　　　勝,"1'49""8",6,池田　　剛規,"1'50""8",2,酒井　　俊弘,"1'53""8",3,佐藤　　駿介,,1,山一　　鉄也,,1,0.14,,2,0.17,,3,0.15,,4,0.05,,5,0.05,,6,0.07,,2,,0.0,0.0,20.0,24.0
202609111306,2026-09-11,13,06R,12:49,2026-09-11T13:06:24.596198+09:00,1252,まくり,4,渡邊　雄一郎,"1'49""4",5,佐々木　英樹,"1'51""4",1,出畑　　孝典,"1'53""6",2,寺嶋　　　雄,"1'54""9",6,樋口　　喜彦,"1'55""6",3,守屋　　大地,"2'00""4",1,0.18,,2,0.16,,3,0.16,,4,0.11,,5,0.13,,6,0.09,,2,3,3.0,0.0,27.7,24.5
202609111605,2026-09-11,16,05R,12:52,2026-09-11T13:10:27.784105+09:00,1255,逃　げ,1,渋谷　　明憲,"1'49""3",3,坂井　　滉哉,"1'51""2",4,森高　　一真,"1'52""2",2,森永　　　淳,"1'53""8",5,中嶋　　達也,,6,宮田　　　栞,,1,0.12,,2,0.09,,3,0.07,,4,0.1,,5,0.14,,6,0.22,,1,5,2.0,3.0,25.0,27.0
202609110604,2026-09-11,06,04R,12:54,2026-09-11T13:12:19.548554+09:00,1258,恵まれ,6,雑賀　　勇貴,"1'50""4",5,松本　　庸平,"1'52""1",4,長野　　道臣,"1'53""7",2,梅木　　敬太,"1'55""2",3,飯山　　晃三,,,,,1,-0.04,F,2,0.07,,3,0.11,,6,0.06,,5,0.09,,4,0.02,,3,1,1.0,1.0,23.0,26.0
202609112110,2026-09-11,21,10R,12:59,2026-09-11T13:14:22.238932+09:00,1302,逃　げ,1,岡　　　祐臣,"1'47""4",3,谷川　　祐一,"1'49""4",2,伊藤　　喜智,"1'51""1",4,一色　　凌雅,"1'52""1",5,下寺　　秀和,,6,藤森　　陸斗,,1,0.1,,2,0.13,,3,0.11,,4,0.14,,5,0.12,,6,0.15,,1,1,2.0,2.0,25.9,26.1
202609110505,2026-09-11,05,05R,13:01,2026-09-11T13:20:29.451227+09:00,1305,抜　き,3,木田　峰由季,"1'48""4",2,鈴木　　章司,"1'50""0",4,上村　　純一,"1'51""4",5,伊藤　　雄二,"1'52""9",1,冨田　　秀幸,,6,乙津　　康志,,1,0.08,,2,0.07,,3,0.08,,4,0.06,,5,0.03,,6,0.1,,2,1,1.0,2.0,20.0,24.0
202609110305,2026-09-11,03,05R,13:02,2026-09-11T13:20:29.451227+09:00,1305,差　し,4,佐藤　　　航,"1'51""4",3,山本　稔太朗,"1'52""3",1,澤崎　　雄哉,"1'53""7",2,石渡　翔一郎,"1'54""6",5,山口　　裕二,,6,川合　　理司,,1,0.06,,2,0.11,,3,0.14,,4,0.22,,5,0.27,,6,0.31,,3,1,2.0,5.0,19.0,25.0
202609111706,2026-09-11,17,06R,13:08,2026-09-11T13:24:27.147034+09:00,1311,差　し,2,田中　信一郎,"1'50""5",1,堂原　　洋史,"1'51""8",4,松尾　　　拓,"1'52""8",6,杉山　　貴博,"1'53""3",5,吉武　　真也,"1'55""0",3,齋藤　　和政,"1'57""4",1,0.13,,2,0.14,,3,0.15,,4,0.14,,5,0.15,,6,0.19,,2,3,2.0,2.0,26.0,25.0
202609111410,2026-09-11,14,10R,13:09,2026-09-11T13:26:25.086154+09:00,1313,まくり,2,今井　　美亜,"1'48""1",6,奥村　明日香,"1'49""6",3,後藤　　美翼,"1'51""4",1,出口　舞有子,"1'52""7",5,魚谷　　香織,,4,赤井　　　睦,,1,0.13,,2,0.06,,3,0.09,,4,0.1,,5,0.06,,6,0.05,,2,8,2.0,2.0,25.0,26.0
202609110206,2026-09-11,02,06R,13:14,2026-09-11T13:32:27.746944+09:00,1317,抜　き,2,松崎　祐太郎,"1'49""2",1,富澤　　祐作,"1'50""2",3,藤山　　雅弘,"1'51""9",5,里岡　　右貴,"1'52""3",4,野田　　昇吾,,6,澁澤　　周羽,,1,0.18,,2,0.13,,3,0.11,,5,0.19,,4,0.21,,6,0.26,,3,1,1.0,1.0,20.0,24.0
202609110605,2026-09-11,06,05R,13:20,2026-09-11T13:40:22.158444+09:00,1324,抜　き,6,鈴木　　孝明,"1'49""7",1,星野　　太郎,"1'50""8",5,草川　　壮良,"1'53""0",4,井上　　恵一,"1'54""4",3,坂東　　　満,,2,倉尾　　大介,,1,0.14,,2,0.19,,3,0.16,,4,0.13,,5,0.11,,6,0.08,,2,1,1.0,1.0,23.0,26.0
202609111606,2026-09-11,16,06R,13:25,2026-09-11T13:42:25.053334+09:00,1329,まくり差し,3,西丸　　敦基,"1'50""1",1,永井　　　源,"1'51""7",6,篠崎　　元志,"1'52""8",4,上瀧　　絢也,"1'53""7",5,大澤　　誠也,,2,三嶌　さらら,,1,0.06,,2,0.08,,3,0.05,,4,0.09,,5,0.11,,6,0.15,,1,4,2.0,3.0,26.0,27.0
202609111307,2026-09-11,13,07R,13:29,2026-09-11T13:44:23.049862+09:00,1332,逃　げ,1,荒井　　翔伍,"1'50""5",4,前田　　　翔,"1'51""3",3,加木　　　郁,"1'52""9",2,伊藤　　啓三,"1'53""7",5,上岡　　巧汰,"1'55""5",6,松本　　浩貴,"1'56""3",1,0.11,,2,0.12,,3,0.13,,4,0.17,,5,0.14,,6,0.13,,2,2,4.0,0.0,28.3,24.7
202609110306,2026-09-11,03,06R,13:29,2026-09-11T13:46:20.180330+09:00,1332,まくり,4,森作　　雄大,"1'51""8",1,小川　　知行,"1'52""7",2,広次　　　修,"1'54""6",6,古田　　祐貴,"1'55""7",3,野見山　拓己,,5,多羅尾　達之,,1,0.13,,2,0.14,,3,0.11,,4,0.04,,5,0.06,,6,0.12,,3,1,2.0,5.0,19.0,25.0
202609110506,2026-09-11,05,06R,13:31,2026-09-11T13:50:22.278242+09:00,1335,逃　げ,1,大場　　　敏,"1'48""5",5,一瀬　　　明,"1'49""5",6,川上　　聡介,"1'51""5",3,高橋　　二朗,"1'52""1",2,大澤　　大夢,,4,藤田　　靖弘,,1,0.14,,2,0.17,,3,0.27,,4,0.16,,5,0.19,,6,0.18,,2,2,2.0,2.0,20.0,24.0
202609112111,2026-09-11,21,11R,13:34,2026-09-11T13:52:20.940948+09:00,1337,逃　げ,1,秋山　　広一,"1'46""9",2,仲谷　　颯仁,"1'48""9",6,田中　　宏樹,"1'51""0",3,岡　　　暢祐,"1'52""0",5,野中　　一平,,4,小池　　公生,,1,0.08,,2,0.13,,3,0.15,,4,0.08,,5,0.01,,6,0.01,,1,8,2.0,2.0,26.0,26.1
