レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202609120901,2026-09-12,09,01R,10:33,2026-09-12T10:52:20.681254+09:00,1037,抜　き,1,江夏　　　満,"1'49""7",2,抹香　　雄三,"1'50""6",3,渡邊　　雄斗,"1'52""4",6,坂口　　貴彦,"1'54""6",5,坂井　　康嗣,,4,田村　　　慶,,1,0.05,,2,0.15,,3,0.1,,4,0.17,,5,0.08,,6,0.09,,2,3,2.0,1.0,25.0,24.0
202609121701,2026-09-12,17,01R,10:38,2026-09-12T10:54:21.908533+09:00,1041,逃　げ,1,小林　　京平,"1'50""3",3,中山　　雄太,"1'52""0",4,町田　　洸希,"1'53""7",6,小宮　　涼雅,"1'55""2",5,上馬場　風依,"1'56""4",2,村上　　彰一,"1'58""6",1,0.05,,2,0.12,,3,0.09,,4,0.11,,6,0.1,,5,0.13,,1,3,2.0,2.0,25.0,25.0
202609120801,2026-09-12,08,01R,10:39,2026-09-12T10:56:22.450257+09:00,1043,逃　げ,1,武井　莉里佳,"1'50""7",2,坂　　咲友理,"1'52""0",5,永田　　　楽,"1'54""1",6,矢野　真梨菜,"1'54""4",4,沼田　　七華,,3,石村　日奈那,,1,0.22,,2,0.21,,3,0.14,,4,0.09,,5,0.06,,6,0.22,,2,,0.0,0.0,24.0,28.0
202609121006,2026-09-12,10,06R,10:50,2026-09-12T11:06:23.046489+09:00,1053,まくり,2,平川　　香織,"1'50""5",5,茶谷　　信次,"1'52""2",4,飯山　　　泰,"1'52""9",6,一宮　　稔弘,"1'54""2",1,信濃　　由行,,3,豊田　　泰洋,,1,0.16,,2,0.19,,3,0.15,,4,0.14,,6,0.16,,5,0.22,,1,8,2.0,2.0,25.0,24.0
202609120201,2026-09-12,02,01R,10:47,2026-09-12T11:08:21.374948+09:00,1051,まくり差し,5,羽野　　　諒,"1'59""1",2,佐藤　　駿介,"2'03""4",1,栗原　　直也,"2'07""0",3,鈴木　　唯央,"2'09""3",6,澁澤　　周羽,,,,,1,0.08,,2,0.15,,3,0.12,,4,0.09,,5,0.08,,6,0.08,,2,1,1.0,1.0,22.0,24.0
202609121801,2026-09-12,18,01R,10:42,2026-09-12T11:10:25.540374+09:00,1045,逃　げ,1,佐々木　完太,"1'50""9",2,大上　　卓人,"1'52""2",4,中島　　孝平,"1'53""3",,,,,,,,,,1,0.12,,2,0.11,,3,0.12,,4,0.19,,5,0.16,,6,0.18,,2,4,3.0,3.0,27.0,27.0
202609121601,2026-09-12,16,01R,10:57,2026-09-12T11:14:21.369396+09:00,1100,まくり,3,大廣　　咲季,"1'49""5",4,大澤　　誠也,"1'52""1",6,木山　　誠一,"1'53""6",2,佐藤　　右京,"1'54""9",5,宮田　　　栞,,1,古川　　誠之,,1,0.16,,2,0.14,,3,0.11,,4,0.04,,6,0.17,,5,0.14,,1,4,4.0,3.0,27.0,27.0
202609122106,2026-09-12,21,06R,10:59,2026-09-12T11:14:21.369396+09:00,1102,まくり,2,奈須　　啓太,"1'48""6",3,長尾　　萌加,"1'49""3",1,上之　　晃弘,"1'51""7",6,石川　　真二,"1'52""7",4,小林　　遼太,,5,山田　　陽翔,,1,0.12,,6,0.16,,2,0.09,,3,0.21,,4,0.23,,5,0.27,,2,3,3.0,3.0,27.7,26.2
202609120902,2026-09-12,09,02R,11:00,2026-09-12T11:20:25.909963+09:00,1104,逃　げ,1,森　　　竜也,"1'50""3",2,角浜　　　修,"1'51""8",5,高山　　秀雄,"1'53""9",3,長谷川　　充,"1'54""8",4,北川　　敏弘,,6,吉岡　　　誠,,1,0.1,,2,0.07,,3,0.11,,4,0.1,,5,0.11,,6,0.1,,1,3,2.0,1.0,25.0,24.0
202609120501,2026-09-12,05,01R,11:03,2026-09-12T11:22:20.455090+09:00,1107,逃　げ,1,西村　　豪洋,"1'49""3",2,藤田　　靖弘,"1'51""0",6,杉江　　浩明,"1'52""4",4,伊藤　　雄二,"1'52""9",5,芹澤　　克彦,,3,乙津　　康志,,1,0.02,,2,0.16,,3,0.11,,4,0.06,,5,0.12,,6,0.12,,2,2,3.0,2.0,23.0,24.0
202609120802,2026-09-12,08,02R,11:06,2026-09-12T11:24:22.074508+09:00,1110,逃　げ,1,石原　　凪紗,"1'49""7",2,薮内　　瑞希,"1'52""0",3,野田　　彩加,"1'53""7",6,赤井　星璃菜,"1'55""5",5,大久保　佑香,,4,田中　瀬里奈,,1,0.16,,2,0.19,,3,0.13,,4,0.13,,5,0.1,,6,0.13,,2,4,1.0,1.0,25.0,28.0
202609120202,2026-09-12,02,02R,11:16,2026-09-12T11:32:21.613802+09:00,1119,まくり,2,藤原　啓史朗,"1'49""3",3,松崎　祐太郎,"1'50""4",5,細川　　明人,"1'52""9",1,古場　　輝義,"1'54""1",4,西田　　　靖,,6,竹腰　　正樹,,1,0.09,,4,0.07,,2,0.09,,3,0.19,,5,0.2,,6,0.25,,2,1,1.0,1.0,23.0,24.0
202609121702,2026-09-12,17,02R,11:15,2026-09-12T11:36:18.914075+09:00,1118,逃　げ,1,東　　　潤樹,"1'49""9",4,吉武　　真也,"1'53""2",5,堀本　　和也,"1'54""2",2,柴田　　友和,"1'55""8",6,八戸　　琉楓,"1'59""2",3,佐竹　　友樹,"2'00""3",1,0.14,,2,0.21,,3,0.19,,4,0.08,,5,0.06,,6,0.09,,2,3,2.0,2.0,25.0,25.0
202609121007,2026-09-12,10,07R,11:20,2026-09-12T11:36:18.914075+09:00,1123,逃　げ,1,黄金井　力良,"1'50""5",2,岡瀬　　正人,"1'51""5",4,武田　　信一,"1'53""2",5,角谷　　健吾,"1'53""8",6,木谷　　賢太,,3,松瀬　　弘美,,1,0.1,,2,0.09,,3,0.08,,4,0.13,,5,0.13,,6,0.16,,1,8,3.0,3.0,25.0,24.0
202609121802,2026-09-12,18,02R,11:11,2026-09-12T11:42:22.559342+09:00,1120,差　し,2,坪井　　康晴,"1'51""2",4,竹田　　辰也,"1'52""3",1,常住　　　蓮,"1'53""8",3,金子　　拓矢,"1'54""7",6,石野　　貴之,,5,渡辺　　浩司,,1,0.25,,2,0.16,,3,0.14,,4,0.11,,5,0.15,,6,0.19,,2,5,3.0,3.0,28.0,27.0
202609121602,2026-09-12,16,02R,11:25,2026-09-12T11:42:22.559342+09:00,1128,まくり,4,森　　　陽多,"1'50""5",3,増本　　杏珠,"1'52""5",1,川崎　　智稔,"1'54""0",6,高橋　　嗣穏,"1'54""1",5,坂井　　滉哉,,2,中嶋　　達也,,1,0.22,,2,0.22,,3,0.21,,4,0.15,,5,0.13,,6,0.37,,1,4,5.0,5.0,27.0,27.0
202609122107,2026-09-12,21,07R,11:29,2026-09-12T11:44:22.903377+09:00,1132,逃　げ,1,冨成　　謙児,"1'49""6",6,別府　　昌樹,"1'50""4",4,常盤　　海心,"1'51""9",5,伊藤　　玲奈,"1'52""3",3,川上　　清人,,2,前原　　　哉,,1,0.15,,2,0.16,,3,0.16,,4,0.23,,5,0.21,,6,0.17,,2,3,4.0,4.0,27.9,26.3
202609120502,2026-09-12,05,02R,11:32,2026-09-12T11:50:25.334852+09:00,1136,まくり,6,吉川　　昭男,"1'49""9",1,田中　　　堅,"1'50""4",4,木田　峰由季,"1'51""6",3,鈴木　　章司,"1'52""3",5,川上　　聡介,,2,芝田　　京介,,1,0.27,,6,0.24,,2,0.39,,3,0.43,,4,0.44,,5,0.54,,2,3,2.0,2.0,23.0,24.0
202609120803,2026-09-12,08,03R,11:35,2026-09-12T11:52:19.511628+09:00,1139,まくり差し,5,三浦　　永理,"1'48""8",6,小池　　礼乃,"1'50""3",1,山川　　波乙,"1'52""3",3,深見　亜由美,"1'53""2",2,畑田　　希咲,,4,星田　　夢結,,1,0.19,,2,0.19,,3,0.09,,5,0.14,,6,0.17,,4,0.13,,2,4,1.0,1.0,25.0,28.0
202609120903,2026-09-12,09,03R,11:27,2026-09-12T11:56:22.517936+09:00,1131,差　し,2,松井　　洪弥,"1'51""0",3,馬野　　　耀,"1'52""2",6,森永　　　隆,"1'54""4",1,松本　　弓雄,"1'54""6",5,長谷川　　暖,,4,今泉　　　徹,,1,0.09,,2,0.09,,3,0.12,,4,0.12,,5,0.16,,6,0.16,,1,3,2.0,1.0,26.0,24.0
202609120601,2026-09-12,06,01R,11:39,2026-09-12T11:56:22.517936+09:00,1143,逃　げ,1,長野　　道臣,"1'50""8",2,楠原　　翔太,"1'51""5",3,草川　　壮良,"1'53""4",4,武田　　正紀,"1'54""3",5,梅木　　敬太,,6,出口　　飛龍,,1,0.07,,2,0.13,,3,0.18,,4,0.23,,5,0.21,,6,0.27,,2,4,2.0,1.0,25.0,27.0
202609121703,2026-09-12,17,03R,11:44,2026-09-12T12:00:54.872146+09:00,1147,まくり差し,3,有賀　　達也,"1'49""8",2,福田　　翔吾,"1'52""0",4,齋藤　　和政,"1'53""8",1,正木　　聖賢,"1'53""9",5,大串　　重幸,"1'55""8",6,三木　　晴斗,"1'56""5",1,0.17,,2,0.09,,3,0.12,,4,0.11,,5,0.09,,6,0.06,,1,2,2.0,2.0,25.0,25.0
202609120203,2026-09-12,02,03R,11:45,2026-09-12T12:00:54.872146+09:00,1148,まくり,4,山下　　大輝,"1'48""9",5,橋本　　英一,"1'49""9",6,大野　　芳顕,"1'51""3",3,野田　　昇吾,"1'53""3",2,和田　　操拓,,1,渡部　　　悟,,1,0.04,,2,0.02,,3,0.02,,4,0.02,,5,0.1,,6,0.07,,2,1,2.0,1.0,23.0,24.0
202609121008,2026-09-12,10,08R,11:51,2026-09-12T12:06:24.019343+09:00,1154,逃　げ,1,宮武　　英司,"1'50""8",3,平石　　和男,"1'51""4",4,北川　　潤二,"1'52""1",2,山下　　昂大,"1'53""4",5,山本　景士郎,,6,豊田　　祥生,,1,0.12,,2,0.13,,3,0.15,,4,0.09,,5,0.11,,6,0.11,,1,1,3.0,3.0,25.0,24.0
202609121803,2026-09-12,18,03R,11:41,2026-09-12T12:08:21.450927+09:00,1150,逃　げ,1,柳生　　泰二,"1'51""4",3,井上　　一輝,"1'52""5",6,川原　　祐明,"1'54""0",2,山口　　　剛,"1'54""5",5,黒井　　達矢,,4,栗城　　　匠,,1,0.18,,2,0.15,,3,0.17,,4,0.13,,5,0.18,,6,0.14,,2,6,3.0,3.0,28.0,27.0
202609121603,2026-09-12,16,03R,11:55,2026-09-12T12:14:21.865709+09:00,1159,まくり,4,井上　　大輔,"1'51""1",5,松尾　　　充,"1'52""5",2,永井　　　源,"1'53""1",1,高山　　智至,"1'53""5",6,平田　さやか,,3,滝川　真由子,,1,0.15,,2,0.17,,3,0.23,,4,0.16,,5,0.19,,6,0.17,,1,5,3.0,5.0,27.0,27.0
202609122108,2026-09-12,21,08R,11:59,2026-09-12T12:14:21.865709+09:00,1202,逃　げ,1,岡部　　大輔,"1'47""7",3,下寺　　秀和,"1'50""7",4,小池　　公生,"1'51""5",6,岡　　　祐臣,"1'52""2",2,池　　　千夏,,5,今泉　　博人,,1,0.18,,2,0.2,,3,0.17,,4,0.2,,6,0.19,,5,0.22,,2,3,4.0,4.0,27.7,26.4
202609120904,2026-09-12,09,04R,11:57,2026-09-12T12:16:20.494532+09:00,1201,逃　げ,1,佐藤　　世那,"1'49""9",4,横田　　貴満,"1'52""9",3,崎　　　利仁,"1'54""3",5,桑原　　将光,"1'54""9",6,松田　　憲幸,,2,吉村　　　誠,,1,0.13,,2,0.1,,3,0.08,,4,0.11,,5,0.08,,6,0.17,,1,3,2.0,1.0,26.0,25.0
202609120503,2026-09-12,05,03R,12:01,2026-09-12T12:20:23.217713+09:00,1205,まくり,1,伏田　　裕隆,"1'49""0",4,大澤　　普司,"1'50""0",2,山本　　兼士,"1'51""7",3,一柳　　和孝,"1'52""9",6,安達　　裕樹,,5,大崎　　　翔,,2,0.07,,3,0.12,,4,0.15,,5,0.15,,6,0.08,,1,0.07,,2,2,1.0,2.0,24.0,24.0
202609120804,2026-09-12,08,04R,12:05,2026-09-12T12:24:23.902631+09:00,1209,逃　げ,1,松田　　真実,"1'49""6",2,佐々木　裕美,"1'50""9",5,川野　　芽唯,"1'52""8",4,孫崎　　百世,"1'54""3",6,市川　　瑚幸,,3,南　　　彩寧,,1,0.22,,2,0.23,,3,0.23,,4,0.22,,5,0.19,,6,0.22,,2,4,1.0,1.0,26.0,27.0
202609120602,2026-09-12,06,02R,12:08,2026-09-12T12:24:23.902631+09:00,1212,抜　き,3,丹下　　　将,"1'50""1",1,雑賀　　勇貴,"1'51""2",6,篠田　　優也,"1'53""7",2,日笠　　勝弘,"1'54""5",5,石塚　　裕介,,4,向井田　佑紀,,1,0.01,,2,0.03,,3,0.04,,4,0.12,,5,0.23,,6,0.11,,2,4,3.0,1.0,25.0,26.0
202609121704,2026-09-12,17,04R,12:10,2026-09-12T12:26:20.475081+09:00,1213,まくり差し,5,堂原　　洋史,"1'50""9",4,小坂　　宗司,"1'52""4",6,森野　　正弘,"1'52""7",2,尾形　　栄治,"1'53""2",3,幸野　　史明,"1'56""1",1,荒牧　　凪沙,"1'58""4",1,0.26,,2,0.19,,3,0.21,,4,0.14,,5,0.1,,6,0.23,,1,2,1.0,2.0,25.0,25.0
202609120204,2026-09-12,02,04R,12:14,2026-09-12T12:28:16.909651+09:00,1217,まくり,2,山口　　達也,"1'48""6",3,中村　　裕将,"1'50""4",5,山崎　　裕司,"1'51""9",6,富澤　　祐作,"1'53""2",1,酒井　　俊弘,,4,入海　　　馨,,1,0.1,,2,0.04,,3,0.02,,4,0.08,,5,0.09,,6,0.12,,2,1,1.0,1.0,23.0,24.0
202609121804,2026-09-12,18,04R,12:12,2026-09-12T12:40:26.219604+09:00,1220,まくり差し,5,山崎　　　郡,"1'50""5",1,中田　　竜太,"1'51""4",6,白神　　　優,"1'53""2",3,大峯　　　豊,"1'55""1",4,羽野　　直也,,2,下出　　卓矢,,1,0.17,,2,0.13,,3,0.12,,4,0.11,,5,0.04,,6,0.02,,2,6,3.0,3.0,28.0,27.0
202609121604,2026-09-12,16,04R,12:23,2026-09-12T12:40:26.219604+09:00,1227,まくり差し,3,森永　　　淳,"1'50""9",2,香月　　大輝,"1'51""9",5,中北　　　涼,"1'53""5",4,中山　　　将,"1'55""4",6,國分　将太郎,,1,山口　　　亮,,1,0.26,,2,0.09,,3,0.18,,4,0.2,,5,0.25,,6,0.41,,1,4,5.0,5.0,28.0,27.0
202609121009,2026-09-12,10,09R,12:25,2026-09-12T12:40:26.219604+09:00,1228,逃　げ,1,塩崎　　桐加,"1'49""5",3,佐藤　　　悠,"1'50""2",4,亀山　　雅幸,"1'51""8",2,堤　　　　昇,"1'52""6",6,香川　　陽太,,5,高岡　　竜也,,1,0.11,,2,0.08,,3,0.06,,4,0.06,,5,0.09,,6,0.09,,1,8,3.0,3.0,25.0,24.0
202609120905,2026-09-12,09,05R,12:29,2026-09-12T12:48:21.000869+09:00,1233,逃　げ,1,香川　　素子,"1'49""7",3,宇恵　　有香,"1'52""3",4,向井　　美鈴,"1'52""3",2,犬童　　千秋,"1'53""1",6,井上　　未都,,5,水口　　由紀,,1,0.22,,2,0.22,,3,0.17,,4,0.17,,5,0.16,,6,0.12,,1,4,3.0,2.0,27.0,25.0
202609120504,2026-09-12,05,04R,12:31,2026-09-12T12:48:21.000869+09:00,1235,差　し,2,松村　　康太,"1'48""9",4,上村　　純一,"1'50""2",6,田中　　　豪,"1'52""3",5,冨田　　秀幸,"1'53""0",1,藤井　　　徹,,3,飯島　　　誠,,1,0.15,,2,0.14,,3,0.18,,4,0.1,,5,0.17,,6,0.17,,2,,0.0,2.0,24.0,24.0
202609122109,2026-09-12,21,09R,12:33,2026-09-12T12:48:21.000869+09:00,1236,逃　げ,1,宗行　　治哉,"1'49""1",3,一色　　凌雅,"1'49""8",6,三嶌　　誠司,"1'51""7",2,浜本　　裕己,"1'52""5",5,藤森　　陸斗,,4,岡本　　亜子,,1,0.13,,2,0.13,,3,0.16,,6,0.17,,5,0.1,,4,0.13,,2,3,3.0,3.0,28.3,26.4
202609120805,2026-09-12,08,05R,12:35,2026-09-12T12:54:26.055365+09:00,1239,まくり差し,4,土屋　　　南,"1'50""0",1,沼田　　七華,"1'51""5",3,山川　美由紀,"1'53""2",2,野田部　宏子,"1'55""4",5,宮崎　　安奈,,6,山口　真喜子,,1,0.13,,2,0.11,,3,0.21,,4,0.11,,5,0.07,,6,0.12,,1,4,2.0,1.0,27.0,27.0
202609120603,2026-09-12,06,03R,12:37,2026-09-12T12:54:26.055365+09:00,1241,まくり差し,3,山田　　雄太,"1'50""6",1,梶原　　　正,"1'52""0",4,松田　　竜馬,"1'53""2",6,浜先　　真範,"1'54""0",5,渡辺　　真至,,2,小森　　信雄,,1,0.08,,2,0.19,,3,0.16,,4,0.15,,5,0.18,,6,0.12,,2,5,3.0,1.0,25.0,26.0
202609121705,2026-09-12,17,05R,12:42,2026-09-12T12:58:20.510757+09:00,1245,まくり差し,3,安田　　吉宏,"1'50""8",2,大庭　　元明,"1'51""5",6,西野　　翔太,"1'54""3",5,藤本　　遼磨,"1'55""0",4,清水　　攻二,"1'59""8",1,上條　　嘉嗣,"2'03""2",1,0.34,,2,0.27,,3,0.25,,4,0.24,,6,0.23,,5,0.27,,1,3,1.0,2.0,25.0,26.0
202609120205,2026-09-12,02,05R,12:44,2026-09-12T13:00:43.241798+09:00,1247,まくり,4,里岡　　右貴,"1'47""8",6,板倉　　敦史,"1'50""2",1,江本　　真治,"1'51""3",5,半田　　尚也,"1'52""1",3,西村　　　勝,,,,,1,0.19,,3,0.24,,4,0.14,,5,0.27,,6,0.29,,,,,2,1,1.0,1.0,23.0,24.0
202609121805,2026-09-12,18,05R,12:43,2026-09-12T13:10:24.535880+09:00,1251,逃　げ,1,中村　　晃朋,"1'50""6",4,今泉　　友吾,"1'51""4",5,井口　　佳典,"1'53""2",3,池田　　浩二,"1'53""7",2,海野　康志郎,,6,石本　　裕武,,1,0.15,,2,0.11,,3,0.12,,4,0.16,,5,0.15,,6,0.16,,2,6,3.0,3.0,30.0,27.0
202609121605,2026-09-12,16,05R,12:54,2026-09-12T13:10:24.535880+09:00,1259,まくり差し,3,和田　　兼輔,"1'50""6",1,渡邊　伸太郎,"1'51""5",6,古賀　　智之,"1'53""5",4,石原　　　光,"1'54""1",2,大廣　　咲季,,5,三嶌　さらら,,1,0.17,,2,0.16,,3,0.13,,4,0.12,,5,0.15,,6,0.13,,1,4,3.0,3.0,28.0,27.0
202609121010,2026-09-12,10,10R,12:57,2026-09-12T13:16:17.940392+09:00,1300,逃　げ,1,金子　　良昭,"1'50""4",3,高橋　　英之,"1'52""5",6,平川　　香織,"1'52""6",5,長野　壮志郎,"1'52""7",4,樋口　　範政,,2,石川　　　諒,,1,0.13,,2,0.15,,3,0.17,,4,0.16,,5,0.11,,6,0.15,,1,8,2.0,2.0,26.0,24.0
202609120906,2026-09-12,09,06R,13:00,2026-09-12T13:22:21.654362+09:00,1304,差　し,3,三浦　　敬太,"1'50""2",2,坂口　　貴彦,"1'51""6",6,山田　　祐也,"1'53""3",4,真庭　　明志,"1'54""2",1,泥谷　　一毅,,5,西田　　和加,,1,0.31,,2,0.2,,3,0.16,,4,0.17,,5,0.2,,6,0.21,,1,4,3.0,2.0,27.0,25.0
202609120505,2026-09-12,05,05R,13:01,2026-09-12T13:22:21.654362+09:00,1305,差　し,2,鋤柄　　貴俊,"1'48""3",3,畑田　　汰一,"1'49""2",1,大場　　　敏,"1'51""0",5,大西　　　賢,"1'52""3",4,伊藤　　誠二,,6,米本　　圭佑,,1,0.16,,2,0.18,,3,0.18,,4,0.2,,5,0.22,,6,0.17,,2,1,1.0,2.0,24.0,24.0
202609120604,2026-09-12,06,04R,13:03,2026-09-12T13:22:21.654362+09:00,1307,逃　げ,1,片橋　　幸貴,"1'50""1",3,待鳥　　雄紀,"1'51""5",5,星野　　太郎,"1'51""9",2,幸田　　智裕,"1'54""0",6,占部　　一真,,4,坂東　　　満,,1,0.18,,2,0.22,,3,0.19,,6,0.25,,4,0.24,,5,0.31,,2,4,3.0,1.0,25.0,26.0
202609120806,2026-09-12,08,06R,13:05,2026-09-12T13:22:21.654362+09:00,1309,まくり差し,5,竹井　　奈美,"1'48""7",4,大石　　真央,"1'51""6",2,羽田　　妃希,"1'52""8",1,内山　　七海,"1'53""3",3,赤井　星璃菜,,6,志賀　　美優,,1,0.15,,2,0.28,,3,0.11,,4,0.07,,5,0.12,,6,0.45,,1,4,1.0,1.0,27.0,28.0
202609122110,2026-09-12,21,10R,13:08,2026-09-12T13:22:21.654362+09:00,1311,逃　げ,1,金子　　　萌,"1'48""0",3,仁科　さやか,"1'48""8",2,西野　　雄貴,"1'50""2",5,伊藤　　喜智,"1'51""2",6,小林　　遼太,,4,鈴木　　秀茉,,1,0.06,,2,0.11,,3,0.16,,4,0.12,,5,0.14,,6,0.24,,2,3,3.0,3.0,28.7,26.5
202609120206,2026-09-12,02,06R,13:14,2026-09-12T13:28:20.639618+09:00,1317,まくり差し,6,小坂　　尚哉,"1'48""7",4,竹腰　　正樹,"1'50""6",1,新出　　浩司,"1'52""2",2,金子　　賢志,"1'53""3",3,是澤　　孝宏,,5,澁澤　　周羽,,1,0.12,,2,0.16,,3,0.14,,4,0.04,,6,0.05,,5,0.05,,2,1,1.0,1.0,23.0,24.0
202609121706,2026-09-12,17,06R,13:13,2026-09-12T13:32:24.473483+09:00,1318,逃　げ,1,権藤　　俊光,"1'50""1",2,木場　雄二郎,"1'51""9",3,小黒　　竜吾,"1'53""0",6,田中　信一郎,"1'53""3",4,松尾　　　拓,"1'54""8",5,村上　　彰一,"1'57""4",1,0.15,,2,0.15,,3,0.12,,4,0.28,,5,0.29,,6,0.24,,1,,0.0,1.0,26.0,26.0
202609121806,2026-09-12,18,06R,13:14,2026-09-12T13:40:21.793458+09:00,1322,逃　げ,1,渡邉　　和将,"1'50""5",4,松田　　祐季,"1'52""0",2,井本　　昌也,"1'52""9",5,塩田　　北斗,"1'54""1",3,宮地　　元輝,,6,大上　　卓人,,1,0.22,,2,0.27,,3,0.34,,4,0.17,,5,0.22,,6,0.18,,2,7,3.0,3.0,30.0,27.0
