レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202609142105,2026-09-14,21,05R,10:31,2026-09-14T10:46:22.989373+09:00,1034,まくり,4,酒見　　峻介,"1'49""4",3,伊藤　　喜智,"1'50""3",1,下寺　　秀和,"1'52""1",2,岡部　　大輔,"1'53""3",5,前原　　　哉,,6,川上　　清人,,1,0.16,,2,0.21,,3,0.22,,4,0.1,,5,0.22,,6,0.32,,2,,0.0,1.0,23.2,26.7
202609140901,2026-09-14,09,01R,10:34,2026-09-14T10:52:25.163148+09:00,1038,逃　げ,1,松井　　洪弥,"1'50""2",3,抹香　　雄三,"1'51""3",2,長谷川　　暖,"1'53""5",6,高山　　秀雄,"1'55""0",4,坂井　　康嗣,,5,今泉　　　徹,,1,0.17,,2,0.35,,3,0.16,,4,0.18,,5,0.2,,6,0.21,,3,,0.0,0.0,25.0,25.0
202609141801,2026-09-14,18,01R,10:38,2026-09-14T11:00:53.330527+09:00,1041,まくり差し,3,関　　　浩哉,"1'50""9",1,渡辺　　浩司,"1'52""8",5,中村　　晃朋,"1'53""7",4,常住　　　蓮,"1'54""2",2,柳沢　　　一,,6,徳増　　秀樹,,1,0.15,,2,0.18,,6,0.18,,5,0.28,,3,0.14,,4,0.2,,2,5,2.0,2.0,28.0,27.0
202609140801,2026-09-14,08,01R,10:43,2026-09-14T11:00:53.330527+09:00,1047,逃　げ,1,野田　　彩加,"1'50""2",3,石原　　凪紗,"1'51""4",5,矢野　真梨菜,"1'53""6",6,羽田　　妃希,"1'55""1",2,石村　日奈那,,4,市川　　瑚幸,,1,0.1,,2,0.18,,3,0.12,,4,0.15,,5,0.22,,6,0.25,,2,4,3.0,1.0,27.0,28.0
202609140201,2026-09-14,02,01R,10:47,2026-09-14T11:04:25.692253+09:00,1051,まくり差し,5,羽野　　　諒,"1'49""5",2,栗原　　直也,"1'50""6",3,金子　　貴志,"1'52""7",4,古場　　輝義,"1'54""6",1,野田　　昇吾,,6,澁澤　　周羽,,1,0.17,,2,0.19,,3,0.27,,4,0.17,,5,0.15,,6,0.22,,1,6,3.0,2.0,30.0,25.0
202609141006,2026-09-14,10,06R,10:50,2026-09-14T11:08:21.473523+09:00,1053,逃　げ,1,樋口　　範政,"1'50""1",6,北川　　潤二,"1'50""7",4,平川　　香織,"1'51""7",2,亀山　　雅幸,"1'53""1",5,一宮　　稔弘,,3,香川　　陽太,,1,0.06,,2,0.14,,5,0.09,,6,0.12,,4,0.26,,3,0.11,,2,8,2.0,2.0,26.0,25.0
202609140401,2026-09-14,04,01R,10:55,2026-09-14T11:14:22.687359+09:00,1058,逃　げ,1,宮迫　　暢彦,"1'51""0",3,久永　　祥平,"1'53""6",4,本吉　　正樹,"1'53""9",5,國弘　　翔平,"1'54""5",2,山口　　修路,,6,藤原　　　駿,,1,0.14,,2,0.15,,3,0.14,,4,0.14,,5,0.2,,6,0.19,,1,5,4.0,3.0,31.0,26.0
202609141102,2026-09-14,11,02R,10:58,2026-09-14T11:16:25.923285+09:00,1101,まくり差し,4,佐藤　　博亮,"1'50""2",2,原村　　拓也,"1'52""5",5,石井　　孝之,"1'53""8",3,中村　　有裕,"1'55""2",6,眞鳥　　章太,,1,宇野　　弥生,,1,0.23,,2,0.17,,3,0.11,,4,0.09,,5,0.05,,6,0.09,,1,2,3.0,2.0,27.0,27.0
202609142106,2026-09-14,21,06R,11:00,2026-09-14T11:16:25.923285+09:00,1103,まくり,2,津田　　裕絵,"1'48""6",4,田中　　宏樹,"1'50""0",3,福島　　陽子,"1'51""8",5,上之　　晃弘,"1'53""5",1,屋良　　龍紀,,6,今泉　　博人,,1,0.22,,2,0.17,,3,0.28,,4,0.18,,5,0.08,,6,0.23,,3,7,1.0,1.0,23.3,26.7
202609140902,2026-09-14,09,02R,11:03,2026-09-14T11:22:20.988618+09:00,1107,逃　げ,1,渡邊　　雄斗,"1'50""0",3,松本　　弓雄,"1'52""3",5,井上　　未都,"1'52""8",6,長谷川　　充,"1'54""2",2,松田　　憲幸,,4,崎　　　利仁,,1,0.05,,2,0.04,,3,0.05,,4,0.07,,5,0.07,,6,0.1,,2,5,1.0,1.0,25.0,25.0
202609141802,2026-09-14,18,02R,11:08,2026-09-14T11:30:34.630003+09:00,1111,逃　げ,1,松田　　祐季,"1'51""6",4,大峯　　　豊,"1'52""6",3,坪井　　康晴,"1'53""6",2,新田　　雄史,"1'54""9",5,金子　　拓矢,,6,渡邉　　和将,,1,0.12,,2,0.19,,3,0.07,,4,0.07,,5,0.09,,6,0.11,,2,4,1.0,1.0,28.0,27.0
202609140202,2026-09-14,02,02R,11:16,2026-09-14T11:32:19.684171+09:00,1119,差　し,2,是澤　　孝宏,"1'49""5",1,富永　　大一,"1'50""8",4,大野　　芳顕,"1'52""9",5,竹腰　　正樹,"1'55""1",3,鈴木　　唯央,,6,佐藤　　駿介,,1,0.18,,2,0.16,,3,0.15,,4,0.18,,5,0.2,,6,0.31,,1,5,3.0,1.0,30.0,25.0
202609140802,2026-09-14,08,02R,11:14,2026-09-14T11:34:30.009488+09:00,1118,差　し,6,大久保　佑香,"1'50""1",1,坂　　咲友理,"1'52""3",2,中村　紋夕梨,"1'53""2",3,武井　莉里佳,"1'54""4",5,沼田　　七華,,4,小池　　礼乃,,1,0.19,,2,0.13,,3,0.21,,4,0.12,,5,0.08,,6,0.08,,3,4,2.0,1.0,25.0,28.0
202609141007,2026-09-14,10,07R,11:20,2026-09-14T11:38:22.749826+09:00,1123,逃　げ,1,堤　　　　昇,"1'51""0",4,信濃　　由行,"1'52""4",5,塩崎　　桐加,"1'53""9",2,武田　　信一,"1'54""8",3,豊田　　祥生,,6,山本　景士郎,,1,0.12,,2,0.24,,3,0.14,,4,0.15,,5,0.2,,6,0.19,,2,1,4.0,4.0,26.0,26.0
202609140402,2026-09-14,04,02R,11:24,2026-09-14T11:42:28.385088+09:00,1127,まくり,3,木下　　翔太,"1'51""6",4,篠原　　飛翔,"1'53""0",5,三浦　　裕貴,"1'53""5",6,石川　　吉鎬,"1'55""5",1,澤崎　　雄哉,,2,富田　　恕生,,1,0.19,,2,0.2,,3,0.15,,4,0.15,,5,0.15,,6,0.23,,1,5,7.0,4.0,30.0,26.0
202609141103,2026-09-14,11,03R,11:27,2026-09-14T11:46:24.138597+09:00,1130,差　し,2,野村　　　誠,"1'50""8",1,星　　　栄爾,"1'52""8",4,川島　　圭司,"1'54""3",3,中野　　希一,"1'54""6",5,宇田川　信一,,6,高橋　　真吾,,1,0.09,,2,0.1,,3,0.14,,4,0.16,,5,0.18,,6,0.15,,2,2,4.0,3.0,26.0,27.0
202609142107,2026-09-14,21,07R,11:30,2026-09-14T11:46:24.138597+09:00,1133,逃　げ,1,鈴木　　秀茉,"1'48""0",5,長尾　　萌加,"1'48""4",2,小池　　公生,"1'51""0",4,中村　　　楓,"1'53""1",6,岡本　　亜子,,3,池　　　千夏,,1,0.13,,2,0.18,,3,0.2,,4,0.13,,5,0.11,,6,0.17,,2,,0.0,1.0,23.0,26.7
202609140601,2026-09-14,06,01R,11:34,2026-09-14T11:50:32.223709+09:00,1138,まくり差し,3,梅木　　敬太,"1'50""7",5,吉原　　聖人,"1'52""0",6,幸田　　智裕,"1'53""6",1,小森　　信雄,"1'55""0",4,待鳥　　雄紀,,2,宮崎　　奏磨,,1,0.14,,2,0.21,,3,0.14,,4,0.12,,5,0.1,,6,0.09,,3,4,2.0,1.0,25.0,27.0
202609141803,2026-09-14,18,03R,11:38,2026-09-14T12:00:49.508005+09:00,1141,まくり,4,佐々木　完太,"1'50""6",2,羽野　　直也,"1'52""8",6,池田　　浩二,"1'54""1",5,澤田　　尚也,"1'54""1",3,大上　　卓人,,1,下出　　卓矢,,1,0.17,,2,0.13,,3,0.18,,4,0.17,,5,0.17,,6,0.13,,2,4,5.0,5.0,28.0,27.0
202609140203,2026-09-14,02,03R,11:45,2026-09-14T12:02:22.486172+09:00,1148,抜　き,6,和田　　操拓,"1'50""0",1,細川　　明人,"1'51""3",3,岡部　　大輝,"1'52""3",5,金田　　智博,"1'55""0",2,池田　　剛規,,4,板倉　　敦史,,1,0.07,,2,0.07,,3,0.11,,4,0.14,,5,0.15,,6,0.08,,1,5,3.0,1.0,30.0,25.0
202609140903,2026-09-14,09,03R,11:33,2026-09-14T12:04:24.324068+09:00,1137,まくり,4,馬野　　　耀,"1'49""6",3,山田　　祐也,"1'52""0",1,坂口　　貴彦,"1'53""6",6,宇恵　　有香,"1'54""2",5,野末　　智一,,2,吉岡　　　誠,,1,0.21,,2,0.2,,3,0.15,,4,0.12,,5,0.19,,6,0.21,,2,3,2.0,1.0,26.0,25.0
202609142201,2026-09-14,22,01R,11:48,2026-09-14T12:04:24.324068+09:00,1151,まくり差し,3,松下　　誉士,"1'50""6",1,末永　　祐輝,"1'52""1",4,入澤　　友治,"1'53""9",5,米玉利　大悟,"1'54""3",6,安武　　一也,,2,五反田　　忍,,1,0.17,,2,0.23,,3,0.11,,4,0.1,,5,0.07,,6,0.04,,2,5,2.0,2.0,25.0,27.0
202609141008,2026-09-14,10,08R,11:50,2026-09-14T12:08:23.146071+09:00,1153,まくり,3,若林　　義人,"1'48""8",1,淺田　千亜希,"1'50""7",4,角谷　　健吾,"1'52""4",6,藤生　　雄人,"1'53""7",2,金子　　良昭,,5,丹下　　　健,,1,0.12,,2,0.21,,3,0.19,,4,0.14,,5,0.19,,6,0.18,,2,1,3.0,3.0,26.0,26.0
202609140403,2026-09-14,04,03R,11:53,2026-09-14T12:10:28.774285+09:00,1156,まくり,2,折下　　寛法,"1'51""6",3,國崎　　良春,"1'53""2",5,馬場　　　剛,"1'54""0",6,渡辺　　空依,"1'55""6",4,早川　　尚人,,1,平岡　　重典,,1,0.17,,2,0.08,,3,0.12,,4,0.1,,5,0.09,,6,0.15,,1,5,4.0,3.0,30.0,26.0
202609141104,2026-09-14,11,04R,11:56,2026-09-14T12:12:24.507865+09:00,1159,逃　げ,1,谷口　　知優,"1'51""0",3,奥田　　　誠,"1'52""6",4,竹之内　　極,"1'54""0",2,伊倉　　　光,"1'55""0",6,安井　　瑞紀,,5,山戸　　信二,,1,0.16,,2,0.18,,3,0.16,,4,0.14,,5,0.15,,6,0.13,,2,2,3.0,3.0,27.0,27.0
202609140803,2026-09-14,08,03R,11:42,2026-09-14T12:14:29.296925+09:00,1200,抜　き,2,孫崎　　百世,"1'49""2",3,佐々木　裕美,"1'51""0",1,深見　亜由美,"1'52""9",6,倉持　　莉々,"1'55""2",4,井澤　　聖奈,,5,南　　　彩寧,,1,0.19,,2,0.17,,3,0.17,,4,0.19,,5,0.15,,6,0.13,,3,4,2.0,1.0,25.0,28.0
202609140602,2026-09-14,06,02R,11:59,2026-09-14T12:18:24.074176+09:00,1203,逃　げ,1,岡崎　　凪汰,"1'49""8",3,東本　　勝利,"1'51""3",6,田中　　京介,"1'53""2",4,渡辺　　真至,"1'55""2",5,日笠　　勝弘,,2,梶原　　　正,,1,0.05,,2,0.1,,3,0.12,,4,0.29,,5,0.16,,6,0.16,,3,4,2.0,1.0,25.0,27.0
202609142108,2026-09-14,21,08R,12:01,2026-09-14T12:18:24.074176+09:00,1204,逃　げ,1,常盤　　海心,"1'48""3",6,石川　　真二,"1'50""6",2,岡　　　暢祐,"1'52""0",3,浜本　　裕己,"1'53""3",4,伊藤　　玲奈,,5,山田　　陽翔,,1,0.24,,6,0.16,,2,0.14,,3,0.24,,4,0.29,,5,0.25,,2,3,1.0,1.0,23.5,26.7
202609140904,2026-09-14,09,04R,12:03,2026-09-14T12:22:25.964014+09:00,1207,まくり,3,佐藤　　世那,"1'50""2",4,森永　　　隆,"1'52""2",1,西田　　和加,"1'54""5",5,板橋　　侑我,"1'55""1",2,横田　　貴満,,6,真庭　　明志,,1,0.08,,2,0.12,,3,0.14,,4,0.15,,5,0.11,,6,0.16,,2,3,2.0,1.0,26.0,25.0
202609141804,2026-09-14,18,04R,12:10,2026-09-14T12:30:25.526731+09:00,1213,逃　げ,1,石本　　裕武,"1'51""5",2,山崎　　　郡,"1'52""3",5,白井　　英治,"1'53""9",4,塩田　　北斗,"1'54""5",3,春園　　功太,,6,黒井　　達矢,,1,0.18,,2,0.16,,3,0.16,,4,0.12,,5,0.12,,6,0.11,,2,6,3.0,3.0,27.0,27.0
202609140204,2026-09-14,02,04R,12:14,2026-09-14T12:32:21.225265+09:00,1217,逃　げ,1,西村　　　勝,"1'50""5",4,三浦　洋次朗,"1'51""8",6,橋本　　英一,"1'53""0",5,松崎　祐太郎,"1'53""0",3,金子　　賢志,,2,富澤　　祐作,,1,0.12,,2,0.13,,3,0.14,,4,0.25,,5,0.19,,6,0.24,,1,5,2.0,1.0,30.0,25.0
202609140804,2026-09-14,08,04R,12:08,2026-09-14T12:38:22.205453+09:00,1225,まくり,2,遠藤　　エミ,"1'49""0",3,大石　　真央,"1'52""0",5,山口　真喜子,"1'53""4",4,星田　　夢結,"1'55""1",1,赤井　星璃菜,,6,畑田　　希咲,,1,0.3,,2,0.12,,3,0.16,,4,0.14,,5,0.1,,6,0.16,,2,4,2.0,1.0,25.0,28.0
202609140404,2026-09-14,04,04R,12:22,2026-09-14T12:38:22.205453+09:00,1225,逃　げ,1,森作　　広大,"1'52""1",2,大場　　広孝,"1'53""5",5,永松　　良教,"1'54""3",6,大平　誉史明,"1'55""7",3,内山　　文典,,4,野間　　大樹,,1,0.11,,2,0.16,,3,0.16,,4,0.18,,5,0.17,,6,0.19,,1,5,6.0,4.0,30.0,26.0
202609142202,2026-09-14,22,02R,12:18,2026-09-14T12:40:25.569205+09:00,1221,差　し,2,新田　　洋一,"1'50""3",1,白井　　友晴,"1'51""5",4,渡邉　　優美,"1'52""1",5,中村　　守成,"1'54""2",3,岩永　　雅人,,6,古園井　綾南,,1,0.16,,2,0.12,,3,0.19,,4,0.11,,5,0.13,,6,0.16,,2,5,2.0,2.0,25.0,27.0
202609141009,2026-09-14,10,09R,12:24,2026-09-14T12:40:25.569205+09:00,1227,差　し,2,佐藤　　　悠,"1'49""5",1,金子　　猛志,"1'51""4",3,高田　　　綾,"1'52""7",4,高岡　　竜也,"1'53""4",6,石川　　　諒,,5,宮武　　英司,,1,0.09,,2,0.11,,3,0.14,,4,0.21,,5,0.19,,6,0.22,,2,1,3.0,3.0,26.0,26.0
202609141105,2026-09-14,11,05R,12:27,2026-09-14T12:44:20.079485+09:00,1230,まくり,3,深井　　利寿,"1'50""6",5,相原　　利章,"1'52""2",1,天野　　友和,"1'53""2",2,佐藤　　太亮,"1'54""0",4,妻鳥　　晋也,,6,中川　　海虹,,1,0.12,,2,0.12,,3,0.15,,4,0.17,,5,0.15,,6,0.29,,2,2,3.0,3.0,27.0,27.0
202609140603,2026-09-14,06,03R,12:29,2026-09-14T12:44:20.079485+09:00,1233,抜　き,3,田路　　朋史,"1'50""8",1,飯山　　晃三,"1'52""1",2,楠原　　翔太,"1'52""9",4,片橋　　幸貴,"1'54""1",5,山田　　雄太,,6,長野　　道臣,,1,0.11,,2,0.15,,3,0.12,,4,0.11,,5,0.14,,6,0.15,,2,4,1.0,0.0,24.0,27.0
202609142109,2026-09-14,21,09R,12:35,2026-09-14T12:52:21.147614+09:00,1238,抜　き,4,田川　　大貴,"1'48""7",3,冨成　　謙児,"1'50""3",1,酒見　　峻介,"1'52""0",5,鶴本　　崇文,"1'53""3",2,藤森　　陸斗,,6,前原　　　哉,,1,0.16,,3,0.27,,2,0.23,,4,0.19,,5,0.17,,6,0.17,,2,3,2.0,2.0,23.5,26.7
202609140905,2026-09-14,09,05R,12:32,2026-09-14T12:54:21.170079+09:00,1236,差　し,2,泥谷　　一毅,"1'50""1",1,吉村　　　誠,"1'51""4",3,香川　　素子,"1'52""6",6,北川　　敏弘,"1'54""5",5,角浜　　　修,,4,森　　　竜也,,1,0.21,,2,0.21,,3,0.12,,4,0.18,,5,0.2,,6,0.17,,2,3,2.0,1.0,26.0,25.0
202609140205,2026-09-14,02,05R,12:44,2026-09-14T12:58:25.015279+09:00,1247,逃　げ,1,入海　　　馨,"1'50""6",4,渡邉　　俊介,"1'51""5",2,新井　　英孝,"1'53""4",5,新出　　浩司,"1'54""3",6,酒井　　俊弘,,3,羽野　　　諒,,1,0.17,,2,0.32,,3,0.22,,4,0.2,,5,0.29,,6,0.31,,1,5,3.0,1.0,30.0,25.0
202609140805,2026-09-14,08,05R,12:38,2026-09-14T13:06:26.551949+09:00,1252,抜　き,2,川野　　芽唯,"1'49""3",1,長嶋　　万記,"1'51""4",3,薮内　　瑞希,"1'53""5",6,三浦　　永理,"1'54""2",4,山川　　波乙,,5,内山　　七海,,1,0.17,,2,0.16,,3,0.12,,4,0.11,,5,0.14,,6,0.15,,2,4,2.0,1.0,25.0,28.0
202609141805,2026-09-14,18,05R,12:43,2026-09-14T13:06:26.551949+09:00,1246,まくり差し,4,末永　　和也,"1'51""0",3,山口　　　剛,"1'52""1",5,井上　　一輝,"1'53""2",6,井本　　昌也,"1'54""8",1,井口　　佳典,,2,土屋　　智則,,1,0.14,,2,0.17,,3,0.09,,4,0.12,,5,0.09,,6,0.13,,2,4,5.0,5.0,27.0,27.0
202609142203,2026-09-14,22,03R,12:48,2026-09-14T13:06:26.551949+09:00,1251,まくり差し,3,豊田　健士郎,"1'50""2",1,谷　　　勝幸,"1'51""4",6,岡部　　　哲,"1'53""3",4,小林　　孝弘,"1'53""8",2,宮内　　直哉,,5,山浦　　　槙,,1,0.06,,2,0.16,,3,0.03,,4,0.04,,6,0.06,,5,0.08,,2,5,2.0,2.0,25.0,27.0
202609140405,2026-09-14,04,05R,12:52,2026-09-14T13:10:31.393170+09:00,1255,まくり差し,5,繁野谷　圭介,"1'51""2",6,中辻　　崇人,"1'52""6",2,金山　　立樹,"1'54""0",3,阿波　　勝哉,"1'54""7",4,濱本　　優一,,1,桑原　　　啓,,1,0.15,,2,0.08,,3,0.07,,4,0.08,,5,0.12,,6,0.11,,1,5,6.0,4.0,30.0,26.0
202609141106,2026-09-14,11,06R,12:55,2026-09-14T13:12:22.884261+09:00,1258,まくり差し,5,池田　　雄一,"1'51""1",2,田中　　駿兵,"1'52""9",6,吉村　　正明,"1'53""8",1,岡部　　貴司,"1'55""4",4,高木　　圭大,,3,岩井　　　繁,,1,0.17,,2,0.2,,3,0.21,,4,0.14,,5,0.14,,6,0.12,,2,2,5.0,4.0,27.0,27.0
202609141010,2026-09-14,10,10R,12:58,2026-09-14T13:18:29.105859+09:00,1301,逃　げ,1,北川　　潤二,"1'49""9",5,木谷　　賢太,"1'50""7",2,木村　紗友希,"1'52""4",4,平石　　和男,"1'53""0",3,表　　　憲一,,6,岡瀬　　正人,,1,0.18,,2,0.2,,3,0.19,,4,0.16,,5,0.13,,6,0.15,,2,1,5.0,5.0,26.0,26.0
202609140604,2026-09-14,06,04R,13:00,2026-09-14T13:18:29.105859+09:00,1304,逃　げ,1,鈴木　　孝明,"1'50""0",2,松田　　竜馬,"1'51""7",3,松本　　庸平,"1'53""8",5,為本　　智也,"1'53""8",4,星野　　太郎,,6,出口　　飛龍,,1,0.08,,2,0.03,,3,0.13,,4,0.14,,5,0.13,,6,0.15,,2,3,2.0,1.0,25.0,27.0
202609142110,2026-09-14,21,10R,13:11,2026-09-14T13:28:25.124196+09:00,1314,逃　げ,1,中田　　元泰,"1'47""8",2,小林　　遼太,"1'49""3",3,岡部　　大輔,"1'50""7",4,秋山　　広一,"1'52""1",5,伊藤　　喜智,,6,津田　　裕絵,,1,0.14,,2,0.13,,3,0.13,,4,0.2,,5,0.25,,6,0.27,,3,6,1.0,1.0,23.3,26.7
202609140906,2026-09-14,09,06R,13:02,2026-09-14T13:30:35.903647+09:00,1306,まくり差し,5,山田　　亮太,"1'50""9",6,浜野　　孝志,"1'52""5",2,田村　　　慶,"1'54""1",1,水口　　由紀,"1'54""4",3,石田　　貴洋,,4,松本　　弓雄,,1,0.22,,2,0.22,,3,0.21,,4,0.13,,5,0.11,,6,0.16,,2,4,3.0,2.0,26.0,25.0
202609140206,2026-09-14,02,06R,13:14,2026-09-14T13:30:35.903647+09:00,1317,まくり差し,4,江本　　真治,"1'51""1",1,半田　　尚也,"1'51""9",6,渡部　　　悟,"1'53""6",5,鈴木　　唯央,"1'54""3",3,山下　　大輝,,2,佐藤　　駿介,,1,0.11,,2,0.16,,3,0.11,,4,0.15,,5,0.12,,6,0.14,,1,5,3.0,1.0,30.0,25.0
202609140806,2026-09-14,08,06R,13:08,2026-09-14T13:36:23.100584+09:00,1322,逃　げ,1,武井　莉里佳,"1'50""4",2,矢野　真梨菜,"1'52""7",4,島田　なぎさ,"1'54""1",3,神里　　琴音,"1'54""3",5,山川　美由紀,,6,志賀　　美優,,1,0.14,,2,0.2,,3,0.13,,4,0.17,,5,0.24,,6,0.27,,2,4,3.0,1.0,26.0,28.0
202609141806,2026-09-14,18,06R,13:14,2026-09-14T13:38:23.829792+09:00,1317,まくり差し,3,桐生　　順平,"1'50""9",4,柳生　　泰二,"1'52""6",6,中田　　竜太,"1'53""6",1,青木　　玄太,"1'54""2",2,白神　　　優,,5,石野　　貴之,,1,0.24,,2,0.12,,3,0.14,,4,0.14,,5,0.16,,6,0.12,,2,5,3.0,3.0,28.0,27.0
202609142204,2026-09-14,22,04R,13:18,2026-09-14T13:38:23.829792+09:00,1321,差　し,4,石倉　　洋行,"1'49""0",3,坪口　　竜也,"1'51""8",2,高井　　雄基,"1'53""6",1,日高　龍之介,"1'54""3",6,海老澤　泰行,,5,堀内　　亜海,,1,0.12,,2,0.12,,3,0.1,,4,0.07,,6,0.13,,5,0.21,,3,5,2.0,2.0,26.0,27.0
202609140406,2026-09-14,04,06R,13:22,2026-09-14T13:42:21.538463+09:00,1325,まくり,3,森　　　貴洋,"1'51""2",6,新開　　　航,"1'52""6",2,芦澤　　　望,"1'54""8",,,,4,山口　　修路,,5,木下　　陽介,,1,0.02,,2,0.09,,3,0.11,,4,0.12,,5,0.06,,6,0.11,,1,5,7.0,5.0,30.0,26.0
