レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202609132105,2026-09-13,21,05R,10:31,2026-09-13T10:52:22.619484+09:00,1035,逃　げ,1,下寺　　秀和,"1'57""1",4,野中　　一平,"2'01""1",5,中村　　　楓,"2'03""5",3,別府　　昌樹,"2'10""3",6,西野　　雄貴,,,,,1,0.1,,2,0.08,,3,0.21,,4,0.09,,6,0.11,,5,0.06,,2,8,2.0,2.0,28.1,26.8
202609130901,2026-09-13,09,01R,10:33,2026-09-13T10:52:22.619484+09:00,1037,逃　げ,1,浜野　　孝志,"1'51""0",4,坂口　　貴彦,"1'52""9",6,松本　　弓雄,"1'54""7",5,犬童　　千秋,"1'55""5",2,北川　　敏弘,,3,西田　　和加,,1,0.15,,2,0.19,,3,0.3,,4,0.15,,5,0.12,,6,0.12,,3,4,1.0,1.0,25.0,25.0
202609131801,2026-09-13,18,01R,10:38,2026-09-13T11:00:36.118288+09:00,1041,まくり,4,土屋　　智則,"1'50""3",3,新田　　雄史,"1'52""0",6,青木　　玄太,"1'52""6",5,竹田　　辰也,"1'53""1",1,白神　　　優,,2,石本　　裕武,,1,0.12,,2,0.18,,3,0.17,,4,0.09,,5,0.1,,6,0.17,,1,6,2.0,2.0,29.0,27.0
202609130801,2026-09-13,08,01R,10:43,2026-09-13T11:02:21.976805+09:00,1047,まくり,2,神里　　琴音,"1'49""8",3,孫崎　　百世,"1'51""8",1,山口　真喜子,"1'53""5",6,山川　　波乙,"1'54""5",4,赤井　星璃菜,,5,市川　　瑚幸,,1,0.2,,2,0.06,,3,0.12,,4,0.26,,5,0.17,,6,0.25,,2,4,3.0,1.0,25.0,28.0
202609130201,2026-09-13,02,01R,10:47,2026-09-13T11:04:19.297567+09:00,1050,差　し,2,金子　　貴志,"1'49""0",1,西村　　　勝,"1'50""6",3,橋本　　英一,"1'51""9",5,野田　　昇吾,"1'53""9",4,細川　　明人,,6,酒井　　俊弘,,1,0.24,,2,0.25,,3,0.18,,4,0.2,,5,0.22,,6,0.24,,2,,0.0,0.0,23.0,24.0
202609131006,2026-09-13,10,06R,10:50,2026-09-13T11:10:21.469641+09:00,1053,抜　き,3,堤　　　　昇,"1'57""3",6,若林　　義人,"2'00""5",2,藤生　　雄人,"2'02""8",1,香川　　陽太,"2'05""5",4,山本　景士郎,,,,,1,0.12,,2,0.14,,3,0.14,,4,0.18,,5,0.12,,6,0.03,,1,4,4.0,4.0,30.0,25.0
202609131701,2026-09-13,17,01R,10:56,2026-09-13T11:12:21.750584+09:00,1059,逃　げ,1,大庭　　元明,"1'50""8",3,木場　雄二郎,"1'52""2",4,安田　　吉宏,"1'53""0",2,小宮　　涼雅,"1'53""7",6,三木　　晴斗,"1'55""2",5,柴田　　友和,"1'56""0",1,0.08,,2,0.1,,3,0.16,,4,0.09,,5,0.14,,6,0.14,,2,3,2.0,2.0,26.0,25.0
202609131102,2026-09-13,11,02R,10:58,2026-09-13T11:16:26.556320+09:00,1101,逃　げ,1,伊倉　　　光,"1'50""6",3,鶴田　　勇雄,"1'52""4",2,中野　　希一,"1'53""3",4,川田　　正人,"1'54""3",5,佐藤　　太亮,,6,今泉　　　澪,,1,0.17,,2,0.17,,3,0.21,,4,0.22,,5,0.22,,6,0.19,,2,2,1.0,1.0,28.0,27.0
202609130902,2026-09-13,09,02R,11:00,2026-09-13T11:20:22.054183+09:00,1104,まくり,4,泥谷　　一毅,"1'51""1",5,松田　　憲幸,"1'52""4",1,宇恵　　有香,"1'52""7",6,長谷川　　暖,"1'54""5",3,吉岡　　　誠,,2,坂井　　康嗣,,1,0.12,,2,0.21,,3,0.2,,4,0.14,,6,0.12,,5,0.13,,2,4,4.0,2.0,25.0,25.0
202609130501,2026-09-13,05,01R,11:03,2026-09-13T11:20:22.054183+09:00,1107,まくり差し,4,一瀬　　　明,"1'48""7",1,杉江　　浩明,"1'50""1",5,柳橋　　宏紀,"1'51""9",3,川上　　聡介,"1'53""9",6,藤井　　　徹,,2,高橋　　二朗,,1,0.04,,2,0.06,,3,0.13,,6,0.16,,4,0.12,,5,0.14,,2,,0.0,2.0,23.0,24.0
202609132106,2026-09-13,21,06R,11:05,2026-09-13T11:22:24.912447+09:00,1108,逃　げ,1,仁科　さやか,"1'48""7",4,津田　　裕絵,"1'50""4",3,伊藤　　玲奈,"1'52""0",5,長尾　　萌加,"1'53""1",2,池　　　千夏,,6,岡本　　亜子,,1,0.14,,2,0.13,,3,0.22,,4,0.22,,5,0.21,,6,0.25,,3,8,3.0,3.0,27.4,27.1
202609131802,2026-09-13,18,02R,11:08,2026-09-13T11:28:17.880788+09:00,1111,逃　げ,1,黒井　　達矢,"1'50""3",3,今泉　　友吾,"1'51""7",2,磯部　　　誠,"1'52""9",5,井本　　昌也,"1'53""8",4,山崎　　　郡,,6,中村　　晃朋,,1,0.09,,2,0.09,,3,0.09,,4,0.1,,5,0.09,,6,0.16,,1,5,2.0,2.0,29.0,27.0
202609130202,2026-09-13,02,02R,11:16,2026-09-13T11:30:31.443874+09:00,1119,まくり差し,6,藤原　啓史朗,"1'49""1",1,鈴木　　唯央,"1'50""5",2,古場　　輝義,"1'51""2",4,三浦　洋次朗,"1'53""2",5,板倉　　敦史,,3,新出　　浩司,,1,0.19,,2,0.19,,3,0.16,,4,0.33,,6,0.2,,5,0.27,,2,2,1.0,1.0,24.0,24.0
202609130802,2026-09-13,08,02R,11:14,2026-09-13T11:32:20.343211+09:00,1118,まくり,2,樋江井　　舞,"1'49""3",3,内山　　七海,"1'51""9",6,島田　なぎさ,"1'53""2",1,大久保　佑香,"1'54""6",4,南　　　彩寧,,5,畑田　　希咲,,1,0.17,,2,0.13,,3,0.28,,4,0.23,,5,0.24,,6,0.2,,2,4,3.0,1.0,25.0,28.0
