レースコード,レース日,レース場,レース回,締切時刻,取得日時,2連単_1-2,2連単_1-3,2連単_1-4,2連単_1-5,2連単_1-6,2連単_2-1,2連単_2-3,2連単_2-4,2連単_2-5,2連単_2-6,2連単_3-1,2連単_3-2,2連単_3-4,2連単_3-5,2連単_3-6,2連単_4-1,2連単_4-2,2連単_4-3,2連単_4-5,2連単_4-6,2連単_5-1,2連単_5-2,2連単_5-3,2連単_5-4,2連単_5-6,2連単_6-1,2連単_6-2,2連単_6-3,2連単_6-4,2連単_6-5,2連複_1=2,2連複_1=3,2連複_1=4,2連複_1=5,2連複_1=6,2連複_2=3,2連複_2=4,2連複_2=5,2連複_2=6,2連複_3=4,2連複_3=5,2連複_3=6,2連複_4=5,2連複_4=6,2連複_5=6
202609051001,2026-09-05,10,01R,08:32,2026-09-05T08:22:20.886311+09:00,2.3,10.6,2.7,9.2,34.3,30.6,122.6,143.1,85.8,429.3,61.3,122.6,171.7,858.7,858.7,13.4,40.8,143.1,45.1,85.8,45.1,286.2,429.3,66.0,214.6,107.3,286.2,858.7,214.6,286.2,2.6,6.7,2.4,12.9,16.1,32.2,25.8,32.2,0.0,64.5,64.5,64.5,14.3,32.2,129.0
202609051801,2026-09-05,18,01R,08:44,2026-09-05T08:34:21.640380+09:00,2.0,4.2,10.5,7.2,9.8,22.8,82.3,137.2,91.5,274.5,25.7,102.9,411.7,164.7,205.8,91.5,274.5,823.5,164.7,274.5,22.8,137.2,137.2,117.6,102.9,41.1,411.7,411.7,411.7,823.5,2.0,7.1,3.4,3.1,18.9,0.0,199.1,99.5,199.1,0.0,199.1,0.0,199.1,199.1,99.5
202609051002,2026-09-05,10,02R,08:58,2026-09-05T08:48:20.406774+09:00,4.3,18.2,11.3,22.7,68.2,4.9,8.2,10.5,24.8,21.0,22.7,27.3,39.0,91.0,91.0,45.5,15.1,91.0,39.0,91.0,34.1,45.5,68.2,54.6,91.0,273.0,68.2,273.0,91.0,273.0,1.8,6.7,3.8,43.8,43.8,21.9,7.3,12.5,0.0,87.7,29.2,0.0,87.7,43.8,0.0
202609051802,2026-09-05,18,02R,09:10,2026-09-05T09:01:11.092763+09:00,7.2,2.0,6.4,44.6,15.8,71.4,238.0,714.0,357.0,357.0,7.2,89.2,31.0,44.6,34.0,37.5,79.3,51.0,47.6,42.0,142.8,238.0,178.5,119.0,238.0,31.0,102.0,51.0,51.0,178.5,6.5,1.6,7.5,39.1,7.8,65.2,97.8,27.9,97.8,16.3,39.1,21.7,32.6,24.4,0.0
202609051003,2026-09-05,10,03R,09:24,2026-09-05T09:14:20.584609+09:00,10.6,2.7,21.3,33.2,19.9,19.9,31.5,66.5,59.8,199.5,3.3,16.6,11.5,35.2,74.8,66.5,54.4,49.8,66.5,149.6,149.6,99.7,119.7,99.7,149.6,149.6,199.5,199.5,149.6,199.5,13.0,1.0,24.7,123.7,123.7,10.7,123.7,123.7,0.0,14.5,61.8,82.5,247.5,123.7,0.0
202609051803,2026-09-05,18,03R,09:36,2026-09-05T09:26:25.842033+09:00,5.1,5.5,12.0,7.5,3.3,26.7,120.3,240.7,80.2,80.2,60.1,40.1,120.3,120.3,80.2,80.2,60.1,240.7,240.7,80.2,26.7,60.1,120.3,240.7,48.1,17.1,48.1,30.0,48.1,30.0,4.5,6.7,9.0,5.4,3.8,0.0,54.0,18.0,27.0,0.0,27.0,27.0,0.0,18.0,6.0
202609051004,2026-09-05,10,04R,09:50,2026-09-05T09:40:20.849973+09:00,11.7,2.9,14.1,7.1,20.9,24.1,48.2,160.7,80.3,120.5,6.9,28.3,34.4,18.5,34.4,80.3,96.4,68.8,96.4,96.4,17.8,60.2,22.9,43.8,53.5,37.0,120.5,120.5,160.7,96.4,10.1,1.7,28.5,12.9,8.3,47.5,71.2,28.5,142.5,35.6,8.3,17.8,28.5,35.6,12.9
202609051804,2026-09-05,18,04R,10:02,2026-09-05T09:52:21.303949+09:00,1.8,7.2,15.0,6.8,62.8,6.9,31.4,75.4,53.8,94.3,37.7,34.2,75.4,62.8,75.4,188.6,188.6,377.2,188.6,125.7,75.4,94.3,188.6,125.7,125.7,75.4,125.7,94.3,94.3,188.6,1.9,3.3,17.4,7.7,0.0,4.6,0.0,13.9,0.0,0.0,34.8,0.0,0.0,69.7,0.0
202609051005,2026-09-05,10,05R,10:18,2026-09-05T10:08:21.569961+09:00,9.8,18.6,10.9,55.8,51.5,10.1,26.7,10.1,95.6,29.1,29.1,20.9,18.6,35.2,51.5,10.4,5.6,17.1,33.4,8.1,111.6,133.9,167.4,95.6,167.4,74.4,55.8,95.6,55.8,223.2,11.7,16.0,5.3,22.0,17.6,11.0,4.5,19.5,9.7,12.5,25.1,22.0,22.0,4.8,58.7
202609051805,2026-09-05,18,05R,10:29,2026-09-05T10:20:25.346338+09:00,6.0,6.1,16.8,15.7,10.0,13.7,11.2,96.5,67.5,22.5,9.7,9.3,51.9,56.3,14.3,96.5,168.9,168.9,112.6,42.2,112.6,135.1,84.4,84.4,84.4,29.3,33.7,29.3,61.4,51.9,4.4,3.2,22.7,22.7,6.5,3.7,45.5,27.3,19.5,34.1,27.3,12.4,136.5,45.5,136.5
