レースコード,レース日,レース場,レース回,締切時刻,取得日時,2連単_1-2,2連単_1-3,2連単_1-4,2連単_1-5,2連単_1-6,2連単_2-1,2連単_2-3,2連単_2-4,2連単_2-5,2連単_2-6,2連単_3-1,2連単_3-2,2連単_3-4,2連単_3-5,2連単_3-6,2連単_4-1,2連単_4-2,2連単_4-3,2連単_4-5,2連単_4-6,2連単_5-1,2連単_5-2,2連単_5-3,2連単_5-4,2連単_5-6,2連単_6-1,2連単_6-2,2連単_6-3,2連単_6-4,2連単_6-5,2連複_1=2,2連複_1=3,2連複_1=4,2連複_1=5,2連複_1=6,2連複_2=3,2連複_2=4,2連複_2=5,2連複_2=6,2連複_3=4,2連複_3=5,2連複_3=6,2連複_4=5,2連複_4=6,2連複_5=6
202609071001,2026-09-07,10,01R,08:32,2026-09-07T08:22:24.463402+09:00,6.6,2.8,10.8,10.8,56.9,26.9,46.5,51.2,256.1,512.2,8.2,20.4,11.9,21.3,102.4,26.9,42.6,39.4,39.4,170.7,34.1,56.9,42.6,39.4,170.7,170.7,512.2,512.2,256.1,512.2,3.2,1.7,7.9,11.4,91.5,30.5,45.7,91.5,0.0,11.4,13.0,0.0,91.5,0.0,0.0
202609071401,2026-09-07,14,01R,08:44,2026-09-07T08:34:21.176011+09:00,6.7,2.1,8.1,28.9,12.5,34.7,41.6,148.8,520.8,94.7,7.6,43.4,38.5,49.6,54.8,30.6,173.6,65.1,173.6,86.8,30.6,148.8,74.4,208.3,208.3,35.9,115.7,61.2,115.7,130.2,3.9,1.7,3.6,51.6,12.9,51.6,64.5,258.0,86.0,25.8,86.0,64.5,0.0,129.0,0.0
202609071002,2026-09-07,10,02R,08:58,2026-09-07T08:48:18.791398+09:00,1.5,6.6,12.7,10.3,25.5,13.3,93.5,46.7,140.2,280.5,25.5,70.1,70.1,140.2,280.5,40.0,93.5,280.5,93.5,280.5,70.1,280.5,280.5,93.5,280.5,140.2,280.5,280.5,280.5,280.5,1.0,17.9,24.4,12.7,0.0,268.5,53.7,89.5,0.0,268.5,0.0,0.0,134.2,268.5,0.0
202609071402,2026-09-07,14,02R,09:10,2026-09-07T09:00:42.683267+09:00,9.1,23.0,35.9,38.3,47.9,8.7,6.4,21.3,19.1,21.3,14.3,11.2,17.9,16.4,11.2,57.5,52.2,44.2,71.9,63.9,63.9,31.9,33.8,71.9,31.9,44.2,33.8,31.9,63.9,57.5,5.5,14.2,14.2,24.9,49.8,5.5,14.2,9.9,7.6,6.6,11.0,7.1,49.8,33.2,24.9
202609071003,2026-09-07,10,03R,09:24,2026-09-07T09:14:23.559519+09:00,34.0,2.2,22.6,17.0,158.7,52.9,68.0,59.5,119.0,476.2,3.6,13.6,8.3,22.6,95.2,52.9,79.3,29.7,43.2,238.1,59.5,158.7,39.6,158.7,238.1,158.7,476.2,476.2,158.7,476.2,20.0,1.0,13.3,32.7,120.0,45.0,45.0,72.0,0.0,25.7,36.0,120.0,90.0,0.0,0.0
202609071403,2026-09-07,14,03R,09:36,2026-09-07T09:26:23.335248+09:00,15.4,3.0,20.1,3.5,77.1,51.4,57.8,115.6,42.0,462.7,12.1,42.0,38.5,16.5,28.9,77.1,92.5,77.1,51.4,462.7,7.5,66.1,33.0,46.2,115.6,231.3,462.7,42.0,462.7,231.3,20.4,1.7,10.2,4.2,51.0,14.5,102.0,51.0,102.0,20.4,9.2,34.0,20.4,0.0,102.0
202609071004,2026-09-07,10,04R,09:50,2026-09-07T09:40:24.293999+09:00,12.7,5.2,9.5,2.8,95.2,0.0,47.6,63.5,95.2,0.0,31.7,38.1,95.2,63.5,190.5,15.8,95.2,190.5,38.1,0.0,4.7,47.6,47.6,17.3,95.2,95.2,190.5,190.5,190.5,95.2,13.1,10.5,3.5,1.7,52.5,52.5,52.5,52.5,0.0,52.5,17.5,52.5,7.5,0.0,0.0
202609071404,2026-09-07,14,04R,10:02,2026-09-07T09:52:23.976344+09:00,4.7,2.1,12.1,14.7,13.4,25.6,72.1,104.9,115.4,128.2,11.8,32.0,46.1,54.9,27.4,57.7,230.8,72.1,288.5,384.7,39.8,82.4,64.1,230.8,104.9,26.2,144.2,192.3,577.1,192.3,5.9,2.1,13.6,10.5,3.9,22.7,0.0,19.5,45.5,0.0,22.7,19.5,68.2,45.5,45.5
202609071005,2026-09-07,10,05R,10:18,2026-09-07T10:08:23.635630+09:00,8.7,9.4,7.2,6.7,37.8,22.6,50.4,34.9,19.7,226.8,15.1,45.3,45.3,64.8,226.8,9.6,64.8,50.4,15.1,64.8,7.6,23.8,34.9,23.8,56.7,75.6,151.2,151.2,151.2,113.4,3.6,9.8,4.6,4.2,32.7,24.5,16.3,10.9,49.1,32.7,16.3,49.1,8.9,49.1,49.1
202609071405,2026-09-07,14,05R,10:28,2026-09-07T10:18:24.740720+09:00,11.5,45.1,35.8,81.3,101.6,6.7,6.9,4.5,4.5,8.7,39.3,29.0,76.2,81.3,101.6,61.0,18.2,110.9,40.6,87.1,110.9,23.4,110.9,87.1,93.8,152.5,81.3,305.0,174.3,101.6,4.8,22.1,24.9,49.8,39.9,4.9,4.0,4.1,9.0,19.9,15.3,33.2,33.2,66.5,99.7
