レースコード,レース日,レース場コード,レース回,艇1_登録番号,艇1_選手名,艇1_期別,艇1_支部,艇1_出身地,艇1_年齢,艇1_級別,艇1_賞除,艇1_F本数,艇1_L本数,艇1_全国平均ST,艇1_全国勝率,艇1_全国2連対率,艇1_全国3連対率,艇1_当地勝率,艇1_当地2連対率,艇1_当地3連対率,艇1_モーターフラグ,艇1_モーター番号,艇1_モーター2連対率,艇1_モーター3連対率,艇1_ボートフラグ,艇1_ボート番号,艇1_ボート2連対率,艇1_ボート3連対率,艇1_早見,艇1_節D1走1_R番号,艇1_節D1走1_進入,艇1_節D1走1_枠,艇1_節D1走1_ST,艇1_節D1走1_着順,艇1_節D1走2_R番号,艇1_節D1走2_進入,艇1_節D1走2_枠,艇1_節D1走2_ST,艇1_節D1走2_着順,艇1_節D2走1_R番号,艇1_節D2走1_進入,艇1_節D2走1_枠,艇1_節D2走1_ST,艇1_節D2走1_着順,艇1_節D2走2_R番号,艇1_節D2走2_進入,艇1_節D2走2_枠,艇1_節D2走2_ST,艇1_節D2走2_着順,艇1_節D3走1_R番号,艇1_節D3走1_進入,艇1_節D3走1_枠,艇1_節D3走1_ST,艇1_節D3走1_着順,艇1_節D3走2_R番号,艇1_節D3走2_進入,艇1_節D3走2_枠,艇1_節D3走2_ST,艇1_節D3走2_着順,艇1_節D4走1_R番号,艇1_節D4走1_進入,艇1_節D4走1_枠,艇1_節D4走1_ST,艇1_節D4走1_着順,艇1_節D4走2_R番号,艇1_節D4走2_進入,艇1_節D4走2_枠,艇1_節D4走2_ST,艇1_節D4走2_着順,艇1_節D5走1_R番号,艇1_節D5走1_進入,艇1_節D5走1_枠,艇1_節D5走1_ST,艇1_節D5走1_着順,艇1_節D5走2_R番号,艇1_節D5走2_進入,艇1_節D5走2_枠,艇1_節D5走2_ST,艇1_節D5走2_着順,艇1_節D6走1_R番号,艇1_節D6走1_進入,艇1_節D6走1_枠,艇1_節D6走1_ST,艇1_節D6走1_着順,艇1_節D6走2_R番号,艇1_節D6走2_進入,艇1_節D6走2_枠,艇1_節D6走2_ST,艇1_節D6走2_着順,艇1_節D7走1_R番号,艇1_節D7走1_進入,艇1_節D7走1_枠,艇1_節D7走1_ST,艇1_節D7走1_着順,艇1_節D7走2_R番号,艇1_節D7走2_進入,艇1_節D7走2_枠,艇1_節D7走2_ST,艇1_節D7走2_着順,艇2_登録番号,艇2_選手名,艇2_期別,艇2_支部,艇2_出身地,艇2_年齢,艇2_級別,艇2_賞除,艇2_F本数,艇2_L本数,艇2_全国平均ST,艇2_全国勝率,艇2_全国2連対率,艇2_全国3連対率,艇2_当地勝率,艇2_当地2連対率,艇2_当地3連対率,艇2_モーターフラグ,艇2_モーター番号,艇2_モーター2連対率,艇2_モーター3連対率,艇2_ボートフラグ,艇2_ボート番号,艇2_ボート2連対率,艇2_ボート3連対率,艇2_早見,艇2_節D1走1_R番号,艇2_節D1走1_進入,艇2_節D1走1_枠,艇2_節D1走1_ST,艇2_節D1走1_着順,艇2_節D1走2_R番号,艇2_節D1走2_進入,艇2_節D1走2_枠,艇2_節D1走2_ST,艇2_節D1走2_着順,艇2_節D2走1_R番号,艇2_節D2走1_進入,艇2_節D2走1_枠,艇2_節D2走1_ST,艇2_節D2走1_着順,艇2_節D2走2_R番号,艇2_節D2走2_進入,艇2_節D2走2_枠,艇2_節D2走2_ST,艇2_節D2走2_着順,艇2_節D3走1_R番号,艇2_節D3走1_進入,艇2_節D3走1_枠,艇2_節D3走1_ST,艇2_節D3走1_着順,艇2_節D3走2_R番号,艇2_節D3走2_進入,艇2_節D3走2_枠,艇2_節D3走2_ST,艇2_節D3走2_着順,艇2_節D4走1_R番号,艇2_節D4走1_進入,艇2_節D4走1_枠,艇2_節D4走1_ST,艇2_節D4走1_着順,艇2_節D4走2_R番号,艇2_節D4走2_進入,艇2_節D4走2_枠,艇2_節D4走2_ST,艇2_節D4走2_着順,艇2_節D5走1_R番号,艇2_節D5走1_進入,艇2_節D5走1_枠,艇2_節D5走1_ST,艇2_節D5走1_着順,艇2_節D5走2_R番号,艇2_節D5走2_進入,艇2_節D5走2_枠,艇2_節D5走2_ST,艇2_節D5走2_着順,艇2_節D6走1_R番号,艇2_節D6走1_進入,艇2_節D6走1_枠,艇2_節D6走1_ST,艇2_節D6走1_着順,艇2_節D6走2_R番号,艇2_節D6走2_進入,艇2_節D6走2_枠,艇2_節D6走2_ST,艇2_節D6走2_着順,艇2_節D7走1_R番号,艇2_節D7走1_進入,艇2_節D7走1_枠,艇2_節D7走1_ST,艇2_節D7走1_着順,艇2_節D7走2_R番号,艇2_節D7走2_進入,艇2_節D7走2_枠,艇2_節D7走2_ST,艇2_節D7走2_着順,艇3_登録番号,艇3_選手名,艇3_期別,艇3_支部,艇3_出身地,艇3_年齢,艇3_級別,艇3_賞除,艇3_F本数,艇3_L本数,艇3_全国平均ST,艇3_全国勝率,艇3_全国2連対率,艇3_全国3連対率,艇3_当地勝率,艇3_当地2連対率,艇3_当地3連対率,艇3_モーターフラグ,艇3_モーター番号,艇3_モーター2連対率,艇3_モーター3連対率,艇3_ボートフラグ,艇3_ボート番号,艇3_ボート2連対率,艇3_ボート3連対率,艇3_早見,艇3_節D1走1_R番号,艇3_節D1走1_進入,艇3_節D1走1_枠,艇3_節D1走1_ST,艇3_節D1走1_着順,艇3_節D1走2_R番号,艇3_節D1走2_進入,艇3_節D1走2_枠,艇3_節D1走2_ST,艇3_節D1走2_着順,艇3_節D2走1_R番号,艇3_節D2走1_進入,艇3_節D2走1_枠,艇3_節D2走1_ST,艇3_節D2走1_着順,艇3_節D2走2_R番号,艇3_節D2走2_進入,艇3_節D2走2_枠,艇3_節D2走2_ST,艇3_節D2走2_着順,艇3_節D3走1_R番号,艇3_節D3走1_進入,艇3_節D3走1_枠,艇3_節D3走1_ST,艇3_節D3走1_着順,艇3_節D3走2_R番号,艇3_節D3走2_進入,艇3_節D3走2_枠,艇3_節D3走2_ST,艇3_節D3走2_着順,艇3_節D4走1_R番号,艇3_節D4走1_進入,艇3_節D4走1_枠,艇3_節D4走1_ST,艇3_節D4走1_着順,艇3_節D4走2_R番号,艇3_節D4走2_進入,艇3_節D4走2_枠,艇3_節D4走2_ST,艇3_節D4走2_着順,艇3_節D5走1_R番号,艇3_節D5走1_進入,艇3_節D5走1_枠,艇3_節D5走1_ST,艇3_節D5走1_着順,艇3_節D5走2_R番号,艇3_節D5走2_進入,艇3_節D5走2_枠,艇3_節D5走2_ST,艇3_節D5走2_着順,艇3_節D6走1_R番号,艇3_節D6走1_進入,艇3_節D6走1_枠,艇3_節D6走1_ST,艇3_節D6走1_着順,艇3_節D6走2_R番号,艇3_節D6走2_進入,艇3_節D6走2_枠,艇3_節D6走2_ST,艇3_節D6走2_着順,艇3_節D7走1_R番号,艇3_節D7走1_進入,艇3_節D7走1_枠,艇3_節D7走1_ST,艇3_節D7走1_着順,艇3_節D7走2_R番号,艇3_節D7走2_進入,艇3_節D7走2_枠,艇3_節D7走2_ST,艇3_節D7走2_着順,艇4_登録番号,艇4_選手名,艇4_期別,艇4_支部,艇4_出身地,艇4_年齢,艇4_級別,艇4_賞除,艇4_F本数,艇4_L本数,艇4_全国平均ST,艇4_全国勝率,艇4_全国2連対率,艇4_全国3連対率,艇4_当地勝率,艇4_当地2連対率,艇4_当地3連対率,艇4_モーターフラグ,艇4_モーター番号,艇4_モーター2連対率,艇4_モーター3連対率,艇4_ボートフラグ,艇4_ボート番号,艇4_ボート2連対率,艇4_ボート3連対率,艇4_早見,艇4_節D1走1_R番号,艇4_節D1走1_進入,艇4_節D1走1_枠,艇4_節D1走1_ST,艇4_節D1走1_着順,艇4_節D1走2_R番号,艇4_節D1走2_進入,艇4_節D1走2_枠,艇4_節D1走2_ST,艇4_節D1走2_着順,艇4_節D2走1_R番号,艇4_節D2走1_進入,艇4_節D2走1_枠,艇4_節D2走1_ST,艇4_節D2走1_着順,艇4_節D2走2_R番号,艇4_節D2走2_進入,艇4_節D2走2_枠,艇4_節D2走2_ST,艇4_節D2走2_着順,艇4_節D3走1_R番号,艇4_節D3走1_進入,艇4_節D3走1_枠,艇4_節D3走1_ST,艇4_節D3走1_着順,艇4_節D3走2_R番号,艇4_節D3走2_進入,艇4_節D3走2_枠,艇4_節D3走2_ST,艇4_節D3走2_着順,艇4_節D4走1_R番号,艇4_節D4走1_進入,艇4_節D4走1_枠,艇4_節D4走1_ST,艇4_節D4走1_着順,艇4_節D4走2_R番号,艇4_節D4走2_進入,艇4_節D4走2_枠,艇4_節D4走2_ST,艇4_節D4走2_着順,艇4_節D5走1_R番号,艇4_節D5走1_進入,艇4_節D5走1_枠,艇4_節D5走1_ST,艇4_節D5走1_着順,艇4_節D5走2_R番号,艇4_節D5走2_進入,艇4_節D5走2_枠,艇4_節D5走2_ST,艇4_節D5走2_着順,艇4_節D6走1_R番号,艇4_節D6走1_進入,艇4_節D6走1_枠,艇4_節D6走1_ST,艇4_節D6走1_着順,艇4_節D6走2_R番号,艇4_節D6走2_進入,艇4_節D6走2_枠,艇4_節D6走2_ST,艇4_節D6走2_着順,艇4_節D7走1_R番号,艇4_節D7走1_進入,艇4_節D7走1_枠,艇4_節D7走1_ST,艇4_節D7走1_着順,艇4_節D7走2_R番号,艇4_節D7走2_進入,艇4_節D7走2_枠,艇4_節D7走2_ST,艇4_節D7走2_着順,艇5_登録番号,艇5_選手名,艇5_期別,艇5_支部,艇5_出身地,艇5_年齢,艇5_級別,艇5_賞除,艇5_F本数,艇5_L本数,艇5_全国平均ST,艇5_全国勝率,艇5_全国2連対率,艇5_全国3連対率,艇5_当地勝率,艇5_当地2連対率,艇5_当地3連対率,艇5_モーターフラグ,艇5_モーター番号,艇5_モーター2連対率,艇5_モーター3連対率,艇5_ボートフラグ,艇5_ボート番号,艇5_ボート2連対率,艇5_ボート3連対率,艇5_早見,艇5_節D1走1_R番号,艇5_節D1走1_進入,艇5_節D1走1_枠,艇5_節D1走1_ST,艇5_節D1走1_着順,艇5_節D1走2_R番号,艇5_節D1走2_進入,艇5_節D1走2_枠,艇5_節D1走2_ST,艇5_節D1走2_着順,艇5_節D2走1_R番号,艇5_節D2走1_進入,艇5_節D2走1_枠,艇5_節D2走1_ST,艇5_節D2走1_着順,艇5_節D2走2_R番号,艇5_節D2走2_進入,艇5_節D2走2_枠,艇5_節D2走2_ST,艇5_節D2走2_着順,艇5_節D3走1_R番号,艇5_節D3走1_進入,艇5_節D3走1_枠,艇5_節D3走1_ST,艇5_節D3走1_着順,艇5_節D3走2_R番号,艇5_節D3走2_進入,艇5_節D3走2_枠,艇5_節D3走2_ST,艇5_節D3走2_着順,艇5_節D4走1_R番号,艇5_節D4走1_進入,艇5_節D4走1_枠,艇5_節D4走1_ST,艇5_節D4走1_着順,艇5_節D4走2_R番号,艇5_節D4走2_進入,艇5_節D4走2_枠,艇5_節D4走2_ST,艇5_節D4走2_着順,艇5_節D5走1_R番号,艇5_節D5走1_進入,艇5_節D5走1_枠,艇5_節D5走1_ST,艇5_節D5走1_着順,艇5_節D5走2_R番号,艇5_節D5走2_進入,艇5_節D5走2_枠,艇5_節D5走2_ST,艇5_節D5走2_着順,艇5_節D6走1_R番号,艇5_節D6走1_進入,艇5_節D6走1_枠,艇5_節D6走1_ST,艇5_節D6走1_着順,艇5_節D6走2_R番号,艇5_節D6走2_進入,艇5_節D6走2_枠,艇5_節D6走2_ST,艇5_節D6走2_着順,艇5_節D7走1_R番号,艇5_節D7走1_進入,艇5_節D7走1_枠,艇5_節D7走1_ST,艇5_節D7走1_着順,艇5_節D7走2_R番号,艇5_節D7走2_進入,艇5_節D7走2_枠,艇5_節D7走2_ST,艇5_節D7走2_着順,艇6_登録番号,艇6_選手名,艇6_期別,艇6_支部,艇6_出身地,艇6_年齢,艇6_級別,艇6_賞除,艇6_F本数,艇6_L本数,艇6_全国平均ST,艇6_全国勝率,艇6_全国2連対率,艇6_全国3連対率,艇6_当地勝率,艇6_当地2連対率,艇6_当地3連対率,艇6_モーターフラグ,艇6_モーター番号,艇6_モーター2連対率,艇6_モーター3連対率,艇6_ボートフラグ,艇6_ボート番号,艇6_ボート2連対率,艇6_ボート3連対率,艇6_早見,艇6_節D1走1_R番号,艇6_節D1走1_進入,艇6_節D1走1_枠,艇6_節D1走1_ST,艇6_節D1走1_着順,艇6_節D1走2_R番号,艇6_節D1走2_進入,艇6_節D1走2_枠,艇6_節D1走2_ST,艇6_節D1走2_着順,艇6_節D2走1_R番号,艇6_節D2走1_進入,艇6_節D2走1_枠,艇6_節D2走1_ST,艇6_節D2走1_着順,艇6_節D2走2_R番号,艇6_節D2走2_進入,艇6_節D2走2_枠,艇6_節D2走2_ST,艇6_節D2走2_着順,艇6_節D3走1_R番号,艇6_節D3走1_進入,艇6_節D3走1_枠,艇6_節D3走1_ST,艇6_節D3走1_着順,艇6_節D3走2_R番号,艇6_節D3走2_進入,艇6_節D3走2_枠,艇6_節D3走2_ST,艇6_節D3走2_着順,艇6_節D4走1_R番号,艇6_節D4走1_進入,艇6_節D4走1_枠,艇6_節D4走1_ST,艇6_節D4走1_着順,艇6_節D4走2_R番号,艇6_節D4走2_進入,艇6_節D4走2_枠,艇6_節D4走2_ST,艇6_節D4走2_着順,艇6_節D5走1_R番号,艇6_節D5走1_進入,艇6_節D5走1_枠,艇6_節D5走1_ST,艇6_節D5走1_着順,艇6_節D5走2_R番号,艇6_節D5走2_進入,艇6_節D5走2_枠,艇6_節D5走2_ST,艇6_節D5走2_着順,艇6_節D6走1_R番号,艇6_節D6走1_進入,艇6_節D6走1_枠,艇6_節D6走1_ST,艇6_節D6走1_着順,艇6_節D6走2_R番号,艇6_節D6走2_進入,艇6_節D6走2_枠,艇6_節D6走2_ST,艇6_節D6走2_着順,艇6_節D7走1_R番号,艇6_節D7走1_進入,艇6_節D7走1_枠,艇6_節D7走1_ST,艇6_節D7走1_着順,艇6_節D7走2_R番号,艇6_節D7走2_進入,艇6_節D7走2_枠,艇6_節D7走2_ST,艇6_節D7走2_着順
202609100101,2026-09-10,01,01R,3653,品川 賢次,72期,群馬,群馬,52,B2,,1,0,0.2,4.2,13.8,36.9,4.35,19.1,41.1,0,71,32.7,47.8,0,38,36.0,59.4,6,1,1,1,0.24,4,6,3,3,0.32,3,6,4,4,0.13,5,,,,,,1,6,5,0.25,4,7,2,2,0.2,5,,,,,,7,6,6,0.24,4,6,6,6,0.14,4,,,,,,,,,,,,,,,,,,,,,,,,,,4919,吉田 翔悟,118期,長崎,長崎,35,B1,,1,0,0.18,3.94,16.3,32.6,0.0,0.0,0.0,0,72,30.8,50.2,0,50,33.3,48.8,6,2,4,4,0.03,6,,,,,,4,6,6,0.18,5,8,3,3,0.14,4,4,1,1,0.08,1,,,,,,2,5,5,0.12,5,6,2,2,0.12,5,,,,,,8,4,4,0.11,4,,,,,,,,,,,,,,,,,,,,,5181,森 智哉,128期,岡山,岡山,28,B1,,1,0,0.16,4.78,30.4,44.9,4.8,10.0,60.0,0,63,23.6,38.9,0,24,34.1,54.7,7,2,2,2,0.14,5,8,5,4,0.12,5,5,6,6,0.26,5,,,,,,3,5,3,0.24,5,7,6,5,0.16,3,4,1,1,0.11,4,,,,,,,,,,,7,6,6,0.34,5,,,,,,,,,,,,,,,,,,,,,4992,廣瀬 篤哉,120期,滋賀,京都,28,B1,,0,0,0.16,4.8,31.5,39.4,2.56,0.0,11.1,0,53,35.9,53.0,0,73,38.0,53.4,9,3,3,3,0.19,2,8,6,6,0.13,6,,,,,,10,1,1,0.16,4,6,2,2,0.09,5,12,5,5,0.17,4,3,4,4,0.13,4,,,,,,,,,,,7,2,2,0.19,2,,,,,,,,,,,,,,,,,,,,,3305,小野 信樹,60期,岡山,岡山,58,B1,,0,0,0.17,3.57,15.1,26.5,3.94,25.0,34.3,0,11,33.3,54.3,0,71,41.3,54.4,5,6,2,2,0.32,4,,,,,,2,1,1,0.1,4,6,5,5,0.06,6,5,3,3,0.13,5,,,,,,1,4,4,0.12,5,6,6,6,0.2,6,1,2,2,0.16,3,,,,,,,,,,,,,,,,,,,,,,,,,,5430,鳥本 智史,137期,三重,三重,22,B2,,1,0,0.18,1.39,0.0,2.6,1.33,0.0,0.0,0,44,27.6,45.2,0,66,34.4,47.4,7,5,6,6,0.03,6,,,,,,1,6,6,0.3,6,8,6,4,0.03,5,6,6,6,0.2,6,,,,,,4,6,5,0.08,6,8,6,6,0.08,5,1,6,6,0.14,6,,,,,,,,,,,,,,,,,,,,,,,,,
202609100102,2026-09-10,01,02R,3681,山谷 央,73期,東京,東京,53,B1,,1,0,0.15,4.82,28.7,42.4,4.68,15.7,47.3,0,37,32.2,50.7,0,69,34.6,48.8,10,4,4,4,0.09,1,,,,,,3,1,1,0.28,1,12,5,5,0.09,4,5,2,2,0.13,4,9,6,6,0.16,5,2,3,3,0.08,3,11,6,5,0.15,5,2,2,2,0.13,4,9,6,5,0.2,不,,,,,,,,,,,,,,,,,,,,,3475,橋本 久和,66期,群馬,群馬,56,B1,,0,0,0.19,5.22,35.4,43.0,5.91,41.5,59.3,0,31,35.5,49.1,0,34,34.4,46.9,7,,,,,,9,1,1,0.14,5,2,2,2,0.08,5,8,5,6,0.13,1,6,5,5,0.17,3,,,,,,1,3,3,0.16,4,7,4,4,0.29,5,1,1,1,0.19,4,,,,,,,,,,,,,,,,,,,,,,,,,,3319,山崎 義明,61期,埼玉,埼玉,59,A2,,0,0,0.16,5.73,38.6,62.2,5.21,35.9,46.1,0,24,36.6,61.8,0,57,41.0,53.7,8,4,5,5,0.1,5,9,3,3,0.21,4,,,,,,10,2,2,0.17,1,7,1,1,0.19,4,12,4,4,0.19,6,,,,,,10,6,6,0.21,4,1,4,4,0.08,2,8,5,5,0.13,3,,,,,,,,,,,,,,,,,,,,,4557,松尾 光広,104期,岡山,岡山,36,B1,,0,0,0.21,3.83,16.2,31.4,4.31,26.9,34.6,0,64,33.3,51.3,0,52,41.8,61.0,9,4,1,1,0.13,4,,,,,,1,3,3,0.33,5,7,5,5,0.17,5,1,2,2,0.15,3,,,,,,4,4,4,0.08,2,9,5,5,0.26,5,2,6,6,0.21,6,,,,,,,,,,,,,,,,,,,,,,,,,,3202,三品 隆浩,56期,東京,東京,61,B1,,0,0,0.2,4.76,30.9,42.8,2.96,8.0,20.0,0,48,33.1,54.2,0,18,30.0,44.1,6,3,1,1,0.24,6,,,,,,1,5,5,0.31,3,6,2,2,0.16,3,4,4,3,0.26,5,,,,,,1,6,6,0.22,6,10,4,4,0.2,5,6,3,3,0.19,5,,,,,,,,,,,,,,,,,,,,,,,,,,3867,松浦 勝,79期,愛知,愛知,51,B1,賞除,0,0,0.18,2.85,8.0,18.6,2.44,11.1,11.1,0,40,32.8,50.5,0,41,35.4,53.7,,6,6,4,0.29,5,,,,,,1,1,1,0.26,4,5,5,5,0.18,6,6,3,3,0.12,4,,,,,,2,6,6,0.1,6,8,2,2,0.13,6,6,2,2,0.17,6,,,,,,,,,,,,,,,,,,,,,,,,,
202609100103,2026-09-10,01,03R,4513,河野 真也,102期,福岡,宮崎,37,A2,,0,0,0.2,6.0,42.9,63.5,5.96,46.1,61.5,0,36,27.1,42.1,0,20,30.7,45.7,11,2,5,5,0.06,3,9,4,4,0.2,3,,,,,,9,3,2,0.15,2,4,6,6,0.24,4,12,3,3,0.26,2,,,,,,10,1,1,0.01,1,5,5,4,0.44,3,11,3,3,0.17,6,,,,,,,,,,,,,,,,,,,,,4943,八木 治樹,119期,愛知,愛知,35,B1,,0,0,0.15,4.48,23.2,38.3,5.31,24.1,55.1,0,17,33.9,51.4,0,39,32.8,48.9,8,4,2,2,0.06,3,8,3,3,0.05,3,,,,,,10,6,6,0.16,6,2,4,4,0.16,5,10,5,5,0.1,6,2,1,1,0.25,4,,,,,,6,5,5,0.13,1,,,,,,,,,,,,,,,,,,,,,,,,,,4181,花本 夏樹,90期,三重,三重,43,B1,,0,0,0.21,3.44,6.8,23.8,4.38,14.7,41.1,0,50,34.7,53.3,0,61,39.0,59.2,10,6,4,5,0.31,6,,,,,,3,2,2,0.21,2,7,4,4,0.2,3,,,,,,7,5,6,0.14,2,1,1,1,0.11,2,8,3,3,0.17,3,2,1,1,0.11,5,9,2,6,0.17,5,,,,,,,,,,,,,,,,,,,,,3852,澤 大介,79期,三重,三重,54,B1,,0,0,0.21,4.79,25.0,42.7,4.38,31.2,31.2,0,69,34.5,52.9,0,62,32.5,47.1,9,2,1,1,0.06,1,7,3,5,0.19,5,,,,,,11,6,6,0.2,4,3,2,2,0.18,落,10,4,4,0.17,3,4,3,3,0.1,5,,,,,,,,,,,8,2,3,0.15,6,,,,,,,,,,,,,,,,,,,,,5228,若林 樹蘭,129期,東京,山梨,23,A2,,1,0,0.17,5.72,35.5,54.4,5.67,33.3,50.0,0,65,37.4,52.9,0,70,30.4,48.3,11,2,6,6,0.08,2,11,3,3,0.13,3,1,2,2,0.27,1,10,5,5,0.13,5,,,,,,10,1,1,0.16,1,2,4,4,0.1,2,12,6,6,0.29,4,7,1,1,0.19,1,11,2,2,0.15,4,,,,,,,,,,,,,,,,,,,,,5048,眞鳥 康太,123期,長崎,長崎,32,B1,,0,0,0.21,4.54,28.5,44.2,2.27,0.0,0.0,0,74,38.5,59.3,0,55,30.6,45.0,,3,2,2,0.2,4,7,6,4,0.17,4,5,1,1,0.12,4,,,,,,3,6,5,0.17,1,11,6,6,0.16,4,5,5,3,0.33,5,,,,,,2,5,5,0.17,3,12,2,2,0.17,6,,,,,,,,,,,,,,,,,,,,
202609100104,2026-09-10,01,04R,4531,武富 智亮,103期,佐賀,佐賀,37,A2,,0,0,0.16,6.31,42.9,68.6,0.0,0.0,0.0,0,22,25.2,36.5,0,37,33.3,50.2,10,5,3,3,0.08,3,10,5,5,0.13,2,1,4,4,0.32,2,11,1,1,0.08,5,,,,,,10,6,6,0.11,5,5,3,2,0.13,2,11,3,3,0.14,2,4,1,1,0.22,4,10,6,6,0.17,6,,,,,,,,,,,,,,,,,,,,,4538,笠置 博之,103期,大阪,大阪,36,A1,,1,0,0.15,5.23,39.5,52.0,6.41,59.2,62.9,0,26,31.5,50.0,0,46,28.6,47.9,9,4,6,6,0.17,6,11,2,2,0.19,4,3,4,4,0.15,4,11,5,5,0.17,6,6,1,1,0.16,2,,,,,,,,,,,7,3,3,0.23,3,3,5,5,0.25,5,12,1,1,0.18,4,,,,,,,,,,,,,,,,,,,,,4195,前川 守嗣,91期,福岡,沖縄,44,B1,,0,0,0.16,5.19,32.8,50.6,5.33,33.3,55.5,0,43,26.1,47.6,0,45,44.3,60.1,,4,3,3,0.05,2,10,1,1,0.11,5,4,5,5,0.11,6,,,,,,1,3,4,0.12,5,8,6,6,0.09,5,,,,,,9,2,2,0.19,1,4,5,5,0.11,2,8,3,2,0.1,2,,,,,,,,,,,,,,,,,,,,,3686,鳥居塚 孝博,73期,群馬,群馬,51,A2,,1,0,0.15,6.21,37.8,62.2,6.39,39.6,71.7,0,47,29.6,44.9,0,59,37.6,55.3,9,3,5,5,0.17,5,10,3,3,0.12,4,,,,,,7,1,1,0.15,2,3,4,4,0.31,2,9,2,2,0.24,4,,,,,,9,4,4,0.21,3,7,3,3,0.21,3,12,6,6,0.12,5,,,,,,,,,,,,,,,,,,,,,4562,阪本 勇介,105期,岡山,岡山,38,B1,,0,0,0.19,4.77,27.9,41.4,3.61,5.5,16.6,0,34,37.1,56.9,0,12,30.3,45.5,8,1,3,2,0.22,6,5,5,5,0.06,4,,,,,,9,1,1,0.21,6,1,5,3,0.27,6,5,6,6,0.1,6,,,,,,8,4,4,0.1,2,6,4,4,0.14,2,,,,,,,,,,,,,,,,,,,,,,,,,,4232,笠 雅雄,92期,福岡,福岡,43,B1,,0,0,0.17,5.91,39.1,58.7,3.38,17.6,26.4,0,42,25.3,37.9,0,68,32.6,48.3,11,1,4,4,0.15,2,11,6,6,0.13,6,2,3,3,0.09,1,,,,,,4,5,5,0.19,2,9,1,1,0.23,1,7,2,2,0.2,2,12,5,5,0.2,5,3,3,3,0.13,2,10,2,2,0.26,3,,,,,,,,,,,,,,,,,,,,
202609100105,2026-09-10,01,05R,4118,宇佐見 淳,88期,愛知,愛知,45,A2,,0,0,0.15,5.87,39.2,63.3,6.38,51.7,62.0,0,27,50.3,67.9,0,47,31.1,47.8,10,,,,,,10,2,2,0.14,1,8,1,1,0.13,3,12,3,3,0.12,2,5,5,5,0.12,2,11,4,4,0.16,5,4,5,6,0.09,3,12,3,3,0.17,3,4,3,3,0.18,1,11,4,4,0.16,3,,,,,,,,,,,,,,,,,,,,,5012,加倉 侑征,121期,福岡,福岡,29,B1,,0,0,0.14,4.52,23.2,41.1,4.48,24.2,39.3,0,60,44.0,57.1,0,15,41.0,58.9,,3,6,6,0.17,3,,,,,,5,2,2,0.13,3,11,3,3,0.1,3,2,1,1,0.17,3,9,4,4,0.15,6,3,5,5,0.09,5,11,4,4,0.07,3,5,6,5,0.39,4,,,,,,,,,,,,,,,,,,,,,,,,,,3277,齋藤 勇,59期,東京,東京,60,B1,,0,0,0.18,4.56,22.2,38.2,4.32,12.0,40.0,0,52,26.3,37.5,0,31,38.0,60.2,11,1,2,3,0.23,3,8,2,2,0.11,2,4,1,1,0.07,2,,,,,,7,4,4,0.12,1,11,5,5,0.15,6,3,6,6,0.08,6,12,4,4,0.19,6,3,1,1,0.15,6,11,6,6,0.2,5,,,,,,,,,,,,,,,,,,,,,3305,小野 信樹,60期,岡山,岡山,58,B1,,0,0,0.17,3.57,15.1,26.5,3.94,25.0,34.3,0,11,33.3,54.3,0,71,41.3,54.4,1,6,2,2,0.32,4,,,,,,2,1,1,0.1,4,6,5,5,0.06,6,5,3,3,0.13,5,,,,,,1,4,4,0.12,5,6,6,6,0.2,6,1,2,2,0.16,3,,,,,,,,,,,,,,,,,,,,,,,,,,4380,鈴木 峻佑,98期,静岡,静岡,42,B1,,0,0,0.17,5.0,30.9,44.3,3.72,27.7,27.7,0,68,21.5,39.6,0,51,35.3,56.1,9,2,3,3,0.05,4,,,,,,2,4,4,0.12,3,7,6,6,0.12,6,2,2,2,0.16,6,,,,,,3,1,1,0.12,1,7,5,5,0.32,6,1,3,3,0.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,4044,湯川 浩司,85期,大阪,大阪,46,A1,,0,0,0.14,6.17,32.9,54.8,6.77,45.7,54.2,0,29,27.4,45.8,0,60,38.1,52.9,10,8,4,5,0.09,4,12,2,2,0.14,2,,,,,,7,3,3,0.18,4,5,4,4,0.11,3,12,1,1,0.2,1,6,1,1,0.1,1,11,5,6,0.14,6,4,4,4,0.15,3,9,4,3,0.14,3,,,,,,,,,,,,,,,,,,,,
