レースコード,レース日,レース場コード,レース回,艇1_stadium_number,艇1_race_code,艇1_status,艇1_ncols,艇1_boats
202609150802,2026-09-15,08,02R,8,202609150802,1,6,"{'boat_number': 1, 'registration_number': '4479', 'racer_name': '矢野 真梨菜', 'period': '101期', 'branch': '山口', 'birthplace': '福岡', 'age': 38, 'grade': 'B1', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.19, 'national_win_rate': 3.72, 'national_double_rate': 14.7, 'national_triple_rate': 23.5, 'local_win_rate': 0.0, 'local_double_rate': 0.0, 'local_triple_rate': 0.0, 'motor_flag': 0, 'motor_number': 9, 'motor_double_rate': 40.4, 'motor_triple_rate': 56.5, 'boat_flag': 0, 'boat_id': 55, 'boat_double_rate': 38.7, 'boat_triple_rate': 57.1, 'hayami': 12, 'sessions': [{'race_number': 1, 'entry_course': 6, 'waku': 6, 'start_timing': 0.22, 'finish_position': '4'}, {'race_number': 10, 'entry_course': 3, 'waku': 3, 'start_timing': 0.07, 'finish_position': '5'}, {'race_number': 6, 'entry_course': 4, 'waku': 4, 'start_timing': 0.22, 'finish_position': '3'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 1, 'entry_course': 5, 'waku': 5, 'start_timing': 0.22, 'finish_position': '3'}, {'race_number': 6, 'entry_course': 2, 'waku': 2, 'start_timing': 0.2, 'finish_position': '2'}, {'race_number': 2, 'entry_course': 1, 'waku': 1, 'start_timing': 0.12, 'finish_position': '2'}, {'race_number': 12, 'entry_course': 2, 'waku': 2, 'start_timing': 0.06, 'finish_position': '5'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
202609150803,2026-09-15,08,03R,8,202609150803,1,6,"{'boat_number': 1, 'registration_number': '4726', 'racer_name': '島田 なぎさ', 'period': '111期', 'branch': '埼玉', 'birthplace': '埼玉', 'age': 39, 'grade': 'B2', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.14, 'national_win_rate': 3.6, 'national_double_rate': 10.0, 'national_triple_rate': 20.0, 'local_win_rate': 0.0, 'local_double_rate': 0.0, 'local_triple_rate': 0.0, 'motor_flag': 0, 'motor_number': 57, 'motor_double_rate': 33.7, 'motor_triple_rate': 53.6, 'boat_flag': 0, 'boat_id': 68, 'boat_double_rate': 32.0, 'boat_triple_rate': 42.0, 'hayami': 8, 'sessions': [{'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 7, 'entry_course': 2, 'waku': 2, 'start_timing': 0.14, 'finish_position': '1'}, {'race_number': 2, 'entry_course': 6, 'waku': 6, 'start_timing': 0.2, 'finish_position': '3'}, {'race_number': 10, 'entry_course': 3, 'waku': 3, 'start_timing': 0.21, 'finish_position': '2'}, {'race_number': 6, 'entry_course': 4, 'waku': 4, 'start_timing': 0.17, 'finish_position': '3'}, {'race_number': 12, 'entry_course': 5, 'waku': 5, 'start_timing': 0.16, 'finish_position': '4'}, {'race_number': 3, 'entry_course': 1, 'waku': 1, 'start_timing': 0.03, 'finish_position': '1'}, {'race_number': 8, 'entry_course': 2, 'waku': 2, 'start_timing': 0.39, 'finish_position': '4'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
202609150804,2026-09-15,08,04R,8,202609150804,1,6,"{'boat_number': 1, 'registration_number': '5346', 'racer_name': '中村 紋夕梨', 'period': '134期', 'branch': '愛知', 'birthplace': '愛知', 'age': 23, 'grade': 'B1', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.22, 'national_win_rate': 3.13, 'national_double_rate': 6.9, 'national_triple_rate': 18.0, 'local_win_rate': 1.44, 'local_double_rate': 0.0, 'local_triple_rate': 3.8, 'motor_flag': 0, 'motor_number': 7, 'motor_double_rate': 36.9, 'motor_triple_rate': 53.4, 'boat_flag': 0, 'boat_id': 28, 'boat_double_rate': 31.1, 'boat_triple_rate': 48.8, 'hayami': 9, 'sessions': [{'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 7, 'entry_course': 5, 'waku': 5, 'start_timing': 0.13, 'finish_position': '6'}, {'race_number': 3, 'entry_course': 2, 'waku': 2, 'start_timing': 0.06, 'finish_position': '3'}, {'race_number': 10, 'entry_course': 4, 'waku': 4, 'start_timing': 0.16, 'finish_position': '5'}, {'race_number': 2, 'entry_course': 2, 'waku': 2, 'start_timing': 0.13, 'finish_position': '3'}, {'race_number': 9, 'entry_course': 3, 'waku': 3, 'start_timing': 0.15, 'finish_position': '5'}, {'race_number': 4, 'entry_course': 1, 'waku': 1, 'start_timing': 0.09, 'finish_position': '4'}, {'race_number': 9, 'entry_course': 4, 'waku': 4, 'start_timing': 0.26, 'finish_position': '5'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
202609150805,2026-09-15,08,05R,8,202609150805,1,6,"{'boat_number': 1, 'registration_number': '4433', 'racer_name': '川野 芽唯', 'period': '100期', 'branch': '福岡', 'birthplace': '福岡', 'age': 40, 'grade': 'A1', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.17, 'national_win_rate': 7.21, 'national_double_rate': 55.9, 'national_triple_rate': 75.3, 'local_win_rate': 5.75, 'local_double_rate': 25.0, 'local_triple_rate': 50.0, 'motor_flag': 0, 'motor_number': 19, 'motor_double_rate': 34.9, 'motor_triple_rate': 55.0, 'boat_flag': 0, 'boat_id': 58, 'boat_double_rate': 34.0, 'boat_triple_rate': 46.0, 'hayami': 12, 'sessions': [{'race_number': 4, 'entry_course': 5, 'waku': 5, 'start_timing': 0.19, 'finish_position': '3'}, {'race_number': 9, 'entry_course': 3, 'waku': 3, 'start_timing': 0.26, 'finish_position': '2'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 12, 'entry_course': 1, 'waku': 1, 'start_timing': 0.15, 'finish_position': '1'}, {'race_number': 5, 'entry_course': 2, 'waku': 2, 'start_timing': 0.16, 'finish_position': '1'}, {'race_number': 9, 'entry_course': 6, 'waku': 6, 'start_timing': 0.11, 'finish_position': '3'}, {'race_number': 5, 'entry_course': 1, 'waku': 1, 'start_timing': 0.06, 'finish_position': '1'}, {'race_number': 12, 'entry_course': 5, 'waku': 5, 'start_timing': 0.11, 'finish_position': '4'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
202609150806,2026-09-15,08,06R,8,202609150806,1,6,"{'boat_number': 1, 'registration_number': '4556', 'racer_name': '竹井 奈美', 'period': '104期', 'branch': '福岡', 'birthplace': '福岡', 'age': 37, 'grade': 'A1', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.16, 'national_win_rate': 6.67, 'national_double_rate': 52.1, 'national_triple_rate': 67.3, 'local_win_rate': 5.89, 'local_double_rate': 44.4, 'local_triple_rate': 55.5, 'motor_flag': 0, 'motor_number': 4, 'motor_double_rate': 30.0, 'motor_triple_rate': 44.7, 'boat_flag': 0, 'boat_id': 57, 'boat_double_rate': 40.0, 'boat_triple_rate': 58.0, 'hayami': 11, 'sessions': [{'race_number': 6, 'entry_course': 5, 'waku': 5, 'start_timing': 0.12, 'finish_position': '1'}, {'race_number': 11, 'entry_course': 1, 'waku': 1, 'start_timing': 0.1, 'finish_position': '1'}, {'race_number': 8, 'entry_course': 2, 'waku': 2, 'start_timing': 0.14, 'finish_position': '1'}, {'race_number': 12, 'entry_course': 3, 'waku': 3, 'start_timing': 0.22, 'finish_position': '3'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 10, 'entry_course': 6, 'waku': 6, 'start_timing': 0.29, 'finish_position': '3'}, {'race_number': 6, 'entry_course': 1, 'waku': 1, 'start_timing': 0.11, 'finish_position': '3'}, {'race_number': 11, 'entry_course': 5, 'waku': 5, 'start_timing': 0.1, 'finish_position': '6'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
202609150807,2026-09-15,08,07R,8,202609150807,1,6,"{'boat_number': 1, 'registration_number': '5324', 'racer_name': '畑田 希咲', 'period': '133期', 'branch': '兵庫', 'birthplace': '兵庫', 'age': 23, 'grade': 'B1', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.21, 'national_win_rate': 3.09, 'national_double_rate': 4.4, 'national_triple_rate': 16.1, 'local_win_rate': 1.12, 'local_double_rate': 0.0, 'local_triple_rate': 0.0, 'motor_flag': 0, 'motor_number': 52, 'motor_double_rate': 34.4, 'motor_triple_rate': 51.3, 'boat_flag': 0, 'boat_id': 35, 'boat_double_rate': 37.5, 'boat_triple_rate': 47.9, 'hayami': 1, 'sessions': [{'race_number': 3, 'entry_course': 2, 'waku': 2, 'start_timing': 0.19, 'finish_position': '5'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 2, 'entry_course': 5, 'waku': 5, 'start_timing': 0.24, 'finish_position': '6'}, {'race_number': 8, 'entry_course': 4, 'waku': 4, 'start_timing': 0.2, 'finish_position': '5'}, {'race_number': 4, 'entry_course': 6, 'waku': 6, 'start_timing': 0.16, 'finish_position': '6'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 1, 'entry_course': 3, 'waku': 3, 'start_timing': 0.16, 'finish_position': '4'}, {'race_number': 7, 'entry_course': 1, 'waku': 1, 'start_timing': 0.14, 'finish_position': '1'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
202609150808,2026-09-15,08,08R,8,202609150808,1,6,"{'boat_number': 1, 'registration_number': '4941', 'racer_name': '孫崎 百世', 'period': '119期', 'branch': '滋賀', 'birthplace': '北海道', 'age': 37, 'grade': 'B1', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.21, 'national_win_rate': 4.57, 'national_double_rate': 27.1, 'national_triple_rate': 38.2, 'local_win_rate': 4.71, 'local_double_rate': 29.4, 'local_triple_rate': 47.0, 'motor_flag': 0, 'motor_number': 12, 'motor_double_rate': 41.3, 'motor_triple_rate': 60.0, 'boat_flag': 0, 'boat_id': 51, 'boat_double_rate': 22.2, 'boat_triple_rate': 33.3, 'hayami': None, 'sessions': [{'race_number': 4, 'entry_course': 4, 'waku': 4, 'start_timing': 0.22, 'finish_position': '4'}, {'race_number': 10, 'entry_course': 2, 'waku': 2, 'start_timing': 0.29, 'finish_position': '2'}, {'race_number': 1, 'entry_course': 3, 'waku': 3, 'start_timing': 0.12, 'finish_position': '2'}, {'race_number': 10, 'entry_course': 6, 'waku': 6, 'start_timing': 0.18, 'finish_position': '6'}, {'race_number': 3, 'entry_course': 2, 'waku': 2, 'start_timing': 0.17, 'finish_position': '1'}, {'race_number': 11, 'entry_course': 5, 'waku': 5, 'start_timing': 0.19, 'finish_position': '5'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 8, 'entry_course': 1, 'waku': 1, 'start_timing': 0.25, 'finish_position': '2'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
202609150809,2026-09-15,08,09R,8,202609150809,1,6,"{'boat_number': 1, 'registration_number': '4045', 'racer_name': '佐々木 裕美', 'period': '85期', 'branch': '山口', 'birthplace': '山口', 'age': 46, 'grade': 'B1', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.17, 'national_win_rate': 4.8, 'national_double_rate': 32.5, 'national_triple_rate': 44.1, 'local_win_rate': 5.31, 'local_double_rate': 25.0, 'local_triple_rate': 50.0, 'motor_flag': 0, 'motor_number': 50, 'motor_double_rate': 33.4, 'motor_triple_rate': 49.5, 'boat_flag': 0, 'boat_id': 41, 'boat_double_rate': 22.2, 'boat_triple_rate': 42.2, 'hayami': 2, 'sessions': [{'race_number': 4, 'entry_course': 2, 'waku': 2, 'start_timing': 0.23, 'finish_position': '2'}, {'race_number': 8, 'entry_course': 6, 'waku': 6, 'start_timing': 0.27, 'finish_position': '5'}, {'race_number': 3, 'entry_course': 3, 'waku': 3, 'start_timing': 0.1, 'finish_position': '4'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 3, 'entry_course': 3, 'waku': 3, 'start_timing': 0.17, 'finish_position': '2'}, {'race_number': 12, 'entry_course': 2, 'waku': 2, 'start_timing': 0.2, 'finish_position': '5'}, {'race_number': 2, 'entry_course': 5, 'waku': 5, 'start_timing': 0.18, 'finish_position': '4'}, {'race_number': 9, 'entry_course': 1, 'waku': 1, 'start_timing': 0.24, 'finish_position': '1'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
202609150810,2026-09-15,08,10R,8,202609150810,1,6,"{'boat_number': 1, 'registration_number': '4964', 'racer_name': '土屋 南', 'period': '119期', 'branch': '岡山', 'birthplace': '岡山', 'age': 29, 'grade': 'A2', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.15, 'national_win_rate': 6.28, 'national_double_rate': 42.8, 'national_triple_rate': 64.7, 'local_win_rate': 6.74, 'local_double_rate': 52.6, 'local_triple_rate': 73.6, 'motor_flag': 0, 'motor_number': 21, 'motor_double_rate': 34.2, 'motor_triple_rate': 53.9, 'boat_flag': 0, 'boat_id': 19, 'boat_double_rate': 36.9, 'boat_triple_rate': 47.8, 'hayami': 2, 'sessions': [{'race_number': 5, 'entry_course': 4, 'waku': 4, 'start_timing': 0.11, 'finish_position': '1'}, {'race_number': 12, 'entry_course': 6, 'waku': 6, 'start_timing': 0.21, 'finish_position': '5'}, {'race_number': 5, 'entry_course': 5, 'waku': 5, 'start_timing': 0.22, 'finish_position': '2'}, {'race_number': 11, 'entry_course': 1, 'waku': 1, 'start_timing': 0.13, 'finish_position': '1'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 7, 'entry_course': 3, 'waku': 3, 'start_timing': 0.09, 'finish_position': '1'}, {'race_number': 2, 'entry_course': 3, 'waku': 3, 'start_timing': 0.16, 'finish_position': '3'}, {'race_number': 10, 'entry_course': 1, 'waku': 1, 'start_timing': 0.01, 'finish_position': '1'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
202609150811,2026-09-15,08,11R,8,202609150811,1,6,"{'boat_number': 1, 'registration_number': '4208', 'racer_name': '三浦 永理', 'period': '91期', 'branch': '静岡', 'birthplace': '静岡', 'age': 43, 'grade': 'A1', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.15, 'national_win_rate': 7.27, 'national_double_rate': 60.1, 'national_triple_rate': 78.9, 'local_win_rate': 7.41, 'local_double_rate': 56.0, 'local_triple_rate': 77.3, 'motor_flag': 0, 'motor_number': 38, 'motor_double_rate': 32.0, 'motor_triple_rate': 49.5, 'boat_flag': 0, 'boat_id': 52, 'boat_double_rate': 31.8, 'boat_triple_rate': 43.1, 'hayami': 2, 'sessions': [{'race_number': 3, 'entry_course': 4, 'waku': 5, 'start_timing': 0.14, 'finish_position': '1'}, {'race_number': 10, 'entry_course': 1, 'waku': 1, 'start_timing': 0.04, 'finish_position': '1'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 12, 'entry_course': 4, 'waku': 4, 'start_timing': 0.22, 'finish_position': '6'}, {'race_number': 5, 'entry_course': 6, 'waku': 6, 'start_timing': 0.15, 'finish_position': '4'}, {'race_number': 11, 'entry_course': 4, 'waku': 4, 'start_timing': 0.14, 'finish_position': '2'}, {'race_number': 2, 'entry_course': 2, 'waku': 2, 'start_timing': 0.16, 'finish_position': '1'}, {'race_number': 11, 'entry_course': 1, 'waku': 1, 'start_timing': 0.17, 'finish_position': '1'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
202609150812,2026-09-15,08,12R,8,202609150812,1,6,"{'boat_number': 1, 'registration_number': '4825', 'racer_name': '倉持 莉々', 'period': '114期', 'branch': '東京', 'birthplace': '茨城', 'age': 32, 'grade': 'A1', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.14, 'national_win_rate': 7.16, 'national_double_rate': 56.1, 'national_triple_rate': 74.8, 'local_win_rate': 0.0, 'local_double_rate': 0.0, 'local_triple_rate': 0.0, 'motor_flag': 0, 'motor_number': 55, 'motor_double_rate': 28.4, 'motor_triple_rate': 46.4, 'boat_flag': 0, 'boat_id': 54, 'boat_double_rate': 17.3, 'boat_triple_rate': 41.3, 'hayami': 8, 'sessions': [{'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 12, 'entry_course': 4, 'waku': 4, 'start_timing': 0.12, 'finish_position': '3'}, {'race_number': 6, 'entry_course': 1, 'waku': 1, 'start_timing': 0.15, 'finish_position': '1'}, {'race_number': 10, 'entry_course': 5, 'waku': 5, 'start_timing': 0.16, 'finish_position': '4'}, {'race_number': 3, 'entry_course': 6, 'waku': 6, 'start_timing': 0.13, 'finish_position': '4'}, {'race_number': 8, 'entry_course': 2, 'waku': 2, 'start_timing': 0.13, 'finish_position': '2'}, {'race_number': 8, 'entry_course': 4, 'waku': 4, 'start_timing': 0.12, 'finish_position': '1'}, {'race_number': 12, 'entry_course': 1, 'waku': 1, 'start_timing': 0.04, 'finish_position': '1'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
202609150901,2026-09-15,09,01R,9,202609150901,1,6,"{'boat_number': 1, 'registration_number': '3629', 'racer_name': '浅見 昌克', 'period': '72期', 'branch': '埼玉', 'birthplace': '埼玉', 'age': 56, 'grade': 'A2', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.14, 'national_win_rate': 5.07, 'national_double_rate': 27.1, 'national_triple_rate': 50.8, 'local_win_rate': 5.93, 'local_double_rate': 37.0, 'local_triple_rate': 55.5, 'motor_flag': 0, 'motor_number': 50, 'motor_double_rate': 33.3, 'motor_triple_rate': 49.0, 'boat_flag': 0, 'boat_id': 21, 'boat_double_rate': 31.1, 'boat_triple_rate': 46.3, 'hayami': 11, 'sessions': [{'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 7, 'entry_course': 2, 'waku': 2, 'start_timing': 0.19, 'finish_position': '4'}, {'race_number': 5, 'entry_course': 3, 'waku': 3, 'start_timing': 0.12, 'finish_position': '2'}, {'race_number': 11, 'entry_course': 6, 'waku': 6, 'start_timing': 0.22, 'finish_position': '4'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 7, 'entry_course': 4, 'waku': 4, 'start_timing': 0.13, 'finish_position': '1'}, {'race_number': 1, 'entry_course': 1, 'waku': 1, 'start_timing': 0.19, 'finish_position': '1'}, {'race_number': 11, 'entry_course': 5, 'waku': 5, 'start_timing': 0.1, 'finish_position': '5'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
202609150902,2026-09-15,09,02R,9,202609150902,1,6,"{'boat_number': 1, 'registration_number': '3567', 'racer_name': '吉岡 誠', 'period': '70期', 'branch': '山口', 'birthplace': '山口', 'age': 56, 'grade': 'B1', 'prize_excluded': None, 'f_count': 0, 'l_count': 0, 'national_avg_st': 0.18, 'national_win_rate': 3.1, 'national_double_rate': 17.4, 'national_triple_rate': 22.2, 'local_win_rate': 2.71, 'local_double_rate': 14.2, 'local_triple_rate': 21.4, 'motor_flag': 0, 'motor_number': 28, 'motor_double_rate': 34.6, 'motor_triple_rate': 51.6, 'boat_flag': 0, 'boat_id': 73, 'boat_double_rate': 32.7, 'boat_triple_rate': 49.6, 'hayami': None, 'sessions': [{'race_number': 2, 'entry_course': 6, 'waku': 6, 'start_timing': 0.1, 'finish_position': '6'}, {'race_number': 7, 'entry_course': 4, 'waku': 4, 'start_timing': 0.11, 'finish_position': '6'}, {'race_number': 2, 'entry_course': 3, 'waku': 3, 'start_timing': 0.2, 'finish_position': '5'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': 3, 'entry_course': 2, 'waku': 2, 'start_timing': 0.2, 'finish_position': '6'}, {'race_number': 7, 'entry_course': 5, 'waku': 5, 'start_timing': 0.14, 'finish_position': '6'}, {'race_number': 2, 'entry_course': 1, 'waku': 1, 'start_timing': 0.12, 'finish_position': '1'}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}, {'race_number': None, 'entry_course': None, 'waku': None, 'start_timing': None, 'finish_position': None}]}"
