レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202609051001,2026-09-05,10,01R,08:32,2026-09-05T08:22:20.886311+09:00,18,10,08,06,04,02,01,A1,3959,坪井 康晴,4.00,30,00,11,5.50,2,5.00,2,4.50,2,4.00,0,3.50,0,3.25,0,B1,5282,中本 大樹,2.67,39,00,7,4.50,0,4.00,0,3.50,0,3.00,0,2.50,0,2.25,0,B2,4340,土性 雅也,3.33,35,00,,5.00,0,4.50,0,4.00,0,3.50,0,3.00,0,2.75,0,B1,3692,竹腰 正樹,4.33,29,00,,5.75,5,5.25,0,4.75,0,4.25,0,3.75,0,3.50,0,B1,3989,熊本 英一,6.67,12,01,8,7.50,5,7.00,5,6.50,3,6.00,3,5.50,2,5.25,2,B1,4169,多田 有佑,2.67,39,00,6,4.50,0,4.00,0,3.50,0,3.00,0,2.50,0,2.25,0
202609051002,2026-09-05,10,02R,08:58,2026-09-05T08:48:20.406774+09:00,18,10,08,06,04,02,01,A2,4394,永嶋 裕一,5.67,19,00,9,6.75,3,6.25,3,5.75,3,5.25,2,4.75,2,4.50,0,A2,4933,板橋 侑我,8.25,3,01,11,8.60,5,8.20,5,7.80,5,7.40,5,7.00,5,6.80,5,B1,4982,中村 将隆,6.67,12,01,6,7.50,5,7.00,5,6.50,3,6.00,3,5.50,2,5.25,2,B1,4580,長谷川 雅和,8.33,2,01,10,8.75,5,8.25,5,7.75,5,7.25,5,6.75,3,6.50,3,B1,4128,川口 貴久,5.33,21,00,12,6.50,3,6.00,3,5.50,2,5.00,2,4.50,2,4.25,0,B1,4167,片岡 秀樹,4.67,26,00,7,6.00,3,5.50,2,5.00,2,4.50,0,4.00,0,3.75,0
202609051003,2026-09-05,10,03R,09:24,2026-09-05T09:14:20.584609+09:00,18,10,08,06,04,02,01,A2,4509,平見 真彦,3.67,32,00,11,5.25,2,4.75,2,4.25,0,3.75,0,3.25,0,3.00,0,B1,4731,間野 兼礼,7.67,6,01,10,8.25,5,7.75,5,7.25,5,6.75,3,6.25,3,6.00,3,A1,4168,石野 貴之,7.67,6,01,12,8.25,5,7.75,5,7.25,5,6.75,5,6.25,3,6.00,3,B1,4489,岩川 仁士,6.33,17,01,8,7.25,5,6.75,3,6.25,3,5.75,3,5.25,2,5.00,2,B1,4270,岸本 雄貴,1.00,42,00,,3.25,0,2.75,0,2.25,0,1.75,0,1.25,0,1.00,0,B1,4664,東口 晃,1.00,42,00,,3.25,0,2.75,0,2.25,0,1.75,0,1.25,0,1.00,0
202609051004,2026-09-05,10,04R,09:50,2026-09-05T09:40:20.849973+09:00,18,10,08,06,04,02,01,A2,4575,戸塚 邦好,7.67,6,01,10,8.25,5,7.75,5,7.25,5,6.75,3,6.25,3,6.00,3,B1,4669,井上 茂,5.00,24,00,8,6.25,3,5.75,3,5.25,2,4.75,2,4.25,0,4.00,0,A1,4073,大橋 純一郎,7.50,10,01,9,8.00,5,7.60,5,7.20,5,6.80,5,6.40,3,6.20,3,B1,5027,重冨 勇哉,4.67,26,00,11,6.00,3,5.50,2,5.00,2,4.50,2,4.00,0,3.75,0,B1,5115,香川 颯太,6.50,16,01,,7.20,5,6.80,5,6.40,5,6.00,5,5.60,0,5.40,0,A2,5023,久永 祥平,7.67,6,01,12,8.25,5,7.75,5,7.25,5,6.75,5,6.25,3,6.00,3
202609051005,2026-09-05,10,05R,10:18,2026-09-05T10:08:21.569961+09:00,18,10,08,06,04,02,01,B1,4196,田中 太一郎,4.67,27,00,,6.00,5,5.50,0,5.00,0,4.50,0,4.00,0,3.75,0,A2,4215,吉島 祥之,5.75,18,01,9,6.60,3,6.20,3,5.80,3,5.40,2,5.00,2,4.80,0,B1,4346,前田 健太郎,8.00,5,01,11,8.50,5,8.00,5,7.50,5,7.00,5,6.50,3,6.25,3,A1,4685,島村 隆幸,7.50,9,01,10,8.00,5,7.60,5,7.20,5,6.80,5,6.40,3,6.20,3,B1,3730,塩崎 優司,3.33,34,00,,5.00,0,4.50,0,4.00,0,3.50,0,3.00,0,2.75,0,A2,4822,百武 翔,6.67,12,01,12,7.50,5,7.00,5,6.50,3,6.00,3,5.50,2,5.25,2
202609051101,2026-09-05,11,01R,10:33,2026-09-05T10:24:20.997949+09:00,18,10,08,06,04,02,01,A2,5246,楠 将太郎,2.00,31,00,10,6.00,2,5.00,2,4.00,0,3.00,0,2.00,0,1.50,0,B1,5177,松井 貫太,2.00,31,00,6,6.00,2,5.00,2,4.00,0,3.00,0,2.00,0,1.50,0,A2,5238,笹木 香吾,9.50,5,01,9,9.67,5,9.00,5,8.33,5,7.67,3,7.00,3,6.67,3,B2,5421,原田 朱理,1.00,35,00,8,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,B1,5290,坂本 一真,10.00,2,01,5,10.00,5,9.00,3,8.00,3,7.00,3,6.00,2,5.50,2,B1,5388,佐野 優都,4.00,26,00,7,7.00,3,6.00,2,5.00,2,4.00,0,3.00,0,2.50,0
202609050901,2026-09-05,09,01R,10:42,2026-09-05T10:32:17.556655+09:00,18,10,08,06,04,02,01,A1,4456,鎌倉 涼,3.67,40,00,,5.25,0,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,A1,4013,中島 孝平,3.50,42,00,9,5.67,2,5.00,0,4.33,0,3.67,0,3.00,0,2.67,0,A1,4472,尾嶋 一広,2.50,47,00,6,5.00,0,4.33,0,3.67,0,3.00,0,2.33,0,2.00,0,A1,4739,中村 晃朋,賞除,--,00,,-20.75,0,-21.25,0,-21.75,0,-22.25,0,-22.75,0,-23.00,0,A1,5017,澤田 尚也,5.00,30,00,8,6.67,3,6.00,2,5.33,0,4.67,0,4.00,0,3.67,0,A1,4796,春園 功太,6.00,21,00,11,7.33,3,6.67,3,6.00,2,5.33,0,4.67,0,4.33,0
202609050201,2026-09-05,02,01R,10:47,2026-09-05T10:38:25.685853+09:00,6,10,08,06,04,02,01,B1,4945,上村 宏太,3.33,27,00,10,5.00,0,4.50,0,4.00,0,3.50,0,3.00,0,2.75,0,B1,4665,加藤 啓太,3.67,26,00,5,5.25,0,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,B1,4138,中井 俊祐,5.67,19,00,7,6.75,0,6.25,0,5.75,0,5.25,0,4.75,0,4.50,0,B1,4129,宇野 博之,5.33,21,00,9,6.50,0,6.00,0,5.50,0,5.00,0,4.50,0,4.25,0,B1,5419,櫻井 隼,2.33,34,00,8,4.25,0,3.75,0,3.25,0,2.75,0,2.25,0,2.00,0,B1,3911,鈴木 猛,4.33,23,00,11,5.75,0,5.25,0,4.75,0,4.25,0,3.75,0,3.50,0
202609051006,2026-09-05,10,06R,10:50,2026-09-05T10:40:23.624372+09:00,18,10,08,06,04,02,01,B1,4511,中岡 健人,3.33,34,00,10,5.00,2,4.50,0,4.00,0,3.50,0,3.00,0,2.75,0,B1,4169,多田 有佑,2.25,41,00,1,3.80,0,3.40,0,3.00,0,2.60,0,2.20,0,2.00,0,B1,5037,田頭 虎親,3.67,32,00,,5.25,0,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,A1,4061,萩原 秀人,5.00,25,00,,6.00,5,5.60,0,5.20,0,4.80,0,4.40,0,4.20,0,B1,4982,中村 将隆,5.50,20,00,2,6.40,5,6.00,5,5.60,0,5.20,0,4.80,0,4.60,0,A2,4718,北川 太一,6.67,11,01,11,7.50,5,7.00,5,6.50,3,6.00,3,5.50,2,5.25,2
202609050401,2026-09-05,04,01R,10:55,2026-09-05T10:46:23.594534+09:00,18,10,08,06,04,02,01,B1,4893,渡邉 真奈美,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4941,孫崎 百世,0.00,1,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,4090,中村 尊,0.00,1,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4240,今井 裕梨,0.00,1,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,4854,大橋 由珠,0.00,1,01,6,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,5370,日隈 茜,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
