レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202609071302,2026-09-07,13,02R,11:03,2026-09-07T10:54:22.973410+09:00,18,10,08,06,04,02,01,B2,4176,樋口 喜彦,0.00,1,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4608,荒井 翔伍,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,2878,富山 弘幸,0.00,1,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,3548,室田 泰史,0.00,1,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4567,上村 慎太郎,0.00,1,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3663,木山 和幸,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609071102,2026-09-07,11,02R,11:05,2026-09-07T10:56:25.489941+09:00,18,10,08,06,04,02,01,A1,5234,塚越 海斗,6.00,14,01,11,6.67,5,6.33,5,6.00,5,5.67,3,5.33,2,5.17,2,B1,5157,市川 健太,7.60,7,01,7,8.00,5,7.67,5,7.33,5,7.00,5,6.67,5,6.50,5,B1,5179,藤本 元輝,2.00,39,00,,3.33,0,3.00,0,2.67,0,2.33,0,2.00,0,1.83,0,B1,5290,坂本 一真,3.60,28,00,,4.67,0,4.33,0,4.00,0,3.67,0,3.33,0,3.17,0,B1,5388,佐野 優都,5.00,20,00,,5.83,5,5.50,5,5.17,0,4.83,0,4.50,0,4.33,0,A1,5216,長谷川 晴哉,8.40,3,01,12,8.67,5,8.33,5,8.00,5,7.67,5,7.33,5,7.17,5
202609070301,2026-09-07,03,01R,11:14,2026-09-07T11:04:26.746876+09:00,12,10,08,06,04,02,01,B1,3303,渡辺 豊,4.67,28,00,,6.00,0,5.50,0,5.00,0,4.50,0,4.00,0,3.75,0,B1,5120,山本 稔太朗,5.67,24,00,11,6.75,0,6.25,0,5.75,0,5.25,0,4.75,0,4.50,0,B1,4257,古川 健,5.67,24,00,9,6.75,0,6.25,0,5.75,0,5.25,0,4.75,0,4.50,0,B2,5315,浅井 翼,3.67,36,00,7,5.25,0,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,B1,3839,川合 理司,賞除,--,00,6,-21.50,0,-22.00,0,-22.50,0,-23.00,0,-23.50,0,-23.75,0,B1,4623,中北 将史,6.00,20,00,10,7.00,2,6.50,0,6.00,0,5.50,0,5.00,0,4.75,0
202609071602,2026-09-07,16,02R,11:22,2026-09-07T11:12:22.091725+09:00,18,10,08,06,04,02,01,B1,4410,井上 大輔,0.00,1,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5124,上瀧 絢也,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5326,三嶌 さらら,0.00,1,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4374,永田 義紘,0.00,1,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5047,國分 将太郎,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5338,香月 大輝,0.00,1,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609070402,2026-09-07,04,02R,11:24,2026-09-07T11:14:25.313483+09:00,18,10,08,06,04,02,01,B1,3551,藤田 美代,6.00,18,01,7,7.00,3,6.50,3,6.00,3,5.50,2,5.00,2,4.75,0,A2,4895,門間 雄大,5.67,20,00,11,6.75,3,6.25,3,5.75,2,5.25,2,4.75,2,4.50,0,B1,5277,井上 未都,6.33,14,01,12,7.25,5,6.75,3,6.25,3,5.75,2,5.25,2,5.00,2,B1,5310,土屋 蘭,3.33,37,00,,5.00,0,4.50,0,4.00,0,3.50,0,3.00,0,2.75,0,B1,3993,永井 聖美,9.67,3,01,9,9.75,5,9.25,5,8.75,5,8.25,5,7.75,5,7.50,5,B2,5454,谷島 咲希,1.00,44,00,8,4.00,0,3.33,0,2.67,0,2.00,0,1.33,0,1.00,0
202609071407,2026-09-07,14,07R,11:28,2026-09-07T11:18:20.162150+09:00,18,10,08,06,04,02,01,B1,4746,大豆生田 蒼,1.00,39,00,2,4.00,0,3.33,0,2.67,0,2.00,0,1.33,0,1.00,0,A2,4775,千葉 真弥,5.50,22,00,,7.00,5,6.33,5,5.67,0,5.00,0,4.33,0,4.00,0,B2,5180,藤本 紗弥香,4.00,28,00,,6.00,5,5.33,0,4.67,0,4.00,0,3.33,0,3.00,0,A2,5189,藤原 早菜,4.00,28,00,11,6.00,3,5.33,2,4.67,2,4.00,0,3.33,0,3.00,0,A1,4530,小野 生奈,0.00,41,00,12,5.00,2,4.00,2,3.00,2,2.00,0,1.00,0,0.50,0,B2,5380,野田 亜湖,1.50,38,00,1,4.33,0,3.67,0,3.00,0,2.33,0,1.67,0,1.33,0
202609071303,2026-09-07,13,03R,11:33,2026-09-07T11:24:21.008773+09:00,18,10,08,06,04,02,01,B1,3731,高濱 芳久,0.00,13,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A1,4308,河村 了,0.00,13,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4247,齊藤 優,0.00,13,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4042,丸岡 正典,0.00,13,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5244,黒田 剛,0.00,13,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,5448,福田 柊人,0.00,13,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609071103,2026-09-07,11,03R,11:37,2026-09-07T11:28:21.746014+09:00,18,10,08,06,04,02,01,B1,5186,遠藤 圭吾,2.25,39,00,9,3.80,0,3.40,0,3.00,0,2.60,0,2.20,0,2.00,0,A2,5106,山崎 祥,7.80,6,01,12,8.17,5,7.83,5,7.50,5,7.17,5,6.83,5,6.67,5,B1,5135,仲 航太,6.60,11,01,10,7.17,5,6.83,5,6.50,5,6.17,5,5.83,3,5.67,3,A1,5255,藤原 仙二,8.00,5,01,11,8.33,5,8.00,5,7.67,5,7.33,5,7.00,5,6.83,5,B1,5268,山本 幸也,4.25,27,00,8,5.40,3,5.00,2,4.60,2,4.20,0,3.80,0,3.60,0,A2,5010,宇留田 翔平,賞除,--,00,,-15.80,0,-16.20,0,-16.60,0,-17.00,0,-17.40,0,-17.60,0
202609070302,2026-09-07,03,02R,11:41,2026-09-07T11:32:23.425213+09:00,12,10,08,06,04,02,01,B1,3859,多羅尾 達之,4.00,32,00,7,5.50,0,5.00,0,4.50,0,4.00,0,3.50,0,3.25,0,A2,4661,中島 昂章,9.00,2,01,9,9.25,5,8.75,3,8.25,3,7.75,3,7.25,2,7.00,2,A2,4179,広次 修,3.67,36,00,10,5.25,0,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,B1,4173,岡谷 健吾,1.33,42,00,6,3.50,0,3.00,0,2.50,0,2.00,0,1.50,0,1.25,0,B1,4004,山本 浩輔,7.67,8,01,11,8.25,3,7.75,3,7.25,2,6.75,0,6.25,0,6.00,0,B1,4583,古田 祐貴,賞除,--,00,8,-19.25,0,-19.75,0,-20.25,0,-20.75,0,-21.25,0,-21.50,0
202609070403,2026-09-07,04,03R,11:53,2026-09-07T11:44:20.520336+09:00,18,10,08,06,04,02,01,B1,5264,登 みひ果,6.00,18,01,10,7.00,5,6.50,3,6.00,3,5.50,2,5.00,2,4.75,2,B2,4690,高石 梨菜,7.67,8,01,11,8.25,5,7.75,5,7.25,5,6.75,3,6.25,3,6.00,3,B2,4882,瀧川 千依,6.33,14,01,12,7.25,5,6.75,3,6.25,3,5.75,2,5.25,2,5.00,2,A2,4289,落合 直子,5.33,23,00,9,6.50,3,6.00,3,5.50,2,5.00,2,4.50,0,4.25,0,A2,4536,喜井 つかさ,6.33,14,01,8,7.25,5,6.75,3,6.25,3,5.75,2,5.25,2,5.00,2,B2,5201,村上 宗太郎,賞除,--,00,,-18.75,0,-19.25,0,-19.75,0,-20.25,0,-20.75,0,-21.00,0
202609071304,2026-09-07,13,04R,11:57,2026-09-07T11:48:23.931519+09:00,18,10,08,06,04,02,01,B1,3577,向所 浩二,0.00,13,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4121,富永 修一,0.00,13,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3643,米田 隆弘,0.00,13,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,3736,岡本 猛,0.00,13,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A1,3984,坂口 周,0.00,13,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5339,石井 伸長,0.00,13,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609071603,2026-09-07,16,03R,11:59,2026-09-07T11:50:23.467770+09:00,18,10,08,06,04,02,01,B1,5074,大澤 誠也,0.00,12,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4131,原 豊土,0.00,12,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4314,青木 幸太郎,0.00,12,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4460,後藤 翔之,0.00,12,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A1,4072,森永 淳,0.00,12,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4499,滝川 真由子,0.00,12,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609071104,2026-09-07,11,04R,12:03,2026-09-07T11:54:17.610502+09:00,18,10,08,06,04,02,01,B1,5177,松井 貫太,2.75,34,00,9,4.20,0,3.80,0,3.40,0,3.00,0,2.60,0,2.40,0,A2,5060,数原 魁,6.00,14,01,11,6.67,5,6.33,5,6.00,5,5.67,3,5.33,2,5.17,2,A1,5222,津田 陸翔,8.20,4,01,10,8.50,5,8.17,5,7.83,5,7.50,5,7.17,5,7.00,5,B2,5421,原田 朱理,1.00,41,00,8,2.80,0,2.40,0,2.00,0,1.60,0,1.20,0,1.00,0,B1,5376,吉田 一心,4.60,24,00,,5.50,5,5.17,0,4.83,0,4.50,0,4.17,0,4.00,0,B1,5154,村松 栄太,6.60,11,01,12,7.17,5,6.83,5,6.50,5,6.17,5,5.83,5,5.67,3
202609071408,2026-09-07,14,08R,12:05,2026-09-07T11:56:20.438750+09:00,18,10,08,06,04,02,01,B1,4901,出口 舞有子,7.00,9,01,3,8.00,5,7.33,5,6.67,5,6.00,5,5.33,0,5.00,0,B1,4546,浜田 亜理沙,7.00,9,01,12,8.00,5,7.33,5,6.67,5,6.00,5,5.33,2,5.00,2,B1,4071,古賀 千晶,7.00,9,01,,8.00,5,7.33,5,6.67,5,6.00,5,5.33,0,5.00,0,B1,4878,西岡 育未,5.00,24,00,,6.67,5,6.00,5,5.33,0,4.67,0,4.00,0,3.67,0,A1,4845,前田 紗希,7.33,6,01,2,8.00,5,7.50,5,7.00,5,6.50,5,6.00,5,5.75,0,B1,5069,山崎 小葉音,6.00,17,01,4,7.33,5,6.67,5,6.00,5,5.33,0,4.67,0,4.33,0
202609070303,2026-09-07,03,03R,12:08,2026-09-07T11:58:20.862035+09:00,12,10,08,06,04,02,01,B1,4258,関根 彰人,2.00,41,00,10,4.00,0,3.50,0,3.00,0,2.50,0,2.00,0,1.75,0,B1,5071,野見山 拓己,4.33,29,00,7,5.75,0,5.25,0,4.75,0,4.25,0,3.75,0,3.50,0,B1,4888,金児 隆太,7.67,8,01,,8.25,5,7.75,5,7.25,0,6.75,0,6.25,0,6.00,0,A1,3944,山口 裕二,7.33,14,00,11,8.00,3,7.50,2,7.00,2,6.50,0,6.00,0,5.75,0,A1,4604,岩瀬 裕亮,11.00,1,01,,10.75,5,10.25,5,9.75,5,9.25,5,8.75,5,8.50,5,B1,5098,大江 純,6.33,20,00,12,7.25,2,6.75,0,6.25,0,5.75,0,5.25,0,5.00,0
202609070404,2026-09-07,04,04R,12:22,2026-09-07T12:12:21.133625+09:00,18,10,08,06,04,02,01,B1,5003,来田 衣織,5.33,22,00,12,6.50,3,6.00,3,5.50,2,5.00,2,4.50,2,4.25,0,B2,5253,藤井 太雅,6.33,16,01,,7.25,5,6.75,5,6.25,5,5.75,5,5.25,0,5.00,0,B2,5164,森田 梨湖,5.33,22,00,11,6.50,3,6.00,3,5.50,2,5.00,2,4.50,2,4.25,0,A2,4927,関野 文,5.50,19,00,10,6.40,3,6.00,3,5.60,2,5.20,2,4.80,2,4.60,0,B1,5320,岩崎 麗子,7.00,11,01,9,7.75,5,7.25,5,6.75,5,6.25,3,5.75,3,5.50,2,B1,4874,池田 奈津美,賞除,--,00,,-21.00,0,-21.50,0,-22.00,0,-22.50,0,-23.00,0,-23.25,0
202609071604,2026-09-07,16,04R,12:28,2026-09-07T12:18:23.007063+09:00,18,10,08,06,04,02,01,B1,5076,石原 光,0.00,18,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5109,川崎 智稔,0.00,18,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4286,平田 さやか,0.00,18,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A1,4828,松山 将吾,0.00,18,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4449,中嶋 達也,0.00,18,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4789,古賀 智之,0.00,18,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609071105,2026-09-07,11,05R,12:31,2026-09-07T12:22:24.024105+09:00,18,10,08,06,04,02,01,A1,5136,濱野 斗馬,7.40,6,01,10,7.83,5,7.50,5,7.17,5,6.83,5,6.50,5,6.33,5,A2,5212,西川 拓利,6.80,8,01,9,7.33,5,7.00,5,6.67,5,6.33,5,6.00,3,5.83,3,B1,5354,渡邊 雄斗,6.80,8,01,11,7.33,5,7.00,5,6.67,5,6.33,5,6.00,5,5.83,5,B1,5343,小林 礼央,3.80,29,00,1,4.83,0,4.50,0,4.17,0,3.83,0,3.50,0,3.33,0,B1,5329,金子 龍斗,4.20,27,00,,5.17,0,4.83,0,4.50,0,4.17,0,3.83,0,3.67,0,A2,5210,藤井 公人,賞除,--,00,,-15.00,0,-15.40,0,-15.80,0,-16.20,0,-16.60,0,-16.80,0
