レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202609121001,2026-09-12,10,01R,08:32,2026-09-12T08:22:20.501349+09:00,18,10,08,06,04,02,01,A1,5029,中 亮太,0.00,1,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4317,木村 紗友希,0.00,1,01,5,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4432,黄金井 力良,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4203,小倉 康典,0.00,1,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4081,樋口 範政,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4429,豊田 泰洋,0.00,1,01,6,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609122101,2026-09-12,21,01R,08:44,2026-09-12T08:34:20.292535+09:00,18,10,08,06,04,02,01,A2,5160,藤森 陸斗,3.20,36,00,9,4.33,0,4.00,0,3.67,0,3.33,0,3.00,0,2.83,0,B1,5208,屋良 龍紀,4.40,24,00,,5.33,0,5.00,0,4.67,0,4.33,0,4.00,0,3.83,0,B1,4652,酒見 峻介,2.50,39,00,5,4.00,0,3.60,0,3.20,0,2.80,0,2.40,0,2.20,0,B1,5317,長尾 萌加,4.00,30,00,6,5.20,2,4.80,0,4.40,0,4.00,0,3.60,0,3.40,0,B1,3998,冨成 謙児,3.00,37,00,7,4.40,0,4.00,0,3.60,0,3.20,0,2.80,0,2.60,0,B2,5469,今泉 博人,1.50,42,00,8,3.20,0,2.80,0,2.40,0,2.00,0,1.60,0,1.40,0
202609121002,2026-09-12,10,02R,08:58,2026-09-12T08:48:22.705622+09:00,18,10,08,06,04,02,01,A2,3251,平石 和男,0.00,7,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A1,5141,大澤 風葵,0.00,7,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3620,信濃 由行,0.00,7,01,6,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4139,丹下 健,0.00,7,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3563,堤 昇,0.00,7,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3587,武田 信一,0.00,7,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609122102,2026-09-12,21,02R,09:10,2026-09-12T09:00:25.743697+09:00,18,10,08,06,04,02,01,A2,4675,井手 良太,6.80,10,01,11,7.33,5,7.00,5,6.67,5,6.33,3,6.00,3,5.83,2,B1,5143,常盤 海心,2.75,39,00,7,4.20,0,3.80,0,3.40,0,3.00,0,2.60,0,2.40,0,B1,4092,岡部 大輔,4.75,23,00,8,5.80,2,5.40,2,5.00,0,4.60,0,4.20,0,4.00,0,A1,4137,君島 秀三,8.00,6,01,12,8.33,5,8.00,5,7.67,5,7.33,5,7.00,5,6.83,5,B2,5447,岡本 亜子,1.25,43,00,9,3.00,0,2.60,0,2.20,0,1.80,0,1.40,0,1.20,0,B1,4966,田川 大貴,5.60,19,00,,6.33,5,6.00,5,5.67,0,5.33,0,5.00,0,4.83,0
202609121003,2026-09-12,10,03R,09:24,2026-09-12T09:14:26.781548+09:00,18,10,08,06,04,02,01,A1,4950,高岡 竜也,0.00,13,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3699,富永 正人,0.00,13,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,3659,藤生 雄人,0.00,13,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3442,宮武 英司,0.00,13,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4694,高田 綾,0.00,13,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3805,高橋 英之,0.00,13,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609122103,2026-09-12,21,03R,09:36,2026-09-12T09:26:23.964855+09:00,18,10,08,06,04,02,01,A2,4861,田中 宏樹,6.00,14,01,12,6.67,5,6.33,3,6.00,3,5.67,2,5.33,2,5.17,2,B1,4521,小池 公生,6.00,14,01,8,6.67,3,6.33,3,6.00,3,5.67,2,5.33,2,5.17,0,A1,4812,西野 雄貴,9.80,1,01,10,9.83,5,9.50,5,9.17,5,8.83,5,8.50,5,8.33,5,B1,4744,伊藤 玲奈,4.25,28,00,7,5.40,2,5.00,0,4.60,0,4.20,0,3.80,0,3.60,0,A2,4437,中田 元泰,6.40,12,01,11,7.00,5,6.67,5,6.33,3,6.00,3,5.67,2,5.50,2,B1,3357,福島 陽子,4.20,29,00,,5.17,0,4.83,0,4.50,0,4.17,0,3.83,0,3.67,0
202609121004,2026-09-12,10,04R,09:50,2026-09-12T09:40:27.368204+09:00,18,10,08,06,04,02,01,A1,5034,若林 義人,0.00,13,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4564,山本 景士郎,0.00,13,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4003,表 憲一,0.00,13,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4155,長野 壮志郎,0.00,13,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,3645,淺田 千亜希,0.00,13,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4233,亀山 雅幸,0.00,13,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609122104,2026-09-12,21,04R,10:02,2026-09-12T09:52:23.584926+09:00,18,10,08,06,04,02,01,A1,4848,仲谷 颯仁,9.17,3,01,,9.29,5,9.00,5,8.71,5,8.43,5,8.14,5,8.00,5,B1,4408,仁科 さやか,3.75,34,00,10,5.00,2,4.60,2,4.20,0,3.80,0,3.40,0,3.20,0,A2,3837,秋山 広一,7.80,7,01,12,8.17,5,7.83,5,7.50,5,7.17,5,6.83,5,6.67,5,B1,4443,津田 裕絵,4.80,21,00,,5.67,5,5.33,5,5.00,0,4.67,0,4.33,0,4.17,0,A1,4991,宗行 治哉,4.40,25,00,9,5.33,3,5.00,2,4.67,2,4.33,0,4.00,0,3.83,0,A2,4834,浜本 裕己,4.40,25,00,9,5.33,3,5.00,2,4.67,2,4.33,0,4.00,0,3.83,0
202609121005,2026-09-12,10,05R,10:18,2026-09-12T10:08:20.549468+09:00,18,10,08,06,04,02,01,A2,4930,佐藤 悠,0.00,25,00,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,3,1.00,2,B1,3482,金子 猛志,0.00,25,00,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,0,A2,4890,石川 諒,0.00,25,00,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,3,1.00,2,B1,4317,木村 紗友希,10.00,1,01,1,10.00,5,9.00,5,8.00,5,7.00,5,6.00,5,5.50,5,B1,3967,鈴木 茂高,0.00,25,00,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,0,A1,4953,尾上 雅也,0.00,25,00,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,2
202609122105,2026-09-12,21,05R,10:30,2026-09-12T10:20:17.996836+09:00,18,10,08,06,04,02,01,A1,4384,鶴本 崇文,3.60,36,00,11,4.67,2,4.33,0,4.00,0,3.67,0,3.33,0,3.17,0,B1,4652,酒見 峻介,3.60,36,00,1,4.67,0,4.33,0,4.00,0,3.67,0,3.33,0,3.17,0,B1,5383,中村 楓,1.60,40,00,,3.00,0,2.67,0,2.33,0,2.00,0,1.67,0,1.50,0,B1,4594,谷川 祐一,5.20,19,00,,6.00,5,5.67,5,5.33,5,5.00,0,4.67,0,4.50,0,A2,3541,三嶌 誠司,6.00,14,01,9,6.67,5,6.33,5,6.00,3,5.67,3,5.33,3,5.17,2,A2,4389,伊藤 喜智,6.40,12,01,10,7.00,5,6.67,5,6.33,5,6.00,3,5.67,3,5.50,3
