レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202609131001,2026-09-13,10,01R,08:32,2026-09-13T08:22:24.462162+09:00,18,10,08,06,04,02,01,A2,5045,平川 香織,8.00,11,01,11,8.67,5,8.00,5,7.33,5,6.67,3,6.00,3,5.67,2,B1,3474,松瀬 弘美,1.00,39,00,10,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B2,3645,淺田 千亜希,1.00,39,00,5,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B1,4694,高田 綾,6.00,16,01,9,8.00,3,7.00,3,6.00,3,5.00,2,4.00,2,3.50,0,B1,4317,木村 紗友希,8.00,11,01,,8.67,5,8.00,5,7.33,5,6.67,5,6.00,5,5.67,0,B1,4589,塩崎 桐加,10.00,1,01,7,10.00,5,9.00,5,8.00,3,7.00,3,6.00,3,5.50,2
202609131002,2026-09-13,10,02R,08:58,2026-09-13T08:48:25.114143+09:00,18,10,08,06,04,02,01,A2,4233,亀山 雅幸,4.00,22,00,8,6.00,3,5.33,2,4.67,2,4.00,0,3.33,0,3.00,0,A1,5029,中 亮太,9.00,4,01,10,9.33,5,8.67,5,8.00,5,7.33,3,6.67,3,6.33,3,B1,3156,金子 良昭,10.00,1,01,9,10.00,5,9.00,5,8.00,3,7.00,3,6.00,3,5.50,2,B2,5323,香川 陽太,2.00,34,00,6,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B1,3482,金子 猛志,4.00,22,00,11,7.00,3,6.00,3,5.00,2,4.00,2,3.00,0,2.50,0,B1,4003,表 憲一,8.50,8,01,,9.00,5,8.33,5,7.67,5,7.00,5,6.33,5,6.00,5
202609131003,2026-09-13,10,03R,09:24,2026-09-13T09:14:23.312916+09:00,18,10,08,06,04,02,01,A1,4953,尾上 雅也,7.50,14,01,9,8.33,5,7.67,5,7.00,3,6.33,3,5.67,2,5.33,2,B1,3967,鈴木 茂高,1.00,40,00,8,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,A2,4155,長野 壮志郎,6.00,16,01,12,7.33,5,6.67,3,6.00,3,5.33,2,4.67,2,4.33,2,B1,5294,豊田 祥生,1.00,40,00,10,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B1,4203,小倉 康典,1.00,40,00,7,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B1,3620,信濃 由行,1.50,36,00,,4.33,0,3.67,0,3.00,0,2.33,0,1.67,0,1.33,0
202609131004,2026-09-13,10,04R,09:50,2026-09-13T09:40:24.545638+09:00,18,10,08,06,04,02,01,A1,5141,大澤 風葵,7.50,12,01,8,8.33,5,7.67,5,7.00,3,6.33,3,5.67,2,5.33,2,B1,4081,樋口 範政,3.00,30,00,,5.33,0,4.67,0,4.00,0,3.33,0,2.67,0,2.33,0,A2,3613,角谷 健吾,4.00,23,00,10,7.00,3,6.00,3,5.00,2,4.00,2,3.00,0,2.50,0,B1,3699,富永 正人,10.00,1,01,12,10.00,5,9.00,5,8.00,5,7.00,3,6.00,3,5.50,2,A2,3746,岡瀬 正人,8.50,7,01,9,9.00,5,8.33,5,7.67,5,7.00,3,6.33,3,6.00,3,B1,3442,宮武 英司,5.50,19,00,,7.00,5,6.33,5,5.67,0,5.00,0,4.33,0,4.00,0
202609131005,2026-09-13,10,05R,10:18,2026-09-13T10:08:24.644206+09:00,18,10,08,06,04,02,01,A1,4931,木谷 賢太,5.00,20,00,9,6.67,3,6.00,3,5.33,2,4.67,2,4.00,0,3.67,0,B2,3645,淺田 千亜希,2.50,33,00,1,5.00,0,4.33,0,3.67,0,3.00,0,2.33,0,2.00,0,A1,3940,飯山 泰,9.50,1,01,11,9.67,5,9.00,5,8.33,5,7.67,5,7.00,3,6.67,3,B2,3788,一宮 稔弘,4.00,23,00,10,7.00,3,6.00,3,5.00,2,4.00,2,3.00,0,2.50,0,A2,4890,石川 諒,1.50,38,00,,4.33,0,3.67,0,3.00,0,2.33,0,1.67,0,1.33,0,A2,4930,佐藤 悠,9.00,2,01,12,9.33,5,8.67,5,8.00,5,7.33,5,6.67,3,6.33,3
202609131101,2026-09-13,11,01R,10:29,2026-09-13T10:20:21.153944+09:00,18,10,08,06,04,02,01,B1,4246,喜多 那由夏,0.00,1,01,6,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4766,石井 孝之,0.00,1,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4747,山戸 信二,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3797,岩井 繁,0.00,1,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3708,岡部 貴司,0.00,1,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4660,宇田川 信一,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609130901,2026-09-13,09,01R,10:33,2026-09-13T10:24:19.925880+09:00,18,10,08,06,04,02,01,A2,4156,浜野 孝志,6.00,15,01,12,8.00,5,7.00,3,6.00,3,5.00,2,4.00,2,3.50,2,B1,3211,北川 敏弘,2.00,35,00,6,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B2,5327,西田 和加,1.00,42,00,5,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B1,4423,坂口 貴彦,6.00,15,01,11,7.33,5,6.67,3,6.00,3,5.33,2,4.67,2,4.33,2,B1,4349,犬童 千秋,4.00,27,00,7,7.00,3,6.00,3,5.00,2,4.00,2,3.00,0,2.50,0,B1,4390,松本 弓雄,4.00,27,00,,7.00,5,6.00,5,5.00,0,4.00,0,3.00,0,2.50,0
202609131801,2026-09-13,18,01R,10:38,2026-09-13T10:28:19.909185+09:00,18,10,08,06,04,02,01,A1,4713,白神 優,6.00,19,00,10,8.00,3,7.00,3,6.00,2,5.00,0,4.00,0,3.50,0,A1,5267,石本 裕武,1.00,44,00,8,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,A1,4344,新田 雄史,6.00,19,00,7,8.00,3,7.00,3,6.00,2,5.00,0,4.00,0,3.50,0,A1,4362,土屋 智則,4.00,34,00,11,7.00,3,6.00,2,5.00,0,4.00,0,3.00,0,2.50,0,A1,4239,竹田 辰也,8.00,8,01,9,9.00,3,8.00,3,7.00,3,6.00,2,5.00,0,4.50,0,A1,4448,青木 玄太,8.00,8,01,6,9.00,3,8.00,3,7.00,3,6.00,2,5.00,0,4.50,0
202609130801,2026-09-13,08,01R,10:43,2026-09-13T10:34:18.360153+09:00,18,10,08,06,04,02,01,A2,5129,山口 真喜子,1.00,37,00,9,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B1,5203,神里 琴音,8.00,10,01,6,9.00,5,8.00,3,7.00,3,6.00,3,5.00,2,4.50,2,B1,4941,孫崎 百世,6.00,18,01,10,7.33,3,6.67,3,6.00,3,5.33,2,4.67,2,4.33,0,B1,5052,赤井 星璃菜,3.00,32,00,11,5.33,2,4.67,2,4.00,0,3.33,0,2.67,0,2.33,0,B2,5436,市川 瑚幸,2.00,34,00,5,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B1,5078,山川 波乙,6.00,18,01,7,7.33,3,6.67,3,6.00,3,5.33,2,4.67,2,4.33,0
202609130201,2026-09-13,02,01R,10:47,2026-09-13T10:38:17.671332+09:00,6,10,08,06,04,02,01,B1,3589,西村 勝,4.00,29,00,8,5.50,0,5.00,0,4.50,0,4.00,0,3.50,0,3.25,0,B1,3814,金子 貴志,3.67,31,00,5,5.25,0,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,B1,4866,橋本 英一,5.33,20,00,6,6.50,0,6.00,0,5.50,0,5.00,0,4.50,0,4.25,0,B1,3834,細川 明人,6.33,15,00,12,7.25,0,6.75,0,6.25,0,5.75,0,5.25,0,5.00,0,B2,5259,野田 昇吾,4.00,29,00,7,5.50,0,5.00,0,4.50,0,4.00,0,3.50,0,3.25,0,B1,4692,酒井 俊弘,3.67,31,00,9,5.25,0,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0
