レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202609141101,2026-09-14,11,01R,10:29,2026-09-14T10:20:21.881209+09:00,18,10,08,06,04,02,01,B1,3896,上田 洋平,1.00,38,00,7,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B1,4947,間庭 菜摘,2.00,35,00,10,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B1,3441,土屋 太朗,8.00,8,01,8,9.00,5,8.00,3,7.00,3,6.00,3,5.00,2,4.50,2,B1,4186,小川 時光,1.00,38,00,9,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B1,3797,岩井 繁,4.00,27,00,6,7.00,3,6.00,3,5.00,2,4.00,2,3.00,0,2.50,0,B2,5472,中川 海虹,1.00,38,00,5,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0
202609140901,2026-09-14,09,01R,10:34,2026-09-14T10:24:25.674464+09:00,18,10,08,06,04,02,01,A2,4824,松井 洪弥,9.00,1,01,12,9.25,5,8.75,5,8.25,5,7.75,5,7.25,5,7.00,5,B1,5356,長谷川 暖,1.33,42,00,9,3.50,0,3.00,0,2.50,0,2.00,0,1.50,0,1.25,0,B1,4458,抹香 雄三,7.00,9,01,8,7.75,5,7.25,5,6.75,3,6.25,3,5.75,2,5.50,2,B1,4106,坂井 康嗣,1.33,42,00,,3.50,0,3.00,0,2.50,0,2.00,0,1.50,0,1.25,0,B1,3827,今泉 徹,4.33,31,00,7,5.75,2,5.25,2,4.75,0,4.25,0,3.75,0,3.50,0,B1,3448,高山 秀雄,6.00,14,01,11,7.00,5,6.50,3,6.00,3,5.50,2,5.00,2,4.75,2
202609141801,2026-09-14,18,01R,10:38,2026-09-14T10:28:27.027031+09:00,18,10,08,06,04,02,01,A1,4256,渡辺 浩司,2.67,44,00,,4.50,0,4.00,0,3.50,0,3.00,0,2.50,0,2.25,0,A1,4074,柳沢 一,5.00,28,00,11,6.67,3,6.00,2,5.33,2,4.67,0,4.00,0,3.67,0,A1,4851,関 浩哉,7.00,12,01,8,7.75,5,7.25,3,6.75,3,6.25,2,5.75,2,5.50,2,A1,5142,常住 蓮,3.67,39,00,7,5.25,0,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,A1,4739,中村 晃朋,5.67,22,00,,6.75,5,6.25,0,5.75,0,5.25,0,4.75,0,4.50,0,A1,3744,徳増 秀樹,5.50,23,00,9,7.00,3,6.33,3,5.67,2,5.00,0,4.33,0,4.00,0
202609140801,2026-09-14,08,01R,10:43,2026-09-14T10:34:24.540599+09:00,18,10,08,06,04,02,01,A2,5146,野田 彩加,6.25,16,01,9,7.00,5,6.60,3,6.20,3,5.80,2,5.40,2,5.20,2,B1,5365,石村 日奈那,0.00,40,00,10,2.50,0,2.00,0,1.50,0,1.00,0,0.50,0,0.25,0,B1,5230,石原 凪紗,5.75,20,00,8,6.60,3,6.20,3,5.80,2,5.40,2,5.00,0,4.80,0,B2,5436,市川 瑚幸,1.33,36,00,,3.50,0,3.00,0,2.50,0,2.00,0,1.50,0,1.25,0,B1,4479,矢野 真梨菜,4.00,28,00,6,5.50,2,5.00,2,4.50,0,4.00,0,3.50,0,3.25,0,B1,5254,羽田 妃希,5.75,20,00,7,6.60,3,6.20,3,5.80,2,5.40,2,5.00,0,4.80,0
202609140401,2026-09-14,04,01R,10:55,2026-09-14T10:46:22.989373+09:00,18,10,08,06,04,02,01,B1,3432,宮迫 暢彦,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4367,山口 修路,0.00,1,01,6,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,5023,久永 祥平,0.00,1,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3313,本吉 正樹,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4697,國弘 翔平,0.00,1,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,5393,藤原 駿,0.00,1,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202609141102,2026-09-14,11,02R,10:58,2026-09-14T10:48:22.005731+09:00,18,10,08,06,04,02,01,B1,4183,宇野 弥生,1.00,40,00,9,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B1,4894,原村 拓也,6.00,16,01,12,8.00,5,7.00,3,6.00,3,5.00,2,4.00,2,3.50,2,A2,4012,中村 有裕,7.00,13,01,11,8.00,5,7.33,5,6.67,3,6.00,3,5.33,2,5.00,2,A1,4786,佐藤 博亮,6.50,15,01,8,7.67,5,7.00,3,6.33,3,5.67,2,5.00,2,4.67,2,B1,4766,石井 孝之,6.00,16,01,,7.33,5,6.67,5,6.00,5,5.33,0,4.67,0,4.33,0,A2,5055,眞鳥 章太,5.00,24,00,10,6.67,3,6.00,3,5.33,2,4.67,2,4.00,0,3.67,0
202609140902,2026-09-14,09,02R,11:03,2026-09-14T10:54:21.717165+09:00,18,10,08,06,04,02,01,B1,5354,渡邊 雄斗,6.00,14,01,10,7.00,3,6.50,3,6.00,3,5.50,2,5.00,2,4.75,0,B2,3901,松田 憲幸,3.67,37,00,,5.25,0,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,B1,4390,松本 弓雄,5.00,28,00,6,6.67,3,6.00,3,5.33,2,4.67,2,4.00,0,3.67,0,B1,3973,崎 利仁,4.00,34,00,,5.50,0,5.00,0,4.50,0,4.00,0,3.50,0,3.25,0,B1,5277,井上 未都,3.33,38,00,8,5.00,2,4.50,0,4.00,0,3.50,0,3.00,0,2.75,0,B1,3619,長谷川 充,4.00,34,00,,5.50,0,5.00,0,4.50,0,4.00,0,3.50,0,3.25,0
202609141802,2026-09-14,18,02R,11:08,2026-09-14T10:58:31.979533+09:00,18,10,08,06,04,02,01,A1,4391,松田 祐季,6.00,19,00,8,7.33,3,6.67,3,6.00,2,5.33,2,4.67,0,4.33,0,A1,4344,新田 雄史,7.33,5,01,11,8.00,5,7.50,3,7.00,3,6.50,3,6.00,2,5.75,2,A1,3959,坪井 康晴,4.33,36,00,9,5.75,2,5.25,0,4.75,0,4.25,0,3.75,0,3.50,0,A1,4237,大峯 豊,6.33,18,01,7,7.25,3,6.75,3,6.25,2,5.75,2,5.25,0,5.00,0,A1,4305,金子 拓矢,-1.00,47,00,10,1.75,0,1.25,0,0.75,0,0.25,0,-0.25,0,-0.50,0,A1,4537,渡邉 和将,5.33,24,00,,6.50,5,6.00,0,5.50,0,5.00,0,4.50,0,4.25,0
202609140802,2026-09-14,08,02R,11:14,2026-09-14T11:04:25.692253+09:00,18,10,08,06,04,02,01,B1,4534,坂 咲友理,5.67,21,00,8,6.75,3,6.25,3,5.75,2,5.25,2,4.75,0,4.50,0,B1,5346,中村 紋夕梨,3.00,31,00,9,4.75,0,4.25,0,3.75,0,3.25,0,2.75,0,2.50,0,A2,5188,武井 莉里佳,10.33,1,01,6,10.25,5,9.75,5,9.25,5,8.75,5,8.25,5,8.00,5,B1,4764,小池 礼乃,9.33,4,01,10,9.50,5,9.00,5,8.50,5,8.00,5,7.50,5,7.25,3,B2,5251,沼田 七華,3.67,30,00,7,5.25,2,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,B1,5194,大久保 佑香,4.00,29,00,11,5.20,0,4.80,0,4.40,0,4.00,0,3.60,0,3.40,0
202609140402,2026-09-14,04,02R,11:24,2026-09-14T11:14:22.687359+09:00,18,10,08,06,04,02,01,B1,4880,澤崎 雄哉,0.00,7,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5105,富田 恕生,0.00,7,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A1,4659,木下 翔太,0.00,7,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,5081,篠原 飛翔,0.00,7,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4863,三浦 裕貴,0.00,7,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3951,石川 吉鎬,0.00,7,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
