レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202609071007,2026-09-07,10,三国,7R,三国港解禁ふくい甘えび杯,５日目,IP,M,一般,11:19,
202609071008,2026-09-07,10,三国,8R,三国港解禁ふくい甘えび杯,５日目,IP,M,一般,11:51,
202609071009,2026-09-07,10,三国,9R,三国港解禁ふくい甘えび杯,５日目,IP,M,一般,12:25,
202609071010,2026-09-07,10,三国,10R,三国港解禁ふくい甘えび杯,５日目,IP,M,準優勝戦,12:59,
202609071011,2026-09-07,10,三国,11R,三国港解禁ふくい甘えび杯,５日目,IP,M,準優勝戦,13:32,
202609071012,2026-09-07,10,三国,12R,三国港解禁ふくい甘えび杯,５日目,IP,M,準優勝戦,14:11,
202609071101,2026-09-07,11,びわこ,1R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,４日目,IP,D,予選,10:35,
202609071102,2026-09-07,11,びわこ,2R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,４日目,IP,D,予選,11:05,
202609071103,2026-09-07,11,びわこ,3R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,４日目,IP,D,予選,11:37,
202609071104,2026-09-07,11,びわこ,4R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,４日目,IP,D,予選,12:03,
202609071105,2026-09-07,11,びわこ,5R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,４日目,IP,D,予選,12:31,
202609071106,2026-09-07,11,びわこ,6R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,４日目,IP,D,予選,13:01,
202609071107,2026-09-07,11,びわこ,7R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,４日目,IP,D,予選,13:37,
202609071108,2026-09-07,11,びわこ,8R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,４日目,IP,D,予選,14:06,
202609071109,2026-09-07,11,びわこ,9R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,４日目,IP,D,予選特賞,14:41,
202609071110,2026-09-07,11,びわこ,10R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,４日目,IP,D,予選特賞,15:10,
202609071111,2026-09-07,11,びわこ,11R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,４日目,IP,D,予選特選,15:51,
202609071112,2026-09-07,11,びわこ,12R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,４日目,IP,D,予選特選,16:29,
202609071301,2026-09-07,13,尼崎,1R,第２５回報知ローズカップ争奪戦,初　日,IP,D,朝からセンプル,10:38,
202609071302,2026-09-07,13,尼崎,2R,第２５回報知ローズカップ争奪戦,初　日,IP,D,予選,11:03,
202609071303,2026-09-07,13,尼崎,3R,第２５回報知ローズカップ争奪戦,初　日,IP,D,予選,11:33,
202609071304,2026-09-07,13,尼崎,4R,第２５回報知ローズカップ争奪戦,初　日,IP,D,予選,11:57,
202609071305,2026-09-07,13,尼崎,5R,第２５回報知ローズカップ争奪戦,初　日,IP,D,予選,12:33,
202609071306,2026-09-07,13,尼崎,6R,第２５回報知ローズカップ争奪戦,初　日,IP,D,昼どきピンクル,13:07,
202609071307,2026-09-07,13,尼崎,7R,第２５回報知ローズカップ争奪戦,初　日,IP,D,予選,13:40,
202609071308,2026-09-07,13,尼崎,8R,第２５回報知ローズカップ争奪戦,初　日,IP,D,予選,14:08,
202609071309,2026-09-07,13,尼崎,9R,第２５回報知ローズカップ争奪戦,初　日,IP,D,予選特賞,14:34,
202609071310,2026-09-07,13,尼崎,10R,第２５回報知ローズカップ争奪戦,初　日,IP,D,予選特賞,15:03,
202609071311,2026-09-07,13,尼崎,11R,第２５回報知ローズカップ争奪戦,初　日,IP,D,予選特選,15:40,
202609071312,2026-09-07,13,尼崎,12R,第２５回報知ローズカップ争奪戦,初　日,IP,D,報知選抜戦,16:23,
202609071401,2026-09-07,14,鳴門,1R,ヴィーナスシリーズ第１２戦　マクール杯競走,２日目,IP,M,とるならなると,08:44,
202609071402,2026-09-07,14,鳴門,2R,ヴィーナスシリーズ第１２戦　マクール杯競走,２日目,IP,M,どーなるなると,09:10,
202609071403,2026-09-07,14,鳴門,3R,ヴィーナスシリーズ第１２戦　マクール杯競走,２日目,IP,M,どきどきなると,09:36,
202609071404,2026-09-07,14,鳴門,4R,ヴィーナスシリーズ第１２戦　マクール杯競走,２日目,IP,M,とにかくなると,10:02,
202609071405,2026-09-07,14,鳴門,5R,ヴィーナスシリーズ第１２戦　マクール杯競走,２日目,IP,M,予選,10:28,
202609071406,2026-09-07,14,鳴門,6R,ヴィーナスシリーズ第１２戦　マクール杯競走,２日目,IP,M,予選,10:58,
202609071407,2026-09-07,14,鳴門,7R,ヴィーナスシリーズ第１２戦　マクール杯競走,２日目,IP,M,予選,11:28,
202609071408,2026-09-07,14,鳴門,8R,ヴィーナスシリーズ第１２戦　マクール杯競走,２日目,IP,M,予選,12:05,
202609071409,2026-09-07,14,鳴門,9R,ヴィーナスシリーズ第１２戦　マクール杯競走,２日目,IP,M,特賞,12:38,
202609071410,2026-09-07,14,鳴門,10R,ヴィーナスシリーズ第１２戦　マクール杯競走,２日目,IP,M,特賞,13:09,
202609071411,2026-09-07,14,鳴門,11R,ヴィーナスシリーズ第１２戦　マクール杯競走,２日目,IP,M,特選,13:49,
202609071412,2026-09-07,14,鳴門,12R,ヴィーナスシリーズ第１２戦　マクール杯競走,２日目,IP,M,ドリーム戦,14:28,
202609071601,2026-09-07,16,児島,1R,大阪スポーツ杯,初　日,IP,D,朝得ガァ〜コ戦,10:53,
202609071602,2026-09-07,16,児島,2R,大阪スポーツ杯,初　日,IP,D,予選,11:22,
202609071603,2026-09-07,16,児島,3R,大阪スポーツ杯,初　日,IP,D,予選,11:59,
202609071604,2026-09-07,16,児島,4R,大阪スポーツ杯,初　日,IP,D,コジマだ４っ！,12:28,
202609071605,2026-09-07,16,児島,5R,大阪スポーツ杯,初　日,IP,D,日替艇食戦,12:57,
202609071606,2026-09-07,16,児島,6R,大阪スポーツ杯,初　日,IP,D,予選,13:28,
202609071607,2026-09-07,16,児島,7R,大阪スポーツ杯,初　日,IP,D,予選,14:03,
202609071608,2026-09-07,16,児島,8R,大阪スポーツ杯,初　日,IP,D,予選,14:36,
202609071609,2026-09-07,16,児島,9R,大阪スポーツ杯,初　日,IP,D,これしか９じゃ,15:05,
202609071610,2026-09-07,16,児島,10R,大阪スポーツ杯,初　日,IP,D,予選特賞,15:35,
202609071611,2026-09-07,16,児島,11R,大阪スポーツ杯,初　日,IP,D,予選特選,16:11,
202609071612,2026-09-07,16,児島,12R,大阪スポーツ杯,初　日,IP,D,大スポ選抜,16:48,
202609072201,2026-09-07,22,福岡,1R,三都市対抗戦　福岡観光コンベンションビューロー杯,最終日,IP,S,一般戦,11:47,
202609072202,2026-09-07,22,福岡,2R,三都市対抗戦　福岡観光コンベンションビューロー杯,最終日,IP,S,一般戦,12:18,
202609072203,2026-09-07,22,福岡,3R,三都市対抗戦　福岡観光コンベンションビューロー杯,最終日,IP,S,一般戦,12:48,
202609072204,2026-09-07,22,福岡,4R,三都市対抗戦　福岡観光コンベンションビューロー杯,最終日,IP,S,一般戦,13:19,
202609072205,2026-09-07,22,福岡,5R,三都市対抗戦　福岡観光コンベンションビューロー杯,最終日,IP,S,一般戦,13:44,
202609072206,2026-09-07,22,福岡,6R,三都市対抗戦　福岡観光コンベンションビューロー杯,最終日,IP,S,一般戦,14:14,
202609072207,2026-09-07,22,福岡,7R,三都市対抗戦　福岡観光コンベンションビューロー杯,最終日,IP,S,一般戦,14:44,
202609072208,2026-09-07,22,福岡,8R,三都市対抗戦　福岡観光コンベンションビューロー杯,最終日,IP,S,一般戦,15:13,
202609072209,2026-09-07,22,福岡,9R,三都市対抗戦　福岡観光コンベンションビューロー杯,最終日,IP,S,一般戦,15:44,
202609072210,2026-09-07,22,福岡,10R,三都市対抗戦　福岡観光コンベンションビューロー杯,最終日,IP,S,選抜戦,16:20,
202609072211,2026-09-07,22,福岡,11R,三都市対抗戦　福岡観光コンベンションビューロー杯,最終日,IP,S,選抜戦,16:56,
202609072212,2026-09-07,22,福岡,12R,三都市対抗戦　福岡観光コンベンションビューロー杯,最終日,IP,S,優勝戦,17:25,
202609072401,2026-09-07,24,大村,1R,開設７４周年記念　海の王者決定戦,初　日,G1,N,予選,15:15,
202609072402,2026-09-07,24,大村,2R,開設７４周年記念　海の王者決定戦,初　日,G1,N,予選,15:45,
202609072403,2026-09-07,24,大村,3R,開設７４周年記念　海の王者決定戦,初　日,G1,N,予選,16:15,
202609072404,2026-09-07,24,大村,4R,開設７４周年記念　海の王者決定戦,初　日,G1,N,予選,16:50,
202609072405,2026-09-07,24,大村,5R,開設７４周年記念　海の王者決定戦,初　日,G1,N,予選,17:19,
202609072406,2026-09-07,24,大村,6R,開設７４周年記念　海の王者決定戦,初　日,G1,N,予選,17:46,
202609072407,2026-09-07,24,大村,7R,開設７４周年記念　海の王者決定戦,初　日,G1,N,予選,18:13,
202609072408,2026-09-07,24,大村,8R,開設７４周年記念　海の王者決定戦,初　日,G1,N,予選,18:43,
202609072409,2026-09-07,24,大村,9R,開設７４周年記念　海の王者決定戦,初　日,G1,N,予選,19:14,
202609072410,2026-09-07,24,大村,10R,開設７４周年記念　海の王者決定戦,初　日,G1,N,予選,19:47,
202609072411,2026-09-07,24,大村,11R,開設７４周年記念　海の王者決定戦,初　日,G1,N,予選,20:16,
202609072412,2026-09-07,24,大村,12R,開設７４周年記念　海の王者決定戦,初　日,G1,N,発祥地ＤＲ,20:45,
