レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202609110502,2026-09-11,05,多摩川,2R,にっぽん未来プロジェクト競走ｉｎ多摩川,３日目,IP,D,予選,11:32,
202609110503,2026-09-11,05,多摩川,3R,にっぽん未来プロジェクト競走ｉｎ多摩川,３日目,IP,D,予選,12:01,
202609110504,2026-09-11,05,多摩川,4R,にっぽん未来プロジェクト競走ｉｎ多摩川,３日目,IP,D,予選,12:31,
202609110505,2026-09-11,05,多摩川,5R,にっぽん未来プロジェクト競走ｉｎ多摩川,３日目,IP,D,予選,13:01,
202609110506,2026-09-11,05,多摩川,6R,にっぽん未来プロジェクト競走ｉｎ多摩川,３日目,IP,D,予選,13:31,
202609110507,2026-09-11,05,多摩川,7R,にっぽん未来プロジェクト競走ｉｎ多摩川,３日目,IP,D,予選,14:01,
202609110508,2026-09-11,05,多摩川,8R,にっぽん未来プロジェクト競走ｉｎ多摩川,３日目,IP,D,予選,14:32,
202609110509,2026-09-11,05,多摩川,9R,にっぽん未来プロジェクト競走ｉｎ多摩川,３日目,IP,D,予選特賞,15:04,
202609110510,2026-09-11,05,多摩川,10R,にっぽん未来プロジェクト競走ｉｎ多摩川,３日目,IP,D,予選特賞,15:37,
202609110511,2026-09-11,05,多摩川,11R,にっぽん未来プロジェクト競走ｉｎ多摩川,３日目,IP,D,予選特選,16:11,
202609110512,2026-09-11,05,多摩川,12R,にっぽん未来プロジェクト競走ｉｎ多摩川,３日目,IP,D,記者選抜戦,16:46,
202609110601,2026-09-11,06,浜名湖,1R,静岡朝日テレビサンライズカップ,初　日,IP,S,予選,11:33,
202609110602,2026-09-11,06,浜名湖,2R,静岡朝日テレビサンライズカップ,初　日,IP,S,予選,11:58,
202609110603,2026-09-11,06,浜名湖,3R,静岡朝日テレビサンライズカップ,初　日,IP,S,予選,12:27,
202609110604,2026-09-11,06,浜名湖,4R,静岡朝日テレビサンライズカップ,初　日,IP,S,ランチタイム戦,12:54,
202609110605,2026-09-11,06,浜名湖,5R,静岡朝日テレビサンライズカップ,初　日,IP,S,予選,13:20,
202609110606,2026-09-11,06,浜名湖,6R,静岡朝日テレビサンライズカップ,初　日,IP,S,予選,13:53,
202609110607,2026-09-11,06,浜名湖,7R,静岡朝日テレビサンライズカップ,初　日,IP,S,予選,14:21,
202609110608,2026-09-11,06,浜名湖,8R,静岡朝日テレビサンライズカップ,初　日,IP,S,ブレイクタイム,14:54,
202609110609,2026-09-11,06,浜名湖,9R,静岡朝日テレビサンライズカップ,初　日,IP,S,予選特賞,15:27,
202609110610,2026-09-11,06,浜名湖,10R,静岡朝日テレビサンライズカップ,初　日,IP,S,予選特賞,16:00,
202609110611,2026-09-11,06,浜名湖,11R,静岡朝日テレビサンライズカップ,初　日,IP,S,予選特選,16:33,
202609110612,2026-09-11,06,浜名湖,12R,静岡朝日テレビサンライズカップ,初　日,IP,S,ドリーム戦,17:08,
202609111201,2026-09-11,12,住之江,1R,報知新聞社賞第６２回ダイナミック敢闘旗,初　日,IP,N,予選,15:18,
202609111202,2026-09-11,12,住之江,2R,報知新聞社賞第６２回ダイナミック敢闘旗,初　日,IP,N,予選,15:42,
202609111203,2026-09-11,12,住之江,3R,報知新聞社賞第６２回ダイナミック敢闘旗,初　日,IP,N,予選,16:09,
202609111204,2026-09-11,12,住之江,4R,報知新聞社賞第６２回ダイナミック敢闘旗,初　日,IP,N,予選,16:35,
202609111205,2026-09-11,12,住之江,5R,報知新聞社賞第６２回ダイナミック敢闘旗,初　日,IP,N,住之江ファイブ,17:01,
202609111206,2026-09-11,12,住之江,6R,報知新聞社賞第６２回ダイナミック敢闘旗,初　日,IP,N,予選特別Ｂ戦,17:28,
202609111207,2026-09-11,12,住之江,7R,報知新聞社賞第６２回ダイナミック敢闘旗,初　日,IP,N,予選,17:55,
202609111208,2026-09-11,12,住之江,8R,報知新聞社賞第６２回ダイナミック敢闘旗,初　日,IP,N,予選,18:23,
202609111209,2026-09-11,12,住之江,9R,報知新聞社賞第６２回ダイナミック敢闘旗,初　日,IP,N,予選,18:54,
202609111210,2026-09-11,12,住之江,10R,報知新聞社賞第６２回ダイナミック敢闘旗,初　日,IP,N,予選特別Ｂ戦,19:25,
202609111211,2026-09-11,12,住之江,11R,報知新聞社賞第６２回ダイナミック敢闘旗,初　日,IP,N,予選特別Ａ戦,19:58,
202609111212,2026-09-11,12,住之江,12R,報知新聞社賞第６２回ダイナミック敢闘旗,初　日,IP,N,報知ドリーム,20:30,
202609111301,2026-09-11,13,尼崎,1R,第２５回報知ローズカップ争奪戦,最終日,IP,D,朝からセンプル,10:37,
202609111302,2026-09-11,13,尼崎,2R,第２５回報知ローズカップ争奪戦,最終日,IP,D,一般,11:02,
202609111303,2026-09-11,13,尼崎,3R,第２５回報知ローズカップ争奪戦,最終日,IP,D,一般,11:26,
202609111304,2026-09-11,13,尼崎,4R,第２５回報知ローズカップ争奪戦,最終日,IP,D,一般,11:51,
202609111305,2026-09-11,13,尼崎,5R,第２５回報知ローズカップ争奪戦,最終日,IP,D,一般,12:21,
202609111306,2026-09-11,13,尼崎,6R,第２５回報知ローズカップ争奪戦,最終日,IP,D,昼どきピンクル,12:49,
202609111307,2026-09-11,13,尼崎,7R,第２５回報知ローズカップ争奪戦,最終日,IP,D,一般,13:29,
202609111308,2026-09-11,13,尼崎,8R,第２５回報知ローズカップ争奪戦,最終日,IP,D,一般,14:07,
202609111309,2026-09-11,13,尼崎,9R,第２５回報知ローズカップ争奪戦,最終日,IP,D,一般特選,14:43,
202609111310,2026-09-11,13,尼崎,10R,第２５回報知ローズカップ争奪戦,最終日,IP,D,選抜戦,15:10,
202609111311,2026-09-11,13,尼崎,11R,第２５回報知ローズカップ争奪戦,最終日,IP,D,選抜戦,15:40,
202609111312,2026-09-11,13,尼崎,12R,第２５回報知ローズカップ争奪戦,最終日,IP,D,優勝戦,16:24,
202609111401,2026-09-11,14,鳴門,1R,ヴィーナスシリーズ第１２戦　マクール杯競走,最終日,IP,M,とるならなると,08:44,
202609111402,2026-09-11,14,鳴門,2R,ヴィーナスシリーズ第１２戦　マクール杯競走,最終日,IP,M,どーなるなると,09:10,
202609111403,2026-09-11,14,鳴門,3R,ヴィーナスシリーズ第１２戦　マクール杯競走,最終日,IP,M,どきどきなると,09:36,
202609111404,2026-09-11,14,鳴門,4R,ヴィーナスシリーズ第１２戦　マクール杯競走,最終日,IP,M,とにかくなると,10:02,
202609111405,2026-09-11,14,鳴門,5R,ヴィーナスシリーズ第１２戦　マクール杯競走,最終日,IP,M,一般,10:28,
202609111406,2026-09-11,14,鳴門,6R,ヴィーナスシリーズ第１２戦　マクール杯競走,最終日,IP,M,一般,10:58,
202609111407,2026-09-11,14,鳴門,7R,ヴィーナスシリーズ第１２戦　マクール杯競走,最終日,IP,M,一般,11:28,
202609111408,2026-09-11,14,鳴門,8R,ヴィーナスシリーズ第１２戦　マクール杯競走,最終日,IP,M,一般,12:05,
202609111409,2026-09-11,14,鳴門,9R,ヴィーナスシリーズ第１２戦　マクール杯競走,最終日,IP,M,なるちゃん特選,12:38,
202609111410,2026-09-11,14,鳴門,10R,ヴィーナスシリーズ第１２戦　マクール杯競走,最終日,IP,M,選抜戦,13:09,
202609111411,2026-09-11,14,鳴門,11R,ヴィーナスシリーズ第１２戦　マクール杯競走,最終日,IP,M,選抜戦,13:49,
202609111412,2026-09-11,14,鳴門,12R,ヴィーナスシリーズ第１２戦　マクール杯競走,最終日,IP,M,優勝戦,14:28,
202609111601,2026-09-11,16,児島,1R,大阪スポーツ杯,５日目,IP,D,朝得ガァ〜コ戦,10:49,
202609111602,2026-09-11,16,児島,2R,大阪スポーツ杯,５日目,IP,D,一般,11:15,
202609111603,2026-09-11,16,児島,3R,大阪スポーツ杯,５日目,IP,D,一般,11:42,
202609111604,2026-09-11,16,児島,4R,大阪スポーツ杯,５日目,IP,D,コジマだ４っ！,12:13,
202609111605,2026-09-11,16,児島,5R,大阪スポーツ杯,５日目,IP,D,日替艇食戦,12:52,
202609111606,2026-09-11,16,児島,6R,大阪スポーツ杯,５日目,IP,D,一般,13:25,
202609111607,2026-09-11,16,児島,7R,大阪スポーツ杯,５日目,IP,D,一般,13:59,
202609111608,2026-09-11,16,児島,8R,大阪スポーツ杯,５日目,IP,D,一般,14:26,
202609111609,2026-09-11,16,児島,9R,大阪スポーツ杯,５日目,IP,D,これしか９じゃ,15:01,
202609111610,2026-09-11,16,児島,10R,大阪スポーツ杯,５日目,IP,D,準優勝戦,15:34,
202609111611,2026-09-11,16,児島,11R,大阪スポーツ杯,５日目,IP,D,準優勝戦,16:07,
202609111612,2026-09-11,16,児島,12R,大阪スポーツ杯,５日目,IP,D,準優勝戦,16:44,
202609111701,2026-09-11,17,宮島,1R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,D,ファーストＢ,10:42,
202609111702,2026-09-11,17,宮島,2R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,D,予選,11:08,
202609111703,2026-09-11,17,宮島,3R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,D,予選,11:35,
202609111704,2026-09-11,17,宮島,4R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,D,予選,12:00,
202609111705,2026-09-11,17,宮島,5R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,D,ランチ特賞,12:36,
202609111706,2026-09-11,17,宮島,6R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,D,予選,13:08,
202609111707,2026-09-11,17,宮島,7R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,D,予選,13:43,
202609111708,2026-09-11,17,宮島,8R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,D,予選,14:09,
202609111709,2026-09-11,17,宮島,9R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,D,予選,14:39,
202609111710,2026-09-11,17,宮島,10R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,D,予選特賞,15:13,
202609111711,2026-09-11,17,宮島,11R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,D,予選特選,15:53,
202609111712,2026-09-11,17,宮島,12R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,D,モンタ特選,16:37,
202609112001,2026-09-11,20,若松,1R,唐十杯,３日目,IP,N,予選,15:23,
202609112002,2026-09-11,20,若松,2R,唐十杯,３日目,IP,N,予選,15:48,
202609112003,2026-09-11,20,若松,3R,唐十杯,３日目,IP,N,予選,16:13,
202609112004,2026-09-11,20,若松,4R,唐十杯,３日目,IP,N,予選,16:41,
202609112005,2026-09-11,20,若松,5R,唐十杯,３日目,IP,N,進入固定戦隊,17:12,
202609112006,2026-09-11,20,若松,6R,唐十杯,３日目,IP,N,予選,17:37,
202609112007,2026-09-11,20,若松,7R,唐十杯,３日目,IP,N,予選特賞,18:04,
202609112008,2026-09-11,20,若松,8R,唐十杯,３日目,IP,N,エイトビート,18:33,
202609112009,2026-09-11,20,若松,9R,唐十杯,３日目,IP,N,予選,19:04,
202609112010,2026-09-11,20,若松,10R,唐十杯,３日目,IP,N,予選特賞,19:36,
202609112011,2026-09-11,20,若松,11R,唐十杯,３日目,IP,N,予選特選,20:07,
202609112012,2026-09-11,20,若松,12R,唐十杯,３日目,IP,N,予選特選,20:38,
202609112101,2026-09-11,21,芦屋,1R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,M,サンライズＶ戦,08:32,
202609112102,2026-09-11,21,芦屋,2R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,M,サンライズＷ戦,08:58,
202609112103,2026-09-11,21,芦屋,3R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,M,サンライズＸ戦,09:24,
202609112104,2026-09-11,21,芦屋,4R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,M,サンライズＹ戦,09:50,
202609112105,2026-09-11,21,芦屋,5R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,M,サンライズＺ戦,10:20,
202609112106,2026-09-11,21,芦屋,6R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,M,予選,10:52,
202609112107,2026-09-11,21,芦屋,7R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,M,予選,11:22,
202609112108,2026-09-11,21,芦屋,8R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,M,予選,11:53,
202609112109,2026-09-11,21,芦屋,9R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,M,予選特賞,12:24,
202609112110,2026-09-11,21,芦屋,10R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,M,予選特賞,12:59,
202609112111,2026-09-11,21,芦屋,11R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,M,予選特選,13:34,
202609112112,2026-09-11,21,芦屋,12R,ＢＯＡＴＲＡＣＥ振興会会長賞,３日目,IP,M,予選特選,14:13,
202609112401,2026-09-11,24,大村,1R,開設７４周年記念　海の王者決定戦,５日目,G1,N,一般,15:15,
202609112402,2026-09-11,24,大村,2R,開設７４周年記念　海の王者決定戦,５日目,G1,N,一般,15:45,
202609112403,2026-09-11,24,大村,3R,開設７４周年記念　海の王者決定戦,５日目,G1,N,一般,16:15,
202609112404,2026-09-11,24,大村,4R,開設７４周年記念　海の王者決定戦,５日目,G1,N,一般,16:50,
202609112405,2026-09-11,24,大村,5R,開設７４周年記念　海の王者決定戦,５日目,G1,N,一般,17:19,
202609112406,2026-09-11,24,大村,6R,開設７４周年記念　海の王者決定戦,５日目,G1,N,一般,17:46,
202609112407,2026-09-11,24,大村,7R,開設７４周年記念　海の王者決定戦,５日目,G1,N,一般,18:13,
202609112408,2026-09-11,24,大村,8R,開設７４周年記念　海の王者決定戦,５日目,G1,N,一般,18:43,
202609112409,2026-09-11,24,大村,9R,開設７４周年記念　海の王者決定戦,５日目,G1,N,準優勝戦,19:14,
202609112410,2026-09-11,24,大村,10R,開設７４周年記念　海の王者決定戦,５日目,G1,N,準優勝戦,19:47,
202609112411,2026-09-11,24,大村,11R,開設７４周年記念　海の王者決定戦,５日目,G1,N,準優勝戦,20:16,
202609112412,2026-09-11,24,大村,12R,開設７４周年記念　海の王者決定戦,５日目,G1,N,一般,20:45,
