レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202609140409,2026-09-14,04,平和島,9R,第７１回日刊スポーツ旗～東京大阪福岡三都市対抗戦～,初　日,IP,D,予選特賞,14:56,
202609140410,2026-09-14,04,平和島,10R,第７１回日刊スポーツ旗～東京大阪福岡三都市対抗戦～,初　日,IP,D,予選特賞,15:29,
202609140411,2026-09-14,04,平和島,11R,第７１回日刊スポーツ旗～東京大阪福岡三都市対抗戦～,初　日,IP,D,予選特選,16:03,
202609140412,2026-09-14,04,平和島,12R,第７１回日刊スポーツ旗～東京大阪福岡三都市対抗戦～,初　日,IP,D,東京ベイＤＲ,16:44,
202609140601,2026-09-14,06,浜名湖,1R,静岡朝日テレビサンライズカップ,４日目,IP,S,一般,11:34,
202609140602,2026-09-14,06,浜名湖,2R,静岡朝日テレビサンライズカップ,４日目,IP,S,一般,11:59,
202609140603,2026-09-14,06,浜名湖,3R,静岡朝日テレビサンライズカップ,４日目,IP,S,一般,12:29,
202609140604,2026-09-14,06,浜名湖,4R,静岡朝日テレビサンライズカップ,４日目,IP,S,ランチタイム戦,13:00,
202609140605,2026-09-14,06,浜名湖,5R,静岡朝日テレビサンライズカップ,４日目,IP,S,一般,13:29,
202609140606,2026-09-14,06,浜名湖,6R,静岡朝日テレビサンライズカップ,４日目,IP,S,一般,14:00,
202609140607,2026-09-14,06,浜名湖,7R,静岡朝日テレビサンライズカップ,４日目,IP,S,一般,14:32,
202609140608,2026-09-14,06,浜名湖,8R,静岡朝日テレビサンライズカップ,４日目,IP,S,ブレイクタイム,15:03,
202609140609,2026-09-14,06,浜名湖,9R,静岡朝日テレビサンライズカップ,４日目,IP,S,一般,15:36,
202609140610,2026-09-14,06,浜名湖,10R,静岡朝日テレビサンライズカップ,４日目,IP,S,準優勝戦,16:06,
202609140611,2026-09-14,06,浜名湖,11R,静岡朝日テレビサンライズカップ,４日目,IP,S,準優勝戦,16:36,
202609140612,2026-09-14,06,浜名湖,12R,静岡朝日テレビサンライズカップ,４日目,IP,S,準優勝戦,17:06,
202609140701,2026-09-14,07,蒲郡,1R,ルーキーシリーズ第１７戦スカパー！・ＪＬＣ杯,２日目,IP,N,予選,15:19,
202609140702,2026-09-14,07,蒲郡,2R,ルーキーシリーズ第１７戦スカパー！・ＪＬＣ杯,２日目,IP,N,予選,15:48,
202609140703,2026-09-14,07,蒲郡,3R,ルーキーシリーズ第１７戦スカパー！・ＪＬＣ杯,２日目,IP,N,予選,16:12,
202609140704,2026-09-14,07,蒲郡,4R,ルーキーシリーズ第１７戦スカパー！・ＪＬＣ杯,２日目,IP,N,予選,16:40,
202609140705,2026-09-14,07,蒲郡,5R,ルーキーシリーズ第１７戦スカパー！・ＪＬＣ杯,２日目,IP,N,予選,17:08,
202609140706,2026-09-14,07,蒲郡,6R,ルーキーシリーズ第１７戦スカパー！・ＪＬＣ杯,２日目,IP,N,予選,17:37,
202609140707,2026-09-14,07,蒲郡,7R,ルーキーシリーズ第１７戦スカパー！・ＪＬＣ杯,２日目,IP,N,予選,18:04,
202609140708,2026-09-14,07,蒲郡,8R,ルーキーシリーズ第１７戦スカパー！・ＪＬＣ杯,２日目,IP,N,予選,18:32,
202609140709,2026-09-14,07,蒲郡,9R,ルーキーシリーズ第１７戦スカパー！・ＪＬＣ杯,２日目,IP,N,予選特賞,19:02,
202609140710,2026-09-14,07,蒲郡,10R,ルーキーシリーズ第１７戦スカパー！・ＪＬＣ杯,２日目,IP,N,予選特賞,19:32,
202609140711,2026-09-14,07,蒲郡,11R,ルーキーシリーズ第１７戦スカパー！・ＪＬＣ杯,２日目,IP,N,予選特選,20:04,
202609140712,2026-09-14,07,蒲郡,12R,ルーキーシリーズ第１７戦スカパー！・ＪＬＣ杯,２日目,IP,N,予選記者特選,20:35,
202609140801,2026-09-14,08,常滑,1R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,３日目,IP,D,朝トコ小判Ｒ,10:43,
202609140802,2026-09-14,08,常滑,2R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,３日目,IP,D,予選,11:14,
202609140803,2026-09-14,08,常滑,3R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,３日目,IP,D,予選,11:42,
202609140804,2026-09-14,08,常滑,4R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,３日目,IP,D,予選,12:08,
202609140805,2026-09-14,08,常滑,5R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,３日目,IP,D,三Ａ傑戦,12:38,
202609140806,2026-09-14,08,常滑,6R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,３日目,IP,D,昼トコ小判Ｒ,13:08,
202609140807,2026-09-14,08,常滑,7R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,３日目,IP,D,予選,13:38,
202609140808,2026-09-14,08,常滑,8R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,３日目,IP,D,予選,14:07,
202609140809,2026-09-14,08,常滑,9R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,３日目,IP,D,予選特賞,14:38,
202609140810,2026-09-14,08,常滑,10R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,３日目,IP,D,予選特賞,15:10,
202609140811,2026-09-14,08,常滑,11R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,３日目,IP,D,予選特選,15:46,
202609140812,2026-09-14,08,常滑,12R,ヴィーナスシリーズ第１３戦常滑シンデレラカップ,３日目,IP,D,予選特選,16:25,
202609140901,2026-09-14,09,津,1R,にっぽん未来プロジェクト競走ｉｎ津,３日目,IP,D,ツッキーレース,10:34,
202609140902,2026-09-14,09,津,2R,にっぽん未来プロジェクト競走ｉｎ津,３日目,IP,D,予選,11:03,
202609140903,2026-09-14,09,津,3R,にっぽん未来プロジェクト競走ｉｎ津,３日目,IP,D,予選,11:33,
202609140904,2026-09-14,09,津,4R,にっぽん未来プロジェクト競走ｉｎ津,３日目,IP,D,予選,12:03,
202609140905,2026-09-14,09,津,5R,にっぽん未来プロジェクト競走ｉｎ津,３日目,IP,D,５ールドレース,12:32,
202609140906,2026-09-14,09,津,6R,にっぽん未来プロジェクト競走ｉｎ津,３日目,IP,D,予選,13:02,
202609140907,2026-09-14,09,津,7R,にっぽん未来プロジェクト競走ｉｎ津,３日目,IP,D,予選,13:34,
202609140908,2026-09-14,09,津,8R,にっぽん未来プロジェクト競走ｉｎ津,３日目,IP,D,予選,14:04,
202609140909,2026-09-14,09,津,9R,にっぽん未来プロジェクト競走ｉｎ津,３日目,IP,D,予選特賞,14:35,
202609140910,2026-09-14,09,津,10R,にっぽん未来プロジェクト競走ｉｎ津,３日目,IP,D,予選特賞,15:07,
202609140911,2026-09-14,09,津,11R,にっぽん未来プロジェクト競走ｉｎ津,３日目,IP,D,予選特選,15:41,
202609140912,2026-09-14,09,津,12R,にっぽん未来プロジェクト競走ｉｎ津,３日目,IP,D,ツッキー選抜戦,16:20,
202609141001,2026-09-14,10,三国,1R,福井ユナイテッド杯,３日目,IP,M,みくにあさイチ,08:32,
202609141002,2026-09-14,10,三国,2R,福井ユナイテッド杯,３日目,IP,M,みくにあさガチ,08:58,
202609141003,2026-09-14,10,三国,3R,福井ユナイテッド杯,３日目,IP,M,みくにあさズバ,09:24,
202609141004,2026-09-14,10,三国,4R,福井ユナイテッド杯,３日目,IP,M,みくにあさ推し,09:50,
202609141005,2026-09-14,10,三国,5R,福井ユナイテッド杯,３日目,IP,M,一般,10:18,
202609141006,2026-09-14,10,三国,6R,福井ユナイテッド杯,３日目,IP,M,一般,10:50,
202609141007,2026-09-14,10,三国,7R,福井ユナイテッド杯,３日目,IP,M,一般,11:20,
202609141008,2026-09-14,10,三国,8R,福井ユナイテッド杯,３日目,IP,M,一般,11:50,
202609141009,2026-09-14,10,三国,9R,福井ユナイテッド杯,３日目,IP,M,一般,12:24,
202609141010,2026-09-14,10,三国,10R,福井ユナイテッド杯,３日目,IP,M,準優勝戦,12:58,
202609141011,2026-09-14,10,三国,11R,福井ユナイテッド杯,３日目,IP,M,準優勝戦,13:32,
202609141012,2026-09-14,10,三国,12R,福井ユナイテッド杯,３日目,IP,M,準優勝戦,14:11,
202609141101,2026-09-14,11,びわこ,1R,スポーツニッポン新聞社杯争奪　第５１回八景賞,２日目,IP,D,予選,10:29,
202609141102,2026-09-14,11,びわこ,2R,スポーツニッポン新聞社杯争奪　第５１回八景賞,２日目,IP,D,予選,10:58,
202609141103,2026-09-14,11,びわこ,3R,スポーツニッポン新聞社杯争奪　第５１回八景賞,２日目,IP,D,予選,11:27,
202609141104,2026-09-14,11,びわこ,4R,スポーツニッポン新聞社杯争奪　第５１回八景賞,２日目,IP,D,予選,11:56,
202609141105,2026-09-14,11,びわこ,5R,スポーツニッポン新聞社杯争奪　第５１回八景賞,２日目,IP,D,予選,12:27,
202609141106,2026-09-14,11,びわこ,6R,スポーツニッポン新聞社杯争奪　第５１回八景賞,２日目,IP,D,予選,12:55,
202609141107,2026-09-14,11,びわこ,7R,スポーツニッポン新聞社杯争奪　第５１回八景賞,２日目,IP,D,予選,13:26,
202609141108,2026-09-14,11,びわこ,8R,スポーツニッポン新聞社杯争奪　第５１回八景賞,２日目,IP,D,予選,13:57,
202609141109,2026-09-14,11,びわこ,9R,スポーツニッポン新聞社杯争奪　第５１回八景賞,２日目,IP,D,予選特賞,14:30,
202609141110,2026-09-14,11,びわこ,10R,スポーツニッポン新聞社杯争奪　第５１回八景賞,２日目,IP,D,予選特賞,15:00,
202609141111,2026-09-14,11,びわこ,11R,スポーツニッポン新聞社杯争奪　第５１回八景賞,２日目,IP,D,予選特選,15:33,
202609141112,2026-09-14,11,びわこ,12R,スポーツニッポン新聞社杯争奪　第５１回八景賞,２日目,IP,D,予選特選,16:14,
202609141201,2026-09-14,12,住之江,1R,報知新聞社賞第６２回ダイナミック敢闘旗,４日目,IP,N,予選,15:17,
202609141202,2026-09-14,12,住之江,2R,報知新聞社賞第６２回ダイナミック敢闘旗,４日目,IP,N,予選,15:42,
202609141203,2026-09-14,12,住之江,3R,報知新聞社賞第６２回ダイナミック敢闘旗,４日目,IP,N,予選,16:08,
202609141204,2026-09-14,12,住之江,4R,報知新聞社賞第６２回ダイナミック敢闘旗,４日目,IP,N,予選,16:34,
202609141205,2026-09-14,12,住之江,5R,報知新聞社賞第６２回ダイナミック敢闘旗,４日目,IP,N,住之江ファイブ,17:01,
202609141206,2026-09-14,12,住之江,6R,報知新聞社賞第６２回ダイナミック敢闘旗,４日目,IP,N,予選特別Ｂ戦,17:31,
202609141207,2026-09-14,12,住之江,7R,報知新聞社賞第６２回ダイナミック敢闘旗,４日目,IP,N,予選,17:57,
202609141208,2026-09-14,12,住之江,8R,報知新聞社賞第６２回ダイナミック敢闘旗,４日目,IP,N,予選,18:25,
202609141209,2026-09-14,12,住之江,9R,報知新聞社賞第６２回ダイナミック敢闘旗,４日目,IP,N,予選,18:54,
202609141210,2026-09-14,12,住之江,10R,報知新聞社賞第６２回ダイナミック敢闘旗,４日目,IP,N,予選特別Ｂ戦,19:24,
202609141211,2026-09-14,12,住之江,11R,報知新聞社賞第６２回ダイナミック敢闘旗,４日目,IP,N,予選特別Ａ戦,19:57,
202609141212,2026-09-14,12,住之江,12R,報知新聞社賞第６２回ダイナミック敢闘旗,４日目,IP,N,一般特別戦,20:30,
202609141801,2026-09-14,18,徳山,1R,ダイヤモンドカップ,３日目,G1,D,予選,10:38,
202609141802,2026-09-14,18,徳山,2R,ダイヤモンドカップ,３日目,G1,D,予選,11:08,
202609141803,2026-09-14,18,徳山,3R,ダイヤモンドカップ,３日目,G1,D,予選,11:38,
202609141804,2026-09-14,18,徳山,4R,ダイヤモンドカップ,３日目,G1,D,予選,12:10,
202609141805,2026-09-14,18,徳山,5R,ダイヤモンドカップ,３日目,G1,D,予選,12:43,
202609141806,2026-09-14,18,徳山,6R,ダイヤモンドカップ,３日目,G1,D,予選,13:14,
202609141807,2026-09-14,18,徳山,7R,ダイヤモンドカップ,３日目,G1,D,予選,13:45,
202609141808,2026-09-14,18,徳山,8R,ダイヤモンドカップ,３日目,G1,D,予選,14:17,
202609141809,2026-09-14,18,徳山,9R,ダイヤモンドカップ,３日目,G1,D,予選,14:50,
202609141810,2026-09-14,18,徳山,10R,ダイヤモンドカップ,３日目,G1,D,予選,15:24,
202609141811,2026-09-14,18,徳山,11R,ダイヤモンドカップ,３日目,G1,D,予選,16:00,
202609141812,2026-09-14,18,徳山,12R,ダイヤモンドカップ,３日目,G1,D,予選,16:38,
202609141901,2026-09-14,19,下関,1R,山口朝日放送ビープくんカップ,２日目,IP,N,予選,15:27,
202609141902,2026-09-14,19,下関,2R,山口朝日放送ビープくんカップ,２日目,IP,N,予選,15:53,
202609141903,2026-09-14,19,下関,3R,山口朝日放送ビープくんカップ,２日目,IP,N,予選,16:22,
202609141904,2026-09-14,19,下関,4R,山口朝日放送ビープくんカップ,２日目,IP,N,予選,16:50,
202609141905,2026-09-14,19,下関,5R,山口朝日放送ビープくんカップ,２日目,IP,N,シーモ戦,17:22,
202609141906,2026-09-14,19,下関,6R,山口朝日放送ビープくんカップ,２日目,IP,N,予選,17:51,
202609141907,2026-09-14,19,下関,7R,山口朝日放送ビープくんカップ,２日目,IP,N,ふく〜る特賞,18:18,
202609141908,2026-09-14,19,下関,8R,山口朝日放送ビープくんカップ,２日目,IP,N,予選,18:46,
202609141909,2026-09-14,19,下関,9R,山口朝日放送ビープくんカップ,２日目,IP,N,予選,19:16,
202609141910,2026-09-14,19,下関,10R,山口朝日放送ビープくんカップ,２日目,IP,N,予選特賞,19:48,
202609141911,2026-09-14,19,下関,11R,山口朝日放送ビープくんカップ,２日目,IP,N,予選特選,20:16,
202609141912,2026-09-14,19,下関,12R,山口朝日放送ビープくんカップ,２日目,IP,N,シーボー特選,20:45,
202609142001,2026-09-14,20,若松,1R,唐十杯,６日目,IP,N,一般戦,15:22,
202609142002,2026-09-14,20,若松,2R,唐十杯,６日目,IP,N,一般戦,15:50,
202609142003,2026-09-14,20,若松,3R,唐十杯,６日目,IP,N,一般戦,16:16,
202609142004,2026-09-14,20,若松,4R,唐十杯,６日目,IP,N,一般戦,16:46,
202609142005,2026-09-14,20,若松,5R,唐十杯,６日目,IP,N,進入固定戦隊,17:15,
202609142006,2026-09-14,20,若松,6R,唐十杯,６日目,IP,N,一般戦,17:44,
202609142007,2026-09-14,20,若松,7R,唐十杯,６日目,IP,N,一般戦,18:11,
202609142008,2026-09-14,20,若松,8R,唐十杯,６日目,IP,N,エイトビート,18:39,
202609142009,2026-09-14,20,若松,9R,唐十杯,６日目,IP,N,準優勝戦,19:09,
202609142010,2026-09-14,20,若松,10R,唐十杯,６日目,IP,N,準優勝戦,19:40,
202609142011,2026-09-14,20,若松,11R,唐十杯,６日目,IP,N,準優勝戦,20:10,
202609142012,2026-09-14,20,若松,12R,唐十杯,６日目,IP,N,一般戦,20:40,
202609142101,2026-09-14,21,芦屋,1R,ＢＯＡＴＲＡＣＥ振興会会長賞,最終日,IP,M,サンライズＶ戦,08:44,
202609142102,2026-09-14,21,芦屋,2R,ＢＯＡＴＲＡＣＥ振興会会長賞,最終日,IP,M,サンライズＷ戦,09:10,
202609142103,2026-09-14,21,芦屋,3R,ＢＯＡＴＲＡＣＥ振興会会長賞,最終日,IP,M,サンライズＸ戦,09:36,
202609142104,2026-09-14,21,芦屋,4R,ＢＯＡＴＲＡＣＥ振興会会長賞,最終日,IP,M,サンライズＹ戦,10:02,
202609142105,2026-09-14,21,芦屋,5R,ＢＯＡＴＲＡＣＥ振興会会長賞,最終日,IP,M,サンライズＺ戦,10:31,
202609142106,2026-09-14,21,芦屋,6R,ＢＯＡＴＲＡＣＥ振興会会長賞,最終日,IP,M,一般,11:00,
202609142107,2026-09-14,21,芦屋,7R,ＢＯＡＴＲＡＣＥ振興会会長賞,最終日,IP,M,一般,11:30,
202609142108,2026-09-14,21,芦屋,8R,ＢＯＡＴＲＡＣＥ振興会会長賞,最終日,IP,M,一般,12:01,
202609142109,2026-09-14,21,芦屋,9R,ＢＯＡＴＲＡＣＥ振興会会長賞,最終日,IP,M,アシ夢特選,12:35,
202609142110,2026-09-14,21,芦屋,10R,ＢＯＡＴＲＡＣＥ振興会会長賞,最終日,IP,M,選抜戦,13:11,
202609142111,2026-09-14,21,芦屋,11R,ＢＯＡＴＲＡＣＥ振興会会長賞,最終日,IP,M,選抜戦,13:49,
202609142112,2026-09-14,21,芦屋,12R,ＢＯＡＴＲＡＣＥ振興会会長賞,最終日,IP,M,優勝戦,14:27,
202609142201,2026-09-14,22,福岡,1R,にっぽん未来プロジェクト競走ｉｎ福岡,２日目,IP,S,カタメン１予選,11:48,
202609142202,2026-09-14,22,福岡,2R,にっぽん未来プロジェクト競走ｉｎ福岡,２日目,IP,S,予選,12:18,
202609142203,2026-09-14,22,福岡,3R,にっぽん未来プロジェクト競走ｉｎ福岡,２日目,IP,S,カタメン３予選,12:48,
202609142204,2026-09-14,22,福岡,4R,にっぽん未来プロジェクト競走ｉｎ福岡,２日目,IP,S,予選,13:18,
202609142205,2026-09-14,22,福岡,5R,にっぽん未来プロジェクト競走ｉｎ福岡,２日目,IP,S,予選,13:44,
202609142206,2026-09-14,22,福岡,6R,にっぽん未来プロジェクト競走ｉｎ福岡,２日目,IP,S,予選,14:14,
202609142207,2026-09-14,22,福岡,7R,にっぽん未来プロジェクト競走ｉｎ福岡,２日目,IP,S,予選,14:44,
202609142208,2026-09-14,22,福岡,8R,にっぽん未来プロジェクト競走ｉｎ福岡,２日目,IP,S,予選,15:14,
202609142209,2026-09-14,22,福岡,9R,にっぽん未来プロジェクト競走ｉｎ福岡,２日目,IP,S,予選特賞,15:52,
202609142210,2026-09-14,22,福岡,10R,にっぽん未来プロジェクト競走ｉｎ福岡,２日目,IP,S,予選特賞,16:18,
202609142211,2026-09-14,22,福岡,11R,にっぽん未来プロジェクト競走ｉｎ福岡,２日目,IP,S,予選特選,16:56,
202609142212,2026-09-14,22,福岡,12R,にっぽん未来プロジェクト競走ｉｎ福岡,２日目,IP,S,福岡選抜,17:27,
