レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202609051009,2026-09-05,10,09R,12:25,2026-09-05T12:16:23.374189+09:00,1,-0.02,2,-0.02,3,0.11,4,0.03,5,0.08,6,0.17
202609051305,2026-09-05,13,05R,12:31,2026-09-05T12:22:25.077236+09:00,1,0.04,2,0.09,3,0.19,4,0.29,5,-0.06,6,0.11
202609051105,2026-09-05,11,05R,12:33,2026-09-05T12:24:22.984742+09:00,1,0.07,2,0.08,3,0.05,4,-0.07,5,0.01,6,0.18
202609050304,2026-09-05,03,04R,12:35,2026-09-05T12:26:20.862305+09:00,1,0.04,2,0.21,3,0.22,4,0.09,5,0.11,6,0.16
202609051704,2026-09-05,17,04R,12:38,2026-09-05T12:28:20.896824+09:00,1,0.15,2,0.21,3,0.08,4,0.02,,,5,-0.06
202609051809,2026-09-05,18,09R,12:41,2026-09-05T12:32:24.935382+09:00,1,-0.03,2,0.02,3,0.03,4,0.08,5,0.11,6,-0.04
202609050205,2026-09-05,02,05R,12:44,2026-09-05T12:34:24.529434+09:00,1,0.24,2,0.18,3,0.12,4,0.09,5,0.29,6,0.05
202609050905,2026-09-05,09,05R,12:44,2026-09-05T12:34:24.529434+09:00,1,0.14,2,0.16,3,0.16,4,-0.05,5,0.01,6,0.12
202609052203,2026-09-05,22,03R,12:49,2026-09-05T12:40:25.441291+09:00,1,0.02,2,0.21,3,0.25,4,0.16,5,0.11,6,0.06
202609050405,2026-09-05,04,05R,12:52,2026-09-05T12:42:21.451233+09:00,1,0.07,2,0.19,3,0.07,4,0.22,5,0.13,6,0.26
202609051010,2026-09-05,10,10R,12:58,2026-09-05T12:48:27.043189+09:00,1,0.02,2,0.01,3,0.0,4,0.02,5,-0.01,6,-0.16
202609050305,2026-09-05,03,05R,13:02,2026-09-05T12:52:19.204689+09:00,1,0.18,2,0.28,3,0.29,4,0.16,5,0.13,6,0.39
202609051705,2026-09-05,17,05R,13:03,2026-09-05T12:54:20.121238+09:00,1,0.25,2,0.24,3,0.18,4,0.08,5,0.0,6,-0.16
202609051106,2026-09-05,11,06R,13:06,2026-09-05T12:56:18.627411+09:00,1,0.24,2,-0.03,3,-0.01,4,0.07,5,0.01,6,0.09
202609051306,2026-09-05,13,06R,13:10,2026-09-05T13:01:28.942382+09:00,1,0.01,2,0.01,3,0.06,4,0.05,5,0.03,6,0.05
202609051810,2026-09-05,18,10R,13:12,2026-09-05T13:02:19.570610+09:00,1,0.12,2,0.02,3,0.02,4,0.19,5,0.01,6,0.06
202609050206,2026-09-05,02,06R,13:14,2026-09-05T13:04:21.470260+09:00,1,-0.02,2,-0.01,3,0.04,4,-0.08,5,0.04,6,0.05
202609050906,2026-09-05,09,06R,13:15,2026-09-05T13:06:20.648463+09:00,1,0.06,2,-0.03,3,0.01,4,-0.02,5,0.05,6,0.25
202609050406,2026-09-05,04,06R,13:22,2026-09-05T13:12:22.494473+09:00,1,0.02,2,0.1,3,0.13,4,0.24,5,0.06,6,-0.04
202609052204,2026-09-05,22,04R,13:25,2026-09-05T13:16:20.863625+09:00,1,-0.05,2,0.16,3,0.04,4,0.05,5,0.07,6,0.12
202609050306,2026-09-05,03,06R,13:29,2026-09-05T13:20:20.387657+09:00,1,0.12,2,0.11,3,0.08,4,0.17,5,-0.01,6,0.01
202609051706,2026-09-05,17,06R,13:31,2026-09-05T13:22:22.136195+09:00,1,0.26,2,-0.01,3,0.14,4,0.03,5,0.12,6,0.04
202609051011,2026-09-05,10,11R,13:33,2026-09-05T13:24:23.918488+09:00,1,0.03,2,-0.04,3,-0.07,4,0.09,5,0.16,6,0.23
202609051107,2026-09-05,11,07R,13:36,2026-09-05T13:26:18.231514+09:00,1,0.21,2,0.07,3,0.01,4,0.11,6,0.01,5,0.06
202609051307,2026-09-05,13,07R,13:39,2026-09-05T13:30:28.094617+09:00,1,0.14,2,0.08,3,0.16,4,0.07,5,0.09,6,0.06
202609050207,2026-09-05,02,07R,13:45,2026-09-05T13:36:23.373901+09:00,1,0.09,2,0.0,3,-0.1,4,-0.16,5,-0.06,6,-0.08
202609050907,2026-09-05,09,07R,13:46,2026-09-05T13:36:23.373901+09:00,1,0.03,2,0.19,3,0.12,4,0.19,5,0.13,6,0.12
202609051811,2026-09-05,18,11R,13:50,2026-09-05T13:40:21.248037+09:00,1,-0.04,2,0.02,3,0.06,4,0.11,5,0.16,6,0.14
202609050407,2026-09-05,04,07R,13:53,2026-09-05T13:44:19.421914+09:00,1,-0.05,2,0.46,3,0.01,4,0.28,5,0.09,6,0.03
202609050307,2026-09-05,03,07R,13:56,2026-09-05T13:46:21.290374+09:00,1,0.08,2,0.01,3,0.06,4,0.17,5,0.07,6,-0.07
202609052205,2026-09-05,22,05R,13:58,2026-09-05T13:48:24.365746+09:00,1,0.09,2,0.0,3,-0.03,4,0.03,6,0.38,5,0.13
202609051707,2026-09-05,17,07R,14:02,2026-09-05T13:52:21.992344+09:00,1,0.19,4,0.18,6,0.15,5,0.18,3,0.22,2,0.19
202609051108,2026-09-05,11,08R,14:07,2026-09-05T13:58:20.372222+09:00,1,0.09,2,0.1,3,0.16,4,0.16,5,0.24,6,0.14
202609051308,2026-09-05,13,08R,14:09,2026-09-05T14:00:22.116286+09:00,1,-0.11,2,0.07,3,0.16,4,0.02,5,0.11,6,0.21
202609051012,2026-09-05,10,12R,14:11,2026-09-05T14:02:21.306002+09:00,1,0.08,2,-0.04,3,0.11,4,-0.09,5,0.01,6,-0.04
202609050208,2026-09-05,02,08R,14:16,2026-09-05T14:06:23.207185+09:00,2,0.15,1,-0.04,3,0.21,4,-0.04,5,-0.06,6,0.05
202609050908,2026-09-05,09,08R,14:18,2026-09-05T14:08:21.156771+09:00,1,0.06,2,0.11,3,0.03,4,0.05,5,0.07,6,0.09
202609050308,2026-09-05,03,08R,14:24,2026-09-05T14:14:19.429005+09:00,1,0.14,2,0.27,3,0.39,4,0.12,5,0.23,6,0.16
202609050408,2026-09-05,04,08R,14:24,2026-09-05T14:14:19.429005+09:00,1,0.17,2,0.05,3,0.03,4,0.05,5,-0.03,6,0.03
202609052206,2026-09-05,22,06R,14:27,2026-09-05T14:18:24.414608+09:00,1,-0.12,2,0.03,3,-0.01,4,0.17,5,0.14,6,0.09
202609051812,2026-09-05,18,12R,14:30,2026-09-05T14:20:17.522341+09:00,1,0.05,2,0.26,3,0.12,5,0.03,4,0.06,6,0.17
202609051309,2026-09-05,13,09R,14:37,2026-09-05T14:28:18.789641+09:00,1,0.07,2,0.11,3,0.09,4,0.13,5,0.09,6,-0.05
202609051109,2026-09-05,11,09R,14:39,2026-09-05T14:30:26.300489+09:00,1,0.06,2,0.04,3,0.23,4,0.06,5,0.08,6,0.06
202609051708,2026-09-05,17,08R,14:46,2026-09-05T14:36:22.175521+09:00,1,0.18,2,0.14,3,0.11,4,0.16,5,0.12,6,0.16
202609050209,2026-09-05,02,09R,14:48,2026-09-05T14:38:21.287041+09:00,1,0.14,2,0.04,3,0.31,4,0.16,5,0.31,6,0.38
202609050909,2026-09-05,09,09R,14:50,2026-09-05T14:40:23.835363+09:00,1,0.04,2,0.15,3,0.16,4,0.24,5,0.31,6,0.22
202609050309,2026-09-05,03,09R,14:52,2026-09-05T14:42:22.079444+09:00,1,0.03,2,0.18,3,0.33,4,0.23,5,0.18,6,0.16
202609050409,2026-09-05,04,09R,14:56,2026-09-05T14:46:20.166740+09:00,1,0.04,2,0.1,3,-0.03,4,0.22,5,0.04,6,0.09
202609052207,2026-09-05,22,07R,15:01,2026-09-05T14:52:22.408271+09:00,1,0.19,2,0.08,3,0.09,4,0.11,5,0.13,6,0.03
202609051310,2026-09-05,13,10R,15:07,2026-09-05T14:58:19.206185+09:00,1,0.05,2,-0.01,3,-0.04,4,0.09,5,0.08,6,0.11
202609051110,2026-09-05,11,10R,15:09,2026-09-05T15:02:35.453106+09:00,1,0.13,2,0.19,3,0.05,4,0.13,5,0.01,6,0.03
202609051709,2026-09-05,17,09R,15:15,2026-09-05T15:06:18.910808+09:00,1,0.24,3,0.26,,,4,0.05,5,0.11,2,0.12
202609051201,2026-09-05,12,01R,15:17,2026-09-05T15:08:17.526741+09:00,1,0.08,2,0.14,3,0.14,4,0.05,5,0.15,6,0.18
202609050101,2026-09-05,01,01R,15:19,2026-09-05T15:10:22.231010+09:00,1,0.04,2,0.03,3,-0.01,4,0.08,5,0.09,6,0.18
202609050210,2026-09-05,02,10R,15:21,2026-09-05T15:12:23.626473+09:00,1,0.12,2,0.18,3,0.07,4,0.05,6,-0.07,5,0.06
202609050310,2026-09-05,03,10R,15:22,2026-09-05T15:12:23.626473+09:00,1,0.61,2,0.26,3,0.25,4,0.24,5,0.33,6,0.39
202609050910,2026-09-05,09,10R,15:23,2026-09-05T15:14:21.555112+09:00,1,0.09,2,-0.02,3,0.06,4,0.05,5,0.05,6,-0.05
202609050701,2026-09-05,07,01R,15:25,2026-09-05T15:16:18.083466+09:00,1,0.13,2,0.15,3,0.31,4,0.21,5,0.16,6,0.19
202609052001,2026-09-05,20,01R,15:27,2026-09-05T15:18:25.823309+09:00,1,0.07,2,-0.01,3,0.02,4,0.09,5,0.13,6,0.21
202609050410,2026-09-05,04,10R,15:29,2026-09-05T15:20:24.554485+09:00,1,-0.03,2,-0.06,3,-0.02,4,0.04,5,-0.1,6,0.02
202609052208,2026-09-05,22,08R,15:31,2026-09-05T15:22:22.475187+09:00,1,0.09,2,-0.02,3,-0.01,4,-0.01,5,0.18,6,-0.05
202609051311,2026-09-05,13,11R,15:36,2026-09-05T15:26:23.636438+09:00,1,0.09,2,0.22,3,0.11,4,-0.07,5,-0.14,6,-0.04
202609051111,2026-09-05,11,11R,15:38,2026-09-05T15:28:16.314184+09:00,1,0.07,2,0.03,3,0.14,4,0.22,5,0.06,6,0.04
202609051202,2026-09-05,12,02R,15:42,2026-09-05T15:32:22.314670+09:00,1,-0.01,2,0.11,3,0.0,4,0.06,5,0.03,6,0.18
202609050102,2026-09-05,01,02R,15:43,2026-09-05T15:34:20.435128+09:00,1,-0.06,2,0.26,3,0.06,4,-0.02,5,0.03,6,-0.01
202609051710,2026-09-05,17,10R,15:48,2026-09-05T15:38:21.483597+09:00,1,-0.08,2,-0.01,3,-0.03,4,0.13,5,0.17,6,-0.05
202609050702,2026-09-05,07,02R,15:50,2026-09-05T15:40:25.749072+09:00,1,0.06,2,0.01,3,0.04,4,-0.04,5,0.09,6,0.01
202609050311,2026-09-05,03,11R,15:53,2026-09-05T15:44:22.777858+09:00,1,0.07,2,0.12,3,0.28,4,0.44,5,0.29,6,0.33
202609050211,2026-09-05,02,11R,15:55,2026-09-05T15:46:25.263623+09:00,1,-0.02,2,0.01,3,0.06,4,0.19,5,0.13,6,-0.12
202609052209,2026-09-05,22,09R,15:56,2026-09-05T15:46:25.263623+09:00,1,0.27,2,0.25,3,0.2,4,0.36,6,0.24,5,0.09
202609050911,2026-09-05,09,11R,15:58,2026-09-05T15:48:24.129883+09:00,1,0.03,2,0.05,3,0.0,4,0.13,5,0.06,6,0.06
202609052002,2026-09-05,20,02R,16:01,2026-09-05T15:52:21.500963+09:00,1,0.13,2,0.07,3,-0.01,4,0.01,5,0.08,6,0.08
202609050411,2026-09-05,04,11R,16:03,2026-09-05T15:54:25.515269+09:00,1,0.04,2,0.18,3,0.12,4,0.04,5,0.07,6,0.1
202609050103,2026-09-05,01,03R,16:07,2026-09-05T15:58:18.911454+09:00,1,-0.07,2,-0.14,3,-0.05,4,0.27,5,0.01,6,0.13
202609051312,2026-09-05,13,12R,16:09,2026-09-05T16:00:38.647850+09:00,1,0.11,2,0.11,3,-0.08,4,0.03,5,-0.08,6,-0.04
202609051203,2026-09-05,12,03R,16:11,2026-09-05T16:02:25.930671+09:00,1,0.05,2,0.12,3,0.05,4,0.22,5,0.18,6,0.18
202609051112,2026-09-05,11,12R,16:14,2026-09-05T16:04:19.348816+09:00,1,0.08,2,0.12,3,0.02,4,0.07,5,0.16,6,0.16
202609051711,2026-09-05,17,11R,16:17,2026-09-05T16:08:21.621371+09:00,1,-0.04,2,-0.03,3,-0.03,4,0.04,6,-0.02,5,0.03
202609050703,2026-09-05,07,03R,16:19,2026-09-05T16:10:26.173966+09:00,1,-0.06,2,-0.07,3,0.05,4,0.26,5,0.49,6,0.26
202609052210,2026-09-05,22,10R,16:23,2026-09-05T16:14:20.615501+09:00,1,0.04,2,0.36,3,0.04,5,0.14,6,0.05,4,0.1
202609050312,2026-09-05,03,12R,16:25,2026-09-05T16:16:19.102788+09:00,1,0.23,2,0.23,3,0.07,4,0.63,5,0.11,6,0.3
202609052003,2026-09-05,20,03R,16:27,2026-09-05T16:18:21.199205+09:00,1,0.02,2,0.17,3,0.07,4,0.07,5,0.07,6,0.08
202609050212,2026-09-05,02,12R,16:30,2026-09-05T16:20:22.302419+09:00,1,0.06,2,-0.01,3,-0.1,4,0.21,5,0.13,6,0.03
202609050104,2026-09-05,01,04R,16:33,2026-09-05T16:24:18.673870+09:00,1,0.07,2,0.19,3,0.13,4,0.39,5,0.29,6,0.21
202609050912,2026-09-05,09,12R,16:35,2026-09-05T16:26:20.103112+09:00,1,0.07,2,0.02,3,0.1,4,0.01,5,0.02,6,0.06
202609050412,2026-09-05,04,12R,16:38,2026-09-05T16:28:20.878857+09:00,1,0.22,2,0.2,3,0.29,4,0.06,5,0.24,6,0.03
202609051204,2026-09-05,12,04R,16:44,2026-09-05T16:34:21.441764+09:00,1,-0.09,2,0.14,3,-0.08,4,-0.04,5,-0.14,6,-0.15
202609050704,2026-09-05,07,04R,16:46,2026-09-05T16:36:23.507997+09:00,1,0.01,2,-0.08,3,-0.05,4,-0.06,5,-0.03,6,0.01
202609051712,2026-09-05,17,12R,16:49,2026-09-05T16:40:20.412443+09:00,1,0.06,2,0.12,3,-0.02,4,-0.01,5,0.0,6,-0.01
202609052211,2026-09-05,22,11R,16:51,2026-09-05T16:42:21.554414+09:00,1,-0.01,2,-0.06,3,0.01,4,-0.07,5,-0.03,6,-0.17
202609052004,2026-09-05,20,04R,16:54,2026-09-05T16:44:22.869464+09:00,1,0.06,2,0.14,3,0.15,4,0.07,5,0.04,6,0.13
202609051206,2026-09-05,12,06R,17:37,2026-09-05T17:28:01.576328+09:00,1,0.02,2,0.09,3,-0.09,4,-0.02,5,0.01,6,0.04
202609050706,2026-09-05,07,06R,17:44,2026-09-05T17:38:51.620885+09:00,1,0.02,2,0.08,3,0.19,4,-0.04,5,-0.03,6,0.01
