レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202609070901,2026-09-07,09,01R,10:42,2026-09-07T10:32:22.672411+09:00,1,0.13,2,0.05,3,0.38,4,0.1,5,0.08,6,0.2
202609071006,2026-09-07,10,06R,10:48,2026-09-07T10:38:18.754053+09:00,1,0.33,2,0.29,3,0.18,4,0.12,5,0.09,6,0.23
202609071601,2026-09-07,16,01R,10:53,2026-09-07T10:44:21.810841+09:00,1,0.14,2,0.16,3,0.16,4,0.05,5,0.05,6,-0.05
202609070401,2026-09-07,04,01R,10:55,2026-09-07T10:46:18.069408+09:00,1,0.28,2,-0.05,3,0.2,4,0.06,5,0.26,6,0.15
202609071406,2026-09-07,14,06R,10:58,2026-09-07T10:48:19.783153+09:00,1,0.21,2,-0.04,3,-0.08,4,0.05,5,0.19,6,0.21
202609071302,2026-09-07,13,02R,11:03,2026-09-07T10:54:22.973410+09:00,1,0.21,2,0.13,3,0.01,4,0.09,5,0.08,6,0.27
202609071102,2026-09-07,11,02R,11:05,2026-09-07T10:56:25.489941+09:00,1,0.18,2,0.24,3,0.15,4,0.19,6,0.29,5,0.32
202609070902,2026-09-07,09,02R,11:12,2026-09-07T11:02:22.585336+09:00,1,-0.21,2,-0.11,3,-0.1,4,0.05,5,0.03,6,0.09
202609070301,2026-09-07,03,01R,11:14,2026-09-07T11:04:26.746876+09:00,1,0.04,2,0.23,3,0.06,4,0.01,5,0.17,6,0.06
202609071007,2026-09-07,10,07R,11:19,2026-09-07T11:10:30.382469+09:00,1,0.04,2,0.24,3,0.07,4,0.32,5,0.26,6,0.06
202609071602,2026-09-07,16,02R,11:22,2026-09-07T11:12:22.091725+09:00,1,0.07,2,0.25,3,0.25,4,0.31,5,0.02,6,0.0
202609070402,2026-09-07,04,02R,11:24,2026-09-07T11:14:25.313483+09:00,1,0.07,2,0.05,3,-0.03,5,0.38,4,0.06,6,0.08
202609071407,2026-09-07,14,07R,11:28,2026-09-07T11:18:20.162150+09:00,1,0.23,2,0.29,3,0.17,4,0.13,5,0.09,6,0.21
202609071303,2026-09-07,13,03R,11:33,2026-09-07T11:24:21.008773+09:00,1,0.22,2,0.17,3,0.24,4,0.12,5,0.06,6,0.08
202609071103,2026-09-07,11,03R,11:37,2026-09-07T11:28:21.746014+09:00,1,0.18,2,0.13,3,0.2,4,-0.02,5,0.27,6,0.07
202609070302,2026-09-07,03,02R,11:41,2026-09-07T11:32:23.425213+09:00,1,0.09,2,-0.07,3,0.02,4,-0.01,5,-0.27,6,0.01
202609070903,2026-09-07,09,03R,11:42,2026-09-07T11:32:23.425213+09:00,1,0.07,2,0.1,3,-0.01,4,0.15,5,0.01,6,0.11
202609072201,2026-09-07,22,01R,11:47,2026-09-07T11:38:20.396691+09:00,1,0.18,2,0.06,3,0.08,4,0.06,5,0.08,6,0.18
202609071008,2026-09-07,10,08R,11:51,2026-09-07T11:42:18.384138+09:00,1,0.18,2,0.17,3,0.23,4,0.14,5,0.22,6,0.34
202609070403,2026-09-07,04,03R,11:53,2026-09-07T11:44:20.520336+09:00,1,0.03,2,0.14,3,0.11,4,0.2,5,0.12,6,0.14
202609071304,2026-09-07,13,04R,11:57,2026-09-07T11:48:23.931519+09:00,1,0.02,2,-0.01,3,0.21,4,0.05,5,0.06,6,0.04
202609071603,2026-09-07,16,03R,11:59,2026-09-07T11:50:23.467770+09:00,1,0.15,2,0.18,3,0.11,4,0.02,5,0.06,6,0.1
202609071104,2026-09-07,11,04R,12:03,2026-09-07T11:54:17.610502+09:00,1,0.29,2,0.08,3,0.08,4,0.17,5,0.14,6,0.19
202609071408,2026-09-07,14,08R,12:05,2026-09-07T11:56:20.438750+09:00,1,0.15,2,0.06,3,0.09,4,0.04,5,0.07,6,0.11
202609070303,2026-09-07,03,03R,12:08,2026-09-07T11:58:20.862035+09:00,1,0.11,2,-0.05,3,0.04,4,-0.05,5,0.0,6,-0.02
202609070904,2026-09-07,09,04R,12:13,2026-09-07T12:04:23.154737+09:00,1,0.13,2,0.19,3,0.23,4,0.15,5,0.11,6,0.16
202609072202,2026-09-07,22,02R,12:18,2026-09-07T12:08:20.020161+09:00,1,0.05,2,0.15,3,0.16,4,0.06,5,0.05,6,0.02
202609070404,2026-09-07,04,04R,12:22,2026-09-07T12:12:21.133625+09:00,1,-0.04,3,0.12,4,0.03,5,0.2,6,0.1,2,0.15
202609071009,2026-09-07,10,09R,12:25,2026-09-07T12:16:22.280717+09:00,1,-0.02,2,-0.01,3,-0.09,4,0.08,5,0.11,6,0.09
202609071604,2026-09-07,16,04R,12:28,2026-09-07T12:18:23.007063+09:00,1,0.34,2,0.17,3,0.21,4,0.04,5,-0.04,6,0.0
202609071105,2026-09-07,11,05R,12:31,2026-09-07T12:22:24.024105+09:00,1,0.04,2,0.36,3,0.23,4,0.18,5,0.4,6,0.39
202609071305,2026-09-07,13,05R,12:33,2026-09-07T12:24:22.789825+09:00,1,0.03,2,0.04,3,0.25,4,0.17,5,0.22,6,0.17
202609070304,2026-09-07,03,04R,12:35,2026-09-07T12:26:24.252092+09:00,1,0.05,2,0.03,3,-0.01,4,-0.01,5,-0.01,6,-0.02
202609071409,2026-09-07,14,09R,12:38,2026-09-07T12:28:20.937283+09:00,1,0.13,2,0.14,3,0.01,4,0.02,5,0.05,6,0.02
202609070905,2026-09-07,09,05R,12:44,2026-09-07T12:34:23.394280+09:00,1,0.09,2,0.1,3,0.01,4,0.05,5,0.01,6,0.06
202609072203,2026-09-07,22,03R,12:48,2026-09-07T12:38:21.732977+09:00,1,0.16,2,0.31,3,0.18,4,0.05,5,0.01,6,0.03
202609070405,2026-09-07,04,05R,12:52,2026-09-07T12:42:25.867850+09:00,1,0.29,2,0.19,3,0.16,4,0.06,5,0.24,6,0.19
202609071605,2026-09-07,16,05R,12:57,2026-09-07T12:48:24.643013+09:00,1,0.04,2,0.05,3,0.14,4,0.01,5,0.02,6,0.08
202609071010,2026-09-07,10,10R,12:59,2026-09-07T12:50:20.219184+09:00,1,0.09,2,0.18,3,0.17,4,0.08,5,0.14,6,0.21
202609070305,2026-09-07,03,05R,13:02,2026-09-07T12:52:21.767719+09:00,1,-0.11,2,0.04,3,0.13,4,0.12,5,0.11,6,0.14
202609071106,2026-09-07,11,06R,13:01,2026-09-07T12:52:21.767719+09:00,1,0.05,2,0.15,3,0.06,4,0.24,6,0.42,5,0.04
202609071306,2026-09-07,13,06R,13:07,2026-09-07T12:58:23.903493+09:00,1,0.08,2,0.28,3,-0.09,4,0.12,5,-0.01,6,0.11
202609071410,2026-09-07,14,10R,13:09,2026-09-07T13:00:53.216834+09:00,1,0.08,2,0.03,3,-0.04,4,0.21,5,0.15,6,0.09
202609070906,2026-09-07,09,06R,13:15,2026-09-07T13:06:23.310462+09:00,1,0.05,2,0.45,3,0.08,4,-0.01,5,-0.03,6,0.05
202609072204,2026-09-07,22,04R,13:19,2026-09-07T13:10:20.700496+09:00,1,0.03,2,-0.03,3,0.01,4,0.1,5,0.17,6,0.03
202609070406,2026-09-07,04,06R,13:22,2026-09-07T13:12:17.990241+09:00,1,0.19,2,0.02,3,0.01,4,0.08,5,0.11,6,0.13
