レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202609120205,2026-09-12,02,05R,12:44,2026-09-12T12:34:22.723417+09:00,1,0.13,,,2,0.02,3,-0.03,4,0.13,5,0.11
202609121805,2026-09-12,18,05R,12:48,2026-09-12T12:38:23.841540+09:00,1,0.1,2,0.05,3,0.04,4,0.06,5,-0.03,6,0.04
202609121605,2026-09-12,16,05R,12:55,2026-09-12T12:46:19.912716+09:00,1,0.05,2,0.06,3,0.09,4,0.2,5,0.07,6,0.06
202609121010,2026-09-12,10,10R,12:57,2026-09-12T12:48:21.000869+09:00,1,0.07,2,0.16,3,0.07,4,0.24,5,0.05,6,-0.06
202609120906,2026-09-12,09,06R,13:00,2026-09-12T12:50:24.591324+09:00,1,0.06,2,0.05,3,0.2,4,-0.03,5,0.3,6,0.16
202609120505,2026-09-12,05,05R,13:01,2026-09-12T12:52:16.636462+09:00,1,0.07,2,0.13,3,0.18,4,0.14,5,0.05,6,0.01
202609120604,2026-09-12,06,04R,13:03,2026-09-12T12:54:26.055365+09:00,1,0.19,2,0.21,4,0.45,5,0.11,6,0.06,3,0.19
202609120806,2026-09-12,08,06R,13:05,2026-09-12T12:56:16.336526+09:00,1,0.12,2,0.21,3,0.28,4,0.02,5,0.29,6,-0.05
202609122110,2026-09-12,21,10R,13:08,2026-09-12T12:58:20.510757+09:00,1,-0.01,2,0.14,3,0.19,4,0.05,5,0.1,6,0.14
202609120206,2026-09-12,02,06R,13:14,2026-09-12T13:04:23.237660+09:00,1,0.01,2,-0.01,3,-0.03,4,0.19,6,0.17,5,0.06
202609121706,2026-09-12,17,06R,13:13,2026-09-12T13:04:23.237660+09:00,1,0.05,2,0.11,3,0.18,4,0.07,5,0.17,6,0.0
202609121806,2026-09-12,18,06R,13:19,2026-09-12T13:10:24.535880+09:00,1,0.08,2,0.01,3,0.05,4,-0.01,5,0.09,6,0.03
202609121606,2026-09-12,16,06R,13:26,2026-09-12T13:16:17.940392+09:00,1,-0.01,2,-0.02,3,0.02,4,0.13,5,0.04,6,0.1
202609120506,2026-09-12,05,06R,13:31,2026-09-12T13:22:21.654362+09:00,1,0.05,2,0.14,3,0.16,4,0.15,5,0.06,6,-0.03
202609120605,2026-09-12,06,05R,13:29,2026-09-12T13:22:21.654362+09:00,1,-0.01,2,0.33,3,0.29,5,0.06,4,0.19,6,0.05
202609120907,2026-09-12,09,07R,13:32,2026-09-12T13:22:21.654362+09:00,1,0.22,2,0.15,3,-0.03,4,0.11,5,0.01,6,0.26
202609121011,2026-09-12,10,11R,13:34,2026-09-12T13:24:23.040205+09:00,1,0.18,2,0.22,3,0.08,4,0.08,5,0.16,6,0.12
202609120807,2026-09-12,08,07R,13:36,2026-09-12T13:26:16.985862+09:00,1,0.03,2,0.19,3,0.07,4,0.27,5,-0.02,6,0.25
202609122111,2026-09-12,21,11R,13:42,2026-09-12T13:32:24.473483+09:00,1,0.13,2,0.06,3,0.03,4,0.15,5,0.18,6,0.12
202609121707,2026-09-12,17,07R,13:44,2026-09-12T13:34:16.027865+09:00,1,0.04,2,0.06,3,0.24,4,0.17,5,0.11,6,0.09
202609120207,2026-09-12,02,07R,13:45,2026-09-12T13:36:22.329823+09:00,1,-0.02,2,0.05,3,-0.02,4,0.45,5,0.29,6,0.31
202609121807,2026-09-12,18,07R,13:50,2026-09-12T13:40:21.793458+09:00,1,0.18,2,0.11,3,0.13,4,-0.01,5,0.13,6,-0.01
202609121607,2026-09-12,16,07R,13:56,2026-09-12T13:46:20.271501+09:00,1,0.24,2,0.08,3,0.02,4,-0.04,5,-0.02,6,0.03
202609120606,2026-09-12,06,06R,13:58,2026-09-12T13:48:23.749944+09:00,1,0.18,2,0.17,3,0.09,4,0.22,6,0.24,5,0.2
202609120507,2026-09-12,05,07R,14:01,2026-09-12T13:52:20.645064+09:00,1,0.17,2,0.22,3,0.09,4,0.03,5,-0.09,6,0.03
202609120908,2026-09-12,09,08R,14:04,2026-09-12T13:54:24.197681+09:00,1,0.03,2,0.07,3,0.13,4,0.03,5,0.05,6,0.15
202609120808,2026-09-12,08,08R,14:07,2026-09-12T13:58:16.630738+09:00,1,0.12,2,0.08,3,0.2,4,0.13,5,0.09,6,0.1
202609121012,2026-09-12,10,12R,14:12,2026-09-12T14:02:23.843631+09:00,1,0.04,2,0.16,3,-0.02,4,0.05,5,0.0,6,0.27
202609120208,2026-09-12,02,08R,14:16,2026-09-12T14:06:23.519706+09:00,1,0.01,3,0.02,2,0.07,4,0.12,5,-0.01,6,0.25
202609121708,2026-09-12,17,08R,14:15,2026-09-12T14:06:23.519706+09:00,1,0.03,2,0.17,3,0.18,4,0.12,5,0.21,6,0.18
202609121808,2026-09-12,18,08R,14:21,2026-09-12T14:12:24.802942+09:00,1,0.11,2,0.09,3,0.17,4,0.04,5,0.14,6,0.03
202609122112,2026-09-12,21,12R,14:23,2026-09-12T14:14:24.085834+09:00,1,0.04,2,0.0,3,0.13,4,0.0,5,0.09,6,0.1
202609120607,2026-09-12,06,07R,14:26,2026-09-12T14:16:20.255211+09:00,1,0.26,2,0.31,4,0.06,6,0.07,3,0.01,5,0.04
202609121608,2026-09-12,16,08R,14:30,2026-09-12T14:20:24.115241+09:00,1,-0.03,2,0.01,3,0.09,4,0.16,5,0.01,6,0.72
202609120508,2026-09-12,05,08R,14:32,2026-09-12T14:22:19.297214+09:00,1,0.13,2,0.07,3,0.11,4,0.14,5,0.21,6,0.06
202609120909,2026-09-12,09,09R,14:36,2026-09-12T14:26:21.785103+09:00,1,0.0,2,0.09,3,0.24,4,0.14,5,0.08,6,0.09
202609120809,2026-09-12,08,09R,14:40,2026-09-12T14:30:31.718726+09:00,1,0.25,2,0.28,3,0.24,4,0.17,5,0.36,6,0.25
202609120209,2026-09-12,02,09R,14:48,2026-09-12T14:38:18.010446+09:00,1,0.02,2,0.03,5,0.19,3,0.15,4,0.13,6,0.14
202609121709,2026-09-12,17,09R,14:47,2026-09-12T14:38:18.010446+09:00,1,0.16,2,0.44,3,0.22,4,0.14,5,0.06,6,0.19
202609121809,2026-09-12,18,09R,14:52,2026-09-12T14:42:19.223974+09:00,1,0.15,2,0.19,3,0.2,4,-0.08,5,0.06,6,0.24
202609120608,2026-09-12,06,08R,14:56,2026-09-12T14:46:21.324392+09:00,1,0.03,2,-0.01,3,-0.09,4,0.06,5,0.19,6,-0.01
202609120509,2026-09-12,05,09R,15:04,2026-09-12T14:54:25.369531+09:00,1,0.03,2,-0.02,3,0.05,4,0.18,5,0.06,6,0.01
202609121609,2026-09-12,16,09R,15:03,2026-09-12T14:54:25.369531+09:00,1,0.25,3,0.16,4,0.22,5,0.28,6,0.07,2,-0.03
202609120910,2026-09-12,09,10R,15:08,2026-09-12T14:58:16.291570+09:00,1,0.16,2,0.08,3,0.04,4,0.09,5,0.16,6,0.03
202609120810,2026-09-12,08,10R,15:11,2026-09-12T15:02:20.227106+09:00,1,0.11,2,0.16,3,0.2,4,0.28,5,0.22,6,0.11
202609122401,2026-09-12,24,01R,15:15,2026-09-12T15:06:17.791890+09:00,1,0.03,2,0.06,3,0.14,4,0.11,5,0.13,6,-0.08
202609121201,2026-09-12,12,01R,15:17,2026-09-12T15:10:29.478127+09:00,1,0.07,2,0.11,3,0.07,4,0.14,5,0.03,6,0.01
202609121710,2026-09-12,17,10R,15:19,2026-09-12T15:10:29.478127+09:00,1,0.03,2,0.16,3,0.06,4,0.1,5,0.03,6,0.03
202609122001,2026-09-12,20,01R,15:20,2026-09-12T15:10:29.478127+09:00,1,0.12,2,0.17,3,0.26,4,0.06,6,0.04,5,-0.03
202609120210,2026-09-12,02,10R,15:21,2026-09-12T15:12:19.513577+09:00,1,0.01,2,0.03,3,0.04,4,0.01,5,0.07,6,-0.01
202609121810,2026-09-12,18,10R,15:26,2026-09-12T15:16:18.901323+09:00,1,0.02,2,0.12,3,0.42,4,0.08,5,0.07,6,-0.03
202609120609,2026-09-12,06,09R,15:29,2026-09-12T15:20:25.605075+09:00,1,0.28,2,0.24,3,0.19,4,0.1,5,0.16,6,0.15
202609121610,2026-09-12,16,10R,15:36,2026-09-12T15:26:17.752255+09:00,1,0.08,2,0.1,3,0.21,5,0.08,6,0.05,4,0.27
202609120510,2026-09-12,05,10R,15:37,2026-09-12T15:28:19.837967+09:00,1,0.23,2,0.11,3,0.13,4,0.11,5,0.15,6,0.01
