レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202609050101,2026-09-05,01,1R,daily,68.49,25.96,42.06,8.23,52.35,6.47,50.0,10.9,50.0,4.18,55.74,52.33,19.84,43.86,8.59,45.8,5.66,50.0,10.9,50.0,4.18,49.16,52.57,19.93,43.86,8.59,58.05,7.17,50.0,10.9,50.0,4.18,50.77,47.29,17.93,43.86,8.59,40.47,5.0,50.0,10.9,50.0,4.18,46.59,44.66,16.93,42.06,8.23,38.3,4.73,50.0,10.9,50.0,4.18,44.98,34.48,13.07,61.91,12.12,51.7,6.39,50.0,10.9,50.0,4.18,46.66
202609050101,2026-09-05,01,1R,realtime,68.49,25.96,42.06,8.23,52.35,6.47,44.37,9.68,50.12,4.19,54.53,52.33,19.84,43.86,8.59,45.8,5.66,55.23,12.04,48.18,4.02,50.15,52.57,19.93,43.86,8.59,58.05,7.17,45.34,9.89,39.92,3.33,48.91,47.29,17.93,43.86,8.59,40.47,5.0,51.79,11.3,57.64,4.81,47.62,44.66,16.93,42.06,8.23,38.3,4.73,56.21,12.26,50.52,4.22,46.37,34.48,13.07,61.91,12.12,51.7,6.39,46.98,10.25,53.73,4.49,46.31
202609050102,2026-09-05,01,2R,daily,68.49,25.96,45.67,8.94,42.53,5.26,50.0,10.9,50.0,4.18,55.24,52.33,19.84,43.86,8.59,51.9,6.41,50.0,10.9,50.0,4.18,49.92,52.57,19.93,43.86,8.59,57.2,7.07,50.0,10.9,50.0,4.18,50.66,47.29,17.93,40.25,7.88,44.19,5.46,50.0,10.9,50.0,4.18,46.35,44.66,16.93,49.28,9.64,38.38,4.74,50.0,10.9,50.0,4.18,46.4,34.48,13.07,45.67,8.94,42.98,5.31,50.0,10.9,50.0,4.18,42.4
202609050102,2026-09-05,01,2R,realtime,68.49,25.96,45.67,8.94,42.53,5.26,51.65,11.26,50.12,4.19,55.61,52.33,19.84,43.86,8.59,51.9,6.41,41.51,9.05,48.18,4.02,47.91,52.57,19.93,43.86,8.59,57.2,7.07,50.54,11.02,39.92,3.33,49.94,47.29,17.93,40.25,7.88,44.19,5.46,44.23,9.65,57.64,4.81,45.73,44.66,16.93,49.28,9.64,38.38,4.74,43.44,9.47,50.52,4.22,45.01,34.48,13.07,45.67,8.94,42.98,5.31,68.57,14.95,53.73,4.49,46.76
202609050103,2026-09-05,01,3R,daily,68.49,25.96,43.86,8.59,58.1,7.18,50.0,10.9,50.0,4.18,56.81,52.33,19.84,45.67,8.94,66.69,8.24,50.0,10.9,50.0,4.18,52.1,52.57,19.93,43.86,8.59,40.97,5.06,50.0,10.9,50.0,4.18,48.66,47.29,17.93,60.1,11.76,56.87,7.03,50.0,10.9,50.0,4.18,51.8,44.66,16.93,49.28,9.64,57.7,7.13,50.0,10.9,50.0,4.18,48.79,34.48,13.07,42.06,8.23,52.14,6.44,50.0,10.9,50.0,4.18,42.83
202609050103,2026-09-05,01,3R,realtime,68.49,25.96,43.86,8.59,58.1,7.18,50.37,10.98,50.83,4.25,56.96,52.33,19.84,45.67,8.94,66.69,8.24,53.42,11.65,47.42,3.96,52.63,52.57,19.93,43.86,8.59,40.97,5.06,46.19,10.07,40.49,3.38,47.03,47.29,17.93,60.1,11.76,56.87,7.03,43.72,9.54,56.71,4.74,50.99,44.66,16.93,49.28,9.64,57.7,7.13,52.92,11.54,50.41,4.21,49.46,34.48,13.07,42.06,8.23,52.14,6.44,53.33,11.63,54.25,4.53,43.91
202609050104,2026-09-05,01,4R,daily,68.49,25.96,43.86,8.59,46.56,5.75,50.0,10.9,50.0,4.18,55.38,52.33,19.84,45.67,8.94,56.92,7.03,50.0,10.9,50.0,4.18,50.89,52.57,19.93,45.67,8.94,45.45,5.62,50.0,10.9,50.0,4.18,49.56,47.29,17.93,45.67,8.94,52.74,6.52,50.0,10.9,50.0,4.18,48.46,44.66,16.93,47.47,9.29,52.14,6.44,50.0,10.9,50.0,4.18,47.75,34.48,13.07,45.67,8.94,56.38,6.97,50.0,10.9,50.0,4.18,44.06
202609050104,2026-09-05,01,4R,realtime,68.49,25.96,43.86,8.59,46.56,5.75,48.88,10.66,50.12,4.19,55.15,52.33,19.84,45.67,8.94,56.92,7.03,48.48,10.57,48.18,4.02,50.41,52.57,19.93,45.67,8.94,45.45,5.62,49.23,10.74,39.92,3.33,48.55,47.29,17.93,45.67,8.94,52.74,6.52,39.67,8.65,57.64,4.81,46.85,44.66,16.93,47.47,9.29,52.14,6.44,57.25,12.49,50.52,4.22,49.37,34.48,13.07,45.67,8.94,56.38,6.97,56.41,12.3,53.73,4.49,45.77
202609050105,2026-09-05,01,5R,daily,68.49,25.96,49.28,9.64,64.34,7.95,50.0,10.9,50.0,4.18,58.64,52.33,19.84,63.71,12.47,47.03,5.81,50.0,10.9,50.0,4.18,53.2,52.57,19.93,51.08,10.0,36.86,4.56,50.0,10.9,50.0,4.18,49.56,47.29,17.93,43.86,8.59,42.34,5.23,50.0,10.9,50.0,4.18,46.82,44.66,16.93,43.86,8.59,45.8,5.66,50.0,10.9,50.0,4.18,46.26,34.48,13.07,33.03,6.47,35.87,4.43,50.0,10.9,50.0,4.18,39.05
202609050106,2026-09-05,01,6R,daily,68.49,25.96,54.69,10.7,39.0,4.82,50.0,10.9,50.0,4.18,56.57,52.33,19.84,42.06,8.23,59.03,7.3,50.0,10.9,50.0,4.18,50.44,52.57,19.93,42.06,8.23,52.35,6.47,50.0,10.9,50.0,4.18,49.71,47.29,17.93,40.25,7.88,40.95,5.06,50.0,10.9,50.0,4.18,45.95,44.66,16.93,42.06,8.23,52.69,6.51,50.0,10.9,50.0,4.18,46.75,34.48,13.07,42.06,8.23,45.06,5.57,50.0,10.9,50.0,4.18,41.95
