レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202609060101,2026-09-06,01,1R,daily,68.49,25.96,40.25,7.88,40.92,5.06,50.0,10.9,50.0,4.18,53.98,52.33,19.84,45.67,8.94,42.97,5.31,50.0,10.9,50.0,4.18,49.17,52.57,19.93,43.86,8.59,46.57,5.76,50.0,10.9,50.0,4.18,49.35,47.29,17.93,51.08,10.0,36.89,4.56,50.0,10.9,50.0,4.18,47.56,44.66,16.93,43.86,8.59,58.09,7.18,50.0,10.9,50.0,4.18,47.77,34.48,13.07,33.03,6.47,35.86,4.43,50.0,10.9,50.0,4.18,39.05
202609060101,2026-09-06,01,1R,realtime,68.49,25.96,40.25,7.88,40.92,5.06,48.58,10.59,61.73,5.16,54.65,52.33,19.84,45.67,8.94,42.97,5.31,54.66,11.92,46.51,3.89,49.89,52.57,19.93,43.86,8.59,46.57,5.76,42.68,9.31,46.45,3.88,47.45,47.29,17.93,51.08,10.0,36.89,4.56,44.2,9.64,51.36,4.29,46.41,44.66,16.93,43.86,8.59,58.09,7.18,49.88,10.88,48.46,4.05,47.62,34.48,13.07,33.03,6.47,35.86,4.43,59.94,13.07,45.6,3.81,40.85
202609060102,2026-09-06,01,2R,daily,68.49,25.96,42.06,8.23,58.93,7.28,50.0,10.9,50.0,4.18,56.56,52.33,19.84,45.67,8.94,45.66,5.64,50.0,10.9,50.0,4.18,49.5,52.57,19.93,43.86,8.59,40.53,5.01,50.0,10.9,50.0,4.18,48.6,47.29,17.93,43.86,8.59,57.09,7.06,50.0,10.9,50.0,4.18,48.65,44.66,16.93,61.91,12.12,51.64,6.38,50.0,10.9,50.0,4.18,50.51,34.48,13.07,54.69,10.7,44.09,5.45,50.0,10.9,50.0,4.18,44.3
202609060102,2026-09-06,01,2R,realtime,68.49,25.96,42.06,8.23,58.93,7.28,49.26,10.74,61.73,5.16,57.38,52.33,19.84,45.67,8.94,45.66,5.64,48.04,10.48,46.51,3.89,48.78,52.57,19.93,43.86,8.59,40.53,5.01,61.94,13.51,46.45,3.88,50.91,47.29,17.93,43.86,8.59,57.09,7.06,49.32,10.76,51.36,4.29,48.61,44.66,16.93,61.91,12.12,51.64,6.38,54.12,11.8,48.46,4.05,51.28,34.48,13.07,54.69,10.7,44.09,5.45,37.23,8.12,45.6,3.81,41.15
202609060103,2026-09-06,01,3R,daily,68.49,25.96,45.67,8.94,52.69,6.51,50.0,10.9,50.0,4.18,56.49,52.33,19.84,42.06,8.23,52.69,6.51,50.0,10.9,50.0,4.18,49.66,52.57,19.93,49.28,9.64,34.68,4.29,50.0,10.9,50.0,4.18,48.94,47.29,17.93,45.67,8.94,56.45,6.98,50.0,10.9,50.0,4.18,48.92,44.66,16.93,43.86,8.59,62.8,7.76,50.0,10.9,50.0,4.18,48.36,34.48,13.07,49.28,9.64,64.44,7.96,50.0,10.9,50.0,4.18,45.76
202609060103,2026-09-06,01,3R,realtime,68.49,25.96,45.67,8.94,52.69,6.51,53.6,11.69,61.22,5.11,58.21,52.33,19.84,42.06,8.23,52.69,6.51,48.69,10.62,47.73,3.99,49.19,52.57,19.93,49.28,9.64,34.68,4.29,47.72,10.41,45.61,3.81,48.08,47.29,17.93,45.67,8.94,56.45,6.98,60.04,13.09,45.07,3.76,50.7,44.66,16.93,43.86,8.59,62.8,7.76,46.4,10.12,60.2,5.03,48.42,34.48,13.07,49.28,9.64,64.44,7.96,43.48,9.48,40.26,3.36,43.52
202609060104,2026-09-06,01,4R,daily,68.49,25.96,43.86,8.59,58.02,7.17,50.0,10.9,50.0,4.18,56.8,52.33,19.84,49.28,9.64,38.15,4.71,50.0,10.9,50.0,4.18,49.28,52.57,19.93,49.28,9.64,56.81,7.02,50.0,10.9,50.0,4.18,51.67,47.29,17.93,63.71,12.47,46.99,5.81,50.0,10.9,50.0,4.18,51.29,44.66,16.93,45.67,8.94,41.71,5.15,50.0,10.9,50.0,4.18,46.1,34.48,13.07,40.25,7.88,44.18,5.46,50.0,10.9,50.0,4.18,41.49
202609060104,2026-09-06,01,4R,realtime,68.49,25.96,43.86,8.59,58.02,7.17,53.56,11.68,71.69,5.99,59.39,52.33,19.84,49.28,9.64,38.15,4.71,65.57,14.3,59.09,4.94,53.43,52.57,19.93,49.28,9.64,56.81,7.02,46.54,10.15,52.64,4.4,51.14,47.29,17.93,63.71,12.47,46.99,5.81,47.2,10.29,39.07,3.26,49.76,44.66,16.93,45.67,8.94,41.71,5.15,36.3,7.92,53.61,4.48,43.42,34.48,13.07,40.25,7.88,44.18,5.46,50.75,11.07,23.99,2.0,39.48
202609060105,2026-09-06,01,5R,daily,68.49,25.96,45.67,8.94,66.68,8.24,50.0,10.9,50.0,4.18,58.22,52.33,19.84,42.06,8.23,51.52,6.37,50.0,10.9,50.0,4.18,49.52,52.57,19.93,47.47,9.29,54.3,6.71,50.0,10.9,50.0,4.18,51.01,47.29,17.93,60.1,11.76,44.36,5.48,50.0,10.9,50.0,4.18,50.25,44.66,16.93,40.25,7.88,40.92,5.06,50.0,10.9,50.0,4.18,44.95,34.48,13.07,43.86,8.59,51.97,6.42,50.0,10.9,50.0,4.18,43.16
202609060105,2026-09-06,01,5R,realtime,68.49,25.96,45.67,8.94,66.68,8.24,55.32,12.07,61.45,5.13,60.34,52.33,19.84,42.06,8.23,51.52,6.37,45.89,10.01,45.77,3.82,48.27,52.57,19.93,47.47,9.29,54.3,6.71,39.91,8.7,47.35,3.96,48.59,47.29,17.93,60.1,11.76,44.36,5.48,57.08,12.45,44.67,3.73,51.35,44.66,16.93,40.25,7.88,40.92,5.06,51.24,11.17,60.47,5.05,46.09,34.48,13.07,43.86,8.59,51.97,6.42,50.49,11.01,40.39,3.37,42.46
202609060106,2026-09-06,01,6R,daily,68.49,25.96,54.69,10.7,55.77,6.89,50.0,10.9,50.0,4.18,58.64,52.33,19.84,43.86,8.59,58.09,7.18,50.0,10.9,50.0,4.18,50.68,52.57,19.93,43.86,8.59,42.37,5.24,50.0,10.9,50.0,4.18,48.83,47.29,17.93,42.06,8.23,52.33,6.47,50.0,10.9,50.0,4.18,47.71,44.66,16.93,42.06,8.23,58.93,7.28,50.0,10.9,50.0,4.18,47.52,34.48,13.07,42.06,8.23,38.43,4.75,50.0,10.9,50.0,4.18,41.13
202609060106,2026-09-06,01,6R,realtime,68.49,25.96,54.69,10.7,55.77,6.89,74.99,16.35,61.45,5.13,65.05,52.33,19.84,43.86,8.59,58.09,7.18,43.91,9.58,45.77,3.82,49.0,52.57,19.93,43.86,8.59,42.37,5.24,48.72,10.63,47.35,3.96,48.33,47.29,17.93,42.06,8.23,52.33,6.47,37.3,8.13,44.67,3.73,44.49,44.66,16.93,42.06,8.23,58.93,7.28,37.91,8.27,60.47,5.05,45.76,34.48,13.07,42.06,8.23,38.43,4.75,57.11,12.46,40.39,3.37,41.88
202609060107,2026-09-06,01,7R,daily,68.49,25.96,49.28,9.64,57.77,7.14,50.0,10.9,50.0,4.18,57.83,52.33,19.84,42.06,8.23,44.91,5.55,50.0,10.9,50.0,4.18,48.7,52.57,19.93,72.73,14.24,42.25,5.22,50.0,10.9,50.0,4.18,54.46,47.29,17.93,42.06,8.23,52.69,6.51,50.0,10.9,50.0,4.18,47.75,44.66,16.93,43.86,8.59,46.57,5.76,50.0,10.9,50.0,4.18,46.35,34.48,13.07,43.86,8.59,57.09,7.06,50.0,10.9,50.0,4.18,43.79
202609060107,2026-09-06,01,7R,realtime,68.49,25.96,49.28,9.64,57.77,7.14,42.53,9.28,61.45,5.13,57.15,52.33,19.84,42.06,8.23,44.91,5.55,49.66,10.83,45.77,3.82,48.27,52.57,19.93,72.73,14.24,42.25,5.22,61.65,13.45,47.35,3.96,56.78,47.29,17.93,42.06,8.23,52.69,6.51,53.53,11.68,44.67,3.73,48.08,44.66,16.93,43.86,8.59,46.57,5.76,42.39,9.25,60.47,5.05,45.57,34.48,13.07,43.86,8.59,57.09,7.06,50.16,10.94,40.39,3.37,43.02
202609060108,2026-09-06,01,8R,daily,68.49,25.96,47.47,9.29,52.76,6.52,50.0,10.9,50.0,4.18,56.85,52.33,19.84,43.86,8.59,62.8,7.76,50.0,10.9,50.0,4.18,51.26,52.57,19.93,40.25,7.88,44.18,5.46,50.0,10.9,50.0,4.18,48.35,47.29,17.93,33.03,6.47,35.86,4.43,50.0,10.9,50.0,4.18,43.9,44.66,16.93,54.69,10.7,39.0,4.82,50.0,10.9,50.0,4.18,47.53,34.48,13.07,45.67,8.94,45.66,5.64,50.0,10.9,50.0,4.18,42.73
202609060108,2026-09-06,01,8R,realtime,68.49,25.96,47.47,9.29,52.76,6.52,60.61,13.22,61.45,5.13,60.12,52.33,19.84,43.86,8.59,62.8,7.76,40.79,8.9,45.77,3.82,48.9,52.57,19.93,40.25,7.88,44.18,5.46,43.39,9.46,47.35,3.96,46.68,34.48,13.07,33.03,6.47,35.86,4.43,63.77,13.91,40.39,3.37,41.25,47.29,17.93,54.69,10.7,39.0,4.82,54.88,11.97,44.67,3.73,49.15,44.66,16.93,45.67,8.94,45.66,5.64,36.47,7.95,60.47,5.05,44.52
202609060109,2026-09-06,01,9R,daily,68.49,25.96,43.86,8.59,45.77,5.66,50.0,10.9,50.0,4.18,55.28,52.33,19.84,49.28,9.64,38.5,4.76,50.0,10.9,50.0,4.18,49.32,52.57,19.93,60.1,11.76,56.77,7.02,50.0,10.9,50.0,4.18,53.79,47.29,17.93,49.28,9.64,34.68,4.29,50.0,10.9,50.0,4.18,46.94,44.66,16.93,49.28,9.64,56.81,7.02,50.0,10.9,50.0,4.18,48.68,34.48,13.07,60.1,11.76,56.17,6.94,50.0,10.9,50.0,4.18,46.86
