レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202609110306,2026-09-11,03,06R,13:29,2026-09-11T13:20:29.451227+09:00,1305,2.0,1,5.0,3,19.0,25.0
202609111307,2026-09-11,13,07R,13:29,2026-09-11T13:20:29.451227+09:00,1315,3.0,4,0.0,2,28.4,24.6
202609110506,2026-09-11,05,06R,13:31,2026-09-11T13:22:22.368085+09:00,1305,1.0,1,2.0,2,20.0,24.0
202609112111,2026-09-11,21,11R,13:34,2026-09-11T13:24:27.147034+09:00,1302,2.0,1,2.0,1,25.9,26.1
202609111707,2026-09-11,17,07R,13:43,2026-09-11T13:34:23.573514+09:00,1311,2.0,3,2.0,2,26.0,25.0
202609110207,2026-09-11,02,07R,13:45,2026-09-11T13:36:31.568473+09:00,1317,1.0,1,1.0,3,20.0,24.0
202609111411,2026-09-11,14,11R,13:49,2026-09-11T13:40:22.158444+09:00,1313,2.0,8,2.0,2,25.0,26.0
202609110606,2026-09-11,06,06R,13:53,2026-09-11T13:44:23.049862+09:00,1324,1.0,1,1.0,2,23.0,26.0
202609110307,2026-09-11,03,07R,13:56,2026-09-11T13:46:20.180330+09:00,1332,2.0,1,5.0,3,19.0,25.0
202609111607,2026-09-11,16,07R,13:59,2026-09-11T13:50:22.278242+09:00,1329,2.0,4,3.0,1,26.0,27.0
202609110507,2026-09-11,05,07R,14:01,2026-09-11T13:52:20.940948+09:00,1335,2.0,2,2.0,2,20.0,24.0
202609111308,2026-09-11,13,08R,14:07,2026-09-11T13:58:21.499394+09:00,1353,3.0,3,0.0,2,28.3,24.7
202609111708,2026-09-11,17,08R,14:09,2026-09-11T14:00:54.936208+09:00,1346,2.0,3,2.0,2,26.0,25.0
202609112112,2026-09-11,21,12R,14:13,2026-09-11T14:04:21.205165+09:00,1337,2.0,8,2.0,1,26.0,26.1
202609110208,2026-09-11,02,08R,14:16,2026-09-11T14:06:29.096056+09:00,1348,1.0,1,1.0,2,20.0,24.0
202609110607,2026-09-11,06,07R,14:21,2026-09-11T14:12:27.156096+09:00,1357,0.0,,0.0,3,23.0,26.0
202609110308,2026-09-11,03,08R,14:24,2026-09-11T14:14:27.964527+09:00,1359,2.0,1,5.0,2,19.0,25.0
202609111608,2026-09-11,16,08R,14:26,2026-09-11T14:16:19.595320+09:00,1329,2.0,4,3.0,1,26.0,27.0
202609111412,2026-09-11,14,12R,14:28,2026-09-11T14:18:16.917913+09:00,1353,3.0,8,3.0,1,25.0,26.0
202609110508,2026-09-11,05,08R,14:32,2026-09-11T14:22:23.629315+09:00,1405,1.0,1,2.0,2,20.0,24.0
202609111709,2026-09-11,17,09R,14:39,2026-09-11T14:30:25.406125+09:00,1412,1.0,3,1.0,2,27.0,25.0
202609111309,2026-09-11,13,09R,14:43,2026-09-11T14:34:25.926505+09:00,1410,2.0,2,0.0,2,28.6,24.7
202609110209,2026-09-11,02,09R,14:48,2026-09-11T14:38:23.098187+09:00,1419,1.0,1,1.0,2,20.0,24.0
202609110309,2026-09-11,03,09R,14:52,2026-09-11T14:42:22.246961+09:00,1359,2.0,1,5.0,2,19.0,25.0
202609110608,2026-09-11,06,08R,14:54,2026-09-11T14:44:22.408485+09:00,1425,1.0,1,1.0,2,24.0,26.0
202609111609,2026-09-11,16,09R,15:01,2026-09-11T14:52:22.184236+09:00,1429,3.0,5,3.0,1,27.0,27.0
202609110509,2026-09-11,05,09R,15:04,2026-09-11T14:54:26.762877+09:00,1436,1.0,1,2.0,2,21.0,24.0
202609111310,2026-09-11,13,10R,15:11,2026-09-11T15:02:24.148093+09:00,1446,3.0,2,0.0,2,28.5,24.7
202609111710,2026-09-11,17,10R,15:13,2026-09-11T15:04:24.202293+09:00,1442,2.0,3,2.0,2,27.0,26.0
202609112401,2026-09-11,24,01R,15:15,2026-09-11T15:06:28.560873+09:00,1405,1.0,7,1.0,1,27.0,28.0
202609111201,2026-09-11,12,01R,15:18,2026-09-11T15:08:28.589701+09:00,1400,2.0,1,1.0,2,26.0,25.0
202609110210,2026-09-11,02,10R,15:21,2026-09-11T15:12:26.617971+09:00,1451,1.0,1,1.0,2,20.0,24.0
202609110310,2026-09-11,03,10R,15:22,2026-09-11T15:12:26.617971+09:00,1455,4.0,1,5.0,2,20.0,25.0
202609112001,2026-09-11,20,01R,15:23,2026-09-11T15:14:27.582253+09:00,1400,1.0,1,1.0,1,26.0,27.0
