レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202609101407,2026-09-10,14,07R,11:28,2026-09-10T11:18:20.734236+09:00,1102,3.0,8,3.0,2,24.0,25.0
202609100502,2026-09-10,05,02R,11:32,2026-09-10T11:22:25.764255+09:00,1107,1.0,4,2.0,2,20.0,24.0
202609101303,2026-09-10,13,03R,11:35,2026-09-10T11:26:20.895970+09:00,1109,3.0,2,0.0,2,27.6,24.6
202609101703,2026-09-10,17,03R,11:39,2026-09-10T11:30:34.614932+09:00,1114,3.0,3,4.0,1,25.0,26.0
202609100302,2026-09-10,03,02R,11:41,2026-09-10T11:32:21.723646+09:00,1100,3.0,1,5.0,3,20.0,25.0
202609101603,2026-09-10,16,03R,11:49,2026-09-10T11:40:26.673770+09:00,1126,4.0,4,5.0,1,25.0,27.0
202609102108,2026-09-10,21,08R,11:51,2026-09-10T11:42:18.772426+09:00,1121,2.0,3,2.0,2,25.4,25.0
202609100403,2026-09-10,04,03R,11:53,2026-09-10T11:44:24.915320+09:00,1127,1.0,5,3.0,3,20.0,25.0
202609101304,2026-09-10,13,04R,11:59,2026-09-10T11:50:31.568168+09:00,1109,3.0,2,0.0,2,27.6,24.6
202609100503,2026-09-10,05,03R,12:01,2026-09-10T11:52:17.969881+09:00,1136,1.0,3,2.0,2,20.0,25.0
202609101408,2026-09-10,14,08R,12:05,2026-09-10T11:56:26.629294+09:00,1132,1.0,8,1.0,1,24.0,25.0
202609100303,2026-09-10,03,03R,12:08,2026-09-10T11:58:20.414319+09:00,1117,3.0,1,5.0,2,20.0,25.0
202609101704,2026-09-10,17,04R,12:13,2026-09-10T12:04:19.470298+09:00,1142,4.0,3,4.0,1,25.0,26.0
202609101604,2026-09-10,16,04R,12:20,2026-09-10T12:10:26.765352+09:00,1153,5.0,4,5.0,1,25.0,27.0
202609100404,2026-09-10,04,04R,12:22,2026-09-10T12:12:22.270566+09:00,1156,3.0,1,3.0,2,21.0,25.0
202609102109,2026-09-10,21,09R,12:24,2026-09-10T12:14:18.497042+09:00,1154,2.0,3,2.0,2,24.2,25.0
202609101305,2026-09-10,13,05R,12:28,2026-09-10T12:18:20.875688+09:00,1202,5.0,3,3.0,2,28.0,24.6
202609100504,2026-09-10,05,04R,12:31,2026-09-10T12:22:24.816485+09:00,1205,2.0,7,2.0,2,21.0,25.0
202609100304,2026-09-10,03,04R,12:35,2026-09-10T12:26:26.842924+09:00,1211,4.0,1,5.0,2,21.0,25.0
202609101409,2026-09-10,14,09R,12:38,2026-09-10T12:28:24.069153+09:00,1209,1.0,8,1.0,2,25.0,25.0
202609101705,2026-09-10,17,05R,12:42,2026-09-10T12:32:27.503436+09:00,1216,3.0,3,3.0,1,25.0,26.0
202609101605,2026-09-10,16,05R,12:50,2026-09-10T12:40:24.737015+09:00,1223,3.0,4,3.0,1,25.0,27.0
202609100405,2026-09-10,04,05R,12:52,2026-09-10T12:42:19.928997+09:00,1226,2.0,1,3.0,2,21.0,25.0
202609101306,2026-09-10,13,06R,12:56,2026-09-10T12:46:23.621774+09:00,1231,1.0,4,0.0,2,28.3,24.7
202609102110,2026-09-10,21,10R,12:58,2026-09-10T12:48:32.935979+09:00,1227,1.0,3,1.0,2,24.3,25.0
202609100305,2026-09-10,03,05R,13:02,2026-09-10T12:52:24.258075+09:00,1211,4.0,1,5.0,2,21.0,25.0
202609100505,2026-09-10,05,05R,13:01,2026-09-10T12:52:24.258075+09:00,1235,1.0,2,2.0,2,22.0,24.0
202609101706,2026-09-10,17,06R,13:08,2026-09-10T12:58:21.886495+09:00,1245,2.0,3,2.0,2,26.0,26.0
202609101410,2026-09-10,14,10R,13:09,2026-09-10T13:00:49.670450+09:00,1242,1.0,8,1.0,2,25.0,25.0
202609101606,2026-09-10,16,06R,13:18,2026-09-10T13:08:22.728206+09:00,1254,4.0,4,5.0,2,26.0,27.0
202609100406,2026-09-10,04,06R,13:22,2026-09-10T13:12:23.190205+09:00,1256,3.0,1,3.0,2,21.0,25.0
202609101307,2026-09-10,13,07R,13:27,2026-09-10T13:18:24.942875+09:00,1259,3.0,1,0.0,2,28.3,24.7
202609100506,2026-09-10,05,06R,13:31,2026-09-10T13:22:20.642979+09:00,1305,2.0,2,2.0,2,22.0,25.0
202609100306,2026-09-10,03,06R,13:33,2026-09-10T13:24:22.563473+09:00,1310,4.0,1,5.0,3,21.0,25.0
202609102111,2026-09-10,21,11R,13:34,2026-09-10T13:24:22.563473+09:00,1301,2.0,3,2.0,2,24.8,25.0
202609101707,2026-09-10,17,07R,13:39,2026-09-10T13:30:32.335829+09:00,1311,1.0,3,2.0,2,26.0,26.0
202609101607,2026-09-10,16,07R,13:46,2026-09-10T13:36:20.619236+09:00,1322,2.0,4,5.0,2,26.0,27.0
202609101411,2026-09-10,14,11R,13:49,2026-09-10T13:40:27.745737+09:00,1313,2.0,8,2.0,3,25.0,25.0
202609100407,2026-09-10,04,07R,13:53,2026-09-10T13:44:18.010747+09:00,1325,1.0,1,3.0,2,22.0,25.0
202609100307,2026-09-10,03,07R,14:02,2026-09-10T13:52:21.396632+09:00,1310,4.0,1,5.0,3,21.0,25.0
202609100507,2026-09-10,05,07R,14:01,2026-09-10T13:52:21.396632+09:00,1335,2.0,2,2.0,2,22.0,24.0
202609101308,2026-09-10,13,08R,14:06,2026-09-10T13:56:25.588531+09:00,1352,1.0,3,0.0,2,28.2,24.8
202609101708,2026-09-10,17,08R,14:10,2026-09-10T14:00:50.037264+09:00,1342,1.0,3,2.0,2,26.0,26.0
202609102112,2026-09-10,21,12R,14:13,2026-09-10T14:04:29.115614+09:00,1337,2.0,2,2.0,2,25.4,25.1
202609101608,2026-09-10,16,08R,14:21,2026-09-10T14:12:22.210376+09:00,1350,3.0,4,5.0,1,26.0,27.0
202609100408,2026-09-10,04,08R,14:24,2026-09-10T14:14:22.503210+09:00,1356,2.0,1,3.0,2,21.0,25.0
202609100308,2026-09-10,03,08R,14:28,2026-09-10T14:18:24.415818+09:00,1339,3.0,2,5.0,3,21.0,25.0
202609101412,2026-09-10,14,12R,14:28,2026-09-10T14:18:24.415818+09:00,1353,3.0,8,3.0,3,24.0,25.0
202609100508,2026-09-10,05,08R,14:32,2026-09-10T14:22:25.780391+09:00,1405,3.0,2,2.0,2,22.0,25.0
202609101709,2026-09-10,17,09R,14:37,2026-09-10T14:28:23.073345+09:00,1413,1.0,3,2.0,2,26.0,26.0
202609101309,2026-09-10,13,09R,14:42,2026-09-10T14:32:18.362803+09:00,1409,3.0,3,0.0,2,28.1,24.8
202609101609,2026-09-10,16,09R,14:50,2026-09-10T14:40:25.735617+09:00,1425,4.0,4,5.0,2,26.0,27.0
202609100309,2026-09-10,03,09R,14:54,2026-09-10T14:44:25.638883+09:00,1405,2.0,2,5.0,2,21.0,25.0
202609100409,2026-09-10,04,09R,14:56,2026-09-10T14:46:29.499065+09:00,1427,2.0,1,3.0,2,21.0,25.0
202609100509,2026-09-10,05,09R,15:04,2026-09-10T14:54:20.522738+09:00,1436,1.0,1,2.0,2,22.0,25.0
202609101310,2026-09-10,13,10R,15:10,2026-09-10T15:00:54.046525+09:00,1445,3.0,3,0.0,2,27.6,24.8
202609101710,2026-09-10,17,10R,15:13,2026-09-10T15:04:25.106013+09:00,1440,1.0,3,2.0,1,26.0,26.0
202609102401,2026-09-10,24,01R,15:15,2026-09-10T15:06:25.903735+09:00,1405,1.0,6,1.0,2,24.0,28.0
202609100101,2026-09-10,01,01R,15:18,2026-09-10T15:08:23.142087+09:00,1455,2.0,3,1.0,2,20.0,23.0
202609102001,2026-09-10,20,01R,15:20,2026-09-10T15:10:24.654978+09:00,1400,2.0,2,2.0,2,25.0,25.0
202609100310,2026-09-10,03,10R,15:22,2026-09-10T15:12:20.097073+09:00,1457,3.0,1,5.0,3,20.0,25.0
202609101610,2026-09-10,16,10R,15:27,2026-09-10T15:18:32.660818+09:00,1453,4.0,4,5.0,2,26.0,27.0
202609100410,2026-09-10,04,10R,15:29,2026-09-10T15:20:27.948944+09:00,1459,2.0,1,3.0,2,21.0,25.0
202609100510,2026-09-10,05,10R,15:37,2026-09-10T15:28:21.074521+09:00,1508,1.0,2,2.0,2,22.0,24.0
202609101311,2026-09-10,13,11R,15:40,2026-09-10T15:30:38.270866+09:00,1513,3.0,5,0.0,2,26.2,24.8
202609100102,2026-09-10,01,02R,15:42,2026-09-10T15:32:21.846894+09:00,1455,2.0,3,1.0,2,20.0,23.0
202609102002,2026-09-10,20,02R,15:44,2026-09-10T15:34:23.988086+09:00,1400,2.0,2,2.0,2,25.0,25.0
202609102402,2026-09-10,24,02R,15:45,2026-09-10T15:36:27.872707+09:00,1518,1.0,6,1.0,2,25.0,28.0
202609101711,2026-09-10,17,11R,15:52,2026-09-10T15:42:21.686449+09:00,1516,1.0,5,2.0,2,26.0,26.0
202609100311,2026-09-10,03,11R,15:53,2026-09-10T15:44:22.614516+09:00,1525,3.0,1,5.0,3,20.0,25.0
202609101611,2026-09-10,16,11R,16:01,2026-09-10T15:52:21.112364+09:00,1531,3.0,4,5.0,2,26.0,27.0
202609100411,2026-09-10,04,11R,16:03,2026-09-10T15:54:19.860266+09:00,1532,2.0,1,3.0,2,21.0,25.0
202609102003,2026-09-10,20,03R,16:09,2026-09-10T16:00:34.040599+09:00,1523,2.0,2,2.0,2,25.0,25.0
202609100511,2026-09-10,05,11R,16:11,2026-09-10T16:02:24.201632+09:00,1541,1.0,2,2.0,2,22.0,25.0
202609100103,2026-09-10,01,03R,16:13,2026-09-10T16:04:23.896488+09:00,1546,1.0,3,1.0,2,20.0,23.0
202609102403,2026-09-10,24,03R,16:15,2026-09-10T16:06:26.190049+09:00,1548,1.0,6,1.0,2,25.0,28.0
202609101312,2026-09-10,13,12R,16:23,2026-09-10T16:14:23.063183+09:00,1609,2.0,6,0.0,2,25.8,24.8
202609100312,2026-09-10,03,12R,16:25,2026-09-10T16:16:26.399461+09:00,1556,3.0,1,5.0,3,20.0,25.0
202609101712,2026-09-10,17,12R,16:32,2026-09-10T16:22:27.650466+09:00,1555,1.0,5,2.0,2,26.0,26.0
202609102004,2026-09-10,20,04R,16:34,2026-09-10T16:24:27.392624+09:00,1547,2.0,2,2.0,2,25.0,25.0
202609100412,2026-09-10,04,12R,16:38,2026-09-10T16:28:23.283621+09:00,1606,1.0,1,3.0,2,21.0,25.0
202609100104,2026-09-10,01,04R,16:42,2026-09-10T16:32:25.029782+09:00,1617,2.0,3,1.0,2,20.0,23.0
202609101612,2026-09-10,16,12R,16:44,2026-09-10T16:34:25.611588+09:00,1604,2.0,4,3.0,3,26.0,27.0
202609100512,2026-09-10,05,12R,16:46,2026-09-10T16:36:23.979781+09:00,1615,2.0,2,2.0,2,22.0,25.0
202609102404,2026-09-10,24,04R,16:50,2026-09-10T16:40:27.633562+09:00,1618,0.0,,1.0,2,25.0,28.0
202609102005,2026-09-10,20,05R,17:01,2026-09-10T16:52:31.379615+09:00,1637,2.0,2,2.0,2,25.0,25.0
202609100105,2026-09-10,01,05R,17:10,2026-09-10T17:00:31.518976+09:00,1646,2.0,4,1.0,2,20.0,23.0
202609102405,2026-09-10,24,05R,17:19,2026-09-10T17:10:24.008485+09:00,1653,1.0,6,1.0,2,25.0,28.0
202609102006,2026-09-10,20,06R,17:28,2026-09-10T17:18:26.460764+09:00,1637,2.0,2,2.0,2,25.0,25.0
202609100106,2026-09-10,01,06R,17:37,2026-09-10T17:28:24.403554+09:00,1714,2.0,3,1.0,2,20.0,23.0
202609102406,2026-09-10,24,06R,17:46,2026-09-10T17:36:19.272683+09:00,1653,1.0,6,1.0,2,25.0,28.0
202609102007,2026-09-10,20,07R,17:55,2026-09-10T17:46:23.752168+09:00,1731,2.0,2,2.0,2,25.0,25.0
202609100107,2026-09-10,01,07R,18:04,2026-09-10T17:54:21.570695+09:00,1714,2.0,3,1.0,2,20.0,23.0
202609102407,2026-09-10,24,07R,18:13,2026-09-10T18:04:26.774539+09:00,1749,1.0,6,1.0,3,24.0,28.0
202609102008,2026-09-10,20,08R,18:23,2026-09-10T18:14:31.510623+09:00,1758,2.0,2,2.0,2,25.0,25.0
202609100108,2026-09-10,01,08R,18:33,2026-09-10T18:24:28.552235+09:00,1808,2.0,3,1.0,2,20.0,23.0
202609102408,2026-09-10,24,08R,18:43,2026-09-10T18:34:22.646584+09:00,1816,1.0,6,1.0,3,24.0,28.0
202609102009,2026-09-10,20,09R,18:54,2026-09-10T18:44:25.137757+09:00,1826,2.0,3,2.0,2,24.0,25.0
