レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202609071309,2026-09-07,13,09R,14:34,2026-09-07T14:24:26.273224+09:00,1411,3.0,3,0.0,2,27.7,25.4
202609071608,2026-09-07,16,08R,14:36,2026-09-07T14:26:18.547642+09:00,1407,3.0,4,3.0,2,29.0,28.0
202609071109,2026-09-07,11,09R,14:41,2026-09-07T14:32:20.684882+09:00,1409,1.0,3,1.0,2,26.0,27.0
202609072207,2026-09-07,22,07R,14:44,2026-09-07T14:34:23.337213+09:00,1417,4.0,1,4.0,2,28.0,28.0
202609070909,2026-09-07,09,09R,14:48,2026-09-07T14:38:21.195068+09:00,1421,1.0,3,1.0,2,24.0,25.0
202609070309,2026-09-07,03,09R,14:52,2026-09-07T14:42:16.746698+09:00,1359,3.0,5,5.0,3,23.0,26.0
202609070409,2026-09-07,04,09R,14:56,2026-09-07T14:46:30.080346+09:00,1427,0.0,,3.0,3,23.0,26.0
202609071310,2026-09-07,13,10R,15:03,2026-09-07T14:54:21.401302+09:00,1437,4.0,2,0.0,2,27.8,25.4
202609071609,2026-09-07,16,09R,15:05,2026-09-07T14:56:20.252035+09:00,1439,0.0,,1.0,2,29.0,28.0
202609071110,2026-09-07,11,10R,15:10,2026-09-07T15:01:00.629383+09:00,1444,1.0,3,1.0,3,26.0,27.0
202609072208,2026-09-07,22,08R,15:13,2026-09-07T15:04:20.947211+09:00,1447,4.0,1,4.0,2,28.0,28.0
202609072401,2026-09-07,24,01R,15:15,2026-09-07T15:06:21.709085+09:00,1405,6.0,2,5.0,2,29.0,29.0
202609070101,2026-09-07,01,01R,15:18,2026-09-07T15:08:27.459289+09:00,1455,3.0,3,2.0,2,24.0,23.0
202609070701,2026-09-07,07,01R,15:20,2026-09-07T15:10:27.582511+09:00,1309,2.0,8,1.0,2,24.0,25.0
202609070310,2026-09-07,03,10R,15:22,2026-09-07T15:12:16.222880+09:00,1455,1.0,3,5.0,3,23.0,26.0
202609070910,2026-09-07,09,10R,15:22,2026-09-07T15:12:16.222880+09:00,1452,0.0,,0.0,2,24.0,25.0
202609070410,2026-09-07,04,10R,15:29,2026-09-07T15:20:27.503838+09:00,1459,1.0,1,3.0,3,23.0,26.0
202609071610,2026-09-07,16,10R,15:35,2026-09-07T15:26:21.163248+09:00,1509,0.0,,1.0,2,29.0,28.0
202609071311,2026-09-07,13,11R,15:40,2026-09-07T15:30:32.749906+09:00,1526,3.0,3,0.0,2,27.7,25.5
202609070102,2026-09-07,01,02R,15:42,2026-09-07T15:32:23.004630+09:00,1455,3.0,3,2.0,2,24.0,23.0
202609072209,2026-09-07,22,09R,15:44,2026-09-07T15:34:23.260659+09:00,1516,4.0,1,4.0,2,28.0,28.0
202609072402,2026-09-07,24,02R,15:45,2026-09-07T15:36:23.082574+09:00,1518,6.0,2,5.0,1,29.0,29.0
202609070702,2026-09-07,07,02R,15:48,2026-09-07T15:38:27.644601+09:00,1524,1.0,8,0.0,2,24.0,25.0
202609071111,2026-09-07,11,11R,15:51,2026-09-07T15:42:25.407499+09:00,1513,0.0,,1.0,2,25.0,27.0
202609070311,2026-09-07,03,11R,15:53,2026-09-07T15:44:20.528905+09:00,1525,1.0,3,5.0,3,23.0,26.0
