場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
05,2026-09-02,15,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,渡邉 健,１　４６５　３３６６
05,2026-09-02,16,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,新井 英孝,５６６　転　６５３　３５
05,2026-09-02,16,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,松浦 勝,５　６４５　４５
05,2026-09-02,16,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,桐生 順平,１１２　３３１１４１[３]
05,2026-09-02,17,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,和田 操拓,１４１　１　２５２３転３
05,2026-09-02,17,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,田邉 亮蔵,３３５　４４３　６５３
05,2026-09-02,17,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,武田 正紀,４６２　１６６　４５３
05,2026-09-02,18,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,浅見 宗孝,５６５　５　４６２　６５
05,2026-09-02,18,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,濱野谷 憲吾,２２３　１２１１４１[３]
05,2026-09-02,18,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,中嶋 健一郎,３１２６３　６２
05,2026-09-02,19,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,三浦 敬太,４　４１３５欠欠
05,2026-09-02,19,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,高井 駿弥,４　Ｆ２３　４　６　３
05,2026-09-02,19,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,高木 茉白,５　６４４　１２６２４
05,2026-09-02,20,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,高橋 英之,３２５　３３３　４エ４６
05,2026-09-02,20,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,長畑 友輔,５３２　４　１３５５２６
05,2026-09-02,20,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,宇恵 有香,４　１６１　１４
05,2026-09-02,21,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,前田 翔,２３２　４１３１１１[１]
05,2026-09-02,21,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,浅井 翼,２　２　３５１５
05,2026-09-02,21,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,淺香 文武,４２３５５　４　５３
05,2026-09-02,22,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,根岸 真優,３　５　４６４１
05,2026-09-02,22,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,米田 隆弘,５　４５６　５
05,2026-09-02,22,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,金田 諭,２４１１６３１３４３
05,2026-09-02,23,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,木村 浩士,　　　　　　　　５３５エ
05,2026-09-02,23,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,久保原 秀人,５　５５５　６５６　２
05,2026-09-02,23,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,泥谷 一毅,１３２　１　３４３４３５
05,2026-09-02,24,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,都築 正治,６３４　３４５１
05,2026-09-02,24,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,伊藤 喜智,２　５３２　１５１２[５]
05,2026-09-02,24,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,前田 光昭,１　６６６　５６５
05,2026-09-02,25,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,熊倉 幹太,６　１６６６６　６　６
05,2026-09-02,25,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,相原 利章,２　５５５　２６３３５４
05,2026-09-02,25,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,岸本 隆,３　５５３５３　４１
05,2026-09-02,26,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,中村 魁生,３５２６４４４　４
05,2026-09-02,26,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,一瀬 明,４５３２１　１４６６５６
05,2026-09-02,26,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,中村 楓,６　６５３　５５３　４６
05,2026-09-02,27,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,秋元 哲,２２２　２１２２４３３１
05,2026-09-02,27,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,山田 亮太,６１２　４１３３４５１５
05,2026-09-02,27,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,鶴本 崇文,３２２２６　５４５　５
05,2026-09-02,28,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,酒井 俊弘,６　２６３１落
05,2026-09-02,28,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,宮下 元胤,１４２　３５２　２５５３
05,2026-09-02,28,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,清水 紀克,２　２４１　４６１６
05,2026-09-02,29,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,八木 治樹,５４３　１６５４
05,2026-09-02,29,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,土屋 智則,３　３２２３４１３３１１
05,2026-09-02,29,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,小黒 竜吾,６６６４４　４　３
05,2026-09-02,30,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,荻野 裕介,５　２４
05,2026-09-02,30,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,眞崎 武蔵,３５３　６　６沈
05,2026-09-02,30,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,河野 主樹,５１３　１３４
05,2026-09-02,31,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,権藤 俊光,５　３３１３１４１２[５]
05,2026-09-02,31,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,若林 麗,５　１６５　３５５　４４
05,2026-09-02,31,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,北川 潤二,４５２５３１３４１４
05,2026-09-02,32,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,川原 正明,３　３２５４４　６２１３
05,2026-09-02,32,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,岡部 大輝,６　３６６　４２５　１５
05,2026-09-02,32,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,小川 知行,５６４　５６１　６　２３
05,2026-09-02,33,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,中曽 瑠華,５４６　４　３２
05,2026-09-02,33,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,杉田 篤光,２４３　３２３　２５３６
05,2026-09-02,33,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,中村 裕将,２　５５５　２５５４
05,2026-09-02,34,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,為本 智也,２　６４２３５　３６１１
05,2026-09-02,34,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,高橋 二朗,４　４４５　５５３　６
05,2026-09-02,34,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,岡 祐臣,１１２　５４４６
05,2026-09-02,35,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,中嶋 達也,５５４４６　５
05,2026-09-02,35,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,泉 具巳,５４４　４　６６１　３２
05,2026-09-02,35,2026-07-12,2026-07-16,一般,ＢＯＡＴＲＡＣＥ振興会会長賞,中井 俊祐,６　４６６
05,2026-09-02,36,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,金田 智博,３３２　１５５４２　１２
05,2026-09-02,36,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,北山 康介,１１１　２５２　３１[６]
05,2026-09-02,36,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,上田 洋平,６　２３４５３
05,2026-09-02,37,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,松尾 拓,４３１　１４４４２４２４
05,2026-09-02,37,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,杉山 貴博,２　５４６２２　４１６１
05,2026-09-02,37,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,三角 哲男,２５５３２１３　４５６２
05,2026-09-02,38,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,石田 勇斗,５　５４６２４
05,2026-09-02,38,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,一色 凌雅,５　１６５４４　５３５
05,2026-09-02,38,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,田邉 亮蔵,６６
05,2026-09-02,39,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,渡部 悟,４　１５４５６　５３４６
05,2026-09-02,39,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,尾形 栄治,４６６　３　２５４　５１
05,2026-09-02,39,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,小野 桜,２　６４５　６５２　３１
05,2026-09-02,40,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,浅井 翼,　　　　　　　　　　６５
05,2026-09-02,40,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,角谷 健吾,２５３　１３２５２６１５
05,2026-09-02,40,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,宇野 博之,５　６３５２５
05,2026-09-02,41,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,畑 竜生,２１１５５　４５１　２１
05,2026-09-02,41,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,牧 宏次,６３３２２　４４
05,2026-09-02,41,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,後藤 隼之,５３３２４　６１２３
05,2026-09-02,42,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,菊地 敬介,６　１３４　３４５５４
05,2026-09-02,42,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,黒井 達矢,６　１１１４１４２２[５]
05,2026-09-02,42,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,佐藤 永梧,１　１４３２[３]
05,2026-09-02,43,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,栗原 直也,１２４　２４２３５転
05,2026-09-02,43,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,村上 宗太郎,６１２　３４４　２３３４
05,2026-09-02,43,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,大谷 健太,４　１６３　１２５６６５
05,2026-09-02,44,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,岩永 雅人,４５５　１２２５５　４６
05,2026-09-02,44,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,中澤 宏奈,２６６　５１２３
05,2026-09-02,44,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,一ノ木 匠,４　５　６６５６５６
05,2026-09-02,45,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,廣瀬 凜,４１３３１２３　３２[２]
05,2026-09-02,45,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,菅沼 佳昭,６５６　６４６　６　１
05,2026-09-02,45,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,長谷川 晴哉,６５４４１４２　５　６５
05,2026-09-02,46,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,上原 崚,３１５　６２２３４５４４
05,2026-09-02,46,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,海老澤 泰行,４　２５２　３４４１４２
05,2026-09-02,46,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,山口 亮,２３４　５　４３６６１
05,2026-09-02,47,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,大塚 康雅,３６４　４　６５４　２
05,2026-09-02,47,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,天野 友和,４３３４１　５４
05,2026-09-02,47,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,廣瀬 真也,１　１５２　４４２６１６
05,2026-09-02,48,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,鈴木 茂正,５　６　３６６６
05,2026-09-02,48,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,柏野 幸二,１６２　２４２　２３５３
05,2026-09-02,48,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,石岡 将太,３４１３３　１５３３
05,2026-09-02,49,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,佐々木 康幸,２６２１６　１１２１[３]
05,2026-09-02,49,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,伊藤 紘章,１　６６３　６２３２２５
05,2026-09-02,49,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,澤田 尚也,１１１３２３[２]
05,2026-09-02,50,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,鈴木 孝明,３４４３１　１３１４２１
05,2026-09-02,50,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,栗城 匠,２３１１６　５６１２[２]
05,2026-09-02,50,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,井上 尚悟,３４５５３　２
05,2026-09-02,51,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,佐藤 悠,３　４３４３５１１５１５
05,2026-09-02,51,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,西田 靖,３５２　２　４３３６５３
05,2026-09-02,51,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,太田 和美,２５３２１２[６]
05,2026-09-02,52,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,中野 仁照,　　　　　　　　　　１２
05,2026-09-02,52,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,三浦 裕貴,５　５４４５６　５　４３
05,2026-09-02,52,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,佐竹 恒彦,２　４３４４３６
05,2026-09-02,53,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,鹿島 敏弘,　　　　　　　　３５６３
05,2026-09-02,53,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,金子 拓矢,１４５５１１２　２３１１
05,2026-09-02,53,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,吉村 誠,４　１３４３２３１６４３
05,2026-09-02,54,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,福田 翔吾,１　６３３２４　１２２６
05,2026-09-02,54,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,山田 竜一,５２１　２６１　３６１４
05,2026-09-02,54,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,吉田 和仁,２２６　３２６　２４２４
05,2026-09-02,55,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,梅木 敬太,１　６３３　４２６３２２
05,2026-09-02,55,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,福島 勇樹,４　１２１２１欠４３２２
05,2026-09-02,55,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,山谷 央,１５１５３　３３
05,2026-09-02,56,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,西舘 健,６　５４転欠
05,2026-09-02,56,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,鈴木 雅希,２　３３５６４　１５１
05,2026-09-02,56,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,中島 秀治,３４１５１　１５
05,2026-09-02,57,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,仲道 大輔,２　２４５５１２１２[６]
05,2026-09-02,57,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,宮之原 輝紀,１　１１１１１１５１[１]
05,2026-09-02,57,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,徳増 秀樹,１６４１２１５３５１
05,2026-09-02,58,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,永井 彪也,３３４６１　５１１４２２
05,2026-09-02,58,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,平石 和男,６２４３３　１３
05,2026-09-02,58,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,村松 将平,１４３３６　２４５２
05,2026-09-02,59,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,塚田 修二,６　４４３６５　４　５
05,2026-09-02,59,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,中村 有裕,６　５１２２４６
05,2026-09-02,59,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,西山 育,６　６　６６６５６６
05,2026-09-02,60,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,中村 泰平,４５２１３　５５１　４４
05,2026-09-02,60,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,植竹 玲奈,６　６　６６５６
05,2026-09-02,60,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,藤田 康生,２４３　１転５　６６Ｆ
05,2026-09-02,61,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,土屋 太朗,１４５　３　２５３６６
05,2026-09-02,61,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,田中 豪,５１３３２３２　１３３１
05,2026-09-02,61,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,豊田 健士郎,２２５２６５１
05,2026-09-02,62,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,小倉 康典,２６３　１５３　２３６６
05,2026-09-02,62,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,馬場 貴也,２１６２２１[５]
05,2026-09-02,62,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,畔柳 俊吾,６　６４５　５４５　２１
05,2026-09-02,63,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,山田 雄太,２１１５３　４１２１[４]
05,2026-09-02,63,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,宮内 由紀英,３　４４６　２６２　５６
05,2026-09-02,63,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,伊藤 啓三,２２３６２　２５
05,2026-09-02,64,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,滝沢 芳行,３　４１２１３　６６３５
05,2026-09-02,64,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,市川 健太,１　３６１３３１
05,2026-09-02,64,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,荒川 健太,２４４４２４１
05,2026-09-02,65,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,齋藤 達希,５５６　１　５６４　４２
05,2026-09-02,65,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,森 弘行,２６２　４　５６１　３６
05,2026-09-02,65,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,長岡 良也,３４５　２２１１４５２４
05,2026-09-02,66,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,武田 光史,６２２　６４３２３　３
05,2026-09-02,66,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,須藤 隆雄,１　６５３転４　５　５
05,2026-09-02,66,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,芝田 浩治,２１２　１３[１]
05,2026-09-02,67,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,雑賀 勇貴,６５６　２　６６１　５４
05,2026-09-02,67,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,谷津 幸宏,１　３１２２４　１４２４
05,2026-09-02,67,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,松尾 充,１　２６５１２６１　２２
05,2026-09-02,68,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,谷川 祐一,２　１２５２３６４４１３
05,2026-09-02,68,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,片橋 幸貴,４６２１４４４１
05,2026-09-02,68,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,川島 圭司,２　２５４　３４１４１３
05,2026-09-02,69,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,深澤 達徳,３４４　４　４６５　６
05,2026-09-02,69,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,多田 有佑,５　４５６　２５
05,2026-09-02,69,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,藤生 雄人,３　１２４　３３６４４４
05,2026-09-02,70,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,馬場 剛,４１６５６欠
05,2026-09-02,70,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,今坂 晃広,３３４　５６２
05,2026-09-02,70,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,大須賀 友,５１３５２　２３１２[６]
05,2026-09-02,71,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,井川 大作,５　４５２４６　６５２
05,2026-09-02,71,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,大池 佑来,２　２２３３２１３２[４]
05,2026-09-02,71,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,齋藤 智裕,６６４　５　１
05,2026-09-02,72,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,高山 弘斗,５２３　５　３５３　３
05,2026-09-02,72,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,田中 和也,４３１５５１６３
05,2026-09-02,72,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,芦澤 望,３５３３１　３３１　４５
05,2026-09-02,73,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,片岡 大地,３　５５４　１６２　４２
05,2026-09-02,73,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,松本 一毅,４３１２１　３２
05,2026-09-02,73,2026-07-31,2026-08-05,一般,多摩川のおんなカップ,杉山 正樹,４　４１１２２３５４４１
05,2026-09-02,74,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,金子 猛志,６　３３４　５３３６５３
05,2026-09-02,74,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,若林 将,３２５４６　４３４　４
05,2026-09-02,74,2026-08-08,2026-08-11,一般,第３３回神奈川新聞社賞,井口 佳典,４４１１１３[４]
05,2026-09-02,75,2026-08-28,2026-09-02,ＧⅢ,第１２回ホットマンカップ,木下 雄介,６６１　２６１６４　５５
05,2026-09-02,75,2026-08-15,2026-08-20,一般,ＢＴＳ大郷開設記念第２８回大郷葉月杯,佐藤 永梧,４４６　２５３　６　３４
05,2026-09-02,75,2026-07-19,2026-07-23,一般,第６４回スポーツニッポン賞,宮内 直哉,５　６　３６３１２４
21,2026-09-02,1,2026-08-30,2026-09-02,一般,ギラヴァンツ北九州カップ,石橋 道友,６６
21,2026-09-02,1,2026-08-20,2026-08-25,一般,ニッカン・コム杯,大平 誉史明,３　４１４６６１３６５６
21,2026-09-02,1,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,井上 恵一,２　６６６　１４
21,2026-09-02,2,2026-08-30,2026-09-02,一般,ギラヴァンツ北九州カップ,伊藤 雄二,４　６１６　３４
21,2026-09-02,2,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,浦野 海,６６４　６５６　６６５
21,2026-09-02,2,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,金子 猛志,２１６　５４６６
21,2026-09-02,3,2026-08-20,2026-08-25,一般,ニッカン・コム杯,古川 健,１　１３３　６４３５１３
21,2026-09-02,3,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,松田 大志郎,１３４２２１５　１１[３]
21,2026-09-02,3,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,岡部 哲,２　４３２３４２
21,2026-09-02,4,2026-08-20,2026-08-25,一般,ニッカン・コム杯,林 美憲,２４６２１　２３４３１５
21,2026-09-02,4,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,富田 恕生,２５３　１１６　４６４２
21,2026-09-02,4,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,山田 哲也,１２３１１１[１]
21,2026-09-02,5,2026-08-30,2026-09-02,一般,ギラヴァンツ北九州カップ,新出 浩司,６５３　５４５３
21,2026-09-02,5,2026-08-10,2026-08-15,一般,九州スポーツ杯争奪オール九州選抜戦,西川 拓利,３４１１１５６　２２[１]
21,2026-09-02,5,2026-08-02,2026-08-05,一般,ＢＴＳ高城開設２８周年記念,岩永 雅人,５５４　２３２
21,2026-09-02,6,2026-08-30,2026-09-02,一般,ギラヴァンツ北九州カップ,石川 諒,３　５６１Ｆ６
21,2026-09-02,6,2026-08-20,2026-08-25,一般,ニッカン・コム杯,杉山 太陽,４５５　２６３６５　３
