登録番号,重み付き和,重み付き二乗和,重み計,基準日
5333,3.0963470452,0.6796952389,16.1039265862,2026-09-12
5334,4.5093461781,1.135610749,20.212952434,2026-09-12
5335,4.6445642046,0.9374208018,27.4567036837,2026-09-12
5336,2.3196783483,0.4674560807,13.0656964004,2026-09-12
5337,3.5095294592,0.7435867857,20.0532921226,2026-09-12
5338,3.5354548849,0.633925871,27.6222041842,2026-09-12
5339,3.5146708027,0.647107126,21.978494376,2026-09-12
5340,4.0852740236,0.8509982163,25.1565593245,2026-09-12
5341,2.843180595,0.7268470122,13.9273629223,2026-09-12
5342,4.9684884795,1.0662113656,26.2642962727,2026-09-12
5343,4.5216401377,0.8617713205,29.0248440937,2026-09-12
5344,3.0237461115,0.463242289,24.2780184781,2026-09-12
5345,4.1992491751,0.832414272,25.6048329816,2026-09-12
5346,4.0347243465,0.9711528966,20.4774985499,2026-09-12
5347,2.9163737529,0.7087440077,14.5776360118,2026-09-12
5348,3.7809033804,0.6174270264,27.5811923126,2026-09-12
5349,3.2351970087,0.7386248539,15.8363045223,2026-09-12
5350,3.8064519426,0.7545001983,22.9676303799,2026-09-12
5351,4.0885537799,0.7650693521,26.5788032078,2026-09-12
5352,3.973053046,0.7748456733,24.1746463937,2026-09-12
5353,3.8210642901,0.8969725076,18.7529681632,2026-09-12
5354,4.9278354862,1.0132175677,30.8824271857,2026-09-12
5355,3.7511268781,0.8407222582,19.8090485578,2026-09-12
5356,3.7717004744,0.7470129166,21.9053475655,2026-09-12
5357,3.0284187344,0.638515286,20.4279591964,2026-09-12
5358,6.333767514,1.5788582426,28.4351241862,2026-09-12
5359,1.7670333975,0.3659950299,10.6751902066,2026-09-12
5360,3.3611028233,0.7200308808,17.4366526166,2026-09-12
5361,4.9377626953,1.1577142355,24.9073573843,2026-09-12
5362,2.4615791937,0.5388091393,12.503352634,2026-09-12
5363,0.2035658433,0.076397013,0.8358423968,2026-09-12
5364,3.6519725973,0.6635837007,24.8201075479,2026-09-12
5365,4.2024140885,1.0993601412,19.3655614008,2026-09-12
5366,3.3933458407,0.83491398,17.6429906092,2026-09-12
5367,2.8164352628,0.6057574368,14.7629574065,2026-09-12
5368,3.4958942193,0.6233434197,25.9436111981,2026-09-12
5369,3.5658365764,0.6264116977,24.6387120974,2026-09-12
5370,3.6509794827,0.7967368155,20.628023544,2026-09-12
5371,3.7394175648,0.9150551468,20.1616606566,2026-09-12
5372,3.6808366562,0.9955389082,20.9582990395,2026-09-12
5373,4.240472014,1.3172947263,19.1907394079,2026-09-12
5374,2.8813742821,0.5179978515,22.4548910113,2026-09-12
5375,4.0438421481,0.7755263083,24.9345930383,2026-09-12
5376,5.4911781752,1.0347013292,34.6039620377,2026-09-12
5377,3.1371776659,0.550792476,20.4417366688,2026-09-12
5378,3.9628192217,0.9429504941,19.7574795927,2026-09-12
5379,3.6101376533,0.7838278983,23.8961259302,2026-09-12
5380,7.1918931016,2.0067742582,27.5306236261,2026-09-12
5381,3.4358169951,0.7140192124,20.2364928361,2026-09-12
5382,5.0937597548,1.1065097055,26.8259203709,2026-09-12
5383,3.6542502057,0.6426198015,26.8593462187,2026-09-12
5384,4.7790512699,1.1779207752,23.291088146,2026-09-12
5385,2.123742571,0.3483873968,17.1816029822,2026-09-12
5386,3.2661153517,0.5575278517,23.7230335079,2026-09-12
5387,2.1238693766,0.5514101118,9.4919411116,2026-09-12
5388,5.0860450048,1.3586676705,21.0337007688,2026-09-12
5389,4.3658222345,0.8560362002,26.8735797319,2026-09-12
5390,2.867904071,0.5628582077,17.6363543881,2026-09-12
5391,3.5282208789,0.7190462485,20.8597904242,2026-09-12
5392,2.9723842474,0.6248211795,18.5490650252,2026-09-12
5393,2.8021519424,0.6931292052,15.3226542284,2026-09-12
5394,4.8230585524,0.9920854167,26.933977719,2026-09-12
5395,2.6217441484,0.5709833,14.8157813036,2026-09-12
5396,4.430111429,0.9599641198,23.3026600161,2026-09-12
5397,2.5554695038,0.5065171755,15.8851924211,2026-09-12
5398,4.0573771085,0.9075853077,22.0532819404,2026-09-12
5399,2.0721110555,0.4755255713,10.0434266704,2026-09-12
5400,3.3908939726,0.5945916346,22.0812632083,2026-09-12
5401,0.2162199919,0.057819634,0.8768050521,2026-09-12
5402,2.0041113074,0.5141228275,9.3096344684,2026-09-12
5403,1.6647560122,0.3239807084,9.6457154814,2026-09-12
5404,4.2229125045,0.8233161149,24.664441901,2026-09-12
5405,4.1823185351,0.8807163058,23.132000155,2026-09-12
5406,2.8344706826,0.603454792,16.4393129727,2026-09-12
5407,3.8861761601,1.0635424934,19.6212363053,2026-09-12
5408,0.0172090404,0.0039764927,0.086636245,2026-09-12
5409,1.9259418639,0.367814747,13.0420672468,2026-09-12
5410,1.6219459609,0.3071427408,9.7554409089,2026-09-12
5411,2.2746881573,0.4340826188,14.2050727475,2026-09-12
5412,2.1065634797,0.4295975119,13.5528755399,2026-09-12
5413,2.054562492,0.434531507,14.3850915836,2026-09-12
5415,2.5715987357,0.8080868825,10.2909835482,2026-09-12
5416,2.8514685177,0.4447348696,22.6492225706,2026-09-12
5417,3.0353892095,0.7274517863,14.984742032,2026-09-12
5418,1.8196684828,0.3635276606,10.2717699052,2026-09-12
5419,4.3943716222,1.1064268249,20.5559936171,2026-09-12
5420,2.2340967031,0.3990966185,16.1965851474,2026-09-12
5421,4.2829261894,1.1332160376,18.8478543886,2026-09-12
5422,1.5221244259,0.3087125104,8.4443800394,2026-09-12
5423,4.0426438238,1.1228936571,18.4079921266,2026-09-12
5424,2.2493698332,0.4896452783,12.3713385421,2026-09-12
5425,3.1919724351,0.7773054554,16.7477110008,2026-09-12
5426,3.2040422524,0.7594014817,17.1438724593,2026-09-12
5427,5.4877189644,1.1828919089,28.1988119426,2026-09-12
5428,1.3696690404,0.3394546674,7.1646350827,2026-09-12
5429,3.4685277481,0.8533175961,16.2961080715,2026-09-12
5430,2.5193284879,0.4816485006,17.4979156653,2026-09-12
5431,1.2439513804,0.2885413167,6.3857748422,2026-09-12
5432,2.7870050909,0.4767716018,20.982547717,2026-09-12
5433,3.9542842913,0.9236604015,19.8500300652,2026-09-12
5434,3.5655898593,0.661803613,22.5553581983,2026-09-12
5435,3.1817925083,0.8307623004,14.153964295,2026-09-12
5436,4.0397994618,0.9584623953,20.5594765365,2026-09-12
5437,2.687683562,0.7943715227,10.7387821685,2026-09-12
5438,2.2374178548,0.4189673742,13.8965695647,2026-09-12
5439,4.1069292075,1.1008060955,18.9364865547,2026-09-12
5440,3.6662969848,0.8027096714,19.6322592836,2026-09-12
5441,3.1008297728,0.6291608808,16.3791878655,2026-09-12
5442,3.5122707456,0.9685558213,16.5780988564,2026-09-12
5443,3.2514753205,0.9050029181,14.2317974403,2026-09-12
5444,2.8693505471,0.77277161,12.2392983865,2026-09-12
5445,1.9872680608,0.358363341,14.2449972317,2026-09-12
5446,2.489584066,0.6207687057,11.5511389659,2026-09-12
5447,3.1268373218,0.8996398075,16.8801595996,2026-09-12
5448,3.7463481991,0.8885831337,19.2207400249,2026-09-12
5449,2.0909111373,0.4768616317,12.5786780607,2026-09-12
5450,3.3852546283,0.809723091,17.2355864212,2026-09-12
5451,2.173054127,0.7193501705,7.153749842,2026-09-12
5452,2.7529194824,0.5853658356,15.042417438,2026-09-12
5453,2.2802729783,0.4446272393,15.4244772679,2026-09-12
5454,4.2152346708,0.9949142339,19.8455327393,2026-09-12
5455,3.7668566976,1.0396993412,20.3457297409,2026-09-12
5456,2.1104795348,0.3784979087,14.8497774068,2026-09-12
5457,4.1960514431,1.002645058,21.176039469,2026-09-12
5458,3.0541172402,0.7575792379,15.7870570343,2026-09-12
5459,2.9863378747,0.6805932197,16.5728563906,2026-09-12
5460,4.1355829958,0.8124847867,24.1137374676,2026-09-12
5461,1.9637123763,0.4215810527,11.7750345236,2026-09-12
5462,1.6680461069,0.3989661944,8.4179979628,2026-09-12
5463,3.6077958708,0.898521281,17.0196780059,2026-09-12
5464,3.4437116177,0.8563035668,17.0180612566,2026-09-12
5465,2.898466642,0.7638932065,13.1835637103,2026-09-12
5466,2.2252795542,0.4660556112,12.5750663916,2026-09-12
5467,3.1288143757,0.7237006394,16.3399021611,2026-09-12
5468,3.5509828102,0.8629041203,17.7530710614,2026-09-12
5469,3.5714580267,0.921357585,17.6245194121,2026-09-12
5470,3.8206061859,1.0378098387,16.8116526663,2026-09-12
5471,2.9867036362,0.6071951002,19.7570304573,2026-09-12
5472,2.4090924746,0.68939222,9.7920871484,2026-09-12
