記録日,場コード,モーター番号,節数,走数,Σw,Σw2,n_eff,加重平均残差,素点
2026-09-09,01,11,6,41,28.210948,20.219337,39.36121,0.168844,0.134638
2026-09-09,01,12,6,42,28.595787,20.769605,39.370949,-0.031238,-0.02491
2026-09-09,01,13,6,42,29.140668,21.242806,39.974875,-0.035592,-0.02847
2026-09-09,01,17,6,43,30.077632,21.952403,41.210247,0.097804,0.078706
2026-09-09,01,21,6,41,26.489978,18.670449,37.584469,-0.141813,-0.11201
2026-09-09,01,22,6,36,20.663791,13.094627,32.608202,-0.275409,-0.210772
2026-09-09,01,24,6,38,26.892138,19.891664,36.356288,-0.111171,-0.087189
2026-09-09,01,25,6,42,29.258256,21.417744,39.968988,-0.139829,-0.111846
2026-09-09,01,26,6,44,28.679154,19.897394,41.336764,-0.039489,-0.031797
2026-09-09,01,27,6,41,27.683644,20.002481,38.314453,0.140242,0.111215
2026-09-09,01,29,6,40,24.437619,16.783561,35.582272,-0.152565,-0.119094
2026-09-09,01,31,6,40,26.532355,18.744531,37.555801,-0.010035,-0.007924
2026-09-09,01,32,6,43,28.565652,20.254341,40.287486,0.215281,0.172471
2026-09-09,01,34,6,44,29.277034,20.780463,41.247625,-0.221514,-0.17829
2026-09-09,01,36,6,41,28.996357,21.39004,39.307486,-0.25163,-0.200597
2026-09-09,01,37,6,42,29.552073,21.680633,40.281342,0.234858,0.188149
2026-09-09,01,38,6,45,29.888314,21.026984,42.484046,-0.416392,-0.337055
2026-09-09,01,40,6,41,28.652178,20.841746,39.389563,-0.222682,-0.177595
2026-09-09,01,41,6,39,27.68064,20.499817,37.376812,-0.00923,-0.007282
2026-09-09,01,42,6,41,25.876961,17.3491,38.596646,-0.068803,-0.054645
2026-09-09,01,43,5,34,22.564423,16.251458,31.329694,-0.259631,-0.196811
2026-09-09,01,44,6,42,28.607687,20.51675,39.889348,-0.275285,-0.220106
2026-09-09,01,47,6,41,28.214455,20.445434,38.935612,0.155123,0.123423
2026-09-09,01,48,6,40,26.664832,18.892312,37.635057,0.180706,0.142771
2026-09-09,01,49,6,43,30.056751,21.914672,41.223902,-0.085642,-0.068923
2026-09-09,01,50,6,42,29.281695,21.223499,40.399449,0.129319,0.10366
2026-09-09,01,51,6,41,28.418306,20.759561,38.902564,0.228561,0.181823
2026-09-09,01,52,6,41,28.380903,20.722988,38.868704,0.279782,0.22253
2026-09-09,01,53,6,43,30.315393,22.238411,41.325932,-0.203074,-0.163509
2026-09-09,01,57,6,40,28.270865,20.860832,38.313035,-0.232634,-0.184482
2026-09-09,01,60,6,44,28.88273,20.43294,40.826825,0.063999,0.051408
2026-09-09,01,62,6,43,30.221,22.14019,41.251173,0.231349,0.186208
2026-09-09,01,63,6,42,24.403289,15.305823,38.908103,0.041756,0.033218
2026-09-09,01,64,6,40,28.181567,20.681763,38.401016,-0.151952,-0.120558
2026-09-09,01,65,6,43,28.489641,20.100832,40.379407,-0.002711,-0.002173
2026-09-09,01,67,6,43,30.078517,21.938108,41.239527,0.197618,0.15905
2026-09-09,01,68,5,26,15.290451,9.983059,23.419465,0.034897,0.024455
2026-09-09,01,69,6,43,28.829095,20.692046,40.166001,-0.247706,-0.198329
