記録日,場コード,モーター番号,節数,走数,Σw,Σw2,n_eff,加重平均残差,素点
2026-09-07,01,11,6,38,25.89332,18.221273,36.795673,0.294466,0.23154
2026-09-07,01,12,6,38,25.287154,17.797565,35.928519,-0.122161,-0.095563
2026-09-07,01,13,6,39,26.84477,19.293146,37.352214,-0.047551,-0.037509
2026-09-07,01,17,6,40,27.79215,20.013463,38.594199,0.211772,0.168192
2026-09-07,01,20,6,38,24.706803,17.106715,35.683421,-0.122037,-0.095324
2026-09-07,01,21,6,38,24.132123,16.599132,35.083726,-0.160135,-0.124615
2026-09-07,01,22,6,33,18.169756,10.759606,30.683282,-0.214527,-0.161796
2026-09-07,01,24,6,35,24.532198,17.855263,33.705957,-0.047674,-0.036766
2026-09-07,01,25,6,38,25.965108,18.476358,36.489162,0.003624,0.002845
2026-09-07,01,26,6,41,26.37247,17.884104,38.889684,0.056457,0.044909
2026-09-07,01,27,6,37,24.35369,16.994161,34.900354,0.163293,0.126925
2026-09-07,01,29,6,37,22.020307,14.600165,33.211539,-0.167116,-0.128442
2026-09-07,01,31,6,37,24.175492,16.676717,35.04613,-0.099231,-0.077202
2026-09-07,01,32,6,40,26.256315,18.257932,37.758605,0.135051,0.106773
2026-09-07,01,34,6,41,26.972839,18.786097,38.727258,-0.091593,-0.072796
2026-09-07,01,36,6,38,26.6856,19.424503,36.660977,-0.332162,-0.260975
2026-09-07,01,37,6,38,26.265791,18.751679,36.790934,0.248536,0.19542
2026-09-07,01,38,6,42,27.609893,19.067117,39.980149,-0.399418,-0.319502
2026-09-07,01,40,6,38,26.344863,18.873118,36.774621,-0.167039,-0.131327
2026-09-07,01,41,6,35,24.350616,17.515018,33.853947,-0.056234,-0.043411
2026-09-07,01,42,6,38,23.493292,15.192451,36.329541,-0.247219,-0.193858
2026-09-07,01,43,5,31,20.103328,14.042896,28.779233,-0.193052,-0.14327
2026-09-07,01,44,6,39,26.299332,18.532751,37.320679,-0.290157,-0.22884
2026-09-07,01,46,6,39,25.745779,17.993196,36.838655,0.370763,0.291605
2026-09-07,01,47,6,38,25.885423,18.435223,36.346461,0.16593,0.130128
2026-09-07,01,48,6,37,24.311065,16.831488,35.114416,0.175775,0.136813
2026-09-07,01,49,6,40,27.77078,19.973947,38.611108,-0.159467,-0.126662
2026-09-07,01,50,6,39,26.989094,19.272926,37.794532,0.029475,0.023308
2026-09-07,01,51,6,38,26.094039,18.764206,36.287113,0.209006,0.163852
2026-09-07,01,52,6,38,26.055762,18.725903,36.254738,0.275373,0.215839
2026-09-07,01,53,6,40,28.035468,20.312997,38.69382,-0.168149,-0.133617
2026-09-07,01,57,6,37,25.943151,18.870267,35.667067,-0.389048,-0.303856
2026-09-07,01,60,6,40,25.580804,17.444979,37.510938,0.10152,0.080152
2026-09-07,01,62,6,40,27.938868,20.210131,38.623221,0.185471,0.147326
2026-09-07,01,63,6,39,21.985175,13.052538,37.030952,0.022015,0.017334
2026-09-07,01,64,6,37,25.863251,18.705569,35.75982,-0.137785,-0.107675
2026-09-07,01,65,6,40,26.178527,18.097163,37.868659,-0.044439,-0.035155
2026-09-07,01,67,6,40,27.804541,20.021332,38.613441,0.120041,0.095348
2026-09-07,01,68,5,23,12.670821,7.50088,21.404117,0.185289,0.126288
2026-09-07,01,69,6,40,26.514429,18.693498,37.607459,-0.150869,-0.119179
2026-09-07,01,70,6,38,26.99944,19.870196,36.686591,-0.413262,-0.324744
2026-09-07,01,71,6,40,26.272848,18.324815,37.668188,0.143886,0.113701
2026-09-07,01,72,6,36,22.750331,15.271467,33.891805,-0.17903,-0.138241
2026-09-07,01,73,6,37,23.930194,16.513067,34.67885,0.345884,0.268468
2026-09-07,01,74,6,41,27.575094,19.503407,38.987333,0.40382,0.321386
2026-09-07,01,75,6,36,25.075344,18.055149,34.825129,0.037264,0.028951
2026-09-07,03,10,6,31,19.984809,13.829396,28.879974,0.386277,0.286926
2026-09-07,03,11,6,32,20.751473,14.41717,29.868805,-0.27394,-0.20523
2026-09-07,03,12,6,33,21.381247,14.857119,30.770281,0.096193,0.072599
2026-09-07,03,13,6,33,21.381247,14.857119,30.770281,0.454899,0.343323
2026-09-07,03,14,6,33,21.912166,15.409657,31.158579,-0.351814,-0.266337
2026-09-07,03,15,6,32,20.751473,14.41717,29.868805,-0.146295,-0.109601
2026-09-07,03,16,6,32,21.291536,15.0263,30.169072,-0.000308,-0.000231
2026-09-07,03,17,6,33,21.606967,15.15329,30.809218,-0.029281,-0.022106
2026-09-07,03,18,6,32,17.845713,10.825603,29.418174,-0.010678,-0.007969
