記録日,場コード,モーター番号,節数,走数,Σw,Σw2,n_eff,加重平均残差,素点
2026-09-11,02,1,3,19,13.877567,10.176719,18.924259,-0.041202,-0.026957
2026-09-11,02,2,2,15,11.327934,8.573641,14.967046,-0.046822,-0.028069
2026-09-11,02,3,3,20,14.648445,10.776892,19.910836,0.336153,0.223768
2026-09-11,02,4,3,20,14.69248,10.844052,19.906671,0.078951,0.052552
2026-09-11,02,5,1,8,5.798162,4.20338,7.998013,-0.126464,-0.056198
2026-09-11,02,6,4,19,14.604348,11.414617,18.685426,0.379757,0.24737
2026-09-11,02,7,3,17,13.033386,10.178777,16.688563,-0.317139,-0.198309
2026-09-11,02,8,4,19,14.63695,11.460678,18.693511,0.229901,0.149778
2026-09-11,02,9,2,13,9.127224,6.419415,12.977228,-0.422295,-0.238506
2026-09-11,02,10,3,17,13.071542,10.227972,16.705678,0.422967,0.264586
2026-09-11,02,11,3,19,14.588238,11.421363,18.633214,-0.059982,-0.039033
2026-09-11,02,12,3,18,13.763341,10.70776,17.690868,0.051478,0.032888
2026-09-11,02,13,3,18,13.744959,10.677702,17.693309,0.103909,0.066388
2026-09-11,02,14,3,19,14.669033,11.534501,18.655384,0.037946,0.024704
2026-09-11,02,15,3,17,12.998502,10.125247,16.687106,0.457138,0.285843
2026-09-11,02,16,3,18,13.758514,10.706603,17.68037,0.003145,0.002009
2026-09-11,02,17,3,15,11.170371,8.447385,14.771103,0.232856,0.138853
2026-09-11,02,18,3,18,13.752625,10.687877,17.696189,0.164133,0.104871
2026-09-11,02,19,3,17,13.080501,10.241725,16.706121,-0.378786,-0.236951
2026-09-11,02,20,3,18,13.744959,10.677702,17.693309,0.367048,0.234508
2026-09-11,02,21,3,19,14.628386,11.477189,18.644782,0.260155,0.169334
2026-09-11,02,22,3,17,12.830308,9.837209,16.734097,0.323697,0.202617
2026-09-11,02,23,3,18,13.2571,9.806957,17.921024,0.04396,0.028216
2026-09-11,02,24,3,16,12.358211,9.722915,15.707777,-0.043955,-0.026857
2026-09-11,02,25,3,16,13.065468,10.809386,15.792428,-0.076747,-0.046991
2026-09-11,02,36,3,17,13.46258,10.82976,16.735466,0.623438,0.390251
2026-09-11,02,44,3,18,14.400397,11.700522,17.723263,0.200721,0.128319
2026-09-11,02,49,6,42,24.352713,14.997221,39.544303,-0.018827,-0.015027
2026-09-11,02,50,6,39,23.106529,14.368388,37.158773,-0.521022,-0.41054
2026-09-11,02,51,6,40,22.755986,13.910852,37.225249,-0.049382,-0.038925
2026-09-11,02,52,3,20,13.124956,9.098667,18.932936,-0.184959,-0.121032
2026-09-11,02,53,6,40,24.050747,15.202966,38.047734,0.215491,0.170641
2026-09-11,02,54,6,41,23.966791,14.841833,38.701894,-0.061113,-0.048565
2026-09-11,02,55,6,38,22.317419,13.792474,36.111519,-0.193226,-0.151322
2026-09-11,02,56,2,15,11.300583,8.530468,14.970242,0.457396,0.27422
