記録日,場コード,モーター番号,節数,走数,Σw,Σw2,n_eff,加重平均残差,素点
2026-09-12,02,1,3,19,13.71817,9.944283,18.924259,-0.041278,-0.027007
2026-09-12,02,2,2,15,11.197821,8.377819,14.967046,-0.045401,-0.027217
2026-09-12,02,3,3,20,14.480193,10.530747,19.910836,0.336937,0.22429
2026-09-12,02,4,3,20,14.523722,10.596373,19.906671,0.078831,0.052472
2026-09-12,02,5,1,8,5.731565,4.107374,7.998013,-0.126713,-0.056309
2026-09-12,02,6,4,19,14.436603,11.153907,18.685426,0.380147,0.247624
2026-09-12,02,7,3,17,12.883685,9.946293,16.688563,-0.317914,-0.198794
2026-09-12,02,8,4,19,14.46883,11.198916,18.693511,0.229071,0.149237
2026-09-12,02,9,2,13,9.022389,6.272796,12.977228,-0.4225,-0.238622
2026-09-12,02,10,3,17,12.921403,9.994365,16.705678,0.423053,0.26464
2026-09-12,02,11,3,19,14.420678,11.160499,18.633214,-0.057725,-0.037565
2026-09-12,02,12,3,18,13.605256,10.463194,17.690868,0.051499,0.032901
2026-09-12,02,13,3,18,13.587084,10.433823,17.693309,0.103421,0.066076
2026-09-12,02,14,3,19,14.500545,11.271052,18.655384,0.036316,0.023642
2026-09-12,02,15,3,17,12.849202,9.893986,16.687106,0.458101,0.286445
2026-09-12,02,16,3,18,13.600484,10.462064,17.68037,0.005392,0.003444
2026-09-12,02,17,3,15,11.042069,8.254446,14.771103,0.232862,0.138857
2026-09-12,02,18,3,18,13.594662,10.443765,17.696189,0.164521,0.105119
2026-09-12,02,19,3,17,12.930258,10.007803,16.706121,-0.378696,-0.236895
2026-09-12,02,20,3,18,13.587084,10.433823,17.693309,0.366652,0.234255
2026-09-12,02,21,3,19,14.460365,11.21505,18.644782,0.261978,0.17052
2026-09-12,02,22,3,17,12.68294,9.612527,16.734097,0.323919,0.202756
2026-09-12,02,23,3,18,13.10483,9.582965,17.921024,0.044285,0.028424
2026-09-12,02,24,3,16,12.216265,9.500844,15.707777,-0.042828,-0.026169
2026-09-12,02,25,3,16,12.915398,10.562499,15.792428,-0.07498,-0.045909
2026-09-12,02,36,3,17,13.30795,10.582407,16.735466,0.625214,0.391362
2026-09-12,02,44,3,18,14.234994,11.433282,17.723263,0.200944,0.128462
2026-09-12,02,49,6,42,24.072998,14.654684,39.544303,-0.020722,-0.016539
2026-09-12,02,50,6,39,22.841127,14.040213,37.158773,-0.522682,-0.411847
2026-09-12,02,51,6,40,22.494611,13.593127,37.225249,-0.048682,-0.038374
2026-09-12,02,52,3,20,12.974203,8.890853,18.932936,-0.183804,-0.120276
2026-09-12,02,53,6,40,23.7745,14.85573,38.047734,0.216276,0.171263
2026-09-12,02,54,6,41,23.691509,14.502845,38.701894,-0.060353,-0.047961
2026-09-12,02,55,6,38,22.061082,13.477454,36.111519,-0.194073,-0.151985
2026-09-12,02,56,2,15,11.170785,8.335632,14.970242,0.458404,0.274824
2026-09-12,02,57,3,22,11.660938,6.638895,20.481944,-0.42473,-0.285392
2026-09-12,02,58,6,39,25.350423,17.347896,37.04449,-0.055304,-0.043548
2026-09-12,02,59,2,15,8.659035,5.336862,14.049244,-0.273638,-0.159856
2026-09-12,02,60,4,29,18.185823,11.876869,27.846073,-0.141697,-0.104257
2026-09-12,02,61,6,41,21.248292,11.767419,38.367793,0.123737,0.098154
2026-09-12,02,62,6,40,23.390774,14.396393,38.004541,-0.051648,-0.040889
2026-09-12,02,63,6,41,20.83784,11.266997,38.538717,0.486039,0.385904
2026-09-12,02,65,1,7,5.456458,4.254066,6.998701,-0.101319,-0.041715
2026-09-12,05,11,6,37,26.939111,20.299621,35.75021,-0.053136,-0.041522
2026-09-12,05,13,6,37,24.999761,17.891099,34.932904,-0.306234,-0.238081
2026-09-12,05,15,6,34,19.029998,11.573606,31.290234,-0.075545,-0.057249
2026-09-12,05,16,6,35,23.465524,16.564033,33.242557,-0.517416,-0.397762
2026-09-12,05,19,6,36,20.801958,12.927822,33.472109,0.192821,0.148466
2026-09-12,05,20,6,37,26.11775,19.401323,35.159297,0.067494,0.052548
2026-09-12,05,21,6,35,21.764023,14.831025,31.93796,0.271253,0.206574
2026-09-12,05,22,6,36,18.901062,10.859735,32.896766,0.025059,0.019217
2026-09-12,05,23,6,32,20.38058,13.896498,29.890123,-0.165692,-0.124155
2026-09-12,05,24,6,33,19.066303,11.586667,31.37433,-0.134908,-0.102302
2026-09-12,05,25,6,36,20.73997,12.836984,33.508364,-0.353532,-0.272276
2026-09-12,05,26,5,33,20.554553,13.927037,30.335932,-0.304478,-0.228992
2026-09-12,05,29,6,35,20.414772,12.674964,32.880797,-0.14265,-0.109384
2026-09-12,05,30,5,28,14.866732,8.776118,25.184224,0.155361,0.111205
2026-09-12,05,31,6,39,25.634364,18.203886,36.09782,0.039216,0.030709
2026-09-12,05,33,6,36,21.174284,13.363643,33.550004,-0.077877,-0.059995
2026-09-12,05,34,6,38,25.044417,17.61283,35.611701,-0.007849,-0.006128
2026-09-12,05,35,5,27,15.929313,10.153327,24.991119,-0.149071,-0.106468
2026-09-12,05,38,6,35,18.894431,11.015161,32.409832,-0.244247,-0.186655
2026-09-12,05,39,6,40,26.524305,18.756909,37.508244,-0.247429,-0.195347
2026-09-12,05,40,6,37,22.986531,15.366718,34.384739,-0.159122,-0.123272
2026-09-12,05,43,6,42,24.928265,15.963234,38.928102,0.298053,0.237137
2026-09-12,05,45,6,40,26.991039,19.35511,37.639475,-0.119026,-0.094041
2026-09-12,05,47,6,35,21.674704,14.060982,33.411094,-0.153163,-0.117881
2026-09-12,05,48,6,34,19.912131,12.366679,32.061396,-0.098698,-0.075233
2026-09-12,05,49,6,43,30.56631,22.457461,41.603069,0.251083,0.202427
2026-09-12,05,50,6,40,28.389443,21.135203,38.133558,0.01949,0.015441
2026-09-12,05,51,6,38,26.876765,19.898798,36.301716,-0.022771,-0.017853
2026-09-12,05,52,6,36,22.38838,14.859521,33.731879,0.200298,0.154497
2026-09-12,05,53,6,37,24.468817,17.078106,35.057927,-0.113466,-0.088284
2026-09-12,05,56,6,40,23.895089,15.247706,37.446633,-0.188307,-0.148619
2026-09-12,05,57,6,44,28.616465,20.061226,40.820142,0.295893,0.23767
2026-09-12,05,58,6,36,21.981736,14.376793,33.609494,-0.066503,-0.051253
2026-09-12,05,59,6,36,22.431632,14.900025,33.770284,-0.338089,-0.260847
2026-09-12,05,60,6,38,24.666638,17.126766,35.525857,-0.474069,-0.369937
2026-09-12,05,62,6,38,24.981713,17.138174,36.414963,0.108969,0.085492
2026-09-12,05,63,6,39,28.042058,20.830809,37.749711,0.400155,0.316352
2026-09-12,05,64,6,37,22.489443,15.496832,32.637319,0.386248,0.295659
2026-09-12,05,65,6,39,25.951473,18.31917,36.763617,-0.150726,-0.118494
2026-09-12,05,66,6,37,26.29602,19.420468,35.605768,-0.009013,-0.007037
2026-09-12,05,68,6,39,26.417916,19.065214,36.606266,0.083315,0.065438
2026-09-12,05,70,6,39,22.01313,13.58642,35.666339,0.044989,0.035137
2026-09-12,05,73,6,35,21.642404,14.071211,33.287371,-0.016337,-0.012563
2026-09-12,06,1,6,49,31.951107,22.064304,46.268093,-0.102187,-0.084026
2026-09-12,06,3,6,45,26.964144,17.72788,41.01252,-0.03201,-0.025735
