レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609130201,2026-09-13,02,01R,daily,0.6221,0.001466,0.000820,0.000601,0.000302,0.000164,0.000412,0.057402,0.109268,0.093497,0.016663,0.014072,0.034807,0.031708,0.022595,0.010797,0.099780,0.014208,0.018432,0.003648,0.004250,0.022535,0.023583,0.015041,0.008387,0.004090,0.004361,0.002443,0.001457,0.001053,0.001094,0.377898,0.003163
202609130202,2026-09-13,02,02R,daily,0.7892,0.002075,0.001895,0.000733,0.000400,0.000248,0.000741,0.055933,0.077130,0.195203,0.020248,0.043444,0.021091,0.052901,0.047139,0.052749,0.059084,0.009903,0.033251,0.009567,0.016118,0.011069,0.010714,0.014956,0.019247,0.006670,0.015087,0.001581,0.001600,0.001244,0.001844,0.210774,0.005361
202609130203,2026-09-13,02,03R,daily,0.8159,0.003134,0.000574,0.000689,0.000242,0.000210,0.000658,0.223128,0.064518,0.085169,0.011419,0.002484,0.028077,0.035788,0.021694,0.001494,0.148793,0.016420,0.060791,0.004480,0.000728,0.008674,0.055149,0.007713,0.012782,0.008577,0.000603,0.002933,0.001658,0.001113,0.001005,0.184083,0.005220
202609130204,2026-09-13,02,04R,daily,0.7330,0.001898,0.001064,0.000676,0.000254,0.000198,0.000610,0.018436,0.176409,0.096028,0.014168,0.003050,0.107600,0.053395,0.046117,0.007104,0.030171,0.039022,0.039227,0.004682,0.002133,0.012915,0.004635,0.041322,0.010062,0.008328,0.003370,0.002568,0.001783,0.001390,0.001536,0.266963,0.002884
202609130205,2026-09-13,02,05R,daily,0.6515,0.003739,0.000442,0.000306,0.000273,0.000178,0.001083,0.030509,0.024442,0.263974,0.014556,0.004675,0.014152,0.069254,0.055701,0.006143,0.039954,0.004145,0.038854,0.009388,0.001559,0.015929,0.008075,0.005203,0.022509,0.007513,0.001909,0.001822,0.001778,0.001844,0.000885,0.348489,0.000718
202609130206,2026-09-13,02,06R,daily,0.6928,0.001718,0.001278,0.000546,0.000243,0.000166,0.000953,0.018827,0.212636,0.085128,0.007448,0.013859,0.104278,0.054398,0.020805,0.008959,0.033393,0.016888,0.024678,0.002924,0.003158,0.009514,0.006900,0.030520,0.016011,0.003667,0.004187,0.001706,0.002497,0.001941,0.001224,0.307198,0.002354
202609130207,2026-09-13,02,07R,daily,0.2683,0.000876,0.000956,0.000329,0.000104,0.000107,0.000427,0.011755,0.055011,0.011426,0.016147,0.004516,0.029048,0.009070,0.020683,0.006181,0.031158,0.003569,0.004251,0.003352,0.001473,0.032513,0.004296,0.007615,0.001050,0.005654,0.001491,0.000729,0.001111,0.001042,0.001046,0.731734,0.001279
202609130208,2026-09-13,02,08R,daily,0.5020,0.002726,0.001301,0.000520,0.000272,0.000178,0.000822,0.029109,0.070517,0.032825,0.023671,0.035360,0.021924,0.019593,0.062428,0.026983,0.074289,0.008829,0.008003,0.004670,0.004147,0.019061,0.016348,0.010181,0.003089,0.008688,0.005231,0.002060,0.001486,0.001991,0.001736,0.498047,0.003916
202609130209,2026-09-13,02,09R,daily,0.4812,0.001122,0.001282,0.000564,0.000143,0.000104,0.000456,0.022507,0.149149,0.007086,0.007302,0.015000,0.083630,0.007199,0.015920,0.010394,0.072534,0.015302,0.004419,0.001348,0.001767,0.018232,0.005455,0.022176,0.001105,0.002028,0.004330,0.001684,0.001822,0.000765,0.001271,0.518758,0.005149
202609130210,2026-09-13,02,10R,daily,0.5414,0.001965,0.000713,0.000609,0.000230,0.000191,0.000717,0.024288,0.131279,0.042881,0.034907,0.005320,0.044318,0.019016,0.078138,0.004242,0.042358,0.013629,0.012296,0.008791,0.001949,0.026380,0.012661,0.011724,0.003058,0.008486,0.001256,0.002579,0.001284,0.001080,0.001461,0.458644,0.003554
