レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609080106,2026-09-08,01,06R,daily,0.2941,0.002051,0.001363,0.000347,0.000149,0.000136,0.000736,0.007170,0.043379,0.035955,0.009871,0.006379,0.055631,0.019674,0.016916,0.007893,0.018523,0.008248,0.007661,0.001622,0.002347,0.017969,0.002107,0.012498,0.003424,0.004136,0.001991,0.000791,0.000876,0.000773,0.001095,0.705855,0.002434
202609080106,2026-09-08,01,06R,realtime,0.3755,0.002743,0.000703,0.000325,0.000151,0.000185,0.000842,0.004891,0.068042,0.051065,0.008231,0.003523,0.063517,0.035206,0.025127,0.006737,0.017487,0.008323,0.010435,0.002325,0.002986,0.023021,0.002518,0.019496,0.003073,0.004604,0.002250,0.000744,0.000800,0.000855,0.000812,0.624516,0.004468
202609080107,2026-09-08,01,07R,daily,0.3396,0.002951,0.001061,0.000367,0.000171,0.000147,0.000906,0.015581,0.034286,0.053087,0.008843,0.001843,0.040986,0.024625,0.025107,0.004640,0.047553,0.009562,0.007010,0.002392,0.001336,0.023857,0.005024,0.009645,0.005744,0.003444,0.000976,0.001405,0.001565,0.001353,0.000921,0.660419,0.003195
202609080107,2026-09-08,01,07R,realtime,0.6085,0.022611,0.017095,0.001912,0.000329,0.000406,0.002339,0.045337,0.028186,0.091976,0.014694,0.020063,0.022254,0.049266,0.025420,0.028971,0.079509,0.012415,0.011050,0.002321,0.007845,0.018615,0.011213,0.014121,0.004583,0.003746,0.003557,0.001995,0.003405,0.002238,0.003196,0.391530,0.057801
202609080108,2026-09-08,01,08R,daily,0.2879,0.002436,0.000943,0.000238,0.000114,0.000116,0.000403,0.005487,0.016267,0.064257,0.019972,0.001837,0.020944,0.024012,0.046466,0.002902,0.014455,0.002920,0.008254,0.003340,0.001136,0.029216,0.002079,0.003774,0.005726,0.005877,0.000642,0.000637,0.000513,0.001066,0.000579,0.712059,0.001333
202609080108,2026-09-08,01,08R,realtime,0.2989,0.004033,0.000483,0.000149,0.000095,0.000136,0.000377,0.003425,0.017838,0.097856,0.007906,0.001405,0.018358,0.027016,0.040842,0.002119,0.010971,0.002208,0.009891,0.004005,0.001033,0.028678,0.001991,0.003471,0.005078,0.004829,0.000573,0.000419,0.000387,0.000765,0.000657,0.701052,0.001957
202609080109,2026-09-08,01,09R,daily,0.7785,0.006057,0.002916,0.001428,0.000396,0.000292,0.001570,0.074174,0.116139,0.104239,0.010821,0.014924,0.093660,0.040373,0.020093,0.032803,0.069003,0.048409,0.035703,0.003742,0.008001,0.013441,0.013607,0.018082,0.015103,0.003663,0.008049,0.001761,0.003808,0.001264,0.002376,0.221451,0.012653
202609080109,2026-09-08,01,09R,realtime,0.7122,0.002122,0.001381,0.001201,0.000359,0.000335,0.001900,0.066123,0.090706,0.092599,0.004861,0.011015,0.087652,0.041107,0.021575,0.028829,0.077740,0.047726,0.041535,0.002827,0.008523,0.017331,0.013324,0.020506,0.011218,0.001987,0.005686,0.001419,0.002129,0.000954,0.001805,0.287758,0.005767
202609080110,2026-09-08,01,10R,daily,0.4785,0.005165,0.002901,0.000626,0.000280,0.000234,0.001300,0.027335,0.032797,0.067846,0.031275,0.012754,0.018488,0.022464,0.074068,0.029507,0.048438,0.012759,0.008320,0.005966,0.003748,0.026563,0.007038,0.008043,0.003989,0.011470,0.003908,0.001330,0.001073,0.001920,0.002463,0.521514,0.004418
202609080110,2026-09-08,01,10R,realtime,0.5260,0.003230,0.001976,0.000486,0.000264,0.000300,0.001602,0.030440,0.041321,0.108552,0.017959,0.009689,0.019050,0.027310,0.071341,0.023526,0.054911,0.014679,0.011987,0.008642,0.004782,0.026702,0.009357,0.010935,0.003940,0.006425,0.003875,0.001162,0.000648,0.001420,0.002539,0.474029,0.006921
202609080111,2026-09-08,01,11R,daily,0.2981,0.003876,0.001191,0.000595,0.000176,0.000143,0.001127,0.015234,0.026332,0.027769,0.008294,0.008870,0.039249,0.013680,0.018653,0.013746,0.045497,0.009506,0.005827,0.001842,0.003082,0.023979,0.004680,0.005890,0.001650,0.002639,0.003079,0.001196,0.001232,0.001156,0.001604,0.701872,0.006333
202609080111,2026-09-08,01,11R,realtime,0.2851,0.002855,0.000883,0.000502,0.000162,0.000144,0.001170,0.015291,0.024341,0.026848,0.002748,0.004708,0.038629,0.012272,0.019170,0.009378,0.054223,0.010107,0.006207,0.001580,0.002636,0.024068,0.005602,0.006561,0.001256,0.001163,0.002795,0.000769,0.000732,0.000986,0.001203,0.714937,0.006075
202609080112,2026-09-08,01,12R,daily,0.3293,0.002531,0.001278,0.000633,0.000168,0.000149,0.000801,0.017081,0.043256,0.022301,0.010252,0.005982,0.038491,0.011403,0.016818,0.011385,0.059865,0.011031,0.004076,0.002128,0.002516,0.029702,0.010514,0.006931,0.001823,0.002623,0.001728,0.001425,0.001794,0.001082,0.001548,0.670726,0.007958
202609080301,2026-09-08,03,01R,daily,0.5677,0.001507,0.001958,0.000369,0.000200,0.000216,0.000552,0.007154,0.093206,0.061450,0.020460,0.007185,0.111383,0.034431,0.027132,0.020278,0.019302,0.013864,0.021869,0.004918,0.016828,0.022335,0.003980,0.035321,0.011260,0.014576,0.009426,0.000963,0.001774,0.001682,0.001312,0.432307,0.000804
202609080301,2026-09-08,03,01R,realtime,0.5312,0.001642,0.000208,0.000295,0.000228,0.000213,0.000405,0.008820,0.059914,0.080599,0.008789,0.004516,0.136216,0.034240,0.018166,0.017983,0.018384,0.015869,0.013427,0.005391,0.009080,0.016585,0.003876,0.033756,0.011096,0.011919,0.012516,0.000946,0.002205,0.002125,0.001415,0.468793,0.000383
202609080302,2026-09-08,03,02R,daily,0.6139,0.002691,0.000955,0.000518,0.000282,0.000239,0.000472,0.064111,0.024738,0.044701,0.048918,0.009914,0.009311,0.008129,0.038819,0.026553,0.180467,0.003689,0.006966,0.011119,0.015438,0.034577,0.037721,0.006920,0.005826,0.013023,0.007866,0.001745,0.001453,0.001869,0.001987,0.386090,0.002894
202609080302,2026-09-08,03,02R,realtime,0.6324,0.001448,0.000657,0.000249,0.000297,0.000201,0.000472,0.087958,0.014944,0.030234,0.086101,0.002695,0.009352,0.006371,0.039846,0.020346,0.189540,0.003142,0.005077,0.007349,0.011372,0.035497,0.036876,0.003407,0.006262,0.016149,0.009724,0.001924,0.001182,0.001608,0.001189,0.367616,0.000915
202609080303,2026-09-08,03,03R,daily,0.6854,0.002222,0.001367,0.000692,0.000278,0.000201,0.000891,0.034775,0.148048,0.047362,0.012324,0.008132,0.156920,0.014806,0.011078,0.010667,0.036520,0.046760,0.019241,0.004023,0.007005,0.026427,0.008343,0.056132,0.006516,0.006494,0.006923,0.001531,0.004620,0.001451,0.001837,0.314636,0.001778
202609080303,2026-09-08,03,03R,realtime,0.7497,0.001532,0.000218,0.000484,0.000216,0.000197,0.000567,0.026180,0.208604,0.014189,0.005168,0.005170,0.218799,0.011641,0.007664,0.007851,0.032710,0.054088,0.015278,0.002588,0.008026,0.024819,0.006169,0.077268,0.004100,0.005748,0.004053,0.000766,0.002862,0.001046,0.000933,0.250279,0.000784
202609080304,2026-09-08,03,04R,daily,0.7400,0.002313,0.000940,0.000635,0.000264,0.000251,0.000664,0.107176,0.077872,0.079278,0.016957,0.001539,0.062399,0.027727,0.018640,0.003570,0.155505,0.029466,0.024847,0.004914,0.002931,0.023611,0.027561,0.030090,0.015201,0.007503,0.002328,0.002318,0.002829,0.002320,0.002682,0.260010,0.005660
202609080304,2026-09-08,03,04R,realtime,0.7187,0.001060,0.000641,0.000460,0.000270,0.000280,0.000566,0.075235,0.065099,0.150263,0.011286,0.000594,0.060788,0.038436,0.014446,0.002273,0.127406,0.019591,0.025225,0.004435,0.003098,0.018834,0.023716,0.026978,0.025341,0.007823,0.002409,0.002821,0.002602,0.002181,0.002167,0.281321,0.002353
202609080305,2026-09-08,03,05R,daily,0.6280,0.002914,0.000798,0.000624,0.000263,0.000231,0.000687,0.075682,0.074712,0.047345,0.029305,0.003947,0.066691,0.015718,0.034014,0.009301,0.104825,0.024549,0.010232,0.007963,0.004541,0.032850,0.029096,0.021060,0.006046,0.009757,0.002707,0.001853,0.003169,0.002170,0.001461,0.372038,0.003452
202609080305,2026-09-08,03,05R,realtime,0.6003,0.002508,0.000353,0.000361,0.000204,0.000287,0.000689,0.065399,0.066966,0.064821,0.030130,0.001285,0.065617,0.015927,0.027079,0.008877,0.100965,0.017142,0.008514,0.009344,0.005132,0.030533,0.029456,0.018858,0.006339,0.011433,0.002186,0.002198,0.003172,0.002003,0.001011,0.399748,0.001461
202609080306,2026-09-08,03,06R,daily,0.4449,0.002909,0.000824,0.000493,0.000270,0.000195,0.000641,0.029697,0.025304,0.056485,0.029754,0.007785,0.021838,0.015666,0.031622,0.018938,0.074908,0.005791,0.010730,0.007464,0.006720,0.038944,0.013820,0.007760,0.011102,0.010348,0.006336,0.001615,0.002486,0.002104,0.001221,0.555085,0.001147
202609080306,2026-09-08,03,06R,realtime,0.3567,0.001931,0.000290,0.000210,0.000205,0.000206,0.000567,0.029077,0.014786,0.026827,0.023219,0.005395,0.015484,0.011053,0.042419,0.018873,0.056919,0.004879,0.005590,0.008269,0.004701,0.039545,0.009422,0.005958,0.009776,0.010085,0.004206,0.001195,0.002086,0.001640,0.001093,0.643255,0.000841
202609080307,2026-09-08,03,07R,daily,0.7364,0.002835,0.000884,0.000603,0.000266,0.000218,0.000781,0.174593,0.041777,0.042469,0.020167,0.004650,0.019020,0.017922,0.043602,0.008508,0.230281,0.011477,0.008785,0.004687,0.003557,0.021281,0.040362,0.006313,0.006739,0.009967,0.002551,0.001559,0.001647,0.001558,0.001324,0.263596,0.006022
202609080307,2026-09-08,03,07R,realtime,0.7053,0.001274,0.000654,0.000225,0.000255,0.000204,0.000526,0.179106,0.027541,0.045185,0.019026,0.003915,0.016720,0.017245,0.063445,0.010680,0.207531,0.007840,0.006421,0.004438,0.002409,0.018206,0.033951,0.005769,0.006651,0.011321,0.003693,0.001725,0.002610,0.002553,0.001519,0.294684,0.002677
202609080308,2026-09-08,03,08R,daily,0.5793,0.001627,0.000871,0.000363,0.000256,0.000169,0.000695,0.037338,0.041384,0.147961,0.004198,0.003735,0.032682,0.047017,0.005600,0.006785,0.075634,0.012422,0.056687,0.002034,0.003206,0.021158,0.011563,0.014252,0.034109,0.003291,0.003727,0.001915,0.003374,0.002424,0.001336,0.420656,0.001531
202609080308,2026-09-08,03,08R,realtime,0.6965,0.000868,0.000344,0.000205,0.000232,0.000209,0.000679,0.051411,0.051496,0.185179,0.001184,0.002238,0.037159,0.099712,0.005303,0.006282,0.062977,0.019196,0.061284,0.003227,0.002042,0.019705,0.011074,0.017511,0.039586,0.002127,0.003542,0.002813,0.003984,0.002969,0.001066,0.303515,0.000882
202609080309,2026-09-08,03,09R,daily,0.3334,0.001592,0.000545,0.000288,0.000180,0.000147,0.000944,0.024433,0.023775,0.039086,0.011411,0.008401,0.016789,0.013346,0.015738,0.014955,0.068334,0.003602,0.004666,0.003571,0.003083,0.034811,0.018169,0.006312,0.004053,0.004566,0.002496,0.001043,0.002789,0.001474,0.001302,0.666637,0.001463
202609080309,2026-09-08,03,09R,realtime,0.3038,0.001433,0.000284,0.000143,0.000155,0.000142,0.000813,0.020609,0.025433,0.016853,0.009432,0.009515,0.021204,0.010938,0.021919,0.017587,0.062319,0.005428,0.003180,0.003377,0.002617,0.036138,0.011179,0.006875,0.003530,0.002660,0.002895,0.001269,0.002672,0.001524,0.000911,0.696181,0.000787
202609080310,2026-09-08,03,10R,daily,0.3237,0.001300,0.000518,0.000111,0.000108,0.000108,0.000483,0.002107,0.032262,0.048890,0.016290,0.001542,0.060592,0.034327,0.031892,0.004290,0.009569,0.005427,0.012620,0.003277,0.001315,0.027993,0.002642,0.007298,0.007480,0.004680,0.000882,0.000963,0.001799,0.002093,0.000558,0.676271,0.000313
202609080310,2026-09-08,03,10R,realtime,0.3426,0.002766,0.000059,0.000089,0.000105,0.000125,0.000360,0.001418,0.018696,0.080994,0.018850,0.000526,0.060996,0.031936,0.046274,0.004332,0.007377,0.004647,0.007311,0.003570,0.000959,0.022403,0.002220,0.006017,0.007669,0.005827,0.001092,0.001057,0.002459,0.001850,0.000440,0.657416,0.000162
202609080311,2026-09-08,03,11R,daily,0.2503,0.000598,0.000578,0.000151,0.000096,0.000066,0.000257,0.004216,0.029261,0.050692,0.002091,0.002029,0.033608,0.022329,0.002512,0.002877,0.023362,0.004033,0.012689,0.000519,0.002249,0.026029,0.004912,0.009129,0.007511,0.001492,0.001503,0.000787,0.001888,0.001466,0.000589,0.749697,0.000785
202609080311,2026-09-08,03,11R,realtime,0.2600,0.001580,0.000172,0.000116,0.000107,0.000078,0.000243,0.002291,0.018883,0.083539,0.003149,0.001030,0.030922,0.027596,0.002334,0.003606,0.016179,0.002921,0.010963,0.000430,0.001597,0.020118,0.005379,0.007096,0.009530,0.001538,0.002098,0.001189,0.002595,0.001834,0.000340,0.739993,0.000556
202609080312,2026-09-08,03,12R,daily,0.3192,0.001143,0.000531,0.000376,0.000199,0.000142,0.000533,0.013208,0.031881,0.028494,0.018536,0.004723,0.020171,0.012962,0.018957,0.010440,0.051105,0.006353,0.005922,0.003235,0.004855,0.044647,0.011370,0.006393,0.004872,0.006284,0.003812,0.001412,0.002526,0.001401,0.001208,0.680755,0.001553
202609080312,2026-09-08,03,12R,realtime,0.3066,0.001500,0.000236,0.000214,0.000247,0.000154,0.000584,0.024837,0.021313,0.014053,0.017552,0.011106,0.018807,0.011790,0.013546,0.019159,0.045717,0.005601,0.002561,0.003396,0.004212,0.045159,0.014363,0.004890,0.005449,0.005898,0.005413,0.001982,0.003646,0.001403,0.000670,0.693435,0.001106
202609080401,2026-09-08,04,01R,daily,0.7669,0.003418,0.001007,0.000587,0.000427,0.000248,0.001487,0.093271,0.055394,0.090154,0.016686,0.034563,0.017114,0.046821,0.030649,0.026373,0.201294,0.012530,0.028700,0.013791,0.004485,0.010835,0.019502,0.011519,0.018990,0.007108,0.008663,0.002468,0.001551,0.002478,0.002210,0.233125,0.002552
202609080401,2026-09-08,04,01R,realtime,0.8645,0.005648,0.004791,0.001896,0.000416,0.000451,0.000941,0.077046,0.114976,0.067820,0.012043,0.025772,0.048579,0.056090,0.010419,0.005349,0.193754,0.042279,0.070203,0.004820,0.005213,0.009788,0.014533,0.034035,0.019832,0.005978,0.003515,0.002998,0.002247,0.004434,0.006064,0.135521,0.012550
202609080402,2026-09-08,04,02R,daily,0.5758,0.001989,0.000697,0.000189,0.000262,0.000173,0.000828,0.008913,0.022970,0.159050,0.029221,0.013550,0.009761,0.069029,0.077801,0.009939,0.041834,0.005472,0.041593,0.012737,0.002542,0.024702,0.004233,0.004606,0.013879,0.010159,0.003814,0.001116,0.000673,0.002403,0.001125,0.424194,0.000546
202609080402,2026-09-08,04,02R,realtime,0.5146,0.002133,0.000178,0.000106,0.000214,0.000228,0.000775,0.007028,0.021423,0.137061,0.012508,0.004991,0.011274,0.062213,0.044269,0.006019,0.058555,0.003928,0.066864,0.008583,0.002433,0.025218,0.003737,0.004927,0.011529,0.011181,0.002394,0.000812,0.000599,0.001734,0.001180,0.485407,0.000499
202609080403,2026-09-08,04,03R,daily,0.9415,0.003995,0.001101,0.000377,0.000312,0.000224,0.000572,0.111259,0.038730,0.243033,0.025591,0.005055,0.007969,0.099117,0.073257,0.004490,0.076780,0.010981,0.098684,0.017402,0.001213,0.004166,0.023081,0.012423,0.046940,0.023139,0.001326,0.001274,0.000696,0.004054,0.001631,0.058491,0.002637
202609080403,2026-09-08,04,03R,realtime,0.9547,0.000910,0.000365,0.000178,0.000260,0.000237,0.000385,0.152403,0.025479,0.218965,0.010694,0.002117,0.008414,0.078523,0.075611,0.003003,0.119438,0.011539,0.100250,0.013757,0.000950,0.004648,0.025137,0.010868,0.049822,0.031667,0.001139,0.001179,0.000926,0.003367,0.001759,0.045311,0.000695
202609080404,2026-09-08,04,04R,daily,0.6646,0.003641,0.000826,0.000447,0.000247,0.000244,0.000784,0.014995,0.070577,0.041875,0.061304,0.006930,0.039971,0.029217,0.169108,0.010051,0.058171,0.015510,0.024513,0.033974,0.003384,0.015968,0.003830,0.018020,0.011457,0.016388,0.003806,0.002299,0.000924,0.002739,0.001866,0.335397,0.001536
202609080404,2026-09-08,04,04R,realtime,0.7957,0.009560,0.009196,0.001275,0.000220,0.000357,0.000806,0.124435,0.033758,0.030468,0.011425,0.011896,0.014992,0.010522,0.015351,0.013109,0.369655,0.020107,0.015759,0.007603,0.003355,0.016041,0.015042,0.010778,0.006885,0.002990,0.001829,0.005677,0.001735,0.005974,0.004781,0.204282,0.020138
202609080405,2026-09-08,04,05R,daily,0.8623,0.004421,0.000886,0.000950,0.000336,0.000280,0.000745,0.143342,0.127941,0.042450,0.052023,0.004416,0.042170,0.026196,0.082874,0.003175,0.103492,0.052271,0.066961,0.026014,0.001573,0.013579,0.009374,0.013987,0.012573,0.017862,0.002303,0.001774,0.001137,0.002111,0.002114,0.137739,0.002930
202609080405,2026-09-08,04,05R,realtime,0.8065,0.001083,0.000329,0.000450,0.000251,0.000262,0.000449,0.197690,0.099673,0.015486,0.028235,0.002768,0.042970,0.014359,0.080863,0.002183,0.137383,0.041172,0.047598,0.023603,0.001069,0.015584,0.008927,0.012230,0.008743,0.013808,0.001914,0.000924,0.001207,0.001591,0.002258,0.193466,0.001475
202609080406,2026-09-08,04,06R,daily,0.8435,0.003202,0.001242,0.001036,0.000342,0.000224,0.000858,0.072797,0.197030,0.053534,0.013145,0.009279,0.076136,0.028105,0.018140,0.010585,0.140118,0.063289,0.043632,0.008287,0.004802,0.014130,0.014885,0.028698,0.010001,0.006414,0.006885,0.002506,0.002402,0.002832,0.003080,0.156541,0.005845
202609080406,2026-09-08,04,06R,realtime,0.8327,0.000761,0.000501,0.000695,0.000234,0.000247,0.000789,0.091638,0.165541,0.038484,0.008084,0.003534,0.078128,0.018483,0.009709,0.009812,0.186991,0.074601,0.033499,0.008074,0.005274,0.015798,0.026682,0.025921,0.008647,0.004742,0.006477,0.002163,0.001793,0.002109,0.001339,0.167322,0.001926
202609080407,2026-09-08,04,07R,daily,0.8761,0.002163,0.001119,0.000952,0.000213,0.000157,0.000237,0.233495,0.102398,0.022866,0.025667,0.008992,0.015180,0.007538,0.026321,0.006207,0.276222,0.031550,0.013881,0.020412,0.003399,0.013109,0.029067,0.009912,0.004890,0.004368,0.003846,0.001400,0.000719,0.001818,0.001793,0.123892,0.006215
202609080407,2026-09-08,04,07R,realtime,0.8636,0.000964,0.001182,0.000440,0.000213,0.000156,0.000279,0.238731,0.081168,0.029982,0.012343,0.008376,0.013036,0.007264,0.042131,0.009642,0.256768,0.039108,0.012215,0.025021,0.003136,0.013262,0.030468,0.009803,0.006606,0.002995,0.006710,0.001769,0.001019,0.001836,0.001453,0.136365,0.005557
202609080408,2026-09-08,04,08R,daily,0.4187,0.003424,0.000742,0.000421,0.000213,0.000148,0.000497,0.022924,0.045554,0.020638,0.022373,0.005268,0.027162,0.009736,0.039791,0.006390,0.108497,0.008365,0.011809,0.004942,0.001776,0.035345,0.010254,0.009013,0.002557,0.006321,0.002601,0.001994,0.002642,0.002575,0.002152,0.581331,0.002546
202609080408,2026-09-08,04,08R,realtime,0.4236,0.009979,0.001509,0.000512,0.000183,0.000201,0.000365,0.018856,0.028222,0.029221,0.022929,0.008591,0.026087,0.009282,0.029201,0.003990,0.125884,0.013457,0.008388,0.003592,0.000720,0.018953,0.021079,0.009401,0.003594,0.009574,0.000990,0.002775,0.005008,0.003379,0.001632,0.576415,0.006029
202609080409,2026-09-08,04,09R,daily,0.6102,0.001447,0.000676,0.000225,0.000141,0.000111,0.000457,0.002752,0.142359,0.047153,0.009109,0.004506,0.182410,0.044211,0.013891,0.002289,0.008953,0.034767,0.038739,0.003953,0.001179,0.018779,0.001198,0.033249,0.006864,0.002915,0.001369,0.001789,0.001114,0.002006,0.001040,0.389759,0.000589
202609080409,2026-09-08,04,09R,realtime,0.6195,0.001912,0.000079,0.000169,0.000096,0.000113,0.000363,0.002130,0.151676,0.022883,0.004084,0.002976,0.241368,0.030737,0.009432,0.002171,0.009803,0.045954,0.026390,0.002922,0.000885,0.018762,0.000921,0.031962,0.004075,0.002118,0.001296,0.001071,0.000998,0.001446,0.000489,0.380451,0.000267
202609080410,2026-09-08,04,10R,daily,0.2708,0.001037,0.000468,0.000164,0.000093,0.000082,0.000228,0.005210,0.047789,0.023789,0.004018,0.002247,0.042171,0.013888,0.008211,0.001544,0.040285,0.012249,0.018030,0.001749,0.000499,0.022811,0.001797,0.009162,0.004367,0.001494,0.000594,0.001367,0.000736,0.002904,0.000619,0.729230,0.001167
202609080410,2026-09-08,04,10R,realtime,0.2104,0.001359,0.000197,0.000174,0.000081,0.000088,0.000222,0.003181,0.029404,0.015533,0.003680,0.001606,0.043243,0.010670,0.008644,0.001846,0.027620,0.008569,0.010920,0.001550,0.000471,0.020513,0.001660,0.006783,0.004217,0.001596,0.000720,0.001428,0.000901,0.002492,0.000384,0.789608,0.000638
202609080411,2026-09-08,04,11R,daily,0.2596,0.001200,0.000454,0.000204,0.000117,0.000104,0.000269,0.003441,0.039236,0.020498,0.019067,0.009298,0.021182,0.011765,0.033158,0.005051,0.023972,0.005233,0.008498,0.006604,0.001924,0.025581,0.002001,0.005954,0.003065,0.005518,0.001890,0.000940,0.000420,0.001530,0.000637,0.740373,0.000817
202609080411,2026-09-08,04,11R,realtime,0.2899,0.002870,0.000162,0.000198,0.000156,0.000143,0.000324,0.004796,0.024629,0.027810,0.018142,0.006763,0.023225,0.012017,0.043197,0.006841,0.034118,0.006184,0.009825,0.006542,0.001588,0.027569,0.003220,0.006253,0.003139,0.010998,0.003057,0.001039,0.000967,0.001923,0.000665,0.710126,0.001513
202609080412,2026-09-08,04,12R,daily,0.2846,0.000815,0.000375,0.000293,0.000140,0.000104,0.000484,0.009877,0.039693,0.010592,0.003234,0.006253,0.037533,0.011069,0.004885,0.002752,0.078138,0.011060,0.012083,0.001600,0.000661,0.022878,0.003418,0.009119,0.005626,0.001165,0.001821,0.002182,0.001641,0.001766,0.001278,0.715405,0.002061
202609080412,2026-09-08,04,12R,realtime,0.3049,0.001125,0.000312,0.000279,0.000143,0.000135,0.000877,0.008622,0.056885,0.008466,0.002838,0.004192,0.045712,0.016178,0.005811,0.002732,0.064305,0.014214,0.013778,0.002268,0.000852,0.022744,0.003800,0.009158,0.005458,0.000936,0.002624,0.002603,0.001735,0.001952,0.000702,0.695108,0.003454
202609080701,2026-09-08,07,01R,daily,0.4902,0.001696,0.003938,0.000645,0.000294,0.000140,0.000317,0.094743,0.039856,0.042167,0.006898,0.015238,0.041342,0.033919,0.020267,0.013125,0.083944,0.013239,0.008029,0.001634,0.002421,0.015874,0.013255,0.011829,0.004718,0.004460,0.001881,0.001346,0.001715,0.002491,0.001608,0.509838,0.007134
