レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609110212,2026-09-11,02,12R,daily,0.5257,0.002059,0.000884,0.000696,0.000243,0.000204,0.001521,0.027025,0.082533,0.093622,0.008933,0.009848,0.042721,0.039538,0.029032,0.010314,0.067145,0.009838,0.025881,0.004965,0.002835,0.013133,0.009019,0.012663,0.007872,0.005236,0.003111,0.002927,0.002794,0.001621,0.002554,0.474305,0.004926
202609110212,2026-09-11,02,12R,realtime,0.4462,0.001003,0.000362,0.000776,0.000239,0.000185,0.000939,0.019093,0.044163,0.128616,0.005317,0.004654,0.038496,0.029972,0.018781,0.006408,0.062610,0.006523,0.023542,0.003164,0.002351,0.011858,0.008111,0.007287,0.006499,0.003501,0.002371,0.001660,0.001405,0.001313,0.002652,0.553800,0.002350
202609110301,2026-09-11,03,01R,daily,0.6774,0.002015,0.001847,0.000811,0.000369,0.000246,0.000802,0.063646,0.105213,0.060138,0.021592,0.022442,0.065754,0.027656,0.015451,0.024765,0.086968,0.020052,0.025240,0.003156,0.014500,0.023100,0.018662,0.023257,0.011071,0.009361,0.016502,0.001000,0.003537,0.001904,0.002704,0.322619,0.003618
202609110301,2026-09-11,03,01R,realtime,0.6468,0.001356,0.000613,0.000381,0.000480,0.000231,0.000951,0.086017,0.081776,0.062162,0.005743,0.044616,0.058770,0.044518,0.008233,0.040886,0.060115,0.016735,0.027313,0.002409,0.009977,0.017912,0.013161,0.020397,0.009780,0.003601,0.018598,0.000791,0.002150,0.002326,0.002645,0.353206,0.002151
202609110302,2026-09-11,03,02R,daily,0.4744,0.001542,0.001483,0.000472,0.000216,0.000161,0.000768,0.021881,0.068865,0.071742,0.009012,0.011028,0.051112,0.026676,0.008922,0.020939,0.044600,0.009492,0.026456,0.003171,0.008120,0.027868,0.009196,0.018053,0.010726,0.004173,0.007416,0.001111,0.004148,0.002100,0.002034,0.525596,0.000921
202609110302,2026-09-11,03,02R,realtime,0.4271,0.001056,0.000428,0.000409,0.000260,0.000142,0.000708,0.017662,0.086171,0.034489,0.003916,0.014360,0.067320,0.037477,0.008296,0.021969,0.023409,0.010329,0.015477,0.002536,0.006138,0.025742,0.006336,0.018281,0.006493,0.001596,0.007795,0.000927,0.002608,0.002344,0.001770,0.572920,0.000635
202609110303,2026-09-11,03,03R,daily,0.9336,0.004015,0.001852,0.001358,0.000396,0.000283,0.000753,0.117542,0.176518,0.026676,0.062936,0.020440,0.095418,0.012149,0.068043,0.049651,0.054494,0.067995,0.009318,0.016743,0.027105,0.010598,0.018040,0.027953,0.004994,0.024551,0.022660,0.001511,0.002106,0.001394,0.002422,0.066354,0.003729
202609110303,2026-09-11,03,03R,realtime,0.9246,0.000627,0.000392,0.000710,0.000448,0.000185,0.000612,0.117399,0.160491,0.022973,0.078790,0.013146,0.125770,0.014604,0.091744,0.068425,0.030990,0.057310,0.004333,0.014545,0.011370,0.008098,0.010843,0.029208,0.003429,0.019560,0.030268,0.001550,0.001190,0.001703,0.003164,0.075356,0.000768
202609110304,2026-09-11,03,04R,daily,0.6292,0.002302,0.001363,0.000638,0.000334,0.000250,0.000701,0.043661,0.076148,0.077730,0.021659,0.006429,0.052714,0.033080,0.021312,0.013535,0.083594,0.016949,0.028283,0.004622,0.015953,0.033307,0.018788,0.021135,0.022238,0.008147,0.011880,0.001666,0.003012,0.002043,0.002203,0.370773,0.003554
202609110304,2026-09-11,03,04R,realtime,0.5494,0.001173,0.000433,0.000376,0.000449,0.000197,0.000838,0.025645,0.079112,0.062314,0.010003,0.004276,0.071752,0.055255,0.025479,0.013971,0.045385,0.017484,0.025377,0.002782,0.006745,0.023477,0.010548,0.016271,0.020879,0.005348,0.014489,0.001376,0.002537,0.001818,0.001987,0.450622,0.001601
202609110305,2026-09-11,03,05R,daily,0.5750,0.002015,0.000765,0.000348,0.000229,0.000204,0.000622,0.051567,0.041805,0.091145,0.017170,0.001687,0.023580,0.038094,0.040530,0.003609,0.108300,0.010034,0.027324,0.005581,0.002533,0.026154,0.020510,0.008809,0.033099,0.008818,0.001602,0.001767,0.002480,0.001807,0.000807,0.425003,0.002004
202609110305,2026-09-11,03,05R,realtime,0.5850,0.001430,0.000335,0.000272,0.000259,0.000185,0.000525,0.026967,0.033304,0.194480,0.017294,0.000496,0.025362,0.053347,0.046681,0.002109,0.068417,0.007316,0.018298,0.005271,0.000837,0.017035,0.014327,0.006916,0.022210,0.009264,0.001416,0.002534,0.003402,0.001975,0.001515,0.414950,0.001270
202609110306,2026-09-11,03,06R,daily,0.5755,0.002206,0.001444,0.000574,0.000322,0.000204,0.000940,0.050844,0.048983,0.087308,0.010986,0.004251,0.035627,0.033578,0.022734,0.014778,0.111229,0.007397,0.015800,0.004163,0.005484,0.029590,0.023285,0.015905,0.019045,0.008761,0.006124,0.002139,0.004736,0.003240,0.001742,0.424469,0.002112
202609110306,2026-09-11,03,06R,realtime,0.3995,0.001111,0.000490,0.000386,0.000323,0.000136,0.000778,0.017056,0.039956,0.064453,0.004703,0.005845,0.038635,0.040216,0.017265,0.017047,0.054477,0.003747,0.011640,0.002005,0.003680,0.016572,0.006623,0.012151,0.020343,0.002709,0.007427,0.002312,0.003267,0.002299,0.001057,0.600495,0.000797
202609110307,2026-09-11,03,07R,daily,0.8446,0.003342,0.001549,0.001278,0.000431,0.000325,0.000620,0.111861,0.130182,0.037830,0.064658,0.011579,0.043183,0.012170,0.044300,0.023695,0.120281,0.032413,0.011224,0.014775,0.014526,0.021578,0.051107,0.034456,0.009430,0.019884,0.013319,0.001824,0.002203,0.001825,0.003117,0.155382,0.005653
202609110307,2026-09-11,03,07R,realtime,0.7450,0.000886,0.000780,0.000990,0.000542,0.000271,0.000651,0.078301,0.125786,0.035166,0.037450,0.015097,0.055000,0.017095,0.073484,0.023338,0.079193,0.031799,0.006905,0.010971,0.011648,0.022901,0.035408,0.035646,0.007726,0.013970,0.012228,0.001523,0.001535,0.001854,0.004339,0.255028,0.002490
202609110308,2026-09-11,03,08R,daily,0.6448,0.002556,0.001614,0.000471,0.000324,0.000212,0.000645,0.048760,0.024972,0.102661,0.040732,0.016991,0.007970,0.035026,0.096172,0.021399,0.090921,0.003528,0.009724,0.014648,0.019873,0.025021,0.019965,0.006121,0.018761,0.017260,0.010255,0.001231,0.000983,0.002529,0.001303,0.355167,0.002204
202609110308,2026-09-11,03,08R,realtime,0.6037,0.002327,0.000749,0.000233,0.000479,0.000240,0.000709,0.042676,0.033769,0.085340,0.024682,0.011685,0.010531,0.057972,0.086335,0.024126,0.075343,0.001974,0.013077,0.010189,0.018325,0.020186,0.014336,0.006538,0.017790,0.026414,0.008539,0.000896,0.001204,0.002642,0.001902,0.396333,0.002460
202609110309,2026-09-11,03,09R,daily,0.7821,0.003731,0.001107,0.000790,0.000290,0.000235,0.001121,0.076572,0.140959,0.076770,0.011798,0.006185,0.113665,0.038184,0.021920,0.013329,0.081421,0.039858,0.037521,0.006049,0.006637,0.014462,0.022880,0.025246,0.016073,0.006369,0.006235,0.001736,0.004697,0.001923,0.001886,0.217926,0.002424
202609110309,2026-09-11,03,09R,realtime,0.7903,0.001066,0.000343,0.000666,0.000367,0.000242,0.000948,0.052008,0.206364,0.054111,0.005723,0.006992,0.157510,0.068542,0.012243,0.017426,0.048240,0.020983,0.041606,0.003905,0.007227,0.009603,0.010012,0.027298,0.016114,0.004483,0.005597,0.001623,0.004496,0.001828,0.001597,0.209689,0.001148
202609110310,2026-09-11,03,10R,daily,0.4336,0.001618,0.000858,0.000538,0.000188,0.000161,0.000533,0.028177,0.059455,0.047413,0.008597,0.004008,0.040188,0.011808,0.011582,0.006794,0.095257,0.011306,0.008111,0.002998,0.003359,0.024944,0.021578,0.020309,0.005215,0.004297,0.002719,0.001613,0.003010,0.002029,0.001678,0.566404,0.003255
202609110310,2026-09-11,03,10R,realtime,0.4276,0.001477,0.000543,0.000525,0.000257,0.000160,0.000457,0.022626,0.064164,0.054870,0.010655,0.004660,0.053814,0.012960,0.008954,0.007536,0.060115,0.013394,0.004154,0.002945,0.002776,0.020537,0.033170,0.018405,0.004627,0.004617,0.005251,0.002859,0.004149,0.003218,0.001447,0.572438,0.002242
202609110311,2026-09-11,03,11R,daily,0.2919,0.001356,0.000566,0.000322,0.000180,0.000146,0.000622,0.013026,0.026101,0.031271,0.012486,0.003941,0.022397,0.012999,0.014844,0.007294,0.057865,0.005189,0.007009,0.003663,0.002945,0.030178,0.008734,0.006423,0.005720,0.006224,0.002521,0.001440,0.002630,0.001645,0.001048,0.708063,0.001152
202609110311,2026-09-11,03,11R,realtime,0.2762,0.001495,0.000273,0.000290,0.000228,0.000153,0.000440,0.009407,0.022858,0.039201,0.012606,0.003373,0.024775,0.016815,0.014824,0.005910,0.046344,0.003616,0.003845,0.002793,0.002204,0.025377,0.009894,0.006938,0.004769,0.005969,0.002344,0.001861,0.003630,0.001985,0.000985,0.723773,0.001024
202609110312,2026-09-11,03,12R,daily,0.4184,0.001134,0.000429,0.000366,0.000203,0.000132,0.000741,0.026513,0.038591,0.066074,0.004475,0.002308,0.033786,0.021553,0.007279,0.003007,0.096824,0.010366,0.013793,0.001462,0.001582,0.031475,0.017393,0.012544,0.010245,0.002579,0.001382,0.002171,0.003097,0.001608,0.001215,0.581560,0.004109
202609110312,2026-09-11,03,12R,realtime,0.4222,0.000904,0.000203,0.000322,0.000335,0.000132,0.000678,0.040556,0.031538,0.062262,0.002747,0.001203,0.042724,0.047480,0.008895,0.003716,0.075850,0.010744,0.017332,0.001445,0.001244,0.021637,0.014710,0.007290,0.012020,0.002741,0.001517,0.001455,0.005277,0.001803,0.000963,0.577817,0.002461
202609110501,2026-09-11,05,01R,daily,0.5658,0.001740,0.000897,0.000395,0.000225,0.000175,0.000416,0.019794,0.101314,0.078823,0.014002,0.005408,0.096615,0.034693,0.020805,0.005877,0.042347,0.030736,0.030718,0.002424,0.003116,0.021472,0.007033,0.023703,0.007233,0.005443,0.002027,0.001474,0.001587,0.001451,0.001883,0.434223,0.001955
202609110501,2026-09-11,05,01R,realtime,0.6556,0.000866,0.000397,0.000490,0.000307,0.000188,0.000397,0.027947,0.075919,0.155479,0.007385,0.001692,0.078585,0.049907,0.023360,0.004853,0.067415,0.029765,0.037102,0.001391,0.002067,0.024459,0.007505,0.034830,0.006466,0.007390,0.001585,0.001853,0.001593,0.001479,0.001766,0.344352,0.001209
202609110502,2026-09-11,05,02R,daily,0.5826,0.002282,0.000944,0.000413,0.000212,0.000188,0.000453,0.038171,0.083948,0.069833,0.017448,0.007049,0.070940,0.028348,0.045193,0.007356,0.066344,0.026458,0.045540,0.003627,0.002423,0.019388,0.007100,0.013309,0.010126,0.005158,0.002240,0.001092,0.001899,0.001182,0.001447,0.417415,0.002475
202609110502,2026-09-11,05,02R,realtime,0.4896,0.001008,0.000353,0.000406,0.000225,0.000177,0.000347,0.033947,0.050590,0.048521,0.009148,0.003714,0.079602,0.022924,0.039907,0.005730,0.068249,0.019869,0.044054,0.003123,0.002152,0.020400,0.005318,0.010026,0.007902,0.004419,0.001931,0.000598,0.001629,0.000868,0.001513,0.510389,0.000960
202609110503,2026-09-11,05,03R,daily,0.5256,0.001665,0.000928,0.000354,0.000281,0.000170,0.000547,0.050882,0.031661,0.110483,0.009794,0.018949,0.017084,0.043540,0.015024,0.019180,0.088424,0.009411,0.029864,0.002318,0.003265,0.020270,0.013819,0.008485,0.013244,0.003367,0.004867,0.001397,0.001069,0.001483,0.001912,0.474406,0.001855
202609110503,2026-09-11,05,03R,realtime,0.4923,0.000994,0.000413,0.000255,0.000316,0.000184,0.000527,0.046491,0.023940,0.084229,0.005031,0.011044,0.016649,0.040987,0.011747,0.019298,0.100698,0.009628,0.045494,0.001416,0.003781,0.023017,0.013797,0.006650,0.012367,0.003357,0.004355,0.001063,0.000825,0.001266,0.001300,0.507714,0.001164
202609110504,2026-09-11,05,04R,daily,0.5708,0.001215,0.000412,0.000285,0.000217,0.000157,0.000285,0.071678,0.025958,0.140437,0.012474,0.002476,0.015829,0.046030,0.024376,0.001921,0.110802,0.009556,0.028550,0.002982,0.000733,0.020681,0.020159,0.005065,0.016643,0.004305,0.000524,0.001687,0.001187,0.001044,0.000943,0.429207,0.002182
202609110504,2026-09-11,05,04R,realtime,0.4683,0.000805,0.000361,0.000228,0.000285,0.000168,0.000235,0.058307,0.029656,0.065555,0.009991,0.002513,0.019353,0.048653,0.018922,0.001914,0.103754,0.007254,0.029065,0.002206,0.000638,0.024228,0.017476,0.003530,0.012412,0.004534,0.000411,0.001182,0.001279,0.000872,0.001161,0.531725,0.001329
202609110505,2026-09-11,05,05R,daily,0.7555,0.001900,0.000816,0.000374,0.000244,0.000169,0.000680,0.047181,0.084527,0.197003,0.008086,0.009543,0.074965,0.096330,0.020104,0.012222,0.037855,0.027362,0.057629,0.004661,0.003573,0.012075,0.007158,0.017080,0.019997,0.003622,0.003089,0.001227,0.002171,0.001419,0.001555,0.244496,0.000884
202609110505,2026-09-11,05,05R,realtime,0.7924,0.000719,0.000313,0.000509,0.000238,0.000193,0.000792,0.037028,0.095809,0.260667,0.004274,0.005755,0.067539,0.109011,0.010818,0.009078,0.034543,0.024711,0.066318,0.003965,0.003520,0.010093,0.007827,0.015148,0.013808,0.001763,0.002586,0.001106,0.001051,0.001079,0.001359,0.207614,0.000767
202609110506,2026-09-11,05,06R,daily,0.4011,0.001534,0.000463,0.000259,0.000196,0.000149,0.000347,0.015646,0.014907,0.094675,0.028496,0.008102,0.009721,0.029946,0.063963,0.007798,0.039115,0.003592,0.011628,0.004907,0.002137,0.029571,0.005990,0.003224,0.008004,0.010130,0.001349,0.001005,0.001087,0.001187,0.001155,0.598922,0.000798
202609110506,2026-09-11,05,06R,realtime,0.4229,0.001694,0.000225,0.000210,0.000230,0.000167,0.000322,0.014390,0.009532,0.114840,0.029620,0.003335,0.009246,0.024967,0.076830,0.004986,0.043207,0.002974,0.012781,0.003872,0.001581,0.031010,0.007393,0.002317,0.007739,0.012569,0.001415,0.000892,0.001190,0.001109,0.001724,0.577141,0.000490
202609110507,2026-09-11,05,07R,daily,0.4127,0.001512,0.000380,0.000371,0.000184,0.000155,0.000280,0.048102,0.029523,0.037262,0.028033,0.009923,0.016822,0.011188,0.040721,0.007500,0.097346,0.007999,0.006434,0.005913,0.001613,0.024946,0.015778,0.005019,0.003263,0.004823,0.001142,0.001370,0.000909,0.000792,0.001295,0.587253,0.002151
202609110507,2026-09-11,05,07R,realtime,0.3853,0.001083,0.000468,0.000311,0.000216,0.000158,0.000252,0.038014,0.025407,0.046526,0.031235,0.006187,0.013812,0.010674,0.034821,0.005249,0.085124,0.004997,0.005642,0.005355,0.001478,0.028173,0.018778,0.004592,0.003030,0.006263,0.001090,0.001458,0.000873,0.000679,0.001544,0.614724,0.001784
202609110508,2026-09-11,05,08R,daily,0.7079,0.002406,0.000577,0.000522,0.000176,0.000144,0.000556,0.167647,0.087770,0.043945,0.005949,0.003153,0.070926,0.020633,0.013473,0.002938,0.155491,0.023446,0.013717,0.003244,0.000697,0.015500,0.024320,0.024529,0.010366,0.002990,0.000831,0.001838,0.002016,0.002469,0.001415,0.292114,0.004203
202609110508,2026-09-11,05,08R,realtime,0.6046,0.000805,0.000489,0.001051,0.000254,0.000131,0.000529,0.076681,0.067341,0.040271,0.011048,0.001251,0.106010,0.018948,0.015975,0.003720,0.142428,0.022270,0.008232,0.002423,0.000507,0.016088,0.021038,0.022375,0.006496,0.005848,0.000818,0.002254,0.003055,0.002633,0.001425,0.395410,0.002198
202609110509,2026-09-11,05,09R,daily,0.3082,0.000953,0.000758,0.000261,0.000147,0.000089,0.000322,0.019947,0.032882,0.044769,0.002245,0.009948,0.023561,0.019337,0.003507,0.008363,0.061375,0.008622,0.014820,0.000733,0.001712,0.021998,0.008322,0.007677,0.005561,0.000894,0.002231,0.001178,0.001606,0.001555,0.001360,0.691755,0.001511
202609110509,2026-09-11,05,09R,realtime,0.5135,0.006967,0.003280,0.000997,0.000241,0.000190,0.000449,0.025927,0.055566,0.009755,0.038954,0.129276,0.041674,0.004594,0.018675,0.040116,0.046258,0.008967,0.001354,0.003092,0.003140,0.030026,0.003987,0.014497,0.001011,0.003865,0.002037,0.002037,0.003301,0.002236,0.003670,0.486497,0.007362
202609110510,2026-09-11,05,10R,daily,0.4357,0.002550,0.000449,0.000492,0.000239,0.000182,0.000406,0.050420,0.030593,0.036846,0.040009,0.015613,0.017251,0.009807,0.048104,0.013430,0.068678,0.008510,0.007333,0.007111,0.002496,0.034980,0.012064,0.005890,0.003058,0.009260,0.001836,0.001560,0.001289,0.000950,0.001685,0.564308,0.002599
202609110510,2026-09-11,05,10R,realtime,0.4442,0.002016,0.000498,0.000388,0.000265,0.000203,0.000385,0.049194,0.021819,0.050676,0.036912,0.009902,0.014355,0.008234,0.059100,0.012574,0.067202,0.007154,0.005848,0.008323,0.002800,0.039818,0.016939,0.005444,0.002943,0.012115,0.001688,0.001452,0.001091,0.000776,0.002083,0.555826,0.001977
202609110511,2026-09-11,05,11R,daily,0.2600,0.000968,0.000356,0.000237,0.000143,0.000111,0.000311,0.012173,0.019901,0.025875,0.015497,0.005448,0.015755,0.012174,0.030568,0.006399,0.050428,0.004433,0.005967,0.002475,0.001229,0.026107,0.005504,0.003578,0.003049,0.004637,0.001147,0.001154,0.000748,0.000944,0.000945,0.739988,0.001751
202609110511,2026-09-11,05,11R,realtime,0.2202,0.000703,0.000177,0.000161,0.000129,0.000101,0.000239,0.010714,0.012965,0.019165,0.013771,0.003157,0.014683,0.007418,0.025585,0.005555,0.048640,0.003684,0.004080,0.002585,0.000956,0.024936,0.006239,0.002476,0.002243,0.004594,0.001003,0.000881,0.000675,0.000739,0.000942,0.779804,0.000997
202609110512,2026-09-11,05,12R,daily,0.3273,0.001105,0.000522,0.000323,0.000143,0.000120,0.000479,0.014145,0.041105,0.037095,0.004988,0.008329,0.038025,0.017229,0.009013,0.016942,0.052358,0.007844,0.008689,0.001964,0.003643,0.029660,0.006885,0.008707,0.005495,0.001377,0.003836,0.001485,0.001440,0.000842,0.001501,0.672686,0.002023
202609110512,2026-09-11,05,12R,realtime,0.3902,0.000909,0.000286,0.000400,0.000196,0.000169,0.000591,0.011834,0.067844,0.036642,0.003494,0.007978,0.049361,0.023816,0.009024,0.017711,0.053588,0.011138,0.010931,0.001662,0.005069,0.034950,0.009785,0.011982,0.007110,0.001576,0.004160,0.002204,0.001811,0.000867,0.000890,0.609763,0.002261
