レースコード,レース日,レース場コード,レース回,状態,荒れ度,P_その他_1,P_その他_2,P_その他_3,P_その他_4,P_その他_5,P_その他_6,P_まくり_2,P_まくり_3,P_まくり_4,P_まくり_5,P_まくり_6,P_まくり差し_3,P_まくり差し_4,P_まくり差し_5,P_まくり差し_6,P_差し_2,P_差し_3,P_差し_4,P_差し_5,P_差し_6,P_抜き_1,P_抜き_2,P_抜き_3,P_抜き_4,P_抜き_5,P_抜き_6,P_恵まれ_2,P_恵まれ_3,P_恵まれ_4,P_恵まれ_5,P_逃げ_1,P_逃げ_2
202609060101,2026-09-06,01,01R,daily,0.8274,0.004391,0.002402,0.000765,0.000269,0.000298,0.000752,0.137802,0.050749,0.182549,0.021597,0.002152,0.024845,0.053997,0.039278,0.006472,0.140149,0.015794,0.035893,0.007587,0.002321,0.010288,0.019137,0.014938,0.026330,0.009857,0.001503,0.001333,0.000879,0.001699,0.001933,0.172617,0.009420
202609060101,2026-09-06,01,01R,realtime,0.6781,0.001061,0.001849,0.000836,0.000331,0.000285,0.000593,0.111068,0.061006,0.062906,0.014334,0.001927,0.037110,0.050741,0.044603,0.004381,0.132275,0.013527,0.032147,0.005075,0.002339,0.013799,0.026127,0.014026,0.025657,0.007943,0.001663,0.000948,0.000982,0.001164,0.001842,0.321852,0.005605
202609060102,2026-09-06,01,02R,daily,0.7809,0.007100,0.003711,0.001594,0.000449,0.000409,0.001606,0.071564,0.081012,0.060246,0.055306,0.015697,0.055289,0.030146,0.093997,0.047291,0.082018,0.027891,0.017954,0.012422,0.011449,0.013494,0.010727,0.017936,0.008564,0.019831,0.011928,0.001488,0.002003,0.001588,0.003414,0.219084,0.012791
202609060102,2026-09-06,01,02R,realtime,0.7952,0.003085,0.001361,0.001237,0.000481,0.000460,0.001798,0.065185,0.123737,0.036947,0.037417,0.010584,0.085587,0.029036,0.094068,0.047185,0.079031,0.028836,0.015871,0.015667,0.013947,0.012180,0.012581,0.020515,0.009646,0.019281,0.014837,0.001320,0.002151,0.001141,0.002423,0.204772,0.007632
202609060103,2026-09-06,01,03R,daily,0.6801,0.003823,0.003325,0.000793,0.000259,0.000256,0.000925,0.014624,0.122921,0.096616,0.014412,0.009114,0.124765,0.054543,0.031247,0.028241,0.024645,0.032085,0.039382,0.003178,0.007502,0.014599,0.005326,0.014335,0.012438,0.004556,0.004846,0.001150,0.002766,0.001355,0.001678,0.319944,0.004350
202609060103,2026-09-06,01,03R,realtime,0.6211,0.002707,0.000625,0.000679,0.000235,0.000284,0.001053,0.011969,0.114071,0.068145,0.006332,0.012421,0.122269,0.051171,0.035407,0.024734,0.022247,0.034448,0.041374,0.002945,0.006698,0.018140,0.004379,0.014821,0.010950,0.002037,0.004385,0.000936,0.001795,0.001060,0.001188,0.378898,0.001597
202609060104,2026-09-06,01,04R,daily,0.6643,0.005173,0.002410,0.000821,0.000275,0.000303,0.001069,0.083011,0.064208,0.081838,0.019354,0.003398,0.045139,0.035247,0.031903,0.006006,0.132167,0.020334,0.033100,0.005756,0.002373,0.015056,0.018882,0.015041,0.014568,0.005165,0.002125,0.001966,0.001187,0.002112,0.002522,0.335700,0.011791
202609060104,2026-09-06,01,04R,realtime,0.5866,0.001014,0.001873,0.000560,0.000240,0.000235,0.000845,0.079024,0.032308,0.108168,0.009881,0.000919,0.030619,0.033576,0.029447,0.003610,0.134205,0.017455,0.025932,0.006992,0.001627,0.014066,0.016143,0.010554,0.011996,0.002310,0.001638,0.001487,0.000925,0.001059,0.001526,0.413372,0.006393
202609060105,2026-09-06,01,05R,daily,0.7091,0.005584,0.001878,0.000807,0.000312,0.000219,0.001427,0.054195,0.046127,0.214428,0.008175,0.004036,0.054467,0.080952,0.022472,0.012223,0.050622,0.021645,0.034502,0.003464,0.003736,0.017971,0.006957,0.012004,0.030924,0.003674,0.004109,0.001829,0.002566,0.002477,0.001874,0.290939,0.003405
202609060105,2026-09-06,01,05R,realtime,0.7305,0.001475,0.000721,0.000866,0.000278,0.000201,0.001331,0.029204,0.037727,0.314280,0.002800,0.001628,0.050278,0.093944,0.018355,0.010148,0.036718,0.018652,0.037753,0.002218,0.002174,0.013960,0.004639,0.010145,0.028108,0.001931,0.003077,0.001678,0.001368,0.001561,0.001481,0.269509,0.001792
202609060106,2026-09-06,01,06R,daily,0.2673,0.002350,0.001159,0.000344,0.000124,0.000121,0.000496,0.011072,0.029028,0.023005,0.013740,0.003165,0.031174,0.009676,0.020357,0.009478,0.038020,0.006959,0.005409,0.001919,0.001736,0.035732,0.003257,0.005597,0.002440,0.002677,0.001587,0.000765,0.001131,0.000979,0.000912,0.732748,0.002845
202609060106,2026-09-06,01,06R,realtime,0.2011,0.001788,0.000623,0.000245,0.000094,0.000094,0.000416,0.005328,0.033502,0.007198,0.005154,0.003450,0.033348,0.006279,0.012261,0.008667,0.023265,0.006664,0.003030,0.001304,0.001376,0.030520,0.002287,0.005644,0.001392,0.000926,0.001388,0.000587,0.000645,0.000473,0.000430,0.798894,0.002727
202609060107,2026-09-06,01,07R,daily,0.3897,0.002794,0.001073,0.000627,0.000165,0.000155,0.000766,0.009451,0.060633,0.030179,0.013052,0.009474,0.111608,0.013717,0.014640,0.014435,0.021124,0.019775,0.006737,0.002228,0.003081,0.020395,0.003288,0.014601,0.002589,0.002587,0.002726,0.001016,0.001767,0.000775,0.001363,0.610251,0.002928
202609060107,2026-09-06,01,07R,realtime,0.4873,0.002912,0.000581,0.000873,0.000210,0.000168,0.001027,0.007179,0.088198,0.051431,0.010516,0.009478,0.143316,0.019643,0.022802,0.014962,0.017737,0.025315,0.005589,0.003002,0.002690,0.018067,0.003339,0.021415,0.003166,0.002208,0.004289,0.001139,0.001866,0.000738,0.001092,0.512653,0.002401
202609060108,2026-09-06,01,08R,daily,0.3823,0.002633,0.001242,0.000341,0.000134,0.000160,0.000709,0.009705,0.024879,0.016312,0.046658,0.008006,0.019185,0.008615,0.123239,0.026825,0.030227,0.004935,0.001976,0.005678,0.002959,0.025292,0.003588,0.002621,0.001058,0.007569,0.001885,0.000556,0.000549,0.000995,0.000870,0.617725,0.002874
202609060108,2026-09-06,01,08R,realtime,0.5161,0.007391,0.002945,0.000538,0.000178,0.000191,0.000630,0.007644,0.009316,0.222886,0.011767,0.001580,0.010226,0.097841,0.058881,0.004723,0.015409,0.003094,0.009773,0.004259,0.000933,0.015806,0.002256,0.002227,0.011036,0.003800,0.000424,0.001200,0.000854,0.002066,0.001839,0.483914,0.004371
202609060109,2026-09-06,01,09R,daily,0.7473,0.006428,0.004227,0.001555,0.000401,0.000316,0.001676,0.040776,0.117258,0.083627,0.017504,0.007271,0.076956,0.045199,0.042887,0.041630,0.068950,0.046096,0.021004,0.005436,0.011195,0.017126,0.013659,0.023202,0.007447,0.008230,0.011502,0.002223,0.003010,0.002214,0.004847,0.252657,0.013492
