レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609110302,2026-09-11,03,2R,daily,3-1-2,3-1-4,2-1-3,3-1-6,3-1-5,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609110303,2026-09-11,03,3R,daily,3-1-2,3-1-5,3-1-4,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609110304,2026-09-11,03,4R,daily,3-1-4,2-1-3,3-1-2,2-1-4,4-1-3,まくり差し,差し,まくり差し,差し,差し
202609110305,2026-09-11,03,5R,daily,2-1-3,2-1-5,2-1-4,5-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609110306,2026-09-11,03,6R,daily,2-1-3,2-1-4,3-1-4,3-1-2,4-1-3,差し,差し,まくり差し,まくり差し,差し
202609110307,2026-09-11,03,7R,daily,2-1-3,3-1-2,2-1-4,2-3-1,2-1-5,差し,まくり差し,差し,差し,差し
202609110308,2026-09-11,03,8R,daily,2-1-3,2-1-4,5-1-2,4-1-2,2-1-5,差し,差し,まくり差し,まくり,差し
202609110309,2026-09-11,03,9R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609110310,2026-09-11,03,10R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609110311,2026-09-11,03,11R,daily,2-1-3,3-1-2,2-1-4,2-3-1,2-1-5,差し,まくり差し,差し,差し,差し
202609110312,2026-09-11,03,12R,daily,2-1-4,2-1-3,4-1-2,2-4-1,4-2-1,差し,差し,まくり,差し,まくり
202609110501,2026-09-11,05,1R,daily,3-1-4,3-1-2,3-1-5,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609110502,2026-09-11,05,2R,daily,3-1-4,3-1-2,4-1-3,3-1-5,2-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202609110503,2026-09-11,05,3R,daily,2-1-4,4-1-2,2-1-3,4-1-5,4-1-3,差し,まくり,差し,まくり差し,差し
202609110504,2026-09-11,05,4R,daily,2-1-3,2-1-4,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609110505,2026-09-11,05,5R,daily,4-1-2,4-1-3,4-1-5,3-1-4,4-2-1,まくり,差し,まくり差し,まくり差し,まくり
202609110506,2026-09-11,05,6R,daily,5-1-2,4-1-5,4-1-2,5-1-4,2-1-4,まくり差し,まくり差し,まくり,まくり差し,差し
202609110507,2026-09-11,05,7R,daily,2-1-3,2-1-4,2-1-5,5-1-2,3-1-2,差し,差し,差し,まくり差し,まくり差し
202609110508,2026-09-11,05,8R,daily,2-1-3,3-1-2,2-3-1,2-1-4,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609110509,2026-09-11,05,9R,daily,2-1-4,4-1-3,2-1-3,3-1-4,4-1-2,差し,差し,差し,まくり差し,まくり
202609110510,2026-09-11,05,10R,daily,2-1-3,2-1-5,5-1-2,2-1-4,5-1-3,差し,差し,まくり差し,差し,まくり差し
202609110511,2026-09-11,05,11R,daily,2-1-4,2-1-3,2-1-5,5-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609110512,2026-09-11,05,12R,daily,3-1-4,2-1-3,3-1-2,2-1-4,4-1-2,まくり差し,差し,まくり差し,差し,まくり
202609110601,2026-09-11,06,1R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609110602,2026-09-11,06,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202609110603,2026-09-11,06,3R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202609110604,2026-09-11,06,4R,daily,2-1-3,2-1-4,3-1-2,4-1-2,3-1-4,差し,差し,まくり差し,まくり,まくり差し
202609110605,2026-09-11,06,5R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202609110606,2026-09-11,06,6R,daily,2-1-3,3-1-2,2-1-4,2-3-1,2-1-5,差し,まくり差し,差し,差し,差し
202609110607,2026-09-11,06,7R,daily,3-1-5,3-1-4,3-1-2,5-1-3,3-5-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609110608,2026-09-11,06,8R,daily,4-1-2,2-1-4,4-1-5,4-1-3,4-2-1,まくり,差し,まくり差し,差し,まくり
202609110609,2026-09-11,06,9R,daily,2-1-3,2-1-4,2-1-5,5-1-2,5-1-4,差し,差し,差し,まくり差し,まくり差し
202609110610,2026-09-11,06,10R,daily,3-1-4,3-1-2,3-1-5,4-1-2,4-1-3,まくり差し,まくり差し,まくり差し,まくり,差し
202609110611,2026-09-11,06,11R,daily,5-1-2,2-1-3,2-1-5,3-1-2,3-1-5,まくり差し,差し,差し,まくり差し,まくり差し
202609110612,2026-09-11,06,12R,daily,2-1-3,3-1-4,3-1-5,2-1-4,3-1-2,差し,まくり差し,まくり差し,差し,まくり差し
202609111201,2026-09-11,12,1R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609111202,2026-09-11,12,2R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609111203,2026-09-11,12,3R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609111204,2026-09-11,12,4R,daily,4-1-2,4-1-5,2-1-4,4-1-3,2-1-3,まくり,まくり差し,差し,差し,差し
202609111205,2026-09-11,12,5R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609111206,2026-09-11,12,6R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609111207,2026-09-11,12,7R,daily,4-1-2,3-1-4,4-1-3,3-1-2,4-2-1,まくり,まくり差し,差し,まくり差し,まくり
202609111208,2026-09-11,12,8R,daily,2-1-3,2-1-4,2-1-5,5-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609111209,2026-09-11,12,9R,daily,2-1-3,2-1-4,4-1-2,3-1-2,4-1-3,差し,差し,まくり,まくり差し,差し
202609111210,2026-09-11,12,10R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609111211,2026-09-11,12,11R,daily,2-1-3,3-1-2,2-1-4,2-1-5,2-3-1,差し,まくり差し,差し,差し,差し
202609111212,2026-09-11,12,12R,daily,2-1-4,4-1-2,2-1-3,3-1-4,3-1-2,差し,まくり,差し,まくり差し,まくり差し
202609111301,2026-09-11,13,1R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609111302,2026-09-11,13,2R,daily,2-1-3,2-1-4,3-1-4,3-1-2,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609111303,2026-09-11,13,3R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202609111304,2026-09-11,13,4R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609111305,2026-09-11,13,5R,daily,2-1-3,2-1-4,3-1-4,3-1-2,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し
202609111306,2026-09-11,13,6R,daily,4-1-3,4-1-2,4-1-5,3-1-4,3-1-2,差し,まくり,まくり差し,まくり差し,まくり差し
202609111307,2026-09-11,13,7R,daily,4-1-2,2-1-3,2-1-4,4-1-3,4-1-5,まくり,差し,差し,差し,まくり差し
202609111308,2026-09-11,13,8R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609111309,2026-09-11,13,9R,daily,2-1-3,2-1-4,4-1-2,3-1-2,2-1-5,差し,差し,まくり,まくり差し,差し
202609111310,2026-09-11,13,10R,daily,2-1-4,2-1-3,2-1-5,4-1-2,3-1-4,差し,差し,差し,まくり,まくり差し
202609111311,2026-09-11,13,11R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202609111312,2026-09-11,13,12R,daily,3-1-2,2-1-3,3-1-4,3-1-5,3-1-6,まくり差し,差し,まくり差し,まくり差し,まくり差し
202609111401,2026-09-11,14,1R,daily,2-1-3,3-1-2,3-1-4,2-1-4,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202609111401,2026-09-11,14,1R,realtime,3-1-2,2-1-3,3-1-4,2-1-4,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202609111402,2026-09-11,14,2R,daily,3-1-2,3-1-4,2-1-3,3-1-5,3-1-6,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609111402,2026-09-11,14,2R,realtime,3-1-2,2-1-3,3-1-4,3-1-5,3-1-6,まくり差し,差し,まくり差し,まくり差し,まくり差し
202609111403,2026-09-11,14,3R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609111403,2026-09-11,14,3R,realtime,3-1-5,3-1-2,3-1-4,3-1-6,3-5-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609111404,2026-09-11,14,4R,daily,4-1-2,4-1-5,4-1-3,2-1-4,2-1-3,まくり,まくり差し,差し,差し,差し
202609111405,2026-09-11,14,5R,daily,2-1-3,3-1-2,3-1-5,5-1-2,2-1-5,差し,まくり差し,まくり差し,まくり差し,差し
202609111406,2026-09-11,14,6R,daily,3-1-2,3-1-4,2-1-3,3-1-5,4-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202609111407,2026-09-11,14,7R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609111408,2026-09-11,14,8R,daily,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609111409,2026-09-11,14,9R,daily,3-1-4,4-1-5,3-1-2,4-1-2,4-1-3,まくり差し,まくり差し,まくり差し,まくり,差し
202609111410,2026-09-11,14,10R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202609111411,2026-09-11,14,11R,daily,2-1-3,2-1-4,2-1-5,4-1-2,2-3-1,差し,差し,差し,まくり,差し
202609111412,2026-09-11,14,12R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609111601,2026-09-11,16,1R,daily,2-1-3,3-1-4,3-1-2,2-1-4,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202609111602,2026-09-11,16,2R,daily,4-1-2,4-2-1,4-1-3,4-1-5,2-1-4,まくり,まくり,差し,まくり差し,差し
202609111603,2026-09-11,16,3R,daily,2-1-4,2-1-3,2-1-5,4-1-2,5-1-2,差し,差し,差し,まくり,まくり差し
202609111604,2026-09-11,16,4R,daily,4-1-2,2-1-4,2-1-3,3-1-4,3-1-2,まくり,差し,差し,まくり差し,まくり差し
202609111605,2026-09-11,16,5R,daily,2-1-4,4-1-2,2-1-3,2-4-1,4-2-1,差し,まくり,差し,差し,まくり
202609111606,2026-09-11,16,6R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609111607,2026-09-11,16,7R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609111608,2026-09-11,16,8R,daily,3-1-4,3-1-2,3-1-5,3-1-6,4-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609111609,2026-09-11,16,9R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609111610,2026-09-11,16,10R,daily,2-1-4,2-1-3,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609111611,2026-09-11,16,11R,daily,5-1-2,3-1-2,3-1-4,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609111612,2026-09-11,16,12R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609111701,2026-09-11,17,1R,daily,3-1-4,3-1-2,2-1-3,4-1-3,3-1-5,まくり差し,まくり差し,差し,差し,まくり差し
202609111702,2026-09-11,17,2R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609111703,2026-09-11,17,3R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609111704,2026-09-11,17,4R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609111705,2026-09-11,17,5R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609111706,2026-09-11,17,6R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609111707,2026-09-11,17,7R,daily,4-1-2,4-1-3,4-1-5,4-1-6,3-1-4,まくり,差し,まくり差し,まくり,まくり差し
202609111708,2026-09-11,17,8R,daily,2-1-3,3-1-2,2-1-4,4-1-2,3-1-4,差し,まくり差し,差し,まくり,まくり差し
202609111709,2026-09-11,17,9R,daily,3-1-4,3-1-2,4-1-2,4-1-3,3-1-5,まくり差し,まくり差し,まくり,差し,まくり差し
202609111710,2026-09-11,17,10R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609111711,2026-09-11,17,11R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609111712,2026-09-11,17,12R,daily,4-1-2,4-1-3,2-1-4,3-1-4,4-1-5,まくり,差し,差し,まくり差し,まくり差し
202609112001,2026-09-11,20,1R,daily,2-1-3,2-1-4,3-1-2,4-1-2,2-1-5,差し,差し,まくり差し,まくり,差し
202609112002,2026-09-11,20,2R,daily,2-1-3,2-1-4,4-1-2,2-1-5,4-1-3,差し,差し,まくり,差し,差し
202609112003,2026-09-11,20,3R,daily,3-1-2,3-1-4,3-1-6,2-1-3,3-1-5,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609112004,2026-09-11,20,4R,daily,2-1-4,2-1-3,4-1-2,4-1-3,2-1-5,差し,差し,まくり,差し,差し
202609112005,2026-09-11,20,5R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-3-1,差し,差し,まくり差し,差し,差し
202609112006,2026-09-11,20,6R,daily,4-1-2,2-1-4,4-1-3,2-1-3,4-1-5,まくり,差し,差し,差し,まくり差し
202609112007,2026-09-11,20,7R,daily,3-1-4,3-1-5,3-1-2,3-1-6,4-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609112008,2026-09-11,20,8R,daily,2-1-3,3-1-2,2-1-4,3-1-5,3-1-4,差し,まくり差し,差し,まくり差し,まくり差し
202609112009,2026-09-11,20,9R,daily,2-1-3,2-1-4,3-1-2,4-1-2,2-1-5,差し,差し,まくり差し,まくり,差し
202609112010,2026-09-11,20,10R,daily,2-1-3,2-1-4,2-1-5,4-1-2,2-3-1,差し,差し,差し,まくり,差し
202609112011,2026-09-11,20,11R,daily,3-1-2,3-1-5,3-1-4,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609112012,2026-09-11,20,12R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609112101,2026-09-11,21,1R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202609112101,2026-09-11,21,1R,realtime,6-1-2,6-1-3,6-1-5,6-1-4,6-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609112102,2026-09-11,21,2R,daily,4-1-2,4-1-5,2-1-4,4-1-3,4-2-1,まくり,まくり差し,差し,差し,まくり
202609112102,2026-09-11,21,2R,realtime,4-1-2,4-1-5,2-1-4,4-5-1,4-1-3,まくり,まくり差し,差し,まくり,差し
202609112103,2026-09-11,21,3R,daily,3-1-2,3-1-4,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609112103,2026-09-11,21,3R,realtime,3-1-2,3-1-4,3-1-6,3-1-5,5-1-3,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609112104,2026-09-11,21,4R,daily,2-1-3,3-1-2,2-1-5,3-1-5,5-1-2,差し,まくり差し,差し,まくり差し,まくり差し
202609112105,2026-09-11,21,5R,daily,5-1-2,5-1-3,5-1-4,5-1-6,3-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609112106,2026-09-11,21,6R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-5,差し,差し,差し,まくり差し,まくり差し
202609112107,2026-09-11,21,7R,daily,2-1-3,2-1-4,2-1-5,4-1-2,4-1-5,差し,差し,差し,まくり,まくり差し
202609112108,2026-09-11,21,8R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し
202609112109,2026-09-11,21,9R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609112110,2026-09-11,21,10R,daily,3-1-2,3-1-4,5-1-2,3-1-5,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609112111,2026-09-11,21,11R,daily,2-1-4,2-1-3,2-1-5,5-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202609112112,2026-09-11,21,12R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609112401,2026-09-11,24,1R,daily,3-1-4,2-1-3,3-1-5,2-1-4,4-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202609112402,2026-09-11,24,2R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609112403,2026-09-11,24,3R,daily,3-1-5,3-1-4,3-1-2,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609112404,2026-09-11,24,4R,daily,2-1-5,2-1-3,2-1-4,5-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202609112405,2026-09-11,24,5R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-1-5,差し,まくり差し,差し,まくり差し,差し
202609112406,2026-09-11,24,6R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609112407,2026-09-11,24,7R,daily,2-1-3,3-1-2,3-1-4,4-1-2,2-1-4,差し,まくり差し,まくり差し,まくり,差し
202609112408,2026-09-11,24,8R,daily,3-1-4,4-1-3,3-1-2,4-1-2,2-1-4,まくり差し,差し,まくり差し,まくり,差し
202609112409,2026-09-11,24,9R,daily,2-1-3,4-1-2,2-1-4,4-1-5,4-1-3,差し,まくり,差し,まくり差し,差し
202609112410,2026-09-11,24,10R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609112411,2026-09-11,24,11R,daily,4-1-5,3-1-4,3-1-5,2-1-4,5-1-4,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609112412,2026-09-11,24,12R,daily,2-1-3,3-1-5,2-1-5,5-1-3,3-1-2,差し,まくり差し,差し,まくり差し,まくり差し
