レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609070905,2026-09-07,09,5R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609070906,2026-09-07,09,6R,daily,3-1-4,2-1-3,3-1-2,2-1-4,4-1-3,まくり差し,差し,まくり差し,差し,差し
202609070907,2026-09-07,09,7R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609070908,2026-09-07,09,8R,daily,3-1-4,2-1-4,4-1-2,3-1-2,2-1-3,まくり差し,差し,まくり,まくり差し,差し
202609070909,2026-09-07,09,9R,daily,4-1-5,2-1-4,5-1-4,4-1-2,2-1-3,まくり差し,差し,まくり差し,まくり,差し
202609070910,2026-09-07,09,10R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609070911,2026-09-07,09,11R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609070912,2026-09-07,09,12R,daily,2-1-3,3-1-4,3-1-2,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609071001,2026-09-07,10,1R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609071002,2026-09-07,10,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202609071003,2026-09-07,10,3R,daily,3-1-4,3-1-5,3-1-2,3-4-1,3-2-1,まくり差し,まくり差し,まくり差し,まくり,まくり
202609071004,2026-09-07,10,4R,daily,5-1-4,5-1-3,5-1-2,5-4-1,5-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609071005,2026-09-07,10,5R,daily,5-1-2,5-1-3,2-1-3,3-1-5,3-1-2,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609071006,2026-09-07,10,6R,daily,4-1-5,5-1-4,5-1-2,5-1-3,4-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609071007,2026-09-07,10,7R,daily,5-1-2,5-1-3,5-1-4,2-1-5,3-1-5,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609071008,2026-09-07,10,8R,daily,2-1-3,2-1-4,3-1-2,2-1-5,4-1-2,差し,差し,まくり差し,差し,まくり
202609071009,2026-09-07,10,9R,daily,2-1-3,2-1-4,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609071010,2026-09-07,10,10R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-3-1,差し,差し,まくり差し,差し,差し
202609071011,2026-09-07,10,11R,daily,2-1-4,2-1-3,2-4-1,2-1-5,4-1-2,差し,差し,差し,差し,まくり
202609071012,2026-09-07,10,12R,daily,2-1-3,2-1-4,4-1-2,4-1-5,2-1-5,差し,差し,まくり,まくり差し,差し
202609071101,2026-09-07,11,1R,daily,3-1-4,3-1-2,4-1-3,4-1-2,3-1-5,まくり差し,まくり差し,差し,まくり,まくり差し
202609071102,2026-09-07,11,2R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202609071103,2026-09-07,11,3R,daily,2-1-3,3-1-4,3-1-2,2-1-4,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202609071104,2026-09-07,11,4R,daily,2-1-3,3-1-2,3-1-5,3-1-4,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609071105,2026-09-07,11,5R,daily,2-1-3,2-1-4,2-1-5,2-1-6,3-1-2,差し,差し,差し,差し,まくり差し
202609071106,2026-09-07,11,6R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609071107,2026-09-07,11,7R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-3-4,差し,差し,差し,差し,まくり
202609071108,2026-09-07,11,8R,daily,2-1-3,5-1-2,2-1-5,2-1-4,5-1-3,差し,まくり差し,差し,差し,まくり差し
202609071109,2026-09-07,11,9R,daily,2-1-3,5-1-2,5-1-3,3-1-2,5-1-4,差し,まくり差し,まくり差し,まくり差し,まくり差し
202609071110,2026-09-07,11,10R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609071111,2026-09-07,11,11R,daily,4-1-2,4-1-5,4-1-3,2-1-4,2-1-3,まくり,まくり差し,差し,差し,差し
202609071112,2026-09-07,11,12R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609071301,2026-09-07,13,1R,daily,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609071302,2026-09-07,13,2R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-3-1,差し,差し,まくり差し,まくり差し,差し
202609071303,2026-09-07,13,3R,daily,2-1-4,2-1-3,2-4-1,4-1-2,2-1-5,差し,差し,差し,まくり,差し
202609071304,2026-09-07,13,4R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609071305,2026-09-07,13,5R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609071306,2026-09-07,13,6R,daily,3-1-2,2-1-3,3-1-4,4-1-3,4-1-2,まくり差し,差し,まくり差し,差し,まくり
202609071307,2026-09-07,13,7R,daily,2-1-3,2-1-4,2-1-5,4-1-2,2-3-1,差し,差し,差し,まくり,差し
202609071308,2026-09-07,13,8R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609071309,2026-09-07,13,9R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609071310,2026-09-07,13,10R,daily,4-1-2,4-1-5,2-1-3,4-1-3,3-1-2,まくり,まくり差し,差し,差し,まくり差し
202609071311,2026-09-07,13,11R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-3,差し,差し,まくり差し,まくり差し,差し
202609071312,2026-09-07,13,12R,daily,3-1-4,3-1-5,3-1-2,4-1-3,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609071401,2026-09-07,14,1R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609071402,2026-09-07,14,2R,daily,2-1-3,2-1-4,2-3-1,2-1-5,3-1-2,差し,差し,差し,差し,まくり差し
202609071403,2026-09-07,14,3R,daily,5-1-2,5-1-3,3-1-5,3-1-4,5-1-4,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609071404,2026-09-07,14,4R,daily,3-1-2,3-1-5,3-1-4,2-1-3,2-1-5,まくり差し,まくり差し,まくり差し,差し,差し
202609071405,2026-09-07,14,5R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609071406,2026-09-07,14,6R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609071407,2026-09-07,14,7R,daily,2-1-3,2-1-4,2-1-5,5-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609071408,2026-09-07,14,8R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609071409,2026-09-07,14,9R,daily,3-1-4,3-1-2,3-1-5,4-1-3,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609071410,2026-09-07,14,10R,daily,4-1-2,4-1-3,2-1-4,2-1-3,3-1-4,まくり,差し,差し,差し,まくり差し
202609071411,2026-09-07,14,11R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609071412,2026-09-07,14,12R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609071601,2026-09-07,16,1R,daily,3-1-4,2-1-3,2-1-4,3-1-2,4-1-2,まくり差し,差し,差し,まくり差し,まくり
202609071602,2026-09-07,16,2R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609071603,2026-09-07,16,3R,daily,2-1-3,5-1-2,2-1-4,3-1-2,3-1-4,差し,まくり差し,差し,まくり差し,まくり差し
202609071604,2026-09-07,16,4R,daily,3-1-4,3-1-2,4-1-2,3-1-5,2-1-4,まくり差し,まくり差し,まくり,まくり差し,差し
202609071605,2026-09-07,16,5R,daily,5-1-2,5-1-4,5-1-3,4-1-5,4-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609071606,2026-09-07,16,6R,daily,2-1-3,2-1-4,2-3-1,3-1-2,2-1-5,差し,差し,差し,まくり差し,差し
202609071607,2026-09-07,16,7R,daily,2-1-4,2-1-3,5-1-2,2-1-5,4-1-2,差し,差し,まくり差し,差し,まくり
202609071608,2026-09-07,16,8R,daily,2-1-4,2-1-3,4-1-2,2-1-5,2-4-1,差し,差し,まくり,差し,差し
202609071609,2026-09-07,16,9R,daily,2-1-3,2-1-4,3-1-2,3-1-4,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609071610,2026-09-07,16,10R,daily,3-1-4,3-1-2,3-1-5,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609071611,2026-09-07,16,11R,daily,2-1-4,4-1-2,2-1-3,2-4-1,4-2-1,差し,まくり,差し,差し,まくり
202609071612,2026-09-07,16,12R,daily,2-1-3,3-1-2,2-1-4,3-1-4,3-1-5,差し,まくり差し,差し,まくり差し,まくり差し
202609072201,2026-09-07,22,1R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202609072202,2026-09-07,22,2R,daily,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202609072203,2026-09-07,22,3R,daily,2-1-3,2-1-4,2-3-1,3-1-2,2-3-4,差し,差し,差し,まくり差し,まくり
202609072204,2026-09-07,22,4R,daily,2-1-3,2-1-4,4-1-2,2-3-1,2-1-5,差し,差し,まくり,差し,差し
202609072205,2026-09-07,22,5R,daily,2-1-3,2-1-4,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609072206,2026-09-07,22,6R,daily,4-1-2,2-1-3,4-1-3,2-1-4,4-1-5,まくり,差し,差し,差し,まくり差し
202609072207,2026-09-07,22,7R,daily,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609072208,2026-09-07,22,8R,daily,2-1-3,3-1-2,2-1-4,2-1-5,2-3-1,差し,まくり差し,差し,差し,差し
202609072209,2026-09-07,22,9R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609072210,2026-09-07,22,10R,daily,2-1-3,2-1-4,3-1-2,3-1-4,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し
202609072211,2026-09-07,22,11R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609072212,2026-09-07,22,12R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609072401,2026-09-07,24,1R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609072402,2026-09-07,24,2R,daily,2-1-3,3-1-5,3-1-2,3-1-4,3-1-6,差し,まくり差し,まくり差し,まくり差し,まくり差し
202609072403,2026-09-07,24,3R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609072404,2026-09-07,24,4R,daily,2-1-4,4-1-2,3-1-4,4-1-5,2-1-3,差し,まくり,まくり差し,まくり差し,差し
202609072405,2026-09-07,24,5R,daily,3-1-4,2-1-3,3-1-5,3-1-2,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609072406,2026-09-07,24,6R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609072407,2026-09-07,24,7R,daily,3-1-2,3-1-5,2-1-3,3-1-4,3-1-6,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609072408,2026-09-07,24,8R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609072409,2026-09-07,24,9R,daily,2-1-3,3-1-4,2-1-4,4-1-3,3-1-2,差し,まくり差し,差し,差し,まくり差し
202609072410,2026-09-07,24,10R,daily,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609072411,2026-09-07,24,11R,daily,3-1-4,3-1-2,4-1-3,3-4-1,3-1-5,まくり差し,まくり差し,差し,まくり,まくり差し
202609072412,2026-09-07,24,12R,daily,2-1-4,2-1-3,4-1-2,3-1-2,2-1-5,差し,差し,まくり,まくり差し,差し
