レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609120212,2026-09-12,02,12R,daily,5-1-2,5-2-1,2-1-5,2-1-3,5-1-3,まくり差し,まくり差し,差し,差し,まくり差し
202609120501,2026-09-12,05,1R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609120501,2026-09-12,05,1R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609120502,2026-09-12,05,2R,daily,4-1-2,4-1-5,4-1-3,3-1-4,4-1-6,まくり,まくり差し,差し,まくり差し,まくり
202609120502,2026-09-12,05,2R,realtime,6-1-2,6-1-3,6-1-4,6-2-1,6-2-3,差し,差し,差し,差し,まくり
202609120503,2026-09-12,05,3R,daily,4-1-3,4-1-2,4-1-5,3-1-4,4-1-6,差し,まくり,まくり差し,まくり差し,まくり
202609120503,2026-09-12,05,3R,realtime,4-2-6,4-2-3,1-2-3,4-2-5,4-6-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609120504,2026-09-12,05,4R,daily,2-1-4,4-1-2,2-1-3,4-2-1,4-1-3,差し,まくり,差し,まくり,差し
202609120505,2026-09-12,05,5R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609120506,2026-09-12,05,6R,daily,3-1-5,3-1-4,3-1-2,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609120507,2026-09-12,05,7R,daily,3-1-4,2-1-3,3-1-2,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609120508,2026-09-12,05,8R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609120509,2026-09-12,05,9R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609120510,2026-09-12,05,10R,daily,3-1-4,2-1-3,3-1-2,2-1-4,3-1-5,まくり差し,差し,まくり差し,差し,まくり差し
202609120511,2026-09-12,05,11R,daily,2-1-4,2-1-3,4-1-2,4-1-5,3-1-4,差し,差し,まくり,まくり差し,まくり差し
202609120512,2026-09-12,05,12R,daily,3-1-2,3-1-5,3-1-4,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609120601,2026-09-12,06,1R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609120601,2026-09-12,06,1R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609120602,2026-09-12,06,2R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609120602,2026-09-12,06,2R,realtime,2-1-4,3-1-2,3-1-4,2-1-3,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202609120603,2026-09-12,06,3R,daily,3-1-4,3-1-5,3-1-2,4-1-5,4-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609120604,2026-09-12,06,4R,daily,3-1-5,3-1-4,3-1-2,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609120605,2026-09-12,06,5R,daily,5-1-2,3-1-4,5-1-4,4-1-5,3-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609120606,2026-09-12,06,6R,daily,3-1-4,3-1-2,3-1-5,3-1-6,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609120607,2026-09-12,06,7R,daily,2-1-3,2-1-4,2-3-1,3-1-2,2-1-5,差し,差し,差し,まくり差し,差し
202609120608,2026-09-12,06,8R,daily,4-1-5,4-1-3,4-1-2,3-1-4,3-1-5,まくり差し,差し,まくり,まくり差し,まくり差し
202609120609,2026-09-12,06,9R,daily,3-1-4,3-1-5,3-1-2,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609120610,2026-09-12,06,10R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609120611,2026-09-12,06,11R,daily,3-1-2,3-1-4,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609120612,2026-09-12,06,12R,daily,2-1-4,4-1-2,2-1-3,4-1-5,2-1-5,差し,まくり,差し,まくり差し,差し
202609120801,2026-09-12,08,1R,daily,2-1-3,2-1-4,4-1-2,3-1-2,2-1-5,差し,差し,まくり,まくり差し,差し
202609120801,2026-09-12,08,1R,realtime,2-1-4,4-1-2,2-1-3,2-1-5,5-1-2,差し,まくり,差し,差し,まくり差し
202609120802,2026-09-12,08,2R,daily,2-1-3,3-1-2,3-1-4,3-1-5,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609120802,2026-09-12,08,2R,realtime,2-1-3,2-1-5,2-1-4,5-1-2,3-1-2,差し,差し,差し,まくり差し,まくり差し
202609120803,2026-09-12,08,3R,daily,5-1-2,5-1-3,5-1-4,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609120803,2026-09-12,08,3R,realtime,5-1-2,5-1-6,5-1-3,5-6-1,5-1-4,まくり,まくり差し,差し,まくり,まくり
202609120804,2026-09-12,08,4R,daily,5-1-2,5-1-4,2-1-5,5-1-3,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609120804,2026-09-12,08,4R,realtime,5-1-2,2-1-4,2-1-5,5-1-4,4-1-2,まくり差し,差し,差し,まくり差し,まくり
202609120805,2026-09-12,08,5R,daily,3-1-4,4-1-2,3-1-2,4-1-3,4-1-5,まくり差し,まくり,まくり差し,差し,まくり差し
202609120806,2026-09-12,08,6R,daily,5-1-2,5-1-4,3-1-4,5-1-3,3-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609120807,2026-09-12,08,7R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609120808,2026-09-12,08,8R,daily,2-1-3,2-1-4,5-1-2,2-1-5,2-3-4,差し,差し,まくり差し,差し,まくり
202609120809,2026-09-12,08,9R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-4-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609120810,2026-09-12,08,10R,daily,2-1-3,2-1-4,5-1-2,2-1-5,3-1-2,差し,差し,まくり差し,差し,まくり差し
202609120811,2026-09-12,08,11R,daily,4-1-2,4-1-3,4-1-5,3-1-4,2-1-4,まくり,差し,まくり差し,まくり差し,差し
202609120812,2026-09-12,08,12R,daily,2-1-4,4-1-2,2-1-3,3-1-4,3-1-2,差し,まくり,差し,まくり差し,まくり差し
202609120901,2026-09-12,09,1R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202609120901,2026-09-12,09,1R,realtime,2-1-4,2-1-3,2-1-5,4-1-2,2-1-6,差し,差し,差し,まくり,差し
202609120902,2026-09-12,09,2R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609120902,2026-09-12,09,2R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609120903,2026-09-12,09,3R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-3-1,差し,差し,まくり差し,差し,差し
202609120903,2026-09-12,09,3R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202609120904,2026-09-12,09,4R,daily,2-1-3,2-1-4,2-1-5,2-3-1,4-1-2,差し,差し,差し,差し,まくり
202609120904,2026-09-12,09,4R,realtime,2-1-4,2-1-3,2-1-5,2-1-6,4-1-2,差し,差し,差し,差し,まくり
202609120905,2026-09-12,09,5R,daily,4-1-2,2-1-4,4-1-5,2-1-3,4-1-3,まくり,差し,まくり差し,差し,差し
202609120906,2026-09-12,09,6R,daily,2-1-3,3-1-4,3-1-2,2-1-4,3-1-6,差し,まくり差し,まくり差し,差し,まくり差し
202609120907,2026-09-12,09,7R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609120908,2026-09-12,09,8R,daily,2-1-4,2-1-3,4-1-2,4-1-3,4-1-5,差し,差し,まくり,差し,まくり差し
202609120909,2026-09-12,09,9R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202609120910,2026-09-12,09,10R,daily,3-1-4,3-1-2,3-1-5,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609120911,2026-09-12,09,11R,daily,2-1-3,2-1-4,4-1-2,2-1-5,3-1-2,差し,差し,まくり,差し,まくり差し
202609120912,2026-09-12,09,12R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609121001,2026-09-12,10,1R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609121001,2026-09-12,10,1R,realtime,2-1-3,3-1-2,2-1-5,3-1-5,3-1-4,差し,まくり差し,差し,まくり差し,まくり差し
202609121002,2026-09-12,10,2R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609121002,2026-09-12,10,2R,realtime,2-1-3,2-1-5,2-1-4,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609121003,2026-09-12,10,3R,daily,3-1-2,3-1-4,2-1-3,3-1-5,3-2-1,まくり差し,まくり差し,差し,まくり差し,まくり
202609121003,2026-09-12,10,3R,realtime,2-1-4,2-1-3,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609121004,2026-09-12,10,4R,daily,3-1-4,3-1-5,4-1-5,3-1-2,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609121004,2026-09-12,10,4R,realtime,3-1-4,4-1-5,3-1-5,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609121005,2026-09-12,10,5R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609121005,2026-09-12,10,5R,realtime,3-1-2,2-1-3,3-1-4,3-1-6,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609121006,2026-09-12,10,6R,daily,2-1-4,2-1-3,2-1-5,2-4-1,4-1-2,差し,差し,差し,差し,まくり
202609121006,2026-09-12,10,6R,realtime,2-1-4,2-4-1,4-2-1,2-1-3,4-1-2,差し,差し,まくり,差し,まくり
202609121007,2026-09-12,10,7R,daily,2-1-3,2-1-5,2-1-4,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609121007,2026-09-12,10,7R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609121008,2026-09-12,10,8R,daily,2-1-3,2-1-4,3-1-2,4-1-2,3-1-4,差し,差し,まくり差し,まくり,まくり差し
202609121008,2026-09-12,10,8R,realtime,4-1-2,4-1-3,2-1-4,2-1-3,3-1-4,まくり,差し,差し,差し,まくり差し
202609121009,2026-09-12,10,9R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609121009,2026-09-12,10,9R,realtime,3-1-4,2-1-3,3-1-2,4-1-3,2-1-4,まくり差し,差し,まくり差し,差し,差し
202609121010,2026-09-12,10,10R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202609121011,2026-09-12,10,11R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-4-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609121012,2026-09-12,10,12R,daily,2-1-3,3-1-2,3-1-5,2-1-5,2-1-4,差し,まくり差し,まくり差し,差し,差し
202609121201,2026-09-12,12,1R,daily,2-1-3,2-1-4,4-1-2,3-1-2,3-1-4,差し,差し,まくり,まくり差し,まくり差し
202609121202,2026-09-12,12,2R,daily,4-1-5,3-1-4,4-1-2,3-1-2,3-1-5,まくり差し,まくり差し,まくり,まくり差し,まくり差し
202609121203,2026-09-12,12,3R,daily,2-1-3,2-1-4,5-1-2,3-1-2,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609121204,2026-09-12,12,4R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609121205,2026-09-12,12,5R,daily,2-1-4,2-1-3,4-1-2,2-1-5,2-1-6,差し,差し,まくり,差し,差し
202609121206,2026-09-12,12,6R,daily,5-1-2,3-1-2,2-1-3,5-1-3,5-1-4,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609121207,2026-09-12,12,7R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-3,差し,差し,まくり,差し,差し
202609121208,2026-09-12,12,8R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609121209,2026-09-12,12,9R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609121210,2026-09-12,12,10R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609121211,2026-09-12,12,11R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609121212,2026-09-12,12,12R,daily,2-1-3,3-1-4,2-1-4,4-1-3,3-1-2,差し,まくり差し,差し,差し,まくり差し
202609121601,2026-09-12,16,1R,daily,2-1-4,4-1-2,2-1-3,3-1-4,3-1-2,差し,まくり,差し,まくり差し,まくり差し
202609121601,2026-09-12,16,1R,realtime,3-1-4,2-1-4,3-1-2,2-1-3,4-1-2,まくり差し,差し,まくり差し,差し,まくり
202609121602,2026-09-12,16,2R,daily,2-1-3,2-1-4,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609121602,2026-09-12,16,2R,realtime,2-1-3,2-1-4,2-1-5,5-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609121603,2026-09-12,16,3R,daily,2-1-3,2-1-4,2-1-5,5-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609121603,2026-09-12,16,3R,realtime,2-1-3,2-1-5,2-1-4,5-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202609121604,2026-09-12,16,4R,daily,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609121604,2026-09-12,16,4R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609121605,2026-09-12,16,5R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609121606,2026-09-12,16,6R,daily,2-1-4,2-1-3,2-1-6,2-1-5,6-1-2,差し,差し,差し,差し,まくり差し
202609121607,2026-09-12,16,7R,daily,2-1-4,2-1-3,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202609121608,2026-09-12,16,8R,daily,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609121609,2026-09-12,16,9R,daily,2-1-4,5-1-2,4-1-2,2-1-3,5-1-4,差し,まくり差し,まくり,差し,まくり差し
202609121610,2026-09-12,16,10R,daily,2-1-4,4-1-2,2-1-3,4-1-3,3-1-4,差し,まくり,差し,差し,まくり差し
202609121611,2026-09-12,16,11R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609121612,2026-09-12,16,12R,daily,2-1-4,2-1-3,4-1-2,2-4-1,2-1-5,差し,差し,まくり,差し,差し
202609121701,2026-09-12,17,1R,daily,3-1-4,4-1-3,2-1-3,3-1-2,4-1-2,まくり差し,差し,差し,まくり差し,まくり
202609121701,2026-09-12,17,1R,realtime,2-1-3,2-1-4,4-1-2,4-1-6,3-1-4,差し,差し,まくり,まくり差し,まくり差し
202609121702,2026-09-12,17,2R,daily,5-1-2,5-1-3,5-1-4,3-1-5,3-1-2,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609121702,2026-09-12,17,2R,realtime,5-1-4,5-1-3,5-1-2,3-1-5,4-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609121703,2026-09-12,17,3R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609121703,2026-09-12,17,3R,realtime,3-1-2,3-1-5,3-1-4,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609121704,2026-09-12,17,4R,daily,4-1-2,4-1-5,3-1-2,4-1-3,2-1-3,まくり,まくり差し,まくり差し,差し,差し
202609121704,2026-09-12,17,4R,realtime,4-1-2,4-1-3,3-1-4,4-1-6,4-1-5,まくり,差し,まくり差し,まくり,まくり差し
202609121705,2026-09-12,17,5R,daily,2-1-3,3-1-2,2-1-4,4-1-2,3-1-4,差し,まくり差し,差し,まくり,まくり差し
202609121706,2026-09-12,17,6R,daily,4-1-2,4-1-3,3-1-4,2-1-3,3-1-2,まくり,差し,まくり差し,差し,まくり差し
202609121707,2026-09-12,17,7R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609121708,2026-09-12,17,8R,daily,3-1-2,3-1-4,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609121709,2026-09-12,17,9R,daily,3-1-4,3-1-2,2-1-3,3-1-5,4-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202609121710,2026-09-12,17,10R,daily,2-1-3,3-1-2,3-1-4,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609121711,2026-09-12,17,11R,daily,2-1-3,3-1-2,2-1-4,3-1-4,2-1-5,差し,まくり差し,差し,まくり差し,差し
202609121712,2026-09-12,17,12R,daily,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609121801,2026-09-12,18,1R,daily,2-1-4,4-1-2,2-1-3,4-1-5,2-1-5,差し,まくり,差し,まくり差し,差し
202609121801,2026-09-12,18,1R,realtime,2-1-4,4-1-2,2-1-3,2-1-5,3-1-4,差し,まくり,差し,差し,まくり差し
202609121802,2026-09-12,18,2R,daily,2-1-3,2-1-5,2-1-4,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609121802,2026-09-12,18,2R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609121803,2026-09-12,18,3R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609121803,2026-09-12,18,3R,realtime,2-1-3,2-3-1,2-1-4,2-1-5,3-2-1,差し,差し,差し,差し,まくり
202609121804,2026-09-12,18,4R,daily,3-1-4,3-1-5,3-1-2,4-1-3,2-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609121804,2026-09-12,18,4R,realtime,3-1-5,3-1-4,3-1-2,2-1-3,2-1-4,まくり差し,まくり差し,まくり差し,差し,差し
202609121805,2026-09-12,18,5R,daily,3-1-5,3-1-2,3-1-4,2-1-3,3-5-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609121806,2026-09-12,18,6R,daily,3-1-4,3-1-5,3-1-2,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609121807,2026-09-12,18,7R,daily,2-1-4,4-1-2,3-1-4,2-1-3,3-1-2,差し,まくり,まくり差し,差し,まくり差し
202609121808,2026-09-12,18,8R,daily,2-1-3,2-1-4,3-1-4,4-1-3,4-1-6,差し,差し,まくり差し,差し,まくり
202609121809,2026-09-12,18,9R,daily,3-1-4,2-1-3,3-1-2,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609121810,2026-09-12,18,10R,daily,4-1-3,3-1-4,4-3-1,4-1-2,3-4-1,差し,まくり差し,まくり,まくり,まくり
202609121811,2026-09-12,18,11R,daily,4-1-3,4-1-2,4-1-5,4-1-6,3-1-4,差し,まくり,まくり差し,まくり,まくり差し
202609121812,2026-09-12,18,12R,daily,4-1-3,3-1-4,4-3-1,3-4-1,4-1-2,差し,まくり差し,まくり,まくり,まくり
202609122001,2026-09-12,20,1R,daily,2-1-3,2-1-4,3-1-2,4-1-2,2-3-1,差し,差し,まくり差し,まくり,差し
202609122002,2026-09-12,20,2R,daily,5-1-2,2-1-4,2-1-3,5-1-4,5-1-3,まくり差し,差し,差し,まくり差し,まくり差し
202609122003,2026-09-12,20,3R,daily,5-1-2,2-1-3,5-1-3,3-1-5,2-1-5,まくり差し,差し,まくり差し,まくり差し,差し
202609122004,2026-09-12,20,4R,daily,2-1-3,3-1-5,3-1-2,5-1-3,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609122005,2026-09-12,20,5R,daily,2-1-3,2-1-4,2-1-5,4-1-2,3-1-2,差し,差し,差し,まくり,まくり差し
202609122006,2026-09-12,20,6R,daily,3-1-2,3-1-4,2-1-3,3-1-5,3-1-6,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609122007,2026-09-12,20,7R,daily,3-1-2,3-1-5,3-1-4,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609122008,2026-09-12,20,8R,daily,2-1-3,2-1-4,3-1-2,3-1-4,2-1-5,差し,差し,まくり差し,まくり差し,差し
202609122009,2026-09-12,20,9R,daily,2-1-3,2-1-4,2-1-5,5-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202609122010,2026-09-12,20,10R,daily,3-1-5,3-1-2,3-1-4,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609122011,2026-09-12,20,11R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609122012,2026-09-12,20,12R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609122101,2026-09-12,21,1R,daily,3-1-4,2-1-3,3-1-2,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609122101,2026-09-12,21,1R,realtime,2-1-4,3-1-4,3-1-2,3-1-5,4-1-2,差し,まくり差し,まくり差し,まくり差し,まくり
202609122102,2026-09-12,21,2R,daily,4-1-3,3-1-4,4-1-2,4-1-5,3-1-2,差し,まくり差し,まくり,まくり差し,まくり差し
202609122102,2026-09-12,21,2R,realtime,3-1-2,4-1-2,2-1-3,3-1-4,4-1-3,まくり差し,まくり,差し,まくり差し,差し
202609122103,2026-09-12,21,3R,daily,3-1-2,3-1-5,3-1-4,3-2-1,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し
202609122103,2026-09-12,21,3R,realtime,3-1-2,3-1-5,3-1-4,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609122104,2026-09-12,21,4R,daily,3-1-4,3-1-2,3-1-5,4-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609122104,2026-09-12,21,4R,realtime,3-1-2,2-1-3,3-1-4,3-1-5,5-1-2,まくり差し,差し,まくり差し,まくり差し,まくり差し
202609122105,2026-09-12,21,5R,daily,4-1-5,4-1-2,4-1-3,2-1-4,4-5-1,まくり差し,まくり,差し,差し,まくり
202609122105,2026-09-12,21,5R,realtime,6-1-4,6-1-2,4-1-2,6-4-1,6-1-5,まくり差し,まくり,まくり差し,まくり,まくり
202609122106,2026-09-12,21,6R,daily,2-1-3,2-1-4,2-1-5,4-1-2,2-1-6,差し,差し,差し,まくり,差し
202609122106,2026-09-12,21,6R,realtime,6-1-2,6-1-3,2-1-6,6-1-4,2-1-3,差し,差し,まくり差し,差し,まくり差し
202609122107,2026-09-12,21,7R,daily,2-1-3,3-1-4,3-1-2,2-1-4,3-1-5,差し,まくり差し,まくり差し,差し,まくり差し
202609122107,2026-09-12,21,7R,realtime,2-1-4,2-1-3,4-1-2,4-1-5,2-1-5,差し,差し,まくり,まくり差し,差し
202609122108,2026-09-12,21,8R,daily,3-1-4,3-1-2,3-1-5,3-1-6,3-4-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609122108,2026-09-12,21,8R,realtime,3-1-6,3-1-2,3-1-4,6-1-3,3-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609122109,2026-09-12,21,9R,daily,2-1-3,3-1-2,5-1-2,2-1-4,5-1-3,差し,まくり差し,まくり差し,差し,まくり差し
202609122110,2026-09-12,21,10R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609122111,2026-09-12,21,11R,daily,2-1-3,2-1-4,3-1-2,3-1-4,3-1-5,差し,差し,まくり差し,まくり差し,まくり差し
202609122112,2026-09-12,21,12R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609122401,2026-09-12,24,1R,daily,3-1-4,2-1-3,3-1-2,3-1-5,4-1-3,まくり差し,差し,まくり差し,まくり差し,差し
