レースコード,レース日,レース場コード,レース回,状態,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202609050112,2026-09-05,01,12R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-5,まくり差し,差し,まくり差し,まくり差し,差し
202609050201,2026-09-05,02,1R,daily,3-1-2,3-1-4,2-1-3,3-1-5,3-1-6,まくり差し,まくり差し,差し,まくり差し,まくり差し
202609050201,2026-09-05,02,1R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609050202,2026-09-05,02,2R,daily,2-1-4,2-1-3,2-1-5,2-1-6,2-4-1,差し,差し,差し,差し,差し
202609050202,2026-09-05,02,2R,realtime,2-1-3,2-1-4,2-1-6,2-1-5,6-1-2,差し,差し,差し,差し,まくり差し
202609050203,2026-09-05,02,3R,daily,4-1-5,4-5-1,4-1-2,4-1-3,5-1-4,まくり差し,まくり,まくり,差し,まくり差し
202609050203,2026-09-05,02,3R,realtime,4-1-5,4-1-3,4-1-2,4-5-1,5-4-1,差し,差し,差し,差し,まくり差し
202609050204,2026-09-05,02,4R,daily,3-1-4,3-4-1,3-1-5,3-1-2,3-4-5,まくり差し,まくり,まくり差し,まくり差し,まくり
202609050204,2026-09-05,02,4R,realtime,3-1-5,3-1-4,3-4-5,3-5-4,3-1-2,まくり差し,まくり差し,まくり,まくり,まくり差し
202609050205,2026-09-05,02,5R,daily,4-1-2,4-1-3,4-2-1,4-1-5,4-1-6,まくり,差し,まくり,まくり差し,まくり
202609050205,2026-09-05,02,5R,realtime,4-1-2,4-1-3,4-1-6,4-1-5,4-2-1,まくり,差し,まくり,まくり差し,まくり
202609050206,2026-09-05,02,6R,daily,2-1-3,2-1-4,2-3-4,2-3-1,2-1-5,差し,差し,まくり,差し,差し
202609050206,2026-09-05,02,6R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202609050207,2026-09-05,02,7R,daily,3-1-4,3-1-2,4-1-2,4-1-3,2-1-3,まくり差し,まくり差し,まくり,差し,差し
202609050207,2026-09-05,02,7R,realtime,3-1-2,3-1-4,2-1-3,3-1-5,4-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202609050208,2026-09-05,02,8R,daily,2-1-3,2-3-1,2-3-5,2-1-4,2-3-4,差し,差し,まくり,差し,まくり
202609050208,2026-09-05,02,8R,realtime,3-2-5,3-2-4,3-2-1,5-2-3,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609050209,2026-09-05,02,9R,daily,2-1-5,2-1-3,2-5-1,2-1-4,5-2-1,差し,差し,差し,差し,まくり差し
202609050209,2026-09-05,02,9R,realtime,2-1-5,2-5-1,2-1-3,2-1-4,5-2-1,差し,差し,差し,差し,まくり差し
202609050210,2026-09-05,02,10R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609050210,2026-09-05,02,10R,realtime,3-1-6,3-1-2,6-1-3,3-6-1,3-1-4,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202609050211,2026-09-05,02,11R,daily,4-1-2,4-1-5,4-2-1,2-1-4,4-1-6,まくり,まくり差し,まくり,差し,まくり
202609050211,2026-09-05,02,11R,realtime,2-1-6,4-1-2,2-1-4,4-2-1,6-1-2,差し,まくり,差し,まくり,まくり差し
202609050212,2026-09-05,02,12R,daily,5-1-2,5-1-3,5-1-6,2-1-3,5-1-4,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609050212,2026-09-05,02,12R,realtime,5-1-2,5-1-3,5-1-6,2-1-3,5-1-4,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609050301,2026-09-05,03,1R,daily,2-1-3,3-1-2,3-1-4,2-1-4,4-1-2,差し,まくり差し,まくり差し,差し,まくり
202609050301,2026-09-05,03,1R,realtime,3-1-4,4-1-3,4-1-2,3-1-2,4-1-5,まくり差し,差し,まくり,まくり差し,まくり差し
202609050302,2026-09-05,03,2R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-1-6,差し,差し,まくり差し,差し,差し
202609050302,2026-09-05,03,2R,realtime,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し
202609050303,2026-09-05,03,3R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609050303,2026-09-05,03,3R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609050304,2026-09-05,03,4R,daily,2-1-3,3-1-2,2-3-1,3-1-5,3-2-1,差し,まくり差し,差し,まくり差し,まくり
202609050304,2026-09-05,03,4R,realtime,2-1-3,2-3-1,3-1-2,3-1-5,2-3-5,差し,差し,まくり差し,まくり差し,まくり
202609050305,2026-09-05,03,5R,daily,5-1-4,5-1-3,5-1-2,4-1-5,3-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609050305,2026-09-05,03,5R,realtime,5-1-3,5-1-4,5-1-2,3-1-5,4-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609050306,2026-09-05,03,6R,daily,3-1-2,2-1-3,3-1-5,3-1-4,5-1-2,まくり差し,差し,まくり差し,まくり差し,まくり差し
202609050306,2026-09-05,03,6R,realtime,3-1-2,3-1-4,3-1-5,2-1-3,5-1-3,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609050307,2026-09-05,03,7R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609050307,2026-09-05,03,7R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609050308,2026-09-05,03,8R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-5,差し,差し,まくり,差し,まくり差し
202609050308,2026-09-05,03,8R,realtime,2-1-4,4-1-2,2-1-3,2-1-5,4-1-5,差し,まくり,差し,差し,まくり差し
202609050309,2026-09-05,03,9R,daily,2-1-3,2-1-4,4-1-2,3-1-2,4-1-3,差し,差し,まくり,まくり差し,差し
202609050309,2026-09-05,03,9R,realtime,2-1-3,2-1-4,4-1-2,3-1-2,3-1-4,差し,差し,まくり,まくり差し,まくり差し
202609050310,2026-09-05,03,10R,daily,2-1-3,3-1-2,2-1-4,2-1-5,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609050310,2026-09-05,03,10R,realtime,2-1-3,3-1-2,3-1-4,2-3-1,2-1-4,差し,まくり差し,まくり差し,差し,差し
202609050311,2026-09-05,03,11R,daily,2-1-3,3-1-2,2-1-4,4-1-2,3-1-4,差し,まくり差し,差し,まくり,まくり差し
202609050311,2026-09-05,03,11R,realtime,2-1-3,4-1-2,2-1-4,3-1-2,4-1-5,差し,まくり,差し,まくり差し,まくり差し
202609050312,2026-09-05,03,12R,daily,3-1-4,3-1-2,3-4-1,3-2-1,3-1-5,まくり差し,まくり差し,まくり,まくり,まくり差し
202609050312,2026-09-05,03,12R,realtime,3-1-4,3-1-2,3-4-1,3-1-5,3-2-1,まくり差し,まくり差し,まくり,まくり差し,まくり
202609050401,2026-09-05,04,1R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-3,まくり差し,まくり差し,まくり差し,差し,差し
202609050401,2026-09-05,04,1R,realtime,3-1-4,3-1-5,3-1-2,4-1-3,3-4-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609050402,2026-09-05,04,2R,daily,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609050402,2026-09-05,04,2R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,5-1-2,差し,差し,差し,差し,まくり差し
202609050403,2026-09-05,04,3R,daily,2-1-3,2-1-4,3-1-2,4-1-2,3-1-4,差し,差し,まくり差し,まくり,まくり差し
202609050403,2026-09-05,04,3R,realtime,2-1-4,2-1-3,4-1-2,3-1-2,3-1-4,差し,差し,まくり,まくり差し,まくり差し
202609050404,2026-09-05,04,4R,daily,2-1-3,3-1-5,3-1-2,3-1-4,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609050404,2026-09-05,04,4R,realtime,3-1-4,3-1-5,5-1-3,5-1-4,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609050405,2026-09-05,04,5R,daily,3-1-4,3-1-2,3-1-5,3-4-1,2-1-3,まくり差し,まくり差し,まくり差し,まくり,差し
202609050405,2026-09-05,04,5R,realtime,3-1-4,3-1-2,3-4-1,2-1-3,3-1-5,まくり差し,まくり差し,まくり,差し,まくり差し
202609050406,2026-09-05,04,6R,daily,6-1-4,3-1-4,4-1-6,4-1-3,6-1-3,まくり差し,まくり差し,まくり,差し,まくり差し
202609050406,2026-09-05,04,6R,realtime,3-1-4,6-1-4,6-1-3,3-1-6,3-1-5,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609050407,2026-09-05,04,7R,daily,4-1-2,4-1-3,4-1-5,4-1-6,4-2-1,まくり,差し,まくり差し,まくり,まくり
202609050407,2026-09-05,04,7R,realtime,4-1-2,4-1-5,4-1-3,4-1-6,4-2-1,まくり,まくり差し,差し,まくり,まくり
202609050408,2026-09-05,04,8R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609050408,2026-09-05,04,8R,realtime,2-1-4,2-1-5,2-1-3,2-4-1,5-1-2,差し,差し,差し,差し,まくり差し
202609050409,2026-09-05,04,9R,daily,2-1-4,2-1-3,2-1-5,4-1-2,5-1-2,差し,差し,差し,まくり,まくり差し
202609050409,2026-09-05,04,9R,realtime,2-1-4,2-1-5,2-1-3,5-1-2,5-1-4,差し,差し,差し,まくり差し,まくり差し
202609050410,2026-09-05,04,10R,daily,3-1-5,3-1-2,3-1-4,5-1-3,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609050410,2026-09-05,04,10R,realtime,3-1-5,3-1-4,3-1-2,5-1-3,3-5-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609050411,2026-09-05,04,11R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202609050411,2026-09-05,04,11R,realtime,2-1-4,2-1-5,2-1-3,4-1-2,5-1-2,差し,差し,差し,まくり,まくり差し
202609050412,2026-09-05,04,12R,daily,3-1-4,3-1-2,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609050412,2026-09-05,04,12R,realtime,3-1-4,3-1-6,3-1-2,3-1-5,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609050701,2026-09-05,07,1R,daily,2-1-3,2-1-4,4-1-2,3-1-4,2-1-5,差し,差し,まくり,まくり差し,差し
202609050701,2026-09-05,07,1R,realtime,2-1-4,4-1-2,2-1-3,4-2-1,2-4-1,差し,まくり,差し,まくり,差し
202609050702,2026-09-05,07,2R,daily,2-1-3,2-1-4,2-1-5,5-1-2,3-1-2,差し,差し,差し,まくり差し,まくり差し
202609050702,2026-09-05,07,2R,realtime,2-1-3,2-1-4,2-1-5,5-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202609050703,2026-09-05,07,3R,daily,3-1-2,3-1-4,2-1-3,3-1-5,2-3-1,まくり差し,まくり差し,差し,まくり差し,差し
202609050703,2026-09-05,07,3R,realtime,3-1-2,2-1-3,2-3-1,3-1-5,3-1-4,まくり差し,差し,差し,まくり差し,まくり差し
202609050704,2026-09-05,07,4R,daily,6-1-2,6-1-4,4-1-2,6-1-3,4-1-6,まくり差し,まくり差し,まくり,まくり差し,まくり
202609050704,2026-09-05,07,4R,realtime,6-1-2,6-1-3,6-1-4,6-1-5,6-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609050705,2026-09-05,07,5R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609050706,2026-09-05,07,6R,daily,2-1-4,2-1-3,2-1-5,2-3-1,2-4-1,差し,差し,差し,差し,差し
202609050706,2026-09-05,07,6R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609050707,2026-09-05,07,7R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609050708,2026-09-05,07,8R,daily,4-1-2,2-1-4,4-1-3,4-2-1,4-1-5,まくり,差し,差し,まくり,まくり差し
202609050709,2026-09-05,07,9R,daily,3-1-2,3-1-4,4-1-5,4-1-2,3-1-5,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202609050710,2026-09-05,07,10R,daily,3-1-4,3-1-2,3-1-5,2-1-3,4-1-2,まくり差し,まくり差し,まくり差し,差し,まくり
202609050711,2026-09-05,07,11R,daily,4-1-2,4-1-5,4-1-3,4-1-6,4-5-1,まくり,まくり差し,差し,まくり,まくり
202609050712,2026-09-05,07,12R,daily,3-1-4,3-1-2,2-1-3,3-1-5,4-1-3,まくり差し,まくり差し,差し,まくり差し,差し
202609050901,2026-09-05,09,1R,daily,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609050901,2026-09-05,09,1R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202609050902,2026-09-05,09,2R,daily,2-1-3,2-1-4,3-1-4,3-1-2,4-1-2,差し,差し,まくり差し,まくり差し,まくり
202609050902,2026-09-05,09,2R,realtime,3-1-4,2-1-3,3-1-2,2-1-4,4-1-2,まくり差し,差し,まくり差し,差し,まくり
202609050903,2026-09-05,09,3R,daily,2-1-5,2-1-3,5-1-2,2-1-4,3-1-5,差し,差し,まくり差し,差し,まくり差し
202609050903,2026-09-05,09,3R,realtime,2-1-3,2-1-5,2-1-4,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609050904,2026-09-05,09,4R,daily,2-1-3,2-1-4,2-1-5,3-1-2,3-1-4,差し,差し,差し,まくり差し,まくり差し
202609050904,2026-09-05,09,4R,realtime,2-1-6,2-1-3,6-1-2,6-1-3,3-1-2,差し,差し,まくり差し,まくり差し,まくり
202609050905,2026-09-05,09,5R,daily,2-1-5,2-1-3,2-1-4,5-1-2,2-5-1,差し,差し,差し,まくり差し,差し
202609050905,2026-09-05,09,5R,realtime,2-1-5,2-1-3,2-5-1,2-1-4,5-1-2,差し,差し,差し,差し,まくり差し
202609050906,2026-09-05,09,6R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-1-6,差し,差し,差し,まくり差し,差し
202609050906,2026-09-05,09,6R,realtime,2-1-3,2-1-4,2-1-5,2-1-6,3-1-2,差し,差し,差し,差し,まくり差し
202609050907,2026-09-05,09,7R,daily,2-1-4,4-1-2,2-1-3,4-2-1,2-4-1,差し,まくり,差し,まくり,差し
202609050907,2026-09-05,09,7R,realtime,2-1-4,4-1-2,2-1-3,2-4-1,4-2-1,差し,まくり,差し,差し,まくり
202609050908,2026-09-05,09,8R,daily,2-1-3,2-1-4,3-1-5,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609050908,2026-09-05,09,8R,realtime,2-1-5,2-1-4,5-1-2,2-1-3,4-1-5,差し,差し,まくり差し,差し,まくり差し
202609050909,2026-09-05,09,9R,daily,2-1-3,2-1-5,2-1-4,3-1-2,5-1-2,差し,差し,差し,まくり差し,まくり差し
202609050909,2026-09-05,09,9R,realtime,2-1-3,2-1-5,2-1-4,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609050910,2026-09-05,09,10R,daily,2-1-3,3-1-2,3-1-5,3-1-4,5-1-3,差し,まくり差し,まくり差し,まくり差し,まくり差し
202609050910,2026-09-05,09,10R,realtime,2-1-3,2-1-4,3-1-2,2-1-5,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609050911,2026-09-05,09,11R,daily,2-1-3,3-1-2,3-1-5,3-1-4,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609050911,2026-09-05,09,11R,realtime,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609050912,2026-09-05,09,12R,daily,2-1-3,2-1-4,3-1-2,2-3-1,2-1-5,差し,差し,まくり差し,差し,差し
202609050912,2026-09-05,09,12R,realtime,2-1-4,2-1-3,2-1-5,2-4-1,4-1-2,差し,差し,差し,差し,まくり
202609051001,2026-09-05,10,1R,daily,2-1-3,2-1-4,2-1-5,3-1-4,3-1-2,差し,差し,差し,まくり差し,まくり差し
202609051001,2026-09-05,10,1R,realtime,2-1-3,2-1-4,2-1-5,3-1-4,4-1-2,差し,差し,差し,まくり差し,まくり
202609051002,2026-09-05,10,2R,daily,2-1-3,2-1-4,2-1-5,3-1-2,2-3-1,差し,差し,差し,まくり差し,差し
202609051002,2026-09-05,10,2R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609051003,2026-09-05,10,3R,daily,3-1-2,3-1-4,3-1-5,3-2-1,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202609051003,2026-09-05,10,3R,realtime,3-1-2,3-1-4,3-2-1,3-1-5,3-4-1,まくり差し,まくり差し,まくり,まくり差し,まくり
202609051004,2026-09-05,10,4R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-1-6,まくり差し,まくり差し,まくり差し,差し,まくり差し
202609051004,2026-09-05,10,4R,realtime,3-1-2,3-1-5,2-1-3,3-1-4,3-2-1,まくり差し,まくり差し,差し,まくり差し,まくり
202609051005,2026-09-05,10,5R,daily,4-1-2,2-1-4,2-1-3,4-2-1,4-1-3,まくり,差し,差し,まくり,差し
202609051005,2026-09-05,10,5R,realtime,4-1-2,2-1-4,4-2-1,4-1-6,2-1-3,まくり,差し,まくり,まくり,差し
202609051006,2026-09-05,10,6R,daily,4-1-2,4-1-3,4-1-5,3-1-4,4-2-1,まくり,差し,まくり差し,まくり差し,まくり
202609051006,2026-09-05,10,6R,realtime,3-1-4,3-1-2,4-1-3,3-1-5,4-1-2,まくり差し,まくり差し,差し,まくり差し,まくり
202609051007,2026-09-05,10,7R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609051007,2026-09-05,10,7R,realtime,2-1-3,2-1-4,2-1-5,2-4-1,2-3-1,差し,差し,差し,差し,差し
202609051008,2026-09-05,10,8R,daily,6-1-3,6-1-4,6-1-2,6-3-1,4-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609051008,2026-09-05,10,8R,realtime,6-1-4,6-1-3,6-1-2,4-1-6,6-4-1,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202609051009,2026-09-05,10,9R,daily,2-1-3,3-1-2,2-1-4,3-1-5,2-1-5,差し,まくり差し,差し,まくり差し,差し
202609051009,2026-09-05,10,9R,realtime,3-1-5,3-1-4,3-5-1,3-1-2,2-1-3,まくり差し,まくり差し,まくり,まくり差し,差し
202609051010,2026-09-05,10,10R,daily,2-1-3,2-1-4,2-1-5,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609051010,2026-09-05,10,10R,realtime,2-1-3,2-1-5,2-1-4,2-3-1,2-1-6,差し,差し,差し,差し,差し
202609051011,2026-09-05,10,11R,daily,4-1-3,4-3-1,4-1-2,3-1-4,3-4-1,差し,まくり,まくり,まくり差し,まくり
202609051011,2026-09-05,10,11R,realtime,4-1-3,4-3-1,4-1-2,4-2-1,4-3-2,差し,まくり,まくり,まくり,まくり
202609051012,2026-09-05,10,12R,daily,4-1-2,3-1-4,2-1-3,3-1-2,4-1-5,まくり,まくり差し,差し,まくり差し,まくり差し
202609051012,2026-09-05,10,12R,realtime,3-1-4,3-1-2,4-1-2,4-1-5,3-1-5,まくり差し,まくり差し,まくり,まくり差し,まくり差し
202609051101,2026-09-05,11,1R,daily,3-1-2,3-1-4,3-1-5,2-1-3,3-2-1,まくり差し,まくり差し,まくり差し,差し,まくり
202609051101,2026-09-05,11,1R,realtime,3-1-2,2-1-3,3-1-5,3-2-1,3-1-4,まくり差し,差し,まくり差し,まくり,まくり差し
202609051102,2026-09-05,11,2R,daily,4-1-2,2-1-4,4-1-3,2-1-3,4-1-5,まくり,差し,差し,差し,まくり差し
202609051102,2026-09-05,11,2R,realtime,4-1-2,2-1-4,4-1-5,4-1-3,2-1-3,まくり,差し,まくり差し,差し,差し
202609051103,2026-09-05,11,3R,daily,2-1-4,2-1-3,4-1-2,2-1-5,4-1-3,差し,差し,まくり,差し,差し
202609051103,2026-09-05,11,3R,realtime,2-1-3,2-1-4,3-1-2,2-3-1,3-1-4,差し,差し,まくり差し,差し,まくり差し
202609051104,2026-09-05,11,4R,daily,4-1-5,4-1-2,5-1-2,4-1-3,5-1-4,まくり差し,まくり,まくり差し,差し,まくり差し
202609051104,2026-09-05,11,4R,realtime,5-1-2,4-1-2,2-1-3,4-1-3,2-1-4,まくり差し,まくり,差し,差し,差し
202609051105,2026-09-05,11,5R,daily,4-1-3,4-1-2,4-1-5,3-1-4,3-1-2,差し,まくり,まくり差し,まくり差し,まくり差し
202609051105,2026-09-05,11,5R,realtime,4-1-2,4-1-3,4-1-5,3-1-4,3-1-2,まくり,差し,まくり差し,まくり差し,まくり差し
202609051106,2026-09-05,11,6R,daily,3-1-2,2-1-3,3-1-4,3-1-5,2-1-4,まくり差し,差し,まくり差し,まくり差し,差し
202609051106,2026-09-05,11,6R,realtime,3-1-2,2-1-3,3-1-4,3-1-5,3-2-1,まくり差し,差し,まくり差し,まくり差し,まくり
202609051107,2026-09-05,11,7R,daily,3-1-4,4-1-3,3-1-2,4-1-2,3-1-5,まくり差し,差し,まくり差し,まくり,まくり差し
202609051107,2026-09-05,11,7R,realtime,6-1-4,6-1-3,6-1-2,3-1-4,4-1-6,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202609051108,2026-09-05,11,8R,daily,2-1-3,2-1-4,2-3-1,2-1-5,2-1-6,差し,差し,差し,差し,差し
202609051108,2026-09-05,11,8R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609051109,2026-09-05,11,9R,daily,2-1-3,2-1-4,2-1-5,2-3-1,3-1-2,差し,差し,差し,差し,まくり差し
202609051109,2026-09-05,11,9R,realtime,2-1-3,2-1-4,2-1-5,2-3-1,5-1-2,差し,差し,差し,差し,まくり差し
202609051110,2026-09-05,11,10R,daily,3-1-4,3-1-2,3-1-5,3-1-6,2-1-3,まくり差し,まくり差し,まくり差し,まくり差し,差し
202609051110,2026-09-05,11,10R,realtime,3-1-2,3-1-4,3-1-5,3-1-6,3-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり
202609051111,2026-09-05,11,11R,daily,2-1-3,3-1-4,3-1-2,2-1-4,4-1-3,差し,まくり差し,まくり差し,差し,差し
202609051111,2026-09-05,11,11R,realtime,3-1-4,3-1-2,2-1-3,3-1-5,2-1-4,まくり差し,まくり差し,差し,まくり差し,差し
202609051112,2026-09-05,11,12R,daily,2-1-3,2-1-4,3-1-2,4-1-2,3-1-4,差し,差し,まくり差し,まくり,まくり差し
202609051112,2026-09-05,11,12R,realtime,2-1-3,3-1-2,2-1-4,2-3-1,3-1-4,差し,まくり差し,差し,差し,まくり差し
202609051201,2026-09-05,12,1R,daily,2-1-3,2-1-4,4-1-2,3-1-2,2-1-5,差し,差し,まくり,まくり差し,差し
202609051201,2026-09-05,12,1R,realtime,2-1-3,2-1-4,2-1-5,3-1-2,4-1-2,差し,差し,差し,まくり差し,まくり
202609051202,2026-09-05,12,2R,daily,3-1-2,3-1-4,2-1-3,2-1-4,4-1-2,まくり差し,まくり差し,差し,差し,まくり
202609051202,2026-09-05,12,2R,realtime,2-1-3,3-1-2,2-1-4,3-1-4,4-1-2,差し,まくり差し,差し,まくり差し,まくり
202609051203,2026-09-05,12,3R,daily,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1,差し,差し,差し,差し,差し
202609051203,2026-09-05,12,3R,realtime,2-1-4,2-1-3,2-1-5,2-1-6,2-4-1,差し,差し,差し,差し,差し
202609051204,2026-09-05,12,4R,daily,2-1-3,2-1-4,3-1-2,2-1-5,2-1-6,差し,差し,まくり差し,差し,差し
202609051204,2026-09-05,12,4R,realtime,2-1-3,2-1-6,3-1-2,2-3-1,2-1-4,差し,差し,まくり差し,差し,差し
202609051205,2026-09-05,12,5R,daily,2-1-4,2-1-3,4-1-2,3-1-2,4-1-5,差し,差し,まくり,まくり差し,まくり差し
202609051206,2026-09-05,12,6R,daily,2-1-3,3-1-2,3-1-5,3-1-4,2-1-4,差し,まくり差し,まくり差し,まくり差し,差し
202609051206,2026-09-05,12,6R,realtime,2-1-3,3-1-2,2-1-4,2-1-6,2-1-5,差し,まくり差し,差し,差し,差し
202609051207,2026-09-05,12,7R,daily,2-1-3,2-1-4,4-1-2,4-1-5,2-1-5,差し,差し,まくり,まくり差し,差し
202609051208,2026-09-05,12,8R,daily,3-1-2,3-1-4,2-1-3,3-1-5,4-1-2,まくり差し,まくり差し,差し,まくり差し,まくり
202609051209,2026-09-05,12,9R,daily,2-1-3,4-1-2,2-1-4,4-1-3,3-1-4,差し,まくり,差し,差し,まくり差し
