レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202609121606,2026-09-12,16,06R,13:26,2026-09-12T13:16:17.940392+09:00,1,52.0,0.0,6.84,-0.5,53.3,0.0,7.0,-0.5,52.0,0.0,6.85,-0.5,54.1,0.0,6.78,-0.5,47.0,0.0,6.82,-0.5,53.3,0.0,6.88,-0.5
202609120605,2026-09-12,06,05R,13:29,2026-09-12T13:20:22.111761+09:00,1,52.0,0.0,,0.0,52.4,0.0,,0.0,54.6,0.0,,-0.5,55.2,0.0,,-0.5,51.5,0.5,,-0.5,51.5,0.5,,0.0
202609120506,2026-09-12,05,06R,13:31,2026-09-12T13:22:21.654362+09:00,1,55.9,0.0,6.75,0.0,51.5,0.5,6.75,-0.5,52.1,0.0,6.78,0.0,52.7,0.0,6.66,0.0,52.6,0.0,6.71,-0.5,49.5,2.5,6.67,-0.5
202609120907,2026-09-12,09,07R,13:32,2026-09-12T13:22:21.654362+09:00,1,51.0,1.0,6.87,-0.5,52.0,0.0,6.87,0.0,52.0,0.0,6.82,0.0,55.2,0.0,6.85,0.0,53.9,0.0,6.88,0.0,52.4,0.0,6.82,0.0
202609121011,2026-09-12,10,11R,13:34,2026-09-12T13:24:23.040205+09:00,1,54.3,0.0,6.84,-0.5,52.4,0.0,6.84,0.0,52.6,0.0,6.77,0.0,52.8,0.0,6.79,-0.5,53.7,0.0,6.84,-0.5,53.9,0.0,6.86,-0.5
202609120807,2026-09-12,08,07R,13:36,2026-09-12T13:26:16.985862+09:00,1,44.0,3.0,6.79,0.0,44.5,2.5,6.74,0.0,46.5,0.5,6.79,0.0,46.5,0.5,6.73,-0.5,46.5,0.5,6.78,-0.5,50.2,0.0,6.81,0.0
202609122111,2026-09-12,21,11R,13:42,2026-09-12T13:32:24.473483+09:00,1,53.7,0.0,6.77,0.0,54.0,0.0,6.75,-0.5,51.0,1.0,6.76,-0.5,52.0,0.0,6.77,0.0,44.5,2.5,6.79,0.0,52.5,0.0,6.72,0.0
202609121707,2026-09-12,17,07R,13:44,2026-09-12T13:34:16.027865+09:00,1,52.0,0.0,6.74,-0.5,52.0,0.0,6.77,-0.5,55.1,0.0,6.78,0.0,52.0,0.0,6.75,-0.5,52.2,0.0,6.72,-0.5,52.3,0.0,6.7,0.0
202609120207,2026-09-12,02,07R,13:45,2026-09-12T13:36:22.329823+09:00,1,51.5,0.5,6.62,-0.5,56.2,0.0,6.65,0.0,51.0,1.0,6.66,-0.5,52.2,0.0,6.74,-0.5,52.0,0.0,6.71,0.0,53.0,0.0,6.68,0.0
202609121807,2026-09-12,18,07R,13:50,2026-09-12T13:40:21.793458+09:00,1,51.0,1.0,6.88,0.0,53.1,0.0,6.87,-0.5,52.0,0.0,6.86,-0.5,54.6,0.0,6.87,0.0,52.0,0.0,6.88,0.0,52.3,0.0,6.89,0.0
202609121607,2026-09-12,16,07R,13:56,2026-09-12T13:46:20.271501+09:00,1,52.1,0.0,6.81,-0.5,47.0,0.0,6.79,-0.5,53.9,0.0,6.88,0.0,52.0,0.0,6.89,-0.5,53.8,0.0,6.83,0.0,49.8,0.0,6.83,-0.5
202609120606,2026-09-12,06,06R,13:58,2026-09-12T13:48:23.749944+09:00,1,51.0,1.0,6.62,-0.5,60.5,0.0,6.71,-0.5,53.3,0.0,6.66,0.0,52.0,0.0,6.66,0.0,53.3,0.0,6.71,0.0,52.5,0.0,6.71,0.0
202609120507,2026-09-12,05,07R,14:01,2026-09-12T13:52:20.645064+09:00,1,52.5,0.0,6.87,-0.5,56.0,0.0,6.83,-0.5,52.2,0.0,6.77,-0.5,52.0,0.0,6.81,-0.5,52.6,0.0,6.78,-0.5,53.1,0.0,6.87,0.0
202609120908,2026-09-12,09,08R,14:04,2026-09-12T13:54:24.197681+09:00,1,52.0,0.0,6.86,0.0,52.2,0.0,6.9,-0.5,52.7,0.0,6.82,0.0,51.5,0.5,6.96,0.0,52.5,0.0,6.96,-0.5,52.9,0.0,6.89,0.0
202609120808,2026-09-12,08,08R,14:07,2026-09-12T13:58:16.630738+09:00,1,45.5,1.5,6.79,0.0,47.0,0.0,6.75,0.0,46.0,1.0,6.7,0.0,45.5,1.5,6.77,-0.5,47.7,0.0,6.77,0.0,47.8,0.0,6.76,0.0
202609121012,2026-09-12,10,12R,14:12,2026-09-12T14:02:23.843631+09:00,1,52.0,0.0,6.75,0.0,52.4,0.0,6.83,-0.5,57.8,0.0,6.83,-0.5,53.5,0.0,6.73,0.0,55.3,0.0,6.76,-0.5,51.5,0.5,6.71,0.0
202609120208,2026-09-12,02,08R,14:16,2026-09-12T14:06:23.519706+09:00,1,52.0,0.0,6.58,0.0,52.1,0.0,6.68,-0.5,52.0,0.0,6.74,0.0,53.1,0.0,6.72,0.0,52.4,0.0,6.76,-0.5,50.5,1.5,6.78,-0.5
202609121708,2026-09-12,17,08R,14:15,2026-09-12T14:06:23.519706+09:00,1,52.0,0.0,6.81,-0.5,52.2,0.0,6.75,0.0,52.0,0.0,6.72,0.0,55.5,0.0,6.77,-0.5,52.1,0.0,6.71,0.5,52.0,0.0,6.79,-0.5
202609121808,2026-09-12,18,08R,14:21,2026-09-12T14:12:24.802942+09:00,1,53.5,0.0,6.96,0.0,52.0,0.0,6.83,0.0,52.5,0.0,6.89,0.0,51.5,0.5,6.87,0.0,51.5,0.5,6.94,-0.5,52.3,0.0,6.86,0.5
202609122112,2026-09-12,21,12R,14:23,2026-09-12T14:14:24.085834+09:00,1,52.9,0.0,6.76,0.0,55.3,0.0,6.69,0.0,54.6,0.0,6.81,-0.5,52.7,0.0,6.72,0.0,51.5,0.5,6.71,0.0,52.0,0.0,6.7,-0.5
202609120607,2026-09-12,06,07R,14:26,2026-09-12T14:16:20.255211+09:00,1,51.5,0.5,6.63,0.0,53.9,0.0,6.66,0.0,52.9,0.0,6.65,0.0,53.3,0.0,6.65,0.0,52.3,0.0,6.7,0.0,53.6,0.0,6.71,-0.5
202609121608,2026-09-12,16,08R,14:30,2026-09-12T14:20:24.115241+09:00,1,52.0,0.0,6.86,-0.5,55.7,0.0,6.86,-0.5,52.3,0.0,6.81,0.0,47.8,0.0,6.85,-0.5,52.0,0.0,6.8,-0.5,46.0,1.0,6.8,-0.5
202609120508,2026-09-12,05,08R,14:32,2026-09-12T14:22:19.297214+09:00,1,52.0,0.0,6.83,0.0,52.0,0.0,6.82,-0.5,52.9,0.0,6.82,-0.5,52.6,0.0,6.77,0.5,52.0,0.0,6.82,-0.5,50.0,2.0,6.79,0.0
202609120909,2026-09-12,09,09R,14:36,2026-09-12T14:26:21.785103+09:00,1,52.6,0.0,6.89,-0.5,52.1,0.0,6.91,0.0,45.0,2.0,6.94,-0.5,54.3,0.0,6.91,0.0,56.2,0.0,6.91,0.0,49.5,2.5,6.95,0.0
202609120809,2026-09-12,08,09R,14:40,2026-09-12T14:30:31.718726+09:00,1,45.5,1.5,6.72,0.0,46.5,0.5,6.76,0.0,47.0,0.0,6.71,-0.5,43.5,3.5,6.75,-0.5,46.0,1.0,6.78,0.0,49.9,0.0,6.76,0.0
202609120209,2026-09-12,02,09R,14:48,2026-09-12T14:38:18.010446+09:00,1,52.0,0.0,6.5,-0.5,55.0,0.0,6.67,-0.5,52.4,0.0,6.66,0.5,51.0,1.0,6.56,0.0,51.5,0.5,6.58,0.0,52.0,0.0,6.69,0.0
202609121709,2026-09-12,17,09R,14:47,2026-09-12T14:38:18.010446+09:00,1,52.2,0.0,6.72,0.0,52.2,0.0,6.8,-0.5,52.0,0.0,6.77,0.0,55.6,0.0,6.76,-0.5,56.5,0.0,6.77,-0.5,52.2,0.0,6.84,-0.5
202609121809,2026-09-12,18,09R,14:52,2026-09-12T14:42:19.223974+09:00,1,51.0,1.0,6.97,0.0,51.5,0.5,6.91,-0.5,52.0,0.0,6.94,0.0,51.5,0.5,6.94,0.0,51.0,1.0,6.91,0.0,51.5,0.5,6.93,0.0
202609120608,2026-09-12,06,08R,14:56,2026-09-12T14:46:21.324392+09:00,1,52.2,0.0,6.59,0.0,52.9,0.0,6.63,-0.5,54.2,0.0,6.68,0.0,52.3,0.0,6.62,0.0,55.8,0.0,6.7,-0.5,52.0,0.0,6.62,-0.5
202609120509,2026-09-12,05,09R,15:04,2026-09-12T14:54:25.369531+09:00,1,49.0,3.0,6.77,0.0,52.0,0.0,6.68,0.0,53.2,0.0,6.77,0.0,51.5,0.5,6.77,0.0,52.7,0.0,6.81,-0.5,52.2,0.0,6.72,2.0
202609121609,2026-09-12,16,09R,15:03,2026-09-12T14:54:25.369531+09:00,1,53.2,0.0,6.84,-0.5,51.0,1.0,6.82,-0.5,53.7,0.0,6.94,0.0,52.4,0.0,6.94,-0.5,54.9,0.0,6.85,0.0,52.8,0.0,6.98,0.0
