レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202609160401,2026-09-16,04,01R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160402,2026-09-16,04,02R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160403,2026-09-16,04,03R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160404,2026-09-16,04,04R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160405,2026-09-16,04,05R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160406,2026-09-16,04,06R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160407,2026-09-16,04,07R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160408,2026-09-16,04,08R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160409,2026-09-16,04,09R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160410,2026-09-16,04,10R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160411,2026-09-16,04,11R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160412,2026-09-16,04,12R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160501,2026-09-16,05,01R,,2026-09-16T08:28:47.301885+09:00,1,52.0,0.0,,,52.0,0.0,,,52.0,0.0,,,,,,,52.0,0.0,,,53.5,0.0,,
202609160502,2026-09-16,05,02R,,2026-09-16T08:28:47.301885+09:00,1,52.1,0.0,,,52.0,0.0,,,52.2,0.0,,,53.8,0.0,,,54.0,0.0,,,52.4,0.0,,
202609160503,2026-09-16,05,03R,,2026-09-16T08:28:47.301885+09:00,1,53.6,0.0,,,52.0,0.0,,,52.0,0.0,,,54.8,0.0,,,52.3,0.0,,,,,,
202609160504,2026-09-16,05,04R,,2026-09-16T08:28:47.301885+09:00,1,50.0,2.0,,,,,,,52.9,0.0,,,51.5,0.5,,,52.0,0.0,,,52.0,0.0,,
202609160505,2026-09-16,05,05R,,2026-09-16T08:28:47.301885+09:00,1,52.0,0.0,,,,,,,52.0,0.0,,,52.0,0.0,,,52.8,0.0,,,52.0,0.0,,
202609160506,2026-09-16,05,06R,,2026-09-16T08:28:47.301885+09:00,1,53.5,0.0,,,52.5,0.0,,,52.0,0.0,,,54.7,0.0,,,52.0,0.0,,,52.0,0.0,,
202609160507,2026-09-16,05,07R,,2026-09-16T08:28:47.301885+09:00,1,52.0,0.0,,,53.2,0.0,,,53.1,0.0,,,52.4,0.0,,,52.0,0.0,,,52.6,0.0,,
202609160508,2026-09-16,05,08R,,2026-09-16T08:28:47.301885+09:00,1,52.0,0.0,,,52.7,0.0,,,54.0,0.0,,,,,,,54.8,0.0,,,52.0,0.0,,
202609160509,2026-09-16,05,09R,,2026-09-16T08:28:47.301885+09:00,1,52.0,0.0,,,,,,,52.0,0.0,,,,,,,52.0,0.0,,,52.0,0.0,,
202609160510,2026-09-16,05,10R,,2026-09-16T08:28:47.301885+09:00,1,,,,,52.0,0.0,,,52.0,0.0,,,51.0,1.0,,,52.0,0.0,,,54.8,0.0,,
202609160511,2026-09-16,05,11R,,2026-09-16T08:28:47.301885+09:00,1,52.0,0.0,,,52.0,0.0,,,54.3,0.0,,,53.6,0.0,,,52.1,0.0,,,52.0,0.0,,
202609160512,2026-09-16,05,12R,,2026-09-16T08:28:47.301885+09:00,1,52.7,0.0,,,52.2,0.0,,,,,,,52.0,0.0,,,52.0,0.0,,,52.4,0.0,,
202609160701,2026-09-16,07,01R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160702,2026-09-16,07,02R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160703,2026-09-16,07,03R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160704,2026-09-16,07,04R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160705,2026-09-16,07,05R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160706,2026-09-16,07,06R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160707,2026-09-16,07,07R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160708,2026-09-16,07,08R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160709,2026-09-16,07,09R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160710,2026-09-16,07,10R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160711,2026-09-16,07,11R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160712,2026-09-16,07,12R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160801,2026-09-16,08,01R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160802,2026-09-16,08,02R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160803,2026-09-16,08,03R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160804,2026-09-16,08,04R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160805,2026-09-16,08,05R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160806,2026-09-16,08,06R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160807,2026-09-16,08,07R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160808,2026-09-16,08,08R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160809,2026-09-16,08,09R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160810,2026-09-16,08,10R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160811,2026-09-16,08,11R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160812,2026-09-16,08,12R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160901,2026-09-16,09,01R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160902,2026-09-16,09,02R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160903,2026-09-16,09,03R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160904,2026-09-16,09,04R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160905,2026-09-16,09,05R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160906,2026-09-16,09,06R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160907,2026-09-16,09,07R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160908,2026-09-16,09,08R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160909,2026-09-16,09,09R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160910,2026-09-16,09,10R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
202609160911,2026-09-16,09,11R,,2026-09-16T08:28:47.301885+09:00,1,,,,,,,,,,,,,,,,,,,,,,,,
