レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202609150401,2026-09-15,04,01R,,2026-09-15T23:36:32.455598+09:00,1,53.1,0.0,6.88,0.0,,,,,,,,,52.0,0.0,6.79,,51.5,0.5,6.87,,52.4,0.0,6.84,0.0
202609150402,2026-09-15,04,02R,,2026-09-15T23:36:32.455598+09:00,1,52.0,0.0,6.83,0.0,52.6,0.0,6.79,0.0,52.0,0.0,6.87,,53.2,0.0,6.92,0.0,50.5,1.5,6.93,0.0,52.0,0.0,6.72,0.0
202609150403,2026-09-15,04,03R,,2026-09-15T23:36:32.455598+09:00,1,,,,,,,,,52.0,0.0,6.94,0.0,52.2,0.0,6.85,0.5,55.6,0.0,6.89,,55.8,0.0,6.88,
202609150404,2026-09-15,04,04R,,2026-09-15T23:36:32.455598+09:00,1,54.8,0.0,6.95,0.0,53.7,0.0,6.79,0.0,53.1,0.0,6.82,0.0,52.0,0.0,6.87,,53.2,0.0,6.8,0.5,52.0,0.0,6.66,
202609150405,2026-09-15,04,05R,,2026-09-15T23:36:32.455598+09:00,1,50.5,1.5,6.87,,51.5,0.5,6.91,0.0,52.3,0.0,6.87,0.0,52.0,0.0,6.77,0.0,52.0,0.0,6.79,0.0,56.7,0.0,6.73,0.0
202609150406,2026-09-15,04,06R,,2026-09-15T23:36:32.455598+09:00,1,50.5,1.5,6.8,0.0,52.0,0.0,6.84,0.0,54.5,0.0,6.91,,53.4,0.0,6.75,0.0,53.0,0.0,6.69,0.0,53.5,0.0,6.91,0.0
202609150407,2026-09-15,04,07R,,2026-09-15T23:36:32.455598+09:00,1,52.1,0.0,6.86,0.0,51.0,1.0,6.77,,52.0,0.0,6.84,0.0,55.0,0.0,6.94,0.0,52.0,0.0,6.92,0.0,,,,
202609150408,2026-09-15,04,08R,,2026-09-15T23:36:32.455598+09:00,1,52.0,0.0,6.79,,,,,,54.9,0.0,6.91,0.0,52.2,0.0,6.67,0.0,54.8,0.0,6.82,0.0,52.4,0.0,6.75,0.0
202609150409,2026-09-15,04,09R,,2026-09-15T23:36:32.455598+09:00,1,55.3,0.0,6.85,0.0,52.3,0.0,6.83,0.0,50.5,1.5,6.93,0.0,52.9,0.0,6.77,0.0,52.3,0.0,6.79,0.0,53.7,0.0,6.77,0.0
202609150410,2026-09-15,04,10R,,2026-09-15T23:36:32.455598+09:00,1,53.2,0.0,6.86,0.5,51.5,0.5,6.7,,52.0,0.0,6.79,0.0,52.0,0.0,6.79,0.0,52.0,0.0,6.86,,55.8,0.0,6.99,
202609150411,2026-09-15,04,11R,,2026-09-15T23:36:32.455598+09:00,1,51.5,0.5,6.86,0.0,52.0,0.0,6.83,0.0,53.1,0.0,6.79,0.0,,,,,52.0,0.0,6.77,0.0,52.0,0.0,6.68,0.0
202609150412,2026-09-15,04,12R,,2026-09-15T23:36:32.455598+09:00,1,53.0,0.0,6.7,0.0,52.0,0.0,6.59,,51.0,1.0,6.73,0.0,52.2,0.0,6.86,0.5,53.2,0.0,6.74,2.0,52.0,0.0,6.72,
202609150601,2026-09-15,06,01R,,2026-09-15T23:36:32.455598+09:00,1,53.2,0.0,6.71,,53.3,0.0,6.78,,52.0,0.0,6.74,,54.4,0.0,6.81,,55.3,0.0,6.81,0.0,53.3,0.0,6.74,0.0
202609150602,2026-09-15,06,02R,,2026-09-15T23:36:32.455598+09:00,1,52.0,0.0,6.71,,53.0,0.0,6.68,0.0,61.4,0.0,6.78,,54.0,0.0,6.74,0.0,53.2,0.0,6.73,,,,,
202609150603,2026-09-15,06,03R,,2026-09-15T23:36:32.455598+09:00,1,52.0,0.0,6.78,,52.1,0.0,6.74,,52.2,0.0,6.76,0.0,53.0,0.0,6.74,0.0,51.5,0.5,6.81,,52.0,0.0,6.81,
202609150604,2026-09-15,06,04R,,2026-09-15T23:36:32.455598+09:00,1,55.2,0.0,6.78,,51.0,1.0,6.74,0.0,53.0,0.0,6.78,0.0,52.0,0.0,6.82,0.0,52.0,0.0,6.79,0.0,51.5,0.5,6.73,0.0
202609150605,2026-09-15,06,05R,,2026-09-15T23:36:32.455598+09:00,1,51.5,0.5,6.69,,52.0,0.0,6.72,,,,,,52.6,0.0,6.76,0.0,53.6,0.0,6.8,0.0,53.7,0.0,6.77,0.0
202609150606,2026-09-15,06,06R,,2026-09-15T23:36:32.455598+09:00,1,52.0,0.0,6.75,0.0,52.0,0.0,6.62,0.0,53.0,0.0,6.71,0.0,53.3,0.0,6.72,,52.1,0.0,6.68,0.0,52.9,0.0,6.79,0.0
202609150607,2026-09-15,06,07R,,2026-09-15T23:36:32.455598+09:00,1,53.2,0.0,6.73,,52.2,0.0,6.73,0.0,52.4,0.0,6.76,,61.4,0.0,6.76,,53.3,0.0,6.8,0.0,53.2,0.0,6.76,
