レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202609100504,2026-09-10,05,04R,12:31,2026-09-10T12:22:24.816485+09:00,1,52.0,0.0,6.71,-0.5,52.9,0.0,6.7,-0.5,52.0,0.0,6.7,-0.5,52.7,0.0,6.68,0.0,52.8,0.0,6.67,0.0,52.0,0.0,6.47,3.0
202609100304,2026-09-10,03,04R,12:35,2026-09-10T12:26:26.842924+09:00,1,52.0,0.0,6.64,0.5,56.1,0.0,6.66,0.0,55.8,0.0,6.65,0.0,52.0,0.0,6.55,0.5,54.1,0.0,6.63,0.0,52.0,0.0,6.66,0.0
202609101409,2026-09-10,14,09R,12:38,2026-09-10T12:28:24.069153+09:00,1,47.0,0.0,6.77,0.0,44.0,3.0,6.76,0.0,45.5,1.5,6.82,0.5,47.3,0.0,6.81,0.0,47.1,0.0,6.79,0.0,46.0,1.0,6.78,0.0
202609101705,2026-09-10,17,05R,12:42,2026-09-10T12:32:27.503436+09:00,1,52.0,0.0,6.74,-0.5,51.5,0.5,6.67,-0.5,52.0,0.0,6.71,0.0,52.0,0.0,6.72,-0.5,55.9,0.0,6.71,-0.5,52.4,0.0,6.7,0.0
202609101605,2026-09-10,16,05R,12:50,2026-09-10T12:40:24.737015+09:00,1,53.1,0.0,6.91,-0.5,52.8,0.0,6.88,-0.5,47.1,0.0,6.87,-0.5,53.0,0.0,6.91,-0.5,47.1,0.0,6.83,-0.5,52.0,0.0,6.74,1.0
202609100405,2026-09-10,04,05R,12:52,2026-09-10T12:42:19.928997+09:00,1,53.5,0.0,6.73,0.0,54.5,0.0,6.79,0.0,47.7,0.0,6.72,-0.5,50.0,0.0,6.93,0.0,47.7,0.0,6.87,0.0,53.7,0.0,6.8,0.0
202609101306,2026-09-10,13,06R,12:56,2026-09-10T12:46:23.621774+09:00,1,52.2,0.0,6.79,0.0,53.1,0.0,6.9,0.0,52.6,0.0,6.9,0.0,52.0,0.0,6.89,0.0,54.1,0.0,6.93,0.0,52.0,0.0,6.87,0.0
202609102110,2026-09-10,21,10R,12:58,2026-09-10T12:48:32.935979+09:00,1,52.0,0.0,6.72,0.0,52.0,0.0,6.66,0.0,45.5,1.5,6.73,0.0,54.0,0.0,6.79,0.0,52.0,0.0,6.78,0.0,52.0,0.0,6.74,-0.5
202609100305,2026-09-10,03,05R,13:02,2026-09-10T12:52:24.258075+09:00,1,53.9,0.0,6.69,1.0,52.0,0.0,6.63,0.0,52.4,0.0,6.78,0.5,52.8,0.0,6.67,0.5,52.0,0.0,6.79,0.5,64.4,0.0,6.86,0.0
202609100505,2026-09-10,05,05R,13:01,2026-09-10T12:52:24.258075+09:00,1,52.9,0.0,6.61,0.0,52.0,0.0,6.74,0.0,51.0,1.0,6.8,0.0,52.0,0.0,6.71,0.0,52.3,0.0,6.75,0.0,52.0,0.0,6.82,0.0
202609101706,2026-09-10,17,06R,13:08,2026-09-10T12:58:21.886495+09:00,1,52.0,0.0,6.73,-0.5,52.3,0.0,6.69,-0.5,52.1,0.0,6.74,0.0,54.1,0.0,6.7,0.0,51.5,0.5,6.76,0.0,51.5,0.5,6.78,0.0
202609101410,2026-09-10,14,10R,13:09,2026-09-10T13:00:49.670450+09:00,1,46.0,1.0,6.69,0.0,46.5,0.5,6.83,0.0,47.7,0.0,6.72,0.0,45.5,1.5,6.8,0.0,47.0,0.0,6.77,-0.5,48.7,0.0,6.85,0.0
202609101606,2026-09-10,16,06R,13:18,2026-09-10T13:08:22.728206+09:00,1,52.0,0.0,6.87,-0.5,52.0,0.0,6.79,-0.5,52.0,0.0,6.81,-0.5,52.6,0.0,6.85,-0.5,52.1,0.0,6.82,0.0,52.1,0.0,6.8,-0.5
202609100406,2026-09-10,04,06R,13:22,2026-09-10T13:12:23.190205+09:00,1,46.0,1.0,6.72,0.0,45.5,1.5,6.79,0.0,47.0,0.0,6.7,-0.5,44.0,3.0,6.78,0.0,45.0,2.0,6.79,-0.5,55.1,0.0,6.84,-0.5
202609101307,2026-09-10,13,07R,13:27,2026-09-10T13:18:24.942875+09:00,1,54.5,0.0,6.79,-0.5,52.8,0.0,6.83,0.0,52.2,0.0,6.85,0.0,52.5,0.0,6.87,-0.5,56.6,0.0,6.94,0.0,51.0,1.0,6.88,0.0
202609100506,2026-09-10,05,06R,13:31,2026-09-10T13:22:20.642979+09:00,1,52.0,0.0,6.71,0.0,53.9,0.0,6.67,0.0,52.3,0.0,6.77,-0.5,53.4,0.0,6.8,0.0,52.0,0.0,6.75,0.0,52.3,0.0,6.8,-0.5
202609100306,2026-09-10,03,06R,13:33,2026-09-10T13:24:22.563473+09:00,1,52.0,0.0,6.66,0.5,52.9,0.0,6.7,0.0,52.1,0.0,6.71,0.5,52.0,0.0,6.74,0.5,52.1,0.0,6.77,0.5,52.9,0.0,6.69,0.5
202609102111,2026-09-10,21,11R,13:34,2026-09-10T13:24:22.563473+09:00,1,53.6,0.0,6.76,0.0,52.5,0.0,6.76,0.0,52.0,0.0,6.73,0.0,52.2,0.0,6.71,0.0,52.0,0.0,6.7,0.0,54.9,0.0,6.71,0.0
202609101707,2026-09-10,17,07R,13:39,2026-09-10T13:30:32.335829+09:00,1,51.0,1.0,6.68,0.0,52.0,0.0,6.72,-0.5,52.1,0.0,6.74,0.0,52.2,0.0,6.77,-0.5,52.0,0.0,6.79,-0.5,52.4,0.0,6.74,-0.5
202609101607,2026-09-10,16,07R,13:46,2026-09-10T13:36:20.619236+09:00,1,48.2,0.0,6.73,-0.5,54.6,0.0,6.77,-0.5,54.9,0.0,6.79,0.0,51.0,1.0,6.75,-0.5,49.7,0.0,6.84,-0.5,52.6,0.0,6.79,0.0
202609101411,2026-09-10,14,11R,13:49,2026-09-10T13:40:27.745737+09:00,1,47.1,0.0,6.78,0.0,47.0,0.0,6.86,0.0,47.0,0.0,6.8,0.0,46.0,1.0,6.84,0.0,47.1,0.0,6.86,0.0,47.0,0.0,6.93,0.0
202609100407,2026-09-10,04,07R,13:53,2026-09-10T13:44:18.010747+09:00,1,50.7,0.0,6.77,0.0,45.0,2.0,6.68,0.0,45.0,2.0,6.84,-0.5,50.6,0.0,6.85,0.0,47.2,0.0,6.8,0.0,47.4,0.0,6.74,-0.5
202609100307,2026-09-10,03,07R,14:02,2026-09-10T13:52:21.396632+09:00,1,52.8,0.0,6.64,0.5,53.0,0.0,6.78,0.5,52.3,0.0,6.6,0.0,52.0,0.0,6.73,0.0,52.2,0.0,6.74,1.0,51.0,1.0,6.7,0.0
202609100507,2026-09-10,05,07R,14:01,2026-09-10T13:52:21.396632+09:00,1,52.5,0.0,6.74,-0.5,52.4,0.0,6.73,0.0,52.0,0.0,6.72,-0.5,51.5,0.5,6.78,-0.5,52.7,0.0,6.69,0.0,49.0,3.0,6.69,0.0
202609101308,2026-09-10,13,08R,14:06,2026-09-10T13:56:25.588531+09:00,1,52.4,0.0,6.85,-0.5,52.2,0.0,6.84,-0.5,52.3,0.0,6.85,0.0,52.0,0.0,6.9,0.0,52.5,0.0,6.94,0.0,52.5,0.0,6.77,0.0
202609101708,2026-09-10,17,08R,14:10,2026-09-10T14:00:50.037264+09:00,1,55.7,0.0,6.75,-0.5,52.5,0.0,6.74,-0.5,55.8,0.0,6.79,-0.5,52.0,0.0,6.71,-0.5,52.1,0.0,6.76,0.0,52.1,0.0,6.71,-0.5
202609102112,2026-09-10,21,12R,14:13,2026-09-10T14:04:29.115614+09:00,1,53.7,0.0,6.72,0.0,51.0,1.0,6.72,-0.5,53.4,0.0,6.75,0.0,52.0,0.0,6.74,-0.5,51.0,1.0,6.71,0.0,52.6,0.0,6.71,0.0
202609101608,2026-09-10,16,08R,14:21,2026-09-10T14:12:22.210376+09:00,1,52.0,0.0,6.88,0.0,55.4,0.0,6.8,-0.5,51.0,1.0,6.79,-0.5,47.6,0.0,6.83,-0.5,54.0,0.0,6.96,0.0,51.5,0.5,6.9,-0.5
202609100408,2026-09-10,04,08R,14:24,2026-09-10T14:14:22.503210+09:00,1,44.5,2.5,6.73,0.0,51.5,0.0,6.74,-0.5,46.5,0.5,6.77,-0.5,47.2,0.0,6.8,0.0,54.7,0.0,6.88,0.0,44.5,2.5,6.67,-0.5
202609100308,2026-09-10,03,08R,14:28,2026-09-10T14:18:24.415818+09:00,1,52.2,0.0,6.74,0.0,52.0,0.0,6.79,0.5,55.2,0.0,6.69,0.0,53.1,0.0,6.8,0.0,55.2,0.0,6.78,0.0,51.0,1.0,6.75,1.0
202609101412,2026-09-10,14,12R,14:28,2026-09-10T14:18:24.415818+09:00,1,47.0,0.0,6.76,0.0,46.0,1.0,6.81,0.0,46.5,0.5,6.82,0.0,47.0,0.0,6.77,0.0,47.2,0.0,6.78,0.0,47.0,0.0,6.77,0.0
202609100508,2026-09-10,05,08R,14:32,2026-09-10T14:22:25.780391+09:00,1,52.8,0.0,6.74,-0.5,52.7,0.0,6.75,-0.5,52.9,0.0,6.81,0.0,56.4,0.0,6.73,0.0,52.1,0.0,6.72,0.0,51.5,0.5,6.71,0.0
202609101709,2026-09-10,17,09R,14:37,2026-09-10T14:28:23.073345+09:00,1,52.0,0.0,6.75,0.0,53.0,0.0,6.76,-0.5,52.0,0.0,6.77,-0.5,56.5,0.0,6.77,-0.5,53.9,0.0,6.74,-0.5,52.9,0.0,6.82,-0.5
202609101309,2026-09-10,13,09R,14:42,2026-09-10T14:32:18.362803+09:00,1,51.5,0.5,6.82,-0.5,58.3,0.0,6.88,0.0,50.5,1.5,6.81,0.0,52.0,0.0,6.86,-0.5,52.7,0.0,6.86,-0.5,52.4,0.0,6.9,0.0
202609101609,2026-09-10,16,09R,14:50,2026-09-10T14:40:25.735617+09:00,1,52.0,0.0,6.81,-0.5,54.1,0.0,6.88,-0.5,54.7,0.0,6.82,-0.5,53.1,0.0,6.81,-0.5,45.5,1.5,6.77,0.0,46.5,0.5,6.78,-0.5
202609100309,2026-09-10,03,09R,14:54,2026-09-10T14:44:25.638883+09:00,1,52.0,0.0,6.59,0.5,55.2,0.0,6.67,0.0,52.0,0.0,6.79,0.0,53.9,0.0,6.62,1.5,53.3,0.0,6.8,0.0,55.8,0.0,6.65,0.0
202609100409,2026-09-10,04,09R,14:56,2026-09-10T14:46:29.499065+09:00,1,46.0,1.0,6.73,-0.5,46.5,0.5,6.72,0.0,47.4,0.0,6.76,0.0,49.7,0.0,6.73,0.0,47.1,0.0,6.7,-0.5,47.0,0.0,6.7,0.0
202609100509,2026-09-10,05,09R,15:04,2026-09-10T14:54:20.522738+09:00,1,52.8,0.0,6.72,0.0,52.3,0.0,6.73,0.0,52.0,0.0,6.82,-0.5,52.0,0.0,6.75,0.0,52.2,0.0,6.71,0.0,52.0,0.0,6.71,-0.5
202609101310,2026-09-10,13,10R,15:10,2026-09-10T15:00:54.046525+09:00,1,52.0,0.0,6.79,0.0,52.2,0.0,6.79,0.0,52.3,0.0,6.81,0.0,52.3,0.0,6.82,0.0,52.0,0.0,6.77,0.0,52.0,0.0,6.82,0.0
202609101710,2026-09-10,17,10R,15:13,2026-09-10T15:04:25.106013+09:00,1,55.2,0.0,6.74,0.0,55.2,0.0,6.73,-0.5,52.5,0.0,6.65,0.0,52.3,0.0,6.72,0.0,52.4,0.0,6.75,-0.5,52.0,0.0,6.72,-0.5
202609102401,2026-09-10,24,01R,15:15,2026-09-10T15:06:25.903735+09:00,1,52.0,0.0,6.9,-0.5,51.5,0.5,6.87,0.0,54.3,0.0,6.98,0.5,51.5,0.5,6.92,0.5,51.5,0.5,6.95,0.5,52.0,0.0,6.94,0.5
202609100101,2026-09-10,01,01R,15:18,2026-09-10T15:08:23.142087+09:00,1,53.7,0.0,6.81,-0.5,52.5,0.0,6.67,-0.5,52.0,0.0,6.73,-0.5,57.1,0.0,6.67,-0.5,53.3,0.0,6.7,-0.5,52.0,0.0,6.58,-0.5
202609102001,2026-09-10,20,01R,15:20,2026-09-10T15:10:24.654978+09:00,1,52.0,0.0,6.83,0.0,46.5,0.5,6.93,0.0,49.4,0.0,6.95,-0.5,52.0,0.0,6.93,0.0,52.0,0.0,6.85,0.0,52.0,0.0,6.96,0.0
202609100310,2026-09-10,03,10R,15:22,2026-09-10T15:12:20.097073+09:00,1,54.1,0.0,6.62,0.0,53.9,0.0,6.77,0.0,54.8,0.0,6.77,0.5,52.2,0.0,6.75,0.5,52.4,0.0,6.81,0.5,52.0,0.0,6.77,0.0
202609101610,2026-09-10,16,10R,15:27,2026-09-10T15:18:32.660818+09:00,1,46.0,1.0,6.75,-0.5,52.0,0.0,6.75,-0.5,53.0,0.0,6.89,-0.5,52.3,0.0,6.88,-0.5,47.1,0.0,6.75,-0.5,52.0,0.0,6.7,-0.5
202609100410,2026-09-10,04,10R,15:29,2026-09-10T15:20:27.948944+09:00,1,55.1,0.0,6.79,0.0,47.7,0.0,6.77,0.0,47.0,0.0,6.8,-0.5,45.5,1.5,6.85,0.0,54.5,0.0,6.86,0.0,46.0,1.0,6.81,0.0
202609100510,2026-09-10,05,10R,15:37,2026-09-10T15:28:21.074521+09:00,1,52.9,0.0,6.72,-0.5,53.3,0.0,6.7,-0.5,52.0,0.0,6.78,-0.5,50.0,2.0,6.64,-0.5,53.7,0.0,6.78,-0.5,53.4,0.0,6.75,0.0
202609101311,2026-09-10,13,11R,15:40,2026-09-10T15:30:38.270866+09:00,1,49.5,2.5,6.8,-0.5,52.0,0.0,6.88,0.0,52.0,0.0,6.85,0.0,52.8,0.0,6.82,-0.5,52.8,0.0,6.82,0.0,53.0,0.0,6.88,0.0
202609100102,2026-09-10,01,02R,15:42,2026-09-10T15:32:21.846894+09:00,1,52.0,0.0,6.7,-0.5,52.6,0.0,6.65,-0.5,52.0,0.0,6.88,-0.5,52.8,0.0,6.64,-0.5,53.0,0.0,6.75,-0.5,56.0,0.0,6.85,-0.5
202609102002,2026-09-10,20,02R,15:44,2026-09-10T15:34:23.988086+09:00,1,53.8,0.0,6.97,0.0,47.7,0.0,6.92,-0.5,45.5,1.5,6.85,-0.5,53.0,0.0,7.02,-0.5,52.0,0.0,6.9,0.0,53.5,0.0,6.91,0.0
202609102402,2026-09-10,24,02R,15:45,2026-09-10T15:36:27.872707+09:00,1,54.3,0.0,6.89,0.0,44.5,2.5,6.87,0.0,52.7,0.0,6.86,0.0,52.5,0.0,6.96,0.0,52.0,0.0,6.84,0.0,53.1,0.0,6.94,0.0
202609101711,2026-09-10,17,11R,15:52,2026-09-10T15:42:21.686449+09:00,1,51.5,0.5,6.74,0.0,52.0,0.0,6.75,-0.5,53.8,0.0,6.69,0.0,53.9,0.0,6.81,-0.5,52.0,0.0,6.64,0.5,51.5,0.5,6.69,0.0
202609100311,2026-09-10,03,11R,15:53,2026-09-10T15:44:22.614516+09:00,1,52.9,0.0,6.72,0.0,52.0,0.0,6.62,0.5,52.8,0.0,6.74,0.5,52.3,0.0,6.81,0.0,52.0,0.0,6.76,1.0,52.0,0.0,6.8,0.0
202609101611,2026-09-10,16,11R,16:01,2026-09-10T15:52:21.112364+09:00,1,49.5,2.5,6.81,-0.5,52.6,0.0,6.76,-0.5,53.1,0.0,6.78,-0.5,52.8,0.0,6.84,-0.5,51.5,0.5,6.83,-0.5,54.9,0.0,6.81,0.0
202609100411,2026-09-10,04,11R,16:03,2026-09-10T15:54:19.860266+09:00,1,53.7,0.0,6.84,0.0,47.2,0.0,6.8,0.0,45.0,2.0,6.84,0.0,47.0,0.0,6.72,-0.5,47.0,0.0,6.8,0.0,47.7,0.0,6.82,-0.5
