レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202609061001,2026-09-06,10,01R,08:32,2026-09-06T08:22:20.966115+09:00,1,52.7,0.0,6.8,-0.5,52.2,0.0,6.82,0.0,54.0,0.0,6.78,-0.5,52.1,0.0,6.78,0.0,57.6,0.0,6.83,-0.5,52.8,0.0,6.75,-0.5
202609061401,2026-09-06,14,01R,08:44,2026-09-06T08:34:18.965809+09:00,1,47.0,0.0,6.72,0.0,47.0,0.0,6.87,0.0,47.9,0.0,6.87,-0.5,51.0,0.0,6.87,0.0,47.3,0.0,6.81,-0.5,47.0,0.0,6.84,-0.5
202609061002,2026-09-06,10,02R,08:58,2026-09-06T08:48:21.320395+09:00,1,53.2,0.0,6.77,-0.5,52.3,0.0,6.79,0.0,52.0,0.0,6.79,-0.5,52.9,0.0,6.83,-0.5,52.0,0.0,6.8,-0.5,52.0,0.0,6.79,0.0
202609061402,2026-09-06,14,02R,09:10,2026-09-06T09:00:56.929528+09:00,1,47.0,0.0,6.75,0.0,51.7,0.0,6.9,0.0,47.0,0.0,6.81,0.0,46.0,1.0,6.89,0.0,47.0,0.0,6.86,0.0,46.5,0.5,6.89,-0.5
202609061003,2026-09-06,10,03R,09:24,2026-09-06T09:14:18.079871+09:00,1,52.0,0.0,6.72,0.0,52.2,0.0,6.72,0.0,52.4,0.0,6.78,-0.5,52.0,0.0,6.77,-0.5,51.0,1.0,6.78,-0.5,52.0,0.0,6.76,-0.5
202609061403,2026-09-06,14,03R,09:36,2026-09-06T09:26:21.837856+09:00,1,47.0,0.0,6.74,0.0,47.0,0.0,6.83,-0.5,46.5,0.5,6.81,0.0,47.0,0.0,6.94,0.0,47.0,0.0,6.9,0.0,53.9,0.0,6.88,0.0
202609061004,2026-09-06,10,04R,09:50,2026-09-06T09:40:28.733241+09:00,1,52.3,0.0,6.7,0.0,52.6,0.0,6.75,0.0,52.3,0.0,6.81,-0.5,53.3,0.0,6.86,-0.5,56.0,0.0,6.81,-0.5,52.1,0.0,6.72,0.0
202609061404,2026-09-06,14,04R,10:02,2026-09-06T09:52:22.515840+09:00,1,47.6,0.0,6.82,0.0,46.0,1.0,6.87,-0.5,47.0,0.0,6.74,0.0,47.9,0.0,6.82,0.0,47.0,0.0,6.88,0.0,47.0,0.0,6.86,0.0
202609061005,2026-09-06,10,05R,10:18,2026-09-06T10:08:22.090855+09:00,1,52.6,0.0,6.8,-0.5,53.2,0.0,6.78,-0.5,53.5,0.0,6.79,-0.5,52.0,0.0,6.87,-0.5,53.7,0.0,6.82,-0.5,57.5,0.0,6.84,-0.5
202609061405,2026-09-06,14,05R,10:28,2026-09-06T10:18:18.935940+09:00,1,52.3,0.0,6.77,0.0,46.5,0.5,6.76,0.0,46.5,0.5,6.9,0.0,47.1,0.0,6.86,0.0,45.0,2.0,6.92,0.0,47.9,0.0,6.77,0.0
