レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202609052209,2026-09-05,22,09R,15:56,2026-09-05T16:04:19.348816+09:00,1,170,1,110,6,200,,,1-6,1190,4,1=6,550,3,1=6,170,2,1=3,180,3,3=6,340,7,1-6-3,2320,9,1=3=6,480,3
202609050911,2026-09-05,09,11R,15:58,2026-09-05T16:08:21.621371+09:00,1,120,1,100,3,100,,,1-3,190,1,1=3,150,1,1=3,100,1,1=5,170,4,3=5,170,3,1-3-5,650,2,1=3=5,430,2
202609052002,2026-09-05,20,02R,16:01,2026-09-05T16:10:26.173966+09:00,5,250,5,220,2,950,,,5-2,2800,9,2=5,2020,5,2=5,320,6,3=5,200,4,2=3,310,5,5-2-3,11660,38,2=3=5,1920,8
202609050411,2026-09-05,04,11R,16:03,2026-09-05T16:12:20.827920+09:00,2,710,2,200,1,130,,,2-1,1420,5,1=2,300,2,1=2,150,1,2=3,290,5,1=3,170,2,2-1-3,4180,13,1=2=3,350,1
202609050103,2026-09-05,01,03R,16:07,2026-09-05T16:14:20.615501+09:00,4,370,4,100,3,190,,,4-3,1590,7,3=4,940,5,3=4,330,6,4=6,390,7,3=6,860,14,4-3-6,7470,40,3=4=6,2710,15
202609051312,2026-09-05,13,12R,16:09,2026-09-05T16:18:21.199205+09:00,1,120,1,140,4,230,,,1-4,770,3,1=4,480,3,1=4,190,3,1=3,180,2,3=4,430,7,1-4-3,2000,8,1=3=4,670,3
202609051203,2026-09-05,12,03R,16:11,2026-09-05T16:24:18.673870+09:00,2,290,2,100,1,100,,,2-1,830,4,1=2,180,1,1=2,100,1,2=4,360,7,1=4,190,3,2-1-4,2320,7,1=2=4,380,2
202609051112,2026-09-05,11,12R,16:14,2026-09-05T16:24:18.673870+09:00,1,160,1,100,4,300,,,1-4,670,3,1=4,560,3,1=4,140,3,1=2,120,1,2=4,210,4,1-4-2,1120,5,1=2=4,280,1
202609051711,2026-09-05,17,11R,16:17,2026-09-05T16:24:18.673870+09:00,1,150,1,100,4,150,,,1-4,320,2,1=4,450,3,1=4,110,1,1=3,170,3,3=4,430,7,1-4-3,1080,5,1=3=4,480,3
202609050703,2026-09-05,07,03R,16:19,2026-09-05T16:26:20.103112+09:00,1,130,1,100,3,100,,,1-3,530,2,1=3,360,1,1=3,140,1,1=5,580,11,3=5,280,5,1-3-5,3310,12,1=3=5,1180,4
202609052210,2026-09-05,22,10R,16:23,2026-09-05T16:32:23.205674+09:00,6,540,6,210,3,210,,,6-3,2730,8,3=6,980,5,3=6,150,3,1=6,100,1,1=3,120,2,6-3-1,6090,16,1=3=6,200,1
202609050312,2026-09-05,03,12R,16:25,2026-09-05T16:32:23.205674+09:00,3,530,3,270,5,120,,,3-5,2090,10,3=5,1840,5,3=5,400,7,2=3,930,13,2=5,390,6,3-5-2,18430,62,2=3=5,7390,19
202609052003,2026-09-05,20,03R,16:27,2026-09-05T16:36:23.507997+09:00,3,750,3,420,5,530,,,3-5,2900,9,3=5,2220,6,3=5,840,10,3=6,1010,12,5=6,430,5,3-5-6,9350,30,3=5=6,2200,9
202609050212,2026-09-05,02,12R,16:30,2026-09-05T16:40:20.412443+09:00,1,130,1,100,5,150,,,1-5,320,1,1=5,220,1,1=5,140,1,1=6,210,4,5=6,320,7,1-5-6,900,2,1=5=6,410,1
202609050104,2026-09-05,01,04R,16:33,2026-09-05T16:42:21.554414+09:00,4,770,4,370,3,330,,,4-3,4970,23,3=4,1660,9,3=4,690,11,2=4,850,15,2=3,450,8,4-3-2,38980,115,2=3=4,4570,19
202609050912,2026-09-05,09,12R,16:35,2026-09-05T16:44:22.869464+09:00,1,120,1,100,2,110,,,1-2,230,1,1=2,180,1,1=2,100,1,1=4,320,7,2=4,160,2,1-2-4,880,2,1=2=4,460,2
202609050412,2026-09-05,04,12R,16:38,2026-09-05T17:28:01.576328+09:00,1,100,1,100,3,110,,,1-3,360,1,1=3,360,1,1=3,170,2,1=6,150,1,3=6,270,5,1-3-6,850,1,1=3=6,430,1
202609051204,2026-09-05,12,04R,16:44,2026-09-05T17:28:01.576328+09:00,1,110,1,120,3,150,,,1-3,350,2,1=3,190,1,1=3,190,4,1=6,120,1,3=6,470,6,1-3-6,740,1,1=3=6,360,2
202609050704,2026-09-05,07,04R,16:46,2026-09-05T17:28:01.576328+09:00,1,190,1,100,6,110,,,1-6,350,1,1=6,260,1,1=6,150,2,1=4,160,3,4=6,120,1,1-6-4,860,1,1=4=6,220,1
202609051712,2026-09-05,17,12R,16:49,2026-09-05T17:28:01.576328+09:00,1,100,1,100,4,200,,,1-4,490,3,1=4,530,3,1=4,180,2,1=3,250,4,3=4,470,7,1-4-3,1650,7,1=3=4,640,3
202609052211,2026-09-05,22,11R,16:51,2026-09-05T17:28:01.576328+09:00,1,140,1,100,5,420,,,1-5,740,3,1=5,830,3,1=5,190,4,1=3,170,2,3=5,250,5,1-5-3,2400,7,1=3=5,500,2
202609052004,2026-09-05,20,04R,16:54,2026-09-05T17:28:01.576328+09:00,1,110,1,100,3,230,,,1-3,330,1,1=3,370,2,1=3,220,3,1=6,280,4,3=6,650,9,1-3-6,1960,9,1=3=6,1210,7
202609050105,2026-09-05,01,05R,17:01,2026-09-05T17:28:01.576328+09:00,1,150,1,140,2,100,,,1-2,300,1,1=2,180,1,1=2,130,2,1=3,150,3,2=3,130,1,1-2-3,490,1,1=2=3,170,1
202609051205,2026-09-05,12,05R,17:08,2026-09-05T17:28:01.576328+09:00,6,570,6,270,4,230,,,6-4,2750,11,4=6,470,2,4=6,140,1,1=6,160,3,1=4,150,2,6-4-1,5930,23,1=4=6,350,1
202609050705,2026-09-05,07,05R,17:15,2026-09-05T17:28:01.576328+09:00,1,220,1,150,2,110,,,1-2,520,3,1=2,260,1,1=2,140,2,1=3,200,4,2=3,140,1,1-2-3,1020,3,1=2=3,250,1
202609052005,2026-09-05,20,05R,17:20,2026-09-05T17:28:01.576328+09:00,1,160,1,100,2,140,,,1-2,350,1,1=2,180,1,1=2,120,1,1=4,140,2,2=4,180,3,1-2-4,510,1,1=2=4,210,1
202609052212,2026-09-05,22,12R,17:26,2026-09-05T17:38:51.620885+09:00,1,100,1,100,5,250,,,1-5,640,3,1=5,600,3,1=5,190,4,1=2,110,1,2=5,320,5,1-5-2,1410,5,1=2=5,350,2
202609050106,2026-09-05,01,06R,17:29,2026-09-05T17:38:51.620885+09:00,6,1690,6,260,1,100,,,6-1,4360,8,1=6,1150,5,1=6,340,5,3=6,730,8,1=3,180,2,6-1-3,38100,47,1=3=6,1120,6
202609051206,2026-09-05,12,06R,17:37,2026-09-05T17:49:04.903297+09:00,1,130,1,100,2,170,,,1-2,260,1,1=2,130,1,1=2,110,1,1=5,390,7,2=5,500,8,1-2-5,2980,8,1=2=5,1580,5
