レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202609081301,2026-09-08,13,01R,10:33,2026-09-08T10:42:21.382585+09:00,3,270,3,130,2,190,,,3-2,640,4,2=3,670,2,2=3,230,4,3=4,140,1,2=4,590,9,3-2-4,2780,12,2=3=4,970,4
202609081101,2026-09-08,11,01R,10:36,2026-09-08T10:44:20.362951+09:00,4,1030,4,460,3,130,,,4-3,4690,11,3=4,960,3,3=4,240,4,1=4,240,3,1=3,100,1,4-3-1,11220,33,1=3=4,290,1
202609080901,2026-09-08,09,01R,10:42,2026-09-08T10:52:25.053707+09:00,1,110,1,120,5,200,,,1-5,850,4,1=5,1050,4,1=5,300,4,1=4,190,3,4=5,390,5,1-5-4,3610,12,1=4=5,830,6
202609081006,2026-09-08,10,06R,10:48,2026-09-08T10:56:18.753946+09:00,4,1270,4,520,3,150,,,4-3,4680,13,3=4,1000,4,3=4,280,6,1=4,180,2,1=3,100,1,4-3-1,15940,38,1=3=4,380,2
202609081601,2026-09-08,16,01R,10:53,2026-09-08T11:02:24.493972+09:00,1,140,1,100,4,150,,,1-4,270,1,1=4,400,3,1=4,120,1,1=3,140,2,3=4,260,5,1-4-3,1540,6,1=3=4,570,2
202609080401,2026-09-08,04,01R,10:55,2026-09-08T11:04:22.257239+09:00,1,320,1,270,6,430,,,1-6,1690,9,1=6,1530,6,1=6,240,4,1=2,130,1,2=6,240,5,1-6-2,5920,22,1=2=6,780,3
202609081406,2026-09-08,14,06R,10:58,2026-09-08T11:08:25.065019+09:00,2,420,2,140,4,180,,,2-4,5370,14,2=4,2440,8,2=4,420,7,2=5,400,6,4=5,580,10,2-4-5,19730,44,2=4=5,3440,10
202609081302,2026-09-08,13,02R,11:03,2026-09-08T11:12:22.057432+09:00,2,920,2,330,1,170,,,2-1,1420,5,1=2,470,2,1=2,140,2,2=3,220,4,1=3,110,1,2-1-3,2170,6,1=2=3,340,1
202609081102,2026-09-08,11,02R,11:06,2026-09-08T11:14:28.176425+09:00,4,600,4,130,5,180,,,4-5,700,2,4=5,440,2,4=5,190,3,1=4,130,1,1=5,160,2,4-5-1,1880,3,1=4=5,340,1
202609080902,2026-09-08,09,02R,11:12,2026-09-08T11:20:36.147451+09:00,1,190,1,100,2,190,,,1-2,300,1,1=2,260,1,1=2,170,2,1=6,340,5,2=6,670,10,1-2-6,1780,5,1=2=6,1160,5
202609080301,2026-09-08,03,01R,11:14,2026-09-08T11:24:26.214651+09:00,1,170,1,100,6,330,,,1-6,2040,6,1=6,1450,5,1=6,280,4,1=4,160,2,4=6,650,10,1-6-4,5160,20,1=4=6,1240,4
202609081007,2026-09-08,10,07R,11:19,2026-09-08T11:28:21.523684+09:00,2,990,2,460,5,290,,,2-5,13560,25,2=5,2440,9,2=5,960,10,2=6,1260,13,5=6,1120,12,2-5-6,68100,97,2=5=6,5120,17
202609081602,2026-09-08,16,02R,11:22,2026-09-08T11:30:27.292882+09:00,5,390,5,160,2,210,,,5-2,4200,15,2=5,2460,8,2=5,250,3,4=5,530,9,2=4,380,8,5-2-4,21260,54,2=4=5,1520,7
202609080402,2026-09-08,04,02R,11:24,2026-09-08T11:32:26.318778+09:00,1,240,1,130,2,570,,,1-2,1320,4,1=2,660,4,1=2,360,7,1=4,130,1,2=4,240,4,1-2-4,2030,9,1=2=4,460,2
202609081407,2026-09-08,14,07R,11:28,2026-09-08T11:36:23.095261+09:00,3,170,3,100,2,130,,,3-2,560,3,2=3,350,2,2=3,170,2,1=3,110,1,1=2,200,4,3-2-1,1360,4,1=2=3,200,1
202609081303,2026-09-08,13,03R,11:33,2026-09-08T11:42:22.261410+09:00,3,1020,3,460,6,120,,,3-6,4660,15,3=6,1390,7,3=6,330,6,1=3,190,2,1=6,180,1,3-6-1,7600,27,1=3=6,430,1
202609081103,2026-09-08,11,03R,11:36,2026-09-08T11:46:22.536687+09:00,1,140,1,230,4,230,,,1-4,560,1,1=4,360,1,1=4,180,1,1=3,210,4,3=4,230,6,1-4-3,1550,2,1=3=4,300,1
202609080302,2026-09-08,03,02R,11:41,2026-09-08T11:50:27.052141+09:00,1,110,1,120,2,150,,,1-2,260,1,1=2,250,1,1=2,150,1,1=6,320,5,2=6,350,7,1-2-6,2990,9,1=2=6,1390,6
202609080903,2026-09-08,09,03R,11:42,2026-09-08T11:50:27.052141+09:00,5,870,5,350,2,680,,,5-2,7330,16,2=5,3120,8,2=5,630,8,3=5,1030,12,2=3,1000,11,5-2-3,69250,92,2=3=5,7380,18
202609081603,2026-09-08,16,03R,11:49,2026-09-08T11:58:27.112140+09:00,3,810,3,260,4,110,,,3-4,4620,17,3=4,980,5,3=4,310,6,3=6,590,10,4=6,190,1,3-4-6,5030,20,3=4=6,730,3
202609081008,2026-09-08,10,08R,11:51,2026-09-08T12:00:58.142496+09:00,1,120,1,120,3,200,,,1-3,690,4,1=3,540,3,1=3,190,3,1=2,180,1,2=3,250,6,1-3-2,1610,6,1=2=3,560,1
202609080403,2026-09-08,04,03R,11:53,2026-09-08T12:02:18.497185+09:00,3,490,3,310,4,110,,,3-4,1250,6,3=4,720,4,3=4,220,5,2=3,180,4,2=4,130,1,3-4-2,2510,11,2=3=4,330,2
202609081304,2026-09-08,13,04R,11:59,2026-09-08T12:08:24.761734+09:00,4,520,4,100,5,260,,,4-5,1060,7,4=5,840,4,4=5,260,6,1=4,140,1,1=5,200,2,4-5-1,2410,10,1=4=5,660,2
202609081104,2026-09-08,11,04R,12:03,2026-09-08T12:12:25.025492+09:00,1,160,1,100,2,210,,,1-2,380,2,1=2,380,2,1=2,160,2,1=5,130,1,2=5,200,5,1-2-5,810,1,1=2=5,250,1
202609081408,2026-09-08,14,08R,12:05,2026-09-08T12:14:26.316114+09:00,3,180,3,110,2,160,,,3-2,380,1,2=3,280,1,2=3,140,1,3=6,170,2,2=6,190,3,3-2-6,960,1,2=3=6,420,1
202609080303,2026-09-08,03,03R,12:08,2026-09-08T12:16:28.678797+09:00,4,730,4,470,1,310,,,4-1,3720,10,1=4,1730,7,1=4,360,7,3=4,130,2,1=3,120,1,4-1-3,10420,35,1=3=4,480,1
202609080904,2026-09-08,09,04R,12:13,2026-09-08T12:22:19.615035+09:00,1,100,1,110,3,180,,,1-3,230,1,1=3,160,1,1=3,130,1,1=4,150,2,3=4,240,4,1-3-4,560,1,1=3=4,340,1
202609081604,2026-09-08,16,04R,12:20,2026-09-08T12:30:31.312957+09:00,4,250,4,250,5,480,,,4-5,1190,5,4=5,610,4,4=5,320,6,2=4,430,7,2=5,490,9,4-5-2,5600,24,2=4=5,1370,6
202609080404,2026-09-08,04,04R,12:22,2026-09-08T12:30:31.312957+09:00,5,130,5,100,1,150,,,5-1,330,1,1=5,250,1,1=5,160,1,5=6,200,3,1=6,590,10,5-1-6,2010,6,1=5=6,710,4
202609081009,2026-09-08,10,09R,12:25,2026-09-08T12:34:24.103412+09:00,1,140,1,130,2,180,,,1-2,320,1,1=2,370,1,1=2,140,1,1=5,220,3,2=5,230,4,1-2-5,1660,3,1=2=5,650,3
202609081305,2026-09-08,13,05R,12:28,2026-09-08T12:36:23.554273+09:00,5,460,5,260,4,100,,,5-4,2410,12,4=5,1090,6,4=5,440,6,5=6,740,9,4=6,1240,12,5-4-6,6220,27,4=5=6,1970,9
202609081105,2026-09-08,11,05R,12:32,2026-09-08T12:42:20.954552+09:00,1,130,1,110,5,190,,,1-5,360,1,1=5,310,1,1=5,150,1,1=6,270,5,5=6,470,8,1-5-6,1180,5,1=5=6,710,4
202609080304,2026-09-08,03,04R,12:35,2026-09-08T12:44:21.755157+09:00,1,320,1,140,4,100,,,1-4,820,5,1=4,410,3,1=4,180,3,1=5,650,8,4=5,290,5,1-4-5,2120,10,1=4=5,590,3
202609081409,2026-09-08,14,09R,12:38,2026-09-08T12:46:21.707491+09:00,4,330,4,200,5,530,,,4-5,1500,5,4=5,1220,7,4=5,380,7,1=4,180,2,1=5,410,9,4-5-1,3870,14,1=4=5,1280,6
202609080905,2026-09-08,09,05R,12:44,2026-09-08T12:52:27.064492+09:00,3,1050,3,200,1,110,,,3-1,3410,9,1=3,410,2,1=3,210,4,2=3,560,9,1=2,170,1,3-1-2,15070,37,1=2=3,710,5
202609081605,2026-09-08,16,05R,12:50,2026-09-08T13:00:44.026144+09:00,1,150,1,100,3,100,,,1-3,200,1,1=3,260,1,1=3,120,1,1=2,180,3,2=3,320,7,1-3-2,800,1,1=2=3,130,1
202609080405,2026-09-08,04,05R,12:52,2026-09-08T13:00:44.026144+09:00,2,410,2,180,5,110,,,2-5,650,2,2=5,320,1,2=5,160,1,2=4,350,7,4=5,270,5,2-5-4,2700,10,2=4=5,760,4
202609081306,2026-09-08,13,06R,12:56,2026-09-08T13:04:28.228032+09:00,1,120,1,100,5,240,,,1-5,1700,5,1=5,830,3,1=5,240,4,1=4,110,1,4=5,210,2,1-5-4,2670,10,1=4=5,310,1
202609081010,2026-09-08,10,10R,12:58,2026-09-08T13:08:22.860222+09:00,3,870,3,220,2,270,,,3-2,3300,15,2=3,1370,8,2=3,250,2,3=5,710,11,2=5,760,12,3-2-5,12760,61,2=3=5,3310,16
202609081106,2026-09-08,11,06R,13:01,2026-09-08T13:10:30.604740+09:00,1,100,1,120,5,100,,,1-5,490,2,1=5,370,1,1=5,110,1,1=4,130,2,4=5,140,3,1-5-4,1050,2,1=4=5,330,1
202609080305,2026-09-08,03,05R,13:02,2026-09-08T13:12:19.568700+09:00,3,360,3,140,2,140,,,3-2,1490,6,2=3,460,3,2=3,180,3,1=3,170,2,1=2,140,1,3-2-1,3340,11,1=2=3,230,1
202609081410,2026-09-08,14,10R,13:09,2026-09-08T13:18:23.723987+09:00,5,1030,5,430,2,290,,,5-2,2770,13,2=5,1060,5,2=5,290,4,1=5,510,9,1=2,330,6,5-2-1,13780,46,1=2=5,1200,5
202609080906,2026-09-08,09,06R,13:15,2026-09-08T13:24:23.615875+09:00,1,140,1,100,6,480,,,1-6,4360,11,1=6,3550,9,1=6,870,10,1=3,200,2,3=6,1020,12,1-6-3,17820,38,1=3=6,1960,6
202609080406,2026-09-08,04,06R,13:22,2026-09-08T13:30:23.789689+09:00,2,160,2,110,3,140,,,2-3,390,1,2=3,260,1,2=3,160,1,1=2,190,3,1=3,310,6,2-3-1,1840,5,1=2=3,450,2
202609081307,2026-09-08,13,07R,13:25,2026-09-08T13:34:24.677218+09:00,4,160,4,200,1,180,,,4-1,590,1,1=4,370,1,1=4,250,2,4=5,290,4,1=5,380,7,4-1-5,2790,8,1=4=5,940,4
202609081606,2026-09-08,16,06R,13:27,2026-09-08T13:36:22.030594+09:00,2,200,2,140,1,210,,,2-1,350,2,1=2,270,1,1=2,110,1,2=3,120,2,1=3,170,4,2-1-3,1020,2,1=2=3,220,1
202609080306,2026-09-08,03,06R,13:29,2026-09-08T13:38:25.245508+09:00,5,820,5,350,1,130,,,5-1,1300,6,1=5,410,2,1=5,170,2,2=5,260,6,1=2,160,1,5-1-2,3400,12,1=2=5,370,1
202609081011,2026-09-08,10,11R,13:33,2026-09-08T13:42:23.236870+09:00,1,110,1,100,6,250,,,1-6,1190,4,1=6,950,3,1=6,320,5,1=2,190,2,2=6,840,12,1-6-2,2900,10,1=2=6,890,2
202609081107,2026-09-08,11,07R,13:38,2026-09-08T13:48:20.590448+09:00,5,240,5,250,2,460,,,5-2,2880,13,2=5,1610,7,2=5,350,6,1=5,130,1,1=2,350,6,5-2-1,10490,42,1=2=5,770,3
202609080907,2026-09-08,09,07R,13:46,2026-09-08T13:54:20.353639+09:00,1,120,1,100,3,220,,,1-3,250,1,1=3,270,1,1=3,150,2,1=2,150,1,2=3,320,6,1-3-2,960,3,1=2=3,440,1
202609081411,2026-09-08,14,11R,13:49,2026-09-08T13:58:21.711444+09:00,2,580,2,200,3,120,,,2-3,3190,10,2=3,1030,4,2=3,250,6,1=2,190,4,1=3,110,1,2-3-1,6710,24,1=2=3,340,2
202609080407,2026-09-08,04,07R,13:53,2026-09-08T14:02:24.332522+09:00,1,290,1,130,2,100,,,1-2,360,1,1=2,260,1,1=2,200,3,1=3,300,5,2=3,180,1,1-2-3,790,1,1=2=3,300,1
202609080307,2026-09-08,03,07R,13:56,2026-09-08T14:04:25.267214+09:00,1,230,1,140,2,100,,,1-2,340,2,1=2,180,1,1=2,140,1,1=6,900,12,2=6,570,8,1-2-6,2630,9,1=2=6,910,4
202609081607,2026-09-08,16,07R,13:59,2026-09-08T14:08:21.859904+09:00,1,160,1,110,2,140,,,1-2,330,1,1=2,220,1,1=2,120,1,1=6,140,2,2=6,170,5,1-2-6,640,1,1=2=6,120,1
202609081308,2026-09-08,13,08R,14:03,2026-09-08T14:12:24.301338+09:00,1,210,1,100,3,110,,,1-3,290,1,1=3,270,1,1=3,120,1,1=6,220,6,3=6,170,2,1-3-6,540,1,1=3=6,240,2
202609081108,2026-09-08,11,08R,14:09,2026-09-08T14:18:27.328322+09:00,1,120,1,150,2,460,,,1-2,470,3,1=2,420,2,1=2,200,2,1=4,430,5,2=4,750,10,1-2-4,2960,12,1=2=4,1240,6
202609081012,2026-09-08,10,12R,14:13,2026-09-08T14:22:23.911978+09:00,1,150,1,100,3,160,,,1-3,280,2,1=3,250,1,1=3,100,1,1=2,130,2,2=3,240,5,1-3-2,750,3,1=2=3,320,2
202609080908,2026-09-08,09,08R,14:17,2026-09-08T14:26:24.269250+09:00,1,140,1,100,5,240,,,1-5,670,4,1=5,700,4,1=5,260,3,1=6,800,11,5=6,1830,15,1-5-6,6240,21,1=5=6,3060,8
202609080308,2026-09-08,03,08R,14:24,2026-09-08T14:32:22.561692+09:00,2,590,2,360,4,260,,,2-4,1400,7,2=4,510,3,2=4,170,3,1=2,180,5,1=4,120,1,2-4-1,4030,21,1=2=4,520,3
202609080408,2026-09-08,04,08R,14:24,2026-09-08T14:32:22.561692+09:00,2,540,2,100,1,120,,,2-1,960,4,1=2,200,1,1=2,100,1,2=6,160,3,1=6,150,2,2-1-6,2840,9,1=2=6,330,2
202609081412,2026-09-08,14,12R,14:28,2026-09-08T14:36:29.468620+09:00,3,340,3,190,1,140,,,3-1,910,4,1=3,190,1,1=3,140,1,3=4,250,5,1=4,210,3,3-1-4,2620,7,1=3=4,310,1
202609081309,2026-09-08,13,09R,14:33,2026-09-08T14:44:23.126501+09:00,1,160,1,100,4,220,,,1-4,420,1,1=4,440,3,1=4,140,1,1=2,170,3,2=4,240,5,1-4-2,1450,4,1=2=4,410,3
202609081608,2026-09-08,16,08R,14:35,2026-09-08T14:44:23.126501+09:00,3,230,3,130,1,200,,,3-1,430,1,1=3,240,1,1=3,190,3,2=3,160,1,1=2,240,6,3-1-2,2510,8,1=2=3,420,2
202609081109,2026-09-08,11,09R,14:40,2026-09-08T14:48:23.153341+09:00,1,170,1,110,2,150,,,1-2,250,1,1=2,160,1,1=2,140,2,1=4,160,3,2=4,130,1,1-2-4,550,1,1=2=4,290,1
202609080909,2026-09-08,09,09R,14:48,2026-09-08T14:58:24.751009+09:00,4,1360,4,290,1,120,,,4-1,4300,9,1=4,660,3,1=4,320,6,4=5,890,11,1=5,320,5,4-1-5,18790,34,1=4=5,2590,9
202609080309,2026-09-08,03,09R,14:52,2026-09-08T15:02:26.961711+09:00,1,100,1,120,2,130,,,1-2,200,1,1=2,170,1,1=2,120,1,1=3,200,2,2=3,220,4,1-2-3,650,1,1=2=3,370,1
202609080409,2026-09-08,04,09R,14:56,2026-09-08T15:04:30.462355+09:00,3,130,3,100,1,100,,,3-1,270,1,1=3,130,1,1=3,130,1,3=4,140,2,1=4,210,4,3-1-4,450,1,1=3=4,170,1
202609081310,2026-09-08,13,10R,15:03,2026-09-08T15:12:18.878721+09:00,3,300,3,140,1,130,,,3-1,710,4,1=3,200,1,1=3,150,1,3=4,200,4,1=4,160,2,3-1-4,2720,9,1=3=4,390,2
202609081609,2026-09-08,16,09R,15:06,2026-09-08T15:14:23.831901+09:00,4,770,4,270,1,110,,,4-1,2200,7,1=4,790,3,1=4,200,2,2=4,590,9,1=2,310,6,4-1-2,12050,37,1=2=4,1400,5
202609081110,2026-09-08,11,10R,15:10,2026-09-08T15:18:23.246538+09:00,2,400,2,360,4,440,,,2-4,3820,8,2=4,2410,5,2=4,230,5,1=2,130,2,1=4,130,1,2-4-1,8910,23,1=2=4,270,2
202609082401,2026-09-08,24,01R,15:15,2026-09-08T15:22:18.253205+09:00,3,530,3,110,1,100,,,3-1,1360,5,1=3,270,1,1=3,140,2,2=3,270,5,1=2,110,1,3-1-2,4490,17,1=2=3,390,1
202609080101,2026-09-08,01,01R,15:18,2026-09-08T15:26:20.977858+09:00,2,150,2,170,1,210,,,2-1,870,4,1=2,440,2,1=2,140,1,2=5,180,3,1=5,180,2,2-1-5,1500,3,1=2=5,340,1
202609080910,2026-09-08,09,10R,15:21,2026-09-08T15:30:40.723370+09:00,1,120,1,100,3,180,,,1-3,440,2,1=3,390,2,1=3,170,2,1=6,510,8,3=6,1390,14,1-3-6,2900,12,1=3=6,2030,8
202609080310,2026-09-08,03,10R,15:22,2026-09-08T15:30:40.723370+09:00,5,560,5,160,1,100,,,5-1,830,4,1=5,340,2,1=5,160,2,2=5,1710,13,1=2,770,7,5-1-2,11330,36,1=2=5,2240,6
202609080701,2026-09-08,07,01R,15:24,2026-09-08T15:34:21.117803+09:00,1,130,1,120,2,220,,,1-2,440,2,1=2,260,2,1=2,150,1,1=3,200,4,2=3,240,5,1-2-3,690,1,1=2=3,340,1
202609080410,2026-09-08,04,10R,15:29,2026-09-08T15:38:22.234766+09:00,1,120,1,100,3,100,,,1-3,170,1,1=3,190,1,1=3,120,1,1=2,230,4,2=3,330,6,1-3-2,620,2,1=2=3,320,2
202609081610,2026-09-08,16,10R,15:36,2026-09-08T15:44:20.679122+09:00,1,170,1,110,2,120,,,1-2,300,1,1=2,130,1,1=2,100,1,1=4,170,3,2=4,210,4,1-2-4,540,2,1=2=4,190,1
202609081311,2026-09-08,13,11R,15:41,2026-09-08T15:50:25.075140+09:00,1,100,1,100,3,350,,,1-3,280,2,1=3,320,2,1=3,150,1,1=4,320,5,3=4,780,12,1-3-4,1690,7,1=3=4,1070,5
202609080102,2026-09-08,01,02R,15:43,2026-09-08T15:52:20.449073+09:00,2,380,2,140,4,150,,,2-4,1130,5,2=4,400,2,2=4,210,4,2=3,190,3,3=4,360,7,2-4-3,2490,10,2=3=4,630,3
202609082402,2026-09-08,24,02R,15:45,2026-09-08T15:54:24.736438+09:00,1,140,1,140,2,270,,,1-2,540,1,1=2,500,1,1=2,270,4,1=3,240,3,2=3,180,2,1-2-3,1860,1,1=2=3,610,1
202609080702,2026-09-08,07,02R,15:49,2026-09-08T15:56:19.033907+09:00,1,360,1,100,4,140,,,1-4,750,3,1=4,430,1,1=4,210,2,1=5,350,6,4=5,300,5,1-4-5,2530,9,1=4=5,1340,7
202609081111,2026-09-08,11,11R,15:51,2026-09-08T16:00:45.157428+09:00,1,100,1,120,3,240,,,1-3,370,2,1=3,350,3,1=3,220,3,1=4,160,2,3=4,360,6,1-3-4,830,2,1=3=4,290,1
202609080311,2026-09-08,03,11R,15:53,2026-09-08T16:04:20.225661+09:00,1,100,1,100,3,100,,,1-3,220,1,1=3,190,1,1=3,110,1,1=4,120,2,3=4,230,4,1-3-4,420,1,1=3=4,200,1
202609080911,2026-09-08,09,11R,15:56,2026-09-08T16:04:20.225661+09:00,1,110,1,100,3,250,,,1-3,380,2,1=3,280,2,1=3,200,2,1=6,450,6,3=6,1350,14,1-3-6,2700,11,1=3=6,2500,8
