レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202609100401,2026-09-10,04,01R,10:55,2026-09-10T11:04:25.475462+09:00,5,780,5,390,1,510,,,5-1,1530,6,1=5,580,2,1=5,350,4,5=6,750,12,1=6,560,8,5-1-6,10420,50,1=5=6,1550,7
202609101406,2026-09-10,14,06R,10:58,2026-09-10T11:06:23.920386+09:00,5,560,5,220,3,190,,,5-3,1190,7,3=5,550,5,3=5,190,2,5=6,200,4,3=6,240,6,5-3-6,2220,13,3=5=6,420,3
202609100501,2026-09-10,05,01R,11:03,2026-09-10T11:12:24.121930+09:00,1,150,1,420,2,570,,,1-2,510,2,1=2,460,3,1=2,170,2,1=4,100,1,2=4,170,2,1-2-4,1030,1,1=2=4,280,1
202609101302,2026-09-10,13,02R,11:06,2026-09-10T11:16:21.979328+09:00,3,360,3,170,1,120,,,3-1,1710,6,1=3,290,2,1=3,130,1,3=5,190,5,1=5,150,2,3-1-5,3360,12,1=3=5,530,3
202609101702,2026-09-10,17,02R,11:11,2026-09-10T11:18:20.734236+09:00,4,160,4,100,3,100,,,4-3,1350,5,3=4,790,6,3=4,250,4,4=5,180,2,3=5,470,9,4-3-5,2380,9,3=4=5,860,4
202609100301,2026-09-10,03,01R,11:14,2026-09-10T11:22:25.764255+09:00,1,170,1,130,5,190,,,1-5,570,2,1=5,500,2,1=5,120,1,1=6,250,3,5=6,300,6,1-5-6,2010,4,1=5=6,490,1
202609102107,2026-09-10,21,07R,11:18,2026-09-10T11:26:20.895970+09:00,1,130,1,100,5,170,,,1-5,770,4,1=5,530,4,1=5,170,2,1=2,300,5,2=5,580,10,1-5-2,1820,10,1=2=5,670,6
202609101602,2026-09-10,16,02R,11:22,2026-09-10T11:30:34.614932+09:00,3,550,3,150,4,160,,,3-4,1740,7,3=4,1020,4,3=4,460,9,3=5,130,1,4=5,340,7,3-4-5,2570,6,3=4=5,570,2
202609100402,2026-09-10,04,02R,11:24,2026-09-10T11:34:25.694589+09:00,2,370,2,130,1,210,,,2-1,1460,6,1=2,530,3,1=2,190,3,2=6,150,1,1=6,510,10,2-1-6,6190,26,1=2=6,1000,4
202609101407,2026-09-10,14,07R,11:28,2026-09-10T11:36:19.208488+09:00,1,400,1,120,6,170,,,1-6,1020,4,1=6,980,3,1=6,130,2,1=3,120,1,3=6,180,4,1-6-3,1900,5,1=3=6,300,1
202609100502,2026-09-10,05,02R,11:32,2026-09-10T11:40:26.673770+09:00,2,190,2,100,3,130,,,2-3,550,1,2=3,380,2,2=3,190,3,2=4,130,1,3=4,210,5,2-3-4,1320,2,2=3=4,210,1
