レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202609061409,2026-09-06,14,09R,12:38,2026-09-06T12:48:20.210994+09:00,4,680,4,170,2,430,,,4-2,3940,11,2=4,1500,5,2=4,240,4,3=4,260,5,2=3,450,6,4-2-3,10140,32,2=3=4,1750,5
202609060205,2026-09-06,02,05R,12:44,2026-09-06T12:54:20.422518+09:00,4,120,4,100,3,150,,,4-3,560,2,3=4,420,2,3=4,180,3,4=6,230,4,3=6,290,6,4-3-6,1950,8,3=4=6,720,5
202609060905,2026-09-06,09,05R,12:44,2026-09-06T12:54:20.422518+09:00,1,120,1,100,4,240,,,1-4,660,3,1=4,440,3,1=4,140,1,1=3,190,3,3=4,330,7,1-4-3,1880,8,1=3=4,730,4
202609062203,2026-09-06,22,03R,12:49,2026-09-06T12:58:22.148531+09:00,2,870,2,680,6,680,,,2-6,43200,27,,,,2=6,3020,15,2=4,1300,10,4=6,2170,13,2-6-4,309550,108,2=4=6,19890,19
202609060405,2026-09-06,04,05R,12:52,2026-09-06T13:00:41.113698+09:00,3,810,3,210,5,230,,,3-5,2070,8,3=5,1210,4,3=5,220,5,1=3,200,2,1=5,130,1,3-5-1,4540,15,1=3=5,380,2
202609061010,2026-09-06,10,10R,12:56,2026-09-06T13:06:23.601545+09:00,2,380,2,160,3,110,,,2-3,600,3,2=3,280,1,2=3,130,1,1=2,210,4,1=3,150,2,2-3-1,1520,6,1=2=3,180,1
202609061705,2026-09-06,17,05R,13:01,2026-09-06T13:08:22.285070+09:00,5,1170,5,370,3,410,,,5-3,4020,18,3=5,2040,7,3=5,570,13,5=6,480,10,3=6,450,9,5-3-6,11110,47,3=5=6,1670,11
202609060305,2026-09-06,03,05R,13:02,2026-09-06T13:10:27.533658+09:00,2,370,2,110,1,100,,,2-1,280,1,1=2,240,1,1=2,140,2,2=3,180,3,1=3,230,4,2-1-3,800,1,1=2=3,210,1
202609061106,2026-09-06,11,06R,13:05,2026-09-06T13:14:23.479087+09:00,1,170,1,110,4,270,,,1-4,400,3,1=4,550,3,1=4,130,1,1=2,170,2,2=4,330,7,1-4-2,1140,5,1=2=4,310,1
202609061410,2026-09-06,14,10R,13:09,2026-09-06T13:18:20.966951+09:00,1,270,1,130,4,100,,,1-4,550,1,1=4,310,1,1=4,140,1,1=2,220,5,2=4,200,3,1-4-2,1450,1,1=2=4,310,1
202609060206,2026-09-06,02,06R,13:14,2026-09-06T13:22:20.384556+09:00,1,380,1,140,4,100,,,1-4,830,3,1=4,410,2,1=4,160,1,1=3,290,6,3=4,180,3,1-4-3,1620,2,1=3=4,600,3
202609060906,2026-09-06,09,06R,13:15,2026-09-06T13:26:26.517322+09:00,1,120,1,100,4,210,,,1-4,270,1,1=4,250,2,1=4,100,1,1=6,120,3,4=6,230,6,1-4-6,490,1,1=4=6,230,1
202609062204,2026-09-06,22,04R,13:18,2026-09-06T13:26:26.517322+09:00,1,180,1,110,5,240,,,1-5,1200,4,1=5,540,4,1=5,180,4,1=4,130,1,4=5,160,2,1-5-4,1620,4,1=4=5,370,2
202609060406,2026-09-06,04,06R,13:22,2026-09-06T13:32:26.594404+09:00,2,130,2,100,4,200,,,2-4,630,3,2=4,820,3,2=4,180,3,2=3,120,1,3=4,220,4,2-4-3,1560,6,2=3=4,350,2
202609061706,2026-09-06,17,06R,13:28,2026-09-06T13:38:22.382844+09:00,2,310,2,100,1,150,,,2-1,730,3,1=2,380,2,1=2,260,4,2=6,200,2,1=6,360,7,2-1-6,2010,5,1=2=6,470,1
202609060306,2026-09-06,03,06R,13:29,2026-09-06T13:38:22.382844+09:00,3,650,3,310,5,260,,,3-5,2800,13,3=5,1990,8,3=5,290,4,3=6,2820,15,5=6,1640,14,3-5-6,17440,64,3=5=6,5760,15
202609061107,2026-09-06,11,07R,13:32,2026-09-06T13:40:24.763480+09:00,2,160,2,100,1,130,,,2-1,460,2,1=2,210,1,1=2,160,2,2=5,220,4,1=5,220,5,2-1-5,1240,4,1=2=5,480,2
202609061011,2026-09-06,10,11R,13:35,2026-09-06T13:42:24.860155+09:00,1,150,1,100,4,430,,,1-4,1520,5,1=4,1200,4,1=4,510,5,1=3,180,2,3=4,810,11,1-4-3,5120,15,1=3=4,1230,5
202609062205,2026-09-06,22,05R,13:44,2026-09-06T13:52:22.720020+09:00,1,170,1,160,2,450,,,1-2,500,2,1=2,720,3,1=2,240,4,1=4,140,1,2=4,300,6,1-2-4,1200,4,1=2=4,370,2
202609060207,2026-09-06,02,07R,13:45,2026-09-06T13:54:23.074884+09:00,1,100,1,100,2,230,,,1-2,590,3,1=2,450,3,1=2,190,3,1=4,140,1,2=4,240,4,1-2-4,1150,5,1=2=4,470,3
202609060907,2026-09-06,09,07R,13:46,2026-09-06T13:56:23.245804+09:00,1,150,1,120,2,140,,,1-2,290,1,1=2,280,1,1=2,170,2,1=5,160,1,2=5,290,5,1-2-5,780,1,1=2=5,310,1
202609061411,2026-09-06,14,11R,13:49,2026-09-06T13:58:21.269317+09:00,3,370,3,190,4,240,,,3-4,2030,10,3=4,1160,7,3=4,300,5,3=5,300,5,4=5,290,4,3-4-5,3390,9,3=4=5,770,4
202609060407,2026-09-06,04,07R,13:53,2026-09-06T14:02:20.400612+09:00,1,240,1,220,2,280,,,1-2,450,1,1=2,330,1,1=2,210,2,1=3,220,4,2=3,320,7,1-2-3,1180,2,1=2=3,420,2
202609060307,2026-09-06,03,07R,13:56,2026-09-06T14:10:21.661738+09:00,2,590,2,210,1,150,,,2-1,1720,9,1=2,540,3,1=2,180,1,2=3,190,4,1=3,180,2,2-1-3,3040,13,1=2=3,230,1
202609061707,2026-09-06,17,07R,14:01,2026-09-06T14:10:21.661738+09:00,1,130,1,100,4,190,,,1-4,510,2,1=4,820,4,1=4,190,4,1=3,110,1,3=4,150,2,1-4-3,1700,5,1=3=4,280,1
202609061108,2026-09-06,11,08R,14:08,2026-09-06T14:18:18.917007+09:00,1,220,1,100,3,120,,,1-3,470,1,1=3,300,1,1=3,160,2,1=2,240,4,2=3,240,5,1-3-2,1130,2,1=2=3,340,2
202609061012,2026-09-06,10,12R,14:11,2026-09-06T14:20:23.312262+09:00,1,130,1,100,3,300,,,1-3,390,2,1=3,340,2,1=3,140,2,1=6,430,6,3=6,1140,14,1-3-6,2780,11,1=3=6,2090,9
202609060208,2026-09-06,02,08R,14:16,2026-09-06T14:24:25.694190+09:00,1,440,1,140,5,280,,,1-5,1190,5,1=5,750,3,1=5,260,4,1=4,240,2,4=5,310,6,1-5-4,4710,18,1=4=5,940,6
202609062206,2026-09-06,22,06R,14:14,2026-09-06T14:26:18.540529+09:00,1,110,1,100,2,150,,,1-2,350,2,1=2,300,2,1=2,150,3,1=5,140,2,2=5,250,4,1-2-5,640,2,1=2=5,300,1
202609060908,2026-09-06,09,08R,14:18,2026-09-06T14:28:26.316760+09:00,1,130,1,180,4,650,,,1-4,1650,8,1=4,1590,6,1=4,260,4,1=2,180,2,2=4,300,6,1-4-2,3980,15,1=2=4,680,2
202609060408,2026-09-06,04,08R,14:24,2026-09-06T14:34:18.974731+09:00,6,190,6,120,1,320,,,6-1,1280,5,1=6,800,4,1=6,480,7,3=6,260,3,1=3,910,10,6-1-3,4850,17,1=3=6,1320,5
202609061412,2026-09-06,14,12R,14:28,2026-09-06T14:38:22.504663+09:00,4,720,4,130,1,110,,,4-1,1270,5,1=4,390,2,1=4,200,3,4=6,710,11,1=6,660,10,4-1-6,7980,29,1=4=6,2620,10
202609060308,2026-09-06,03,08R,14:24,2026-09-06T14:40:25.645668+09:00,1,280,1,590,6,300,,,1-6,5690,23,1=6,2880,12,1=6,830,12,1=4,280,3,4=6,290,4,1-6-4,16770,66,1=4=6,1590,9
202609061708,2026-09-06,17,08R,14:36,2026-09-06T14:44:23.681539+09:00,6,1060,6,620,1,100,,,6-1,11480,15,1=6,6070,6,1=6,540,10,3=6,780,12,1=3,160,1,6-1-3,66720,62,1=3=6,3110,7
202609061109,2026-09-06,11,09R,14:41,2026-09-06T14:50:22.522541+09:00,1,100,1,100,6,230,,,1-6,540,3,1=6,520,3,1=6,180,3,1=2,160,2,2=6,400,7,1-6-2,1420,6,1=2=6,350,1
202609062207,2026-09-06,22,07R,14:44,2026-09-06T14:54:21.277906+09:00,1,120,1,180,3,530,,,1-3,1020,4,1=3,890,5,1=3,370,6,1=4,220,3,3=4,940,10,1-3-4,2770,13,1=3=4,1090,5
202609060209,2026-09-06,02,09R,14:48,2026-09-06T15:00:48.435173+09:00,2,370,2,190,5,590,,,2-5,3950,15,2=5,2530,9,2=5,860,14,1=2,190,2,1=5,540,9,2-5-1,15040,48,1=2=5,2070,7
202609060909,2026-09-06,09,09R,14:50,2026-09-06T15:00:48.435173+09:00,1,150,1,130,6,580,,,1-6,2430,9,1=6,2420,10,1=6,680,11,1=4,160,1,4=6,480,10,1-6-4,12330,42,1=4=6,1450,6
202609060309,2026-09-06,03,09R,14:52,2026-09-06T15:06:23.030001+09:00,6,1240,6,530,1,180,,,6-1,2380,7,1=6,870,3,1=6,310,4,2=6,310,5,1=2,390,8,6-1-2,8620,34,1=2=6,1450,5
202609060409,2026-09-06,04,09R,14:56,2026-09-06T15:06:23.030001+09:00,3,420,3,150,1,100,,,3-1,840,3,1=3,240,1,1=3,140,1,3=5,440,10,1=5,340,6,3-1-5,4160,12,1=3=5,980,4
202609061709,2026-09-06,17,09R,15:04,2026-09-06T15:12:24.208946+09:00,3,170,3,260,5,1120,,,3-5,2270,9,3=5,2370,7,3=5,290,5,3=4,200,2,4=5,630,11,3-5-4,4620,20,3=4=5,1120,6
202609061110,2026-09-06,11,10R,15:11,2026-09-06T15:20:20.213203+09:00,1,110,1,100,3,350,,,1-3,690,4,1=3,620,2,1=3,220,6,1=2,120,1,2=3,190,4,1-3-2,1440,5,1=2=3,300,2
202609062208,2026-09-06,22,08R,15:14,2026-09-06T15:22:25.090165+09:00,1,120,1,100,4,240,,,1-4,350,2,1=4,390,3,1=4,150,1,1=2,170,3,2=4,410,8,1-4-2,1260,5,1=2=4,440,2
202609061201,2026-09-06,12,01R,15:17,2026-09-06T15:26:21.651584+09:00,5,600,5,250,4,400,,,5-4,3040,12,4=5,1680,5,4=5,500,10,2=5,480,9,2=4,310,6,5-4-2,17380,53,2=4=5,2660,9
202609060101,2026-09-06,01,01R,15:19,2026-09-06T15:28:22.960368+09:00,2,280,2,120,4,130,,,2-4,610,1,2=4,260,1,2=4,130,1,2=5,340,7,4=5,310,6,2-4-5,1710,3,2=4=5,530,2
202609060210,2026-09-06,02,10R,15:21,2026-09-06T15:28:22.960368+09:00,1,120,1,100,3,180,,,1-3,210,1,1=3,200,1,1=3,140,1,1=2,230,4,2=3,260,5,1-3-2,740,1,1=2=3,340,1
202609060910,2026-09-06,09,10R,15:23,2026-09-06T15:32:18.838137+09:00,1,120,1,100,5,120,,,1-5,340,1,1=5,270,2,1=5,130,1,1=3,190,3,3=5,430,8,1-5-3,1040,4,1=3=5,420,2
202609060701,2026-09-06,07,01R,15:25,2026-09-06T15:32:18.838137+09:00,1,160,1,120,3,220,,,1-3,460,2,1=3,440,2,1=3,210,3,1=2,170,2,2=3,300,5,1-3-2,1200,2,1=2=3,450,1
202609060310,2026-09-06,03,10R,15:22,2026-09-06T15:34:22.057208+09:00,1,130,1,110,4,200,,,1-4,380,3,1=4,290,1,1=4,130,1,1=3,250,4,3=4,780,11,1-4-3,1980,9,1=3=4,750,4
202609060410,2026-09-06,04,10R,15:29,2026-09-06T15:38:24.167497+09:00,2,180,2,170,5,270,,,2-5,1990,6,2=5,1840,6,2=5,340,5,2=3,290,4,3=5,530,7,2-5-3,7460,26,2=3=5,1190,5
202609061710,2026-09-06,17,10R,15:39,2026-09-06T15:48:23.810390+09:00,1,130,1,370,6,310,,,1-6,3660,11,1=6,4750,12,1=6,870,12,1=3,230,2,3=6,610,9,1-6-3,16670,47,1=3=6,2300,9
202609061202,2026-09-06,12,02R,15:42,2026-09-06T15:52:19.887429+09:00,3,280,3,240,1,130,,,3-1,680,2,1=3,180,1,1=3,110,1,3=5,300,8,1=5,280,6,3-1-5,2300,8,1=3=5,670,3
202609060102,2026-09-06,01,02R,15:43,2026-09-06T15:52:19.887429+09:00,3,290,3,220,5,150,,,3-5,780,2,3=5,460,1,3=5,210,2,3=4,910,14,4=5,580,9,3-5-4,3780,7,3=4=5,1410,7
202609061111,2026-09-06,11,11R,15:47,2026-09-06T15:56:22.495900+09:00,1,110,1,110,3,1440,,,1-3,1030,5,1=3,1020,4,1=3,330,7,1=2,110,1,2=3,290,5,1-3-2,1660,6,1=2=3,470,3
202609062209,2026-09-06,22,09R,15:50,2026-09-06T15:58:18.430262+09:00,1,130,1,100,4,100,,,1-4,440,2,1=4,330,2,1=4,130,1,1=3,240,4,3=4,190,3,1-4-3,1350,4,1=3=4,490,3
202609060311,2026-09-06,03,11R,15:53,2026-09-06T16:04:25.602378+09:00,3,430,3,130,1,100,,,3-1,1010,4,1=3,290,1,1=3,160,1,2=3,320,6,1=2,210,2,3-1-2,4200,14,1=2=3,430,1
202609060211,2026-09-06,02,11R,15:55,2026-09-06T16:04:25.602378+09:00,1,150,1,100,3,160,,,1-3,240,1,1=3,240,1,1=3,100,1,1=4,170,2,3=4,210,4,1-3-4,700,1,1=3=4,300,1
202609060702,2026-09-06,07,02R,15:57,2026-09-06T16:06:21.252701+09:00,1,160,1,120,3,230,,,1-3,720,2,1=3,650,3,1=3,160,2,1=4,140,1,3=4,260,5,1-3-4,1640,2,1=3=4,630,2
202609060911,2026-09-06,09,11R,15:58,2026-09-06T16:06:21.252701+09:00,1,100,1,100,2,230,,,1-2,240,1,1=2,180,1,1=2,100,1,1=5,200,4,2=5,420,8,1-2-5,890,3,1=2=5,500,3
202609060411,2026-09-06,04,11R,16:03,2026-09-06T16:12:25.903547+09:00,6,5520,6,110,1,100,,,6-1,1180,4,1=6,300,2,1=6,100,1,5=6,190,4,1=5,110,3,6-1-5,2200,8,1=5=6,270,3
202609060103,2026-09-06,01,03R,16:06,2026-09-06T16:16:17.939170+09:00,1,880,1,200,2,310,,,1-2,1660,7,1=2,1000,4,1=2,790,11,1=6,580,7,2=6,1450,15,1-2-6,13390,46,1=2=6,4910,16
202609061711,2026-09-06,17,11R,16:11,2026-09-06T16:18:18.508784+09:00,4,1600,4,1030,1,170,,,4-1,6420,14,1=4,1250,4,1=4,320,5,3=4,640,10,1=3,170,1,4-1-3,17020,39,1=3=4,970,4
202609061203,2026-09-06,12,03R,16:13,2026-09-06T16:20:21.487671+09:00,2,200,2,190,3,530,,,2-3,1850,6,2=3,1300,5,2=3,310,5,1=2,150,1,1=3,350,6,2-3-1,4200,14,1=2=3,350,2
202609062210,2026-09-06,22,10R,16:17,2026-09-06T16:24:24.696280+09:00,1,240,1,110,4,120,,,1-4,590,2,1=4,500,3,1=4,340,3,1=5,370,4,4=5,810,9,1-4-5,2180,8,1=4=5,1160,5
202609061112,2026-09-06,11,12R,16:20,2026-09-06T16:30:28.964122+09:00,1,150,1,120,3,100,,,1-3,310,1,1=3,160,1,1=3,160,2,1=2,150,1,2=3,260,5,1-3-2,1020,3,1=2=3,380,1
202609060703,2026-09-06,07,03R,16:23,2026-09-06T16:30:28.964122+09:00,1,240,1,100,3,100,,,1-3,370,2,1=3,190,1,1=3,120,1,1=6,280,5,3=6,220,3,1-3-6,1060,3,1=3=6,490,2
202609060312,2026-09-06,03,12R,16:25,2026-09-06T16:36:22.707689+09:00,3,410,3,130,1,100,,,3-1,1810,6,1=3,250,2,1=3,130,1,3=4,350,7,1=4,200,4,3-1-4,3640,10,1=3=4,600,3
202609060212,2026-09-06,02,12R,16:30,2026-09-06T16:40:22.764072+09:00,2,620,2,360,3,530,,,2-3,2280,10,2=3,1260,5,2=3,300,5,2=5,220,3,3=5,410,8,2-3-5,5580,21,2=3=5,1380,8
202609060104,2026-09-06,01,04R,16:33,2026-09-06T16:42:21.169929+09:00,2,540,2,160,1,150,,,2-1,740,1,1=2,530,2,1=2,130,1,2=3,230,3,1=3,330,7,2-1-3,2740,6,1=2=3,780,2
