レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202609100101,2026-09-10,01,01R,品川 賢次,5.9,0.23,3.7,4,,IP,5,,IP,4,,IP,3,,IP,4,,IP,1,,IP,2,,IP,1,,IP,6,,IP,1,,IP,吉田 翔悟,4.1,0.16,4.0,5,,IP,6,,IP,3,,IP,3,,IP,4,,IP,5,,IP,5,,IP,3,,IP,2,,IP,4,,G3,森 智哉,4.0,0.16,3.0,5,5,IP,1,,IP,5,,IP,F,,IP,4,,IP,4,,IP,3,,IP,6,,IP,6,,IP,1,,IP,廣瀬 篤哉,3.3,0.15,3.2,4,,IP,4,5,IP,6,5,IP,6,,IP,4,6,IP,2,,IP,6,,IP,4,,IP,4,,IP,5,6,IP,小野 信樹,2.78,0.13,2.4,6,,IP,5,,IP,4,,IP,6,,IP,5,,IP,5,6,IP,4,,IP,欠,,IP,6,6,IP,2,,IP,鳥本 智史,2.2,0.14,2.9,6,,IP,5,,IP,6,,IP,6,,IP,6,,IP,4,,IP,3,,IP,6,,IP,6,,IP,4,,IP
202609100102,2026-09-10,01,02R,山谷 央,8.6,0.16,3.8,1,,IP,2,,IP,1,,IP,2,,IP,1,,IP,2,,IP,5,,IP,1,,IP,1,,IP,1,,IP,橋本 久和,4.9,0.15,3.1,5,,IP,転,,IP,1,,IP,2,,IP,5,,IP,3,,IP,4,,IP,6,,G3,3,,IP,1,,IP,山崎 義明,6.2,0.17,2.6,4,,IP,3,,IP,1,,IP,3,,G3,3,,IP,4,,IP,1,,IP,3,,IP,3,,IP,4,,IP,松尾 光広,3.8,0.18,3.7,2,,IP,4,,IP,6,5,IP,4,,IP,4,5,IP,5,,IP,4,,IP,4,,IP,6,,IP,3,,IP,三品 隆浩,4.7,0.23,4.1,3,,IP,2,,IP,6,,IP,5,,IP,1,,IP,4,,IP,4,4,IP,5,,IP,2,,IP,5,,IP,松浦 勝,2.1,0.18,3.9,6,,IP,5,5,IP,5,,IP,5,,IP,3,,IP,6,,IP,6,,IP,5,,IP,5,,IP,5,,IP
202609100103,2026-09-10,01,03R,河野 真也,8.8,0.14,3.5,1,,IP,5,,IP,2,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,八木 治樹,5.7,0.15,2.4,3,,IP,2,,IP,6,,IP,4,,IP,1,,IP,5,,IP,4,,IP,1,,IP,3,,IP,3,,IP,花本 夏樹,5.0,0.17,4.0,3,,IP,4,,IP,2,,IP,4,,IP,3,,IP,3,,IP,4,,IP,3,,IP,4,,IP,5,,IP,澤 大介,4.7,0.18,3.4,3,,IP,4,,IP,4,,IP,4,,IP,3,,IP,4,,IP,6,,IP,5,5,IP,4,,IP,1,,IP,若林 樹蘭,4.0,0.15,2.9,5,,IP,4,,IP,4,,IP,4,,IP,3,,IP,4,,IP,2,,IP,5,,IP,5,,IP,4,,IP,眞鳥 康太,4.5,0.18,4.1,4,,IP,3,,IP,4,,IP,4,,IP,2,,IP,3,,IP,6,,IP,3,,IP,5,,IP,4,,IP
202609100104,2026-09-10,01,04R,武富 智亮,7.6,0.14,3.3,4,,IP,5,,IP,1,,G3,1,,G3,1,,IP,4,,IP,1,,IP,2,,IP,1,,IP,2,,IP,笠置 博之,5.3,0.15,3.3,4,,IP,3,,IP,4,,IP,1,,IP,3,,IP,F,6,IP,5,,IP,1,,IP,1,5,IP,6,5,IP,前川 守嗣,5.9,0.11,1.7,2,,IP,4,,IP,5,4,IP,1,,IP,2,,IP,4,,IP,6,,IP,3,,IP,2,,IP,2,,IP,鳥居塚 孝博,5.4,0.19,3.7,3,,IP,2,,IP,5,,IP,3,,G3,4,,G3,4,,G3,3,5,G3,2,,G3,4,,IP,3,,IP,阪本 勇介,3.6,0.2,3.7,4,,IP,5,,IP,4,,IP,5,,IP,5,,IP,4,,IP,4,,IP,2,6,IP,5,,IP,4,,IP,笠 雅雄,4.4,0.19,3.2,6,,IP,6,,IP,3,5,IP,4,,IP,4,,IP,4,,IP,5,,IP,1,5,IP,2,,IP,4,,IP
202609100105,2026-09-10,01,05R,宇佐見 淳,7.4,0.15,2.7,3,,IP,1,,IP,3,,IP,1,,IP,1,,IP,5,2,IP,1,,IP,3,,IP,3,,IP,2,,IP,加倉 侑征,4.3,0.15,3.6,3,,IP,2,,IP,4,,IP,2,,IP,4,,G3,6,,G3,6,,IP,3,,IP,6,,IP,4,,IP,齋藤 勇,3.6,0.18,3.3,3,2,IP,6,,IP,4,,IP,3,,IP,4,,IP,4,,IP,4,,IP,4,,IP,5,,IP,6,,IP,小野 信樹,2.6,0.14,3.5,5,,IP,6,,IP,1,,IP,4,,IP,5,,IP,6,,IP,6,,IP,5,,IP,6,,IP,5,,IP,鈴木 峻佑,3.2,0.22,3.9,6,,IP,6,,IP,6,,IP,2,,IP,6,,IP,3,,IP,5,,IP,4,,IP,4,,IP,4,,IP,湯川 浩司,4.3,0.15,3.2,6,5,IP,3,,IP,5,5,IP,3,,SG,5,,G2,3,,G2,5,,IP,4,,G1,6,,G1,3,3,G1
202609100106,2026-09-10,01,06R,林 美憲,8.2,0.2,2.8,1,,IP,2,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,4,,IP,2,,IP,4,,IP,三品 隆浩,4.8,0.16,4.5,3,,IP,2,,IP,5,,IP,4,,IP,3,,IP,3,,IP,3,,IP,6,,IP,2,,IP,6,,IP,品川 賢次,2.78,0.28,4.8,3,,IP,6,,IP,6,6,IP,6,,IP,5,,IP,4,,IP,4,4,IP,3,,IP,欠,,IP,F,,IP,中島 航,5.4,0.18,3.1,3,,IP,3,,IP,1,,IP,1,,IP,3,,IP,6,,IP,5,5,IP,3,,IP,3,,IP,6,,IP,萩原 知哉,4.4,0.2,3.5,2,,IP,6,6,IP,3,,IP,6,,IP,2,,IP,5,,IP,4,,IP,4,,IP,2,6,IP,5,4,IP,吉田 翔悟,2.2,0.19,4.6,5,,IP,6,,IP,4,,IP,5,,IP,6,,IP,5,,IP,3,,IP,5,,IP,6,,G3,6,,IP
202609100107,2026-09-10,01,07R,廣瀬 将亨,9.0,0.15,2.8,1,,IP,6,,IP,2,,IP,1,,IP,1,,G3,1,,G3,1,,IP,1,3,G2,1,,IP,1,,IP,森 智哉,6.11,0.15,3.5,5,,IP,6,,IP,3,,IP,2,,IP,4,,IP,2,3,IP,2,,IP,2,,IP,1,,IP,転,,IP,伊藤 将吉,4.1,0.15,3.6,5,,IP,4,,IP,2,4,IP,6,,IP,6,,IP,5,,IP,1,,IP,1,,IP,5,,IP,6,,IP,相馬 翔,4.6,0.19,3.3,1,,IP,5,,IP,5,,IP,5,3,IP,3,,IP,5,,IP,5,,IP,1,,IP,2,,IP,5,,IP,鳥本 智史,1.2,0.16,3.1,6,6,IP,5,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,5,6,IP,6,6,IP,橋本 久和,5.2,0.21,3.8,1,5,IP,5,,IP,5,,IP,4,3,IP,2,,IP,4,,IP,4,,G3,4,5,G3,2,5,IP,3,,IP
202609100108,2026-09-10,01,08R,山崎 義明,8.4,0.19,3.4,4,,IP,1,,IP,1,,IP,2,,IP,4,,IP,1,,G3,2,,G3,1,,IP,1,,IP,1,,IP,松本 真広,5.6,0.19,4.7,1,,IP,4,,G3,5,,G3,3,,G3,3,,IP,2,,IP,3,,IP,3,,IP,4,6,IP,4,,IP,阪本 勇介,3.7,0.23,4.3,6,5,IP,3,,IP,6,,IP,2,5,IP,6,,IP,3,4,IP,6,,IP,3,,IP,3,,IP,6,,IP,八木 治樹,4.0,0.14,2.7,5,,IP,5,,IP,4,,IP,1,,IP,4,,IP,5,,IP,5,,IP,4,,IP,2,,IP,5,,IP,松江 秀徳,5.6,0.11,2.3,1,,IP,3,,IP,6,,G2,4,,IP,1,,IP,4,,IP,5,,IP,5,,IP,3,,IP,1,,IP,谷口 丞,3.3,0.12,3.7,5,,IP,6,,IP,3,,IP,6,,IP,5,5,IP,4,,IP,3,,IP,3,5,IP,4,,IP,6,,IP
202609100109,2026-09-10,01,09R,鳥居塚 孝博,8.3,0.16,2.0,2,,IP,5,,IP,2,,IP,2,,G3,1,,G3,1,,G3,1,,IP,3,,IP,1,,IP,1,,G2,松尾 光広,4.6,0.15,3.2,3,,IP,3,,IP,4,,IP,5,3,IP,5,,IP,5,,IP,2,,IP,妨,,IP,3,,IP,1,,IP,澤 大介,3.3,0.18,3.1,6,2,IP,5,,IP,4,,IP,5,,IP,5,,IP,6,,IP,6,,IP,5,,IP,2,,IP,1,2,IP,鈴木 峻佑,4.3,0.13,3.4,3,,IP,4,5,IP,5,6,IP,5,,IP,1,,IP,3,,IP,4,5,IP,3,,IP,6,,IP,5,,IP,廣瀬 篤哉,2.6,0.14,2.0,4,,IP,5,6,IP,5,,IP,6,,IP,6,,IP,5,,IP,2,,IP,6,,IP,6,,IP,4,,IP,笠置 博之,4.3,0.15,3.2,6,,IP,6,,IP,F,5,IP,4,,IP,5,,IP,1,,IP,1,,IP,1,5,IP,5,,IP,6,5,IP
202609100110,2026-09-10,01,10R,湯川 浩司,8.5,0.13,2.6,1,,IP,1,,IP,1,,IP,2,,IP,3,,IP,1,,IP,1,,SG,2,,SG,欠,,G2,2,,G2,宇佐見 淳,7.6,0.15,2.4,1,,IP,1,,IP,2,,IP,3,,IP,3,,IP,1,3,IP,3,,IP,3,,IP,2,,IP,3,,IP,林 美憲,6.6,0.13,3.3,4,,IP,3,,IP,2,,IP,2,,IP,1,,IP,4,,IP,3,,IP,4,,IP,2,,IP,2,,IP,花本 夏樹,4.6,0.19,4.3,3,,IP,5,,IP,2,,IP,3,,IP,4,,IP,4,,IP,3,,IP,4,,IP,4,,IP,5,,IP,武富 智亮,6.0,0.15,3.2,2,,IP,4,,G3,2,,G3,3,,IP,3,,IP,4,,IP,4,,IP,2,,IP,2,,G2,5,6,G2,山谷 央,2.5,0.18,4.1,5,,IP,転,5,IP,5,,IP,5,,IP,3,,IP,4,,IP,4,,IP,5,,IP,5,,IP,6,,IP
