レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202609130201,2026-09-13,02,01R,西村 勝,7.2,0.17,3.2,1,,IP,3,2,IP,6,,IP,2,,IP,6,,IP,1,,IP,1,,IP,1,,IP,3,,IP,1,,IP,金子 貴志,4.5,0.17,3.6,4,,IP,3,,IP,6,,IP,2,,IP,4,,IP,5,,IP,4,,IP,3,,IP,2,,IP,5,,IP,橋本 英一,5.3,0.19,3.4,5,,IP,2,,IP,2,,IP,6,,IP,4,4,IP,5,,IP,4,,IP,1,,IP,3,,IP,2,,IP,細川 明人,4.4,0.12,2.8,3,,IP,4,5,IP,6,,IP,6,,IP,4,,IP,4,,IP,5,,IP,2,,IP,2,5,IP,3,,IP,野田 昇吾,3.4,0.16,3.5,4,,IP,5,,IP,1,,IP,6,,IP,5,,IP,6,,IP,5,,IP,3,,IP,4,6,IP,5,,IP,酒井 俊弘,4.5,0.12,2.8,1,,G3,5,,IP,6,5,IP,1,,IP,6,,IP,6,,IP,5,,IP,3,,IP,2,,IP,4,,IP
202609130202,2026-09-13,02,02R,鈴木 唯央,5.7,0.11,1.9,4,,IP,2,,IP,6,,IP,3,,IP,2,,IP,3,,IP,4,,IP,2,,IP,1,,IP,5,,IP,古場 輝義,4.0,0.17,4.4,6,,IP,3,,IP,6,,IP,6,,G3,4,,G3,2,,IP,2,,IP,5,,IP,2,,IP,6,,IP,新出 浩司,5.5,0.14,2.8,2,,IP,5,,IP,3,,IP,6,,IP,3,,IP,3,,IP,3,,IP,2,,IP,3,,IP,3,,IP,三浦 洋次朗,5.2,0.17,4.0,3,,IP,5,,IP,2,,IP,4,5,IP,6,,IP,2,,IP,4,,G2,6,,IP,1,5,IP,3,,IP,板倉 敦史,5.0,0.18,5.1,5,,IP,4,,IP,1,,IP,3,,IP,3,,IP,2,,IP,5,,IP,4,,IP,4,,IP,4,,IP,藤原 啓史朗,4.4,0.11,3.0,4,4,IP,5,,IP,4,,IP,3,,IP,4,,IP,4,,IP,3,,IP,6,,IP,3,5,IP,3,,G1
202609130203,2026-09-13,02,03R,新井 英孝,5.4,0.12,3.1,5,,G3,6,,G3,F,,IP,5,,G3,1,,IP,1,,IP,1,,IP,2,,G3,1,,IP,6,,IP,青木 蓮,7.8,0.16,3.3,1,,IP,4,,G3,1,,IP,1,,G3,2,,G3,2,,IP,2,,IP,2,,IP,3,,IP,3,,IP,池田 剛規,5.7,0.1,2.5,3,,IP,5,,IP,2,,IP,6,,IP,4,,IP,2,4,IP,5,,IP,2,,IP,2,,IP,1,,IP,渡邉 俊介,6.9,0.1,2.0,1,,IP,3,,IP,3,,IP,3,,IP,5,,IP,5,,IP,2,,G2,2,,IP,1,,IP,1,,IP,富澤 祐作,4.3,0.15,2.3,6,,IP,3,,IP,5,,IP,5,,IP,4,,IP,5,,IP,2,,IP,4,,IP,2,,IP,3,,IP,澁澤 周羽,1.5,0.2,3.8,5,,IP,6,,IP,6,,IP,5,,IP,4,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202609130204,2026-09-13,02,04R,富永 大一,7.5,0.16,3.4,2,,IP,2,,IP,5,,IP,1,,IP,3,,IP,1,,IP,1,,IP,1,,IP,1,,IP,6,,IP,西田 靖,3.4,0.18,3.2,2,,IP,3,,IP,5,,IP,4,,IP,6,1,IP,6,,IP,5,,IP,4,,IP,5,1,G3,4,,G3,小坂 尚哉,8.6,0.11,1.7,2,,IP,1,,IP,2,,IP,2,,IP,2,,IP,1,,IP,2,,IP,4,,G1,1,,G1,1,,IP,金田 智博,6.5,0.12,2.2,4,,G3,3,,IP,4,,IP,1,,IP,1,,IP,1,,G3,5,,IP,4,,G2,2,2,IP,3,,IP,入海 馨,6.5,0.18,3.6,3,,IP,1,,IP,4,4,IP,3,,SG,2,,IP,2,,IP,5,,G2,3,,G2,2,,G1,6,,G1,渡部 悟,3.9,0.18,4.4,6,,G3,5,5,G3,5,,IP,3,,IP,3,,IP,2,,IP,6,,IP,4,,IP,6,,IP,2,,IP
202609130205,2026-09-13,02,05R,藤山 雅弘,8.8,0.14,2.5,1,,IP,1,,IP,1,,IP,2,,IP,5,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,羽野 諒,3.8,0.15,2.8,4,,IP,3,,IP,2,,IP,4,,IP,6,,IP,6,,G3,4,,IP,4,,IP,5,,IP,4,,IP,半田 尚也,4.7,0.19,3.8,2,,IP,3,,IP,3,,IP,2,,IP,4,,IP,6,,IP,5,,IP,4,,IP,4,,IP,4,,IP,山口 達也,6.4,0.18,3.6,1,3,IP,3,,IP,2,2,G3,6,,G2,2,,G2,3,,G2,4,,G2,2,,IP,転,,IP,2,,G2,中村 裕将,4.11,0.12,2.9,転,,IP,6,,IP,5,,IP,5,,IP,5,,IP,1,,IP,2,3,IP,5,,IP,3,,IP,4,6,IP,金子 貴志,4.0,0.23,4.7,5,,IP,3,,IP,3,,IP,3,5,IP,6,,IP,4,,IP,5,,IP,3,,IP,6,,IP,3,,IP
202609130206,2026-09-13,02,06R,和田 操拓,9.0,0.14,2.1,3,,G3,1,,G3,1,,IP,3,,IP,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,橋本 英一,4.2,0.14,2.8,5,,IP,5,,IP,3,,IP,4,,IP,3,,IP,3,,IP,4,,IP,3,,IP,5,,IP,4,3,IP,里岡 右貴,8.6,0.11,1.7,2,,IP,2,,IP,2,,IP,2,,IP,1,,IP,2,,IP,1,,IP,3,,IP,2,,IP,1,,IP,金子 賢志,6.9,0.14,2.8,2,,IP,4,,IP,2,,IP,1,,G3,2,,G3,3,5,G2,4,,G2,6,,G2,3,,G2,1,,IP,古場 輝義,4.7,0.17,3.5,3,,IP,3,,IP,1,4,G3,5,,IP,4,,IP,3,,IP,3,4,IP,4,4,IP,5,3,IP,6,2,G3,山崎 裕司,2.9,0.18,4.6,3,5,IP,6,,IP,6,,IP,5,,IP,4,5,IP,5,,IP,6,,IP,3,,IP,5,,IP,5,,IP
202609130207,2026-09-13,02,07R,山下 大輝,9.0,0.15,2.9,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,2,,IP,6,,IP,板倉 敦史,4.4,0.14,3.1,4,,IP,4,,IP,4,,IP,4,,IP,4,,IP,4,,IP,5,,IP,3,,IP,4,,IP,2,,IP,竹腰 正樹,5.0,0.09,2.3,4,,IP,2,,IP,3,,IP,6,,IP,3,,IP,2,,IP,5,,IP,2,4,G3,3,4,G3,6,,IP,野田 昇吾,3.89,0.15,3.3,5,5,IP,不,,IP,2,,IP,2,,IP,3,,IP,6,,IP,6,,IP,6,,IP,3,5,IP,5,,IP,池田 剛規,4.8,0.15,2.7,4,,IP,3,,IP,2,,IP,4,,IP,3,,IP,4,,IP,3,,IP,4,4,IP,4,,IP,5,,IP,栗原 直也,3.3,0.25,5.2,4,,G3,3,,IP,4,,IP,6,,IP,4,,IP,6,,IP,5,,IP,4,,IP,6,,IP,3,,IP
202609130208,2026-09-13,02,08R,岡部 大輝,9.2,0.13,1.9,1,,IP,1,,IP,2,,IP,4,,IP,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,渡部 悟,5.2,0.14,3.1,4,3,G3,2,,IP,2,,IP,4,,IP,5,,IP,4,,IP,2,,IP,5,,IP,5,3,IP,1,,IP,西村 勝,2.9,0.19,3.5,5,2,IP,6,,IP,2,,IP,6,,IP,6,4,IP,6,,IP,3,,IP,6,,IP,3,,IP,5,,IP,新出 浩司,4.4,0.13,3.0,4,,IP,4,5,IP,5,,IP,3,,IP,4,,IP,3,,IP,5,5,G3,2,,G3,3,,IP,5,,IP,江本 真治,4.4,0.19,4.8,5,,IP,6,,IP,3,,IP,5,6,G2,3,6,IP,4,,IP,3,4,IP,3,,IP,5,,IP,2,4,IP,渡邉 俊介,3.9,0.17,4.8,5,,IP,5,,IP,6,,IP,4,,IP,5,,IP,3,,IP,4,,G2,4,5,G2,5,,IP,1,5,IP
202609130209,2026-09-13,02,09R,松崎 祐太郎,7.6,0.17,2.8,1,,IP,2,,IP,3,,IP,1,,IP,5,,IP,1,,IP,1,,IP,1,,IP,3,,IP,4,,G3,入海 馨,6.4,0.17,3.9,3,,IP,4,,IP,1,,IP,5,,SG,2,,IP,2,,IP,1,,G2,1,,IP,転,,IP,5,,G1,藤原 啓史朗,7.7,0.12,2.1,3,,IP,3,,IP,1,,IP,2,,IP,2,,IP,1,,G2,4,,IP,2,,G1,1,,G2,4,,IP,半田 尚也,3.0,0.2,4.0,4,,IP,4,,IP,3,,IP,5,,IP,5,,IP,4,,IP,5,,IP,4,,IP,6,,IP,6,,IP,酒井 俊弘,3.8,0.17,3.4,3,,G3,5,,IP,6,,IP,6,,IP,3,6,IP,1,,IP,5,6,IP,3,,IP,5,,IP,5,,IP,青木 蓮,4.56,0.09,3.3,3,,IP,3,5,IP,2,4,IP,転,,G3,1,,IP,6,,IP,6,,IP,6,,IP,3,,IP,5,,IP
202609130210,2026-09-13,02,10R,三浦 洋次朗,7.0,0.2,3.4,1,,IP,2,,IP,1,,IP,4,,IP,2,,IP,F,,G2,2,,IP,5,,IP,1,,IP,1,,IP,大野 芳顕,6.7,0.12,3.2,3,,IP,1,,IP,3,,IP,2,,IP,1,,IP,3,,G3,4,,G3,1,,IP,6,,IP,3,,IP,山崎 裕司,6.2,0.18,2.5,3,,IP,2,,IP,2,2,IP,5,,IP,5,,IP,2,,IP,3,,IP,3,,IP,2,,IP,2,,IP,佐藤 駿介,5.8,0.17,2.9,5,,IP,2,,IP,2,,IP,2,,IP,6,,IP,3,,IP,3,,IP,6,,IP,2,,IP,1,,IP,小坂 尚哉,6.7,0.15,2.8,2,,IP,3,,IP,3,,IP,2,,IP,1,,IP,3,,IP,5,,IP,2,3,IP,4,,IP,2,,IP,羽野 諒,4.1,0.15,3.4,3,,IP,5,,IP,3,,G3,6,,IP,5,,IP,3,,IP,5,,IP,5,,IP,3,,IP,2,,IP
