レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202609080101,2026-09-08,01,01R,花本 夏樹,6.4,0.17,3.8,3,,IP,4,,IP,2,,IP,3,,IP,4,,IP,1,,IP,1,,IP,4,,IP,3,,IP,3,,IP,伊藤 将吉,6.4,0.14,3.4,2,,IP,2,,IP,4,,IP,3,,IP,2,,IP,2,,IP,4,,IP,5,,IP,2,,IP,2,,IP,橋本 久和,4.3,0.19,4.3,4,,IP,5,,IP,2,,IP,6,,IP,3,,IP,5,,G3,5,,G3,1,,IP,5,,IP,3,,IP,小野 信樹,2.5,0.14,3.7,6,,IP,1,,IP,4,,IP,5,,IP,6,,IP,6,,IP,5,,IP,6,,IP,5,,IP,6,,IP,廣瀬 将亨,4.6,0.17,3.2,4,,IP,4,,IP,3,,G3,1,,G3,4,4,IP,6,6,G2,5,,IP,3,,IP,3,,IP,6,,G2,三品 隆浩,3.8,0.2,4.4,3,,IP,2,,IP,5,5,IP,4,5,IP,6,,IP,5,,IP,5,,IP,6,,IP,1,,IP,5,5,IP
202609080102,2026-09-08,01,02R,八木 治樹,8.2,0.14,2.8,1,,IP,3,,IP,1,,IP,1,,IP,1,,IP,2,,IP,3,,IP,4,,IP,2,,IP,1,,IP,林 美憲,4.1,0.17,3.6,3,,IP,5,,IP,4,,IP,3,,IP,6,,IP,6,3,IP,2,,IP,1,,IP,6,3,IP,5,3,IP,山谷 央,5.0,0.15,2.6,3,,IP,5,,IP,1,,IP,4,4,IP,5,,IP,4,,IP,4,,IP,3,,IP,2,,IP,4,,IP,若林 樹蘭,5.5,0.14,2.7,6,,IP,2,,IP,4,,IP,2,,IP,2,,IP,2,,IP,5,,IP,3,,IP,5,5,IP,2,5,IP,吉田 翔悟,5.2,0.17,3.6,1,,IP,2,,IP,4,,IP,4,,IP,4,6,IP,6,6,G3,2,,G3,3,6,IP,3,,IP,6,,IP,松浦 勝,2.2,0.18,4.3,5,5,IP,5,,IP,5,,IP,3,,IP,6,,IP,6,,IP,5,,IP,5,,IP,5,,IP,5,,IP
202609080103,2026-09-08,01,03R,鈴木 峻佑,7.1,0.18,2.9,1,,IP,5,,IP,6,,IP,1,,IP,3,,IP,1,,IP,1,,IP,1,,IP,5,,IP,1,,IP,松江 秀徳,6.3,0.15,3.5,2,,IP,5,,G2,6,,IP,1,,IP,1,,IP,2,,IP,3,,IP,3,,IP,3,,IP,4,,IP,田村 隆信,5.7,0.15,2.9,2,,IP,3,,IP,2,,IP,3,,IP,5,,IP,1,,IP,5,,IP,2,,IP,4,,G2,6,4,G1,廣瀬 篤哉,3.5,0.15,2.9,4,5,IP,6,5,IP,6,,IP,4,6,IP,2,,IP,6,,IP,4,,IP,4,,IP,5,6,IP,3,,IP,加倉 侑征,5.3,0.12,2.9,4,,IP,3,,IP,6,,G3,2,,G3,5,,IP,3,,IP,5,6,IP,2,,IP,2,,IP,2,,IP,齋藤 勇,3.3,0.2,3.7,3,,IP,4,,IP,4,,IP,5,,IP,6,,IP,4,4,IP,2,,IP,5,,IP,6,,IP,6,,IP
202609080104,2026-09-08,01,04R,森 智哉,7.9,0.15,2.5,3,,IP,6,,IP,2,,IP,1,,IP,1,,IP,1,,IP,3,,IP,1,,IP,2,,IP,1,,IP,笠原 亮,8.1,0.16,3.6,4,,IP,2,,IP,2,,IP,3,,IP,2,,IP,2,,IP,1,,IP,2,,G1,2,,G1,1,,IP,澤 大介,3.7,0.2,3.0,4,,IP,5,,IP,5,,IP,6,,IP,6,,IP,5,,IP,2,,IP,1,2,IP,3,,IP,6,,IP,松尾 光広,3.1,0.18,4.0,4,,IP,6,5,IP,4,,IP,4,5,IP,5,,IP,4,,IP,4,,IP,6,,IP,3,,IP,6,,IP,鳥本 智史,1.2,0.17,3.5,5,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,5,6,IP,6,6,IP,6,6,IP,宇佐見 淳,3.4,0.17,3.4,3,,IP,5,5,IP,4,5,IP,5,,IP,5,,IP,4,,IP,4,5,IP,4,,G3,5,,IP,4,,IP
202609080105,2026-09-08,01,05R,萩原 知哉,6.1,0.12,2.4,4,,IP,2,,IP,1,,IP,2,,IP,6,,IP,6,,IP,6,,IP,1,,IP,2,,IP,1,,IP,武富 智亮,6.5,0.15,4.0,1,,G3,5,3,G3,4,3,IP,4,,IP,2,,IP,3,,IP,3,,IP,2,,IP,1,,IP,3,,G2,眞鳥 康太,5.7,0.14,3.3,1,,IP,2,,IP,5,,IP,2,,IP,6,,IP,5,,IP,2,,IP,3,,IP,1,5,IP,5,6,IP,谷口 丞,7.0,0.13,2.6,3,,IP,2,,IP,3,5,IP,1,,IP,1,,IP,3,5,IP,3,,IP,1,,IP,3,,IP,5,,IP,赤岩 善生,6.9,0.16,3.5,4,2,G3,1,2,IP,2,2,IP,1,,G3,4,,G3,2,2,G2,1,3,IP,4,2,SG,5,4,G1,4,2,G1,山本 寛久,5.2,0.14,3.2,3,,G3,4,,IP,5,,IP,4,,G2,5,,G2,3,,IP,1,,IP,4,,IP,4,5,IP,2,,IP
202609080106,2026-09-08,01,06R,湯川 浩司,8.5,0.14,2.4,1,,IP,1,,IP,2,,IP,3,,IP,1,,IP,1,,SG,2,,SG,欠,,G2,2,,G2,1,,IP,吉田 翔悟,4.5,0.16,3.9,6,,IP,3,,IP,3,,IP,4,,IP,5,,IP,5,,IP,3,,IP,2,,IP,4,,G3,3,,G3,黒柳 浩孝,3.9,0.14,3.0,5,,IP,2,,IP,4,,IP,2,,IP,6,,IP,4,,IP,6,,IP,5,,IP,4,,IP,4,,G2,中島 航,5.0,0.19,3.4,3,,IP,1,,IP,1,,IP,3,,IP,6,,IP,5,5,IP,3,,IP,3,,IP,6,,IP,5,,IP,松本 真広,2.6,0.19,4.8,4,,G3,4,,G3,5,,IP,5,6,IP,6,,IP,4,,IP,落,,IP,5,,IP,6,,IP,3,,IP,小野 信樹,2.1,0.17,4.2,4,,IP,6,,IP,6,,IP,5,,IP,6,,IP,4,5,IP,6,,IP,6,,IP,5,,IP,4,,IP
202609080107,2026-09-08,01,07R,谷野 錬志,10.2,0.17,3.7,1,,G3,1,,G3,1,,G3,2,,IP,1,,IP,1,,IP,1,,IP,1,,G2,1,,SG,1,,IP,笠 雅雄,6.3,0.18,3.2,2,,IP,5,,IP,4,,IP,2,,IP,2,,IP,2,,IP,1,,IP,4,,IP,6,,IP,1,,IP,笠置 博之,5.9,0.14,3.7,3,,IP,3,,IP,2,6,IP,3,,IP,4,,IP,6,5,IP,2,,IP,2,,IP,5,4,IP,1,,IP,橋本 久和,4.2,0.16,3.4,4,,IP,5,,IP,4,,IP,4,,IP,6,6,G3,2,,IP,4,,IP,6,,IP,1,,IP,4,,IP,鈴木 峻佑,3.9,0.21,3.5,6,,IP,6,,IP,2,,IP,6,,IP,3,,IP,5,,IP,4,,IP,4,,IP,4,,IP,2,,IP,品川 賢次,4.2,0.24,4.3,4,,IP,5,,IP,3,,IP,5,,IP,3,,IP,5,,IP,3,,IP,5,,IP,4,,IP,2,,IP
202609080108,2026-09-08,01,08R,山本 隆幸,8.1,0.16,4.1,2,,IP,1,,IP,4,,IP,1,,IP,1,,IP,6,,G3,1,,G3,1,,IP,1,,IP,2,,IP,松浦 勝,2.1,0.21,4.2,6,,IP,5,,IP,4,,IP,3,,IP,6,,IP,5,3,IP,6,,IP,6,,IP,6,,IP,5,,IP,花本 夏樹,4.5,0.16,3.8,4,,IP,2,,IP,4,,IP,3,,IP,3,,IP,4,,IP,3,,IP,4,,IP,5,,IP,6,,IP,阪本 勇介,5.8,0.17,3.4,5,,IP,3,,IP,1,,IP,2,,IP,4,,IP,4,5,IP,1,,IP,2,,IP,4,,IP,5,,IP,松江 秀徳,5.6,0.1,2.3,3,,IP,6,,G2,4,,IP,1,,IP,4,,IP,5,,IP,5,,IP,3,,IP,1,,IP,1,,IP,鳥本 智史,2.4,0.15,3.1,6,,IP,6,,IP,6,,IP,4,,IP,3,,IP,6,,IP,6,,IP,4,,IP,6,,IP,4,,IP
202609080109,2026-09-08,01,09R,相馬 翔,7.1,0.18,3.3,6,2,IP,2,,IP,1,,IP,F,,IP,2,,IP,1,,IP,3,,IP,1,,IP,1,,IP,2,,IP,前川 守嗣,7.2,0.16,2.7,2,,IP,4,,IP,3,,IP,2,3,IP,2,,IP,2,,IP,4,,IP,1,,IP,1,,IP,3,,IP,林 美憲,6.8,0.12,3.4,3,,IP,2,,IP,2,,IP,1,,IP,4,,IP,3,,IP,4,,IP,2,,IP,2,,IP,3,,IP,鳥居塚 孝博,4.8,0.19,3.9,2,,IP,5,,IP,3,,G3,4,,G3,4,,G3,3,5,G3,2,,G3,4,,IP,3,,IP,F,,IP,松尾 光広,2.67,0.17,4.3,5,,IP,5,,IP,4,,IP,4,,IP,欠,,IP,2,,IP,6,,IP,6,,IP,6,,IP,6,,IP,伊藤 将吉,3.5,0.13,3.5,3,,IP,6,,IP,5,,G3,4,,IP,3,,IP,5,,IP,3,,IP,5,,IP,5,,IP,4,,IP
202609080110,2026-09-08,01,10R,河野 真也,8.8,0.16,3.8,5,,IP,2,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,谷口 丞,5.7,0.17,2.9,1,,IP,1,,IP,6,,IP,6,,IP,2,,IP,2,,IP,2,,IP,4,,IP,3,,IP,6,,IP,中島 航,4.6,0.18,4.1,2,,IP,4,,IP,2,,IP,3,,IP,4,,IP,5,,IP,4,,IP,3,,IP,5,,IP,5,,IP,三品 隆浩,5.8,0.18,3.8,2,,IP,5,5,IP,1,,IP,2,,IP,2,,IP,6,,IP,1,,IP,6,,IP,3,,IP,4,,IP,田村 隆信,3.6,0.19,4.9,5,,IP,3,,IP,6,,IP,5,,IP,3,,IP,3,,IP,5,,IP,5,,G2,6,,G1,6,,G2,山崎 義明,3.8,0.14,3.5,5,,IP,3,5,IP,6,,IP,6,,G3,3,,G3,2,5,IP,3,,IP,5,,IP,5,,IP,5,,IP
