レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202609110201,2026-09-11,02,01R,中村 裕将,6.8,0.15,2.6,3,,IP,2,,IP,4,,IP,2,,IP,3,,IP,4,,IP,1,,IP,4,,IP,2,,IP,1,,IP,池田 剛規,4.6,0.13,2.5,4,,IP,3,,IP,3,,IP,3,,IP,5,,IP,3,,IP,4,,IP,3,,IP,4,,IP,5,,IP,渡部 悟,6.0,0.15,3.1,5,,G3,2,,IP,5,,IP,3,,IP,3,,IP,1,,IP,3,6,IP,3,,IP,2,,IP,3,,IP,細川 明人,4.0,0.12,2.9,4,5,IP,6,,IP,6,,IP,4,,IP,4,,IP,5,,IP,2,,IP,2,5,IP,3,,IP,5,,IP,富永 大一,4.0,0.18,4.5,4,,IP,6,6,IP,5,,IP,3,,IP,3,,IP,3,,IP,3,,IP,3,,IP,6,,IP,5,6,IP,新井 英孝,2.9,0.16,4.2,6,,G3,6,,G3,4,,IP,5,,IP,3,5,IP,2,,IP,6,,G3,6,,IP,6,,IP,4,,IP
202609110202,2026-09-11,02,02R,竹腰 正樹,8.6,0.12,2.7,2,,IP,1,,IP,1,,IP,5,,IP,2,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,G3,金田 智博,7.5,0.15,3.3,2,,G3,3,,G3,1,,IP,2,,IP,2,,IP,1,,IP,1,,G3,3,,IP,3,,IP,5,,G2,新出 浩司,5.3,0.14,2.8,5,,IP,3,,IP,6,,IP,3,,IP,3,,IP,3,,IP,2,,IP,3,,IP,3,,IP,3,,IP,富澤 祐作,5.3,0.09,2.4,3,,IP,2,,IP,3,,IP,3,,IP,5,5,IP,6,,IP,3,,IP,3,3,IP,2,,IP,4,5,IP,三浦 洋次朗,6.0,0.18,3.2,4,,IP,1,,IP,6,,IP,4,4,IP,2,,IP,6,,G2,2,,G2,4,,IP,2,4,IP,1,,IP,和田 操拓,3.3,0.13,3.0,2,,G3,5,,G3,5,,IP,3,,IP,4,5,IP,4,,IP,6,,IP,5,,IP,5,,IP,5,,IP
202609110203,2026-09-11,02,03R,金子 貴志,6.0,0.17,3.8,5,,IP,5,,IP,1,,IP,3,,IP,6,,IP,1,,IP,1,,IP,2,,IP,6,,IP,1,,IP,半田 尚也,4.6,0.22,4.8,2,,IP,4,,IP,転,,IP,4,,IP,3,,IP,転,,IP,2,,IP,3,,IP,3,,IP,4,,IP,青木 蓮,5.9,0.1,2.3,3,,IP,3,,IP,6,,G3,1,,IP,4,,IP,5,,G3,1,,IP,2,,IP,4,,IP,3,,IP,羽野 諒,5.2,0.12,1.5,1,,IP,3,,IP,4,,IP,4,,IP,6,,IP,3,5,IP,3,,G3,6,,G3,1,,G3,4,,IP,是澤 孝宏,6.9,0.16,3.4,1,,IP,1,6,IP,2,,IP,3,,IP,4,,IP,3,,IP,1,,IP,2,,IP,4,,IP,5,,IP,山口 達也,6.2,0.17,3.4,2,4,IP,2,2,IP,2,2,IP,3,3,IP,1,1,G3,4,,G3,6,,G2,6,,G2,1,2,IP,4,5,IP
202609110204,2026-09-11,02,04R,板倉 敦史,6.8,0.16,2.2,4,,IP,3,,IP,1,,IP,1,,IP,3,,IP,5,2,IP,5,,IP,1,,IP,2,,IP,1,,IP,渡邉 俊介,5.6,0.16,3.0,4,,IP,2,,IP,3,3,IP,3,,IP,5,,IP,3,,IP,4,,G2,5,,G2,2,,IP,2,,IP,大野 芳顕,4.2,0.12,2.8,2,,IP,4,,IP,5,,IP,5,,IP,3,,IP,3,,G3,4,6,G3,5,,G3,2,,IP,転,,IP,鈴木 唯央,4.2,0.2,3.6,4,,IP,4,5,IP,3,,IP,4,,IP,5,,IP,3,5,IP,3,,IP,5,,IP,5,,IP,3,,IP,岡部 大輝,7.0,0.15,2.4,2,,IP,2,,IP,3,,IP,2,,IP,5,,IP,2,,IP,1,,IP,3,,IP,4,,IP,1,,IP,古場 輝義,4.5,0.17,4.0,3,4,IP,5,5,IP,5,2,IP,6,3,G3,3,3,IP,5,5,IP,4,2,IP,3,2,IP,3,1,G3,1,3,G3
202609110205,2026-09-11,02,05R,山一 鉄也,7.2,0.18,3.3,1,,G3,1,,G3,5,,IP,1,,IP,1,,IP,5,,IP,1,,G3,5,,G3,1,,G3,3,,G3,酒井 俊弘,4.1,0.19,3.9,6,,G3,6,,IP,3,,IP,2,3,IP,4,,IP,4,,IP,6,,IP,2,,IP,5,,IP,3,,IP,佐藤 駿介,3.9,0.16,3.3,5,,IP,3,4,IP,3,,IP,5,,IP,6,,IP,6,4,IP,6,6,IP,2,,IP,5,,IP,1,,IP,小坂 尚哉,7.1,0.11,2.7,2,,IP,3,,IP,2,,IP,2,,IP,2,,IP,1,,IP,2,,IP,2,,IP,4,,G1,6,,G1,西村 勝,5.6,0.17,3.2,4,,IP,5,,IP,4,6,IP,4,,IP,4,,IP,2,,IP,3,,IP,2,,IP,2,,IP,2,6,IP,池田 剛規,4.2,0.15,3.7,2,,IP,5,,IP,2,,IP,4,,IP,5,,IP,5,,IP,3,,IP,5,,IP,3,,IP,6,,IP
202609110206,2026-09-11,02,06R,富澤 祐作,8.0,0.11,2.7,エ,,IP,1,,IP,1,,IP,5,,IP,1,,IP,1,,IP,1,,IP,2,,IP,5,,IP,1,,IP,松崎 祐太郎,7.1,0.1,2.1,3,,IP,1,,IP,2,,IP,2,,IP,2,,IP,2,,IP,2,,IP,3,,IP,3,,IP,5,,IP,藤山 雅弘,6.4,0.13,2.3,2,,IP,2,,IP,1,,IP,3,,IP,2,,IP,3,,IP,3,,IP,2,,IP,5,,IP,5,,IP,野田 昇吾,3.78,0.16,3.2,不,,IP,2,,IP,2,,IP,3,,IP,6,,IP,6,,IP,6,,IP,3,5,IP,5,,IP,6,,IP,里岡 右貴,6.6,0.11,1.6,3,,IP,2,,IP,2,,IP,4,,IP,3,,IP,3,4,IP,4,,IP,1,,IP,2,,IP,3,,IP,澁澤 周羽,1.5,0.24,4.3,6,,IP,5,,IP,4,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP,5,,IP
202609110207,2026-09-11,02,07R,藤原 啓史朗,9.33,0.15,3.4,1,,IP,1,,IP,4,,IP,転,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,栗原 直也,5.8,0.2,4.5,2,,G3,3,,IP,5,3,IP,5,,IP,2,,IP,3,,IP,2,,IP,2,,IP,4,,IP,3,,IP,橋本 英一,6.1,0.19,3.4,2,,IP,2,,IP,6,,IP,4,4,IP,5,,IP,4,,IP,1,,IP,3,,IP,2,,IP,1,,IP,中村 裕将,4.9,0.09,2.1,2,,IP,4,,IP,4,,IP,5,6,IP,4,,IP,1,3,IP,4,,IP,6,,IP,2,,IP,4,,IP,金子 貴志,3.8,0.23,4.6,5,,IP,3,,IP,5,,IP,3,6,IP,5,,IP,5,,IP,4,,IP,4,4,IP,3,,IP,4,4,IP,新出 浩司,3.7,0.12,2.7,5,,IP,2,,IP,5,,IP,4,,IP,4,,IP,4,,IP,3,,IP,6,,G3,5,,G3,5,,IP
202609110208,2026-09-11,02,08R,羽野 諒,8.2,0.14,2.1,1,,IP,1,,IP,4,,G3,2,,IP,1,,IP,2,,IP,1,,IP,1,,IP,5,,IP,1,,IP,富永 大一,4.2,0.21,4.6,6,,IP,2,,IP,3,,IP,4,,IP,6,,IP,4,,IP,3,,IP,4,,IP,4,3,IP,4,4,IP,山下 大輝,5.4,0.13,2.3,6,,IP,2,,IP,1,,IP,6,,IP,3,,IP,1,,IP,3,,IP,3,,IP,5,,IP,5,,IP,板倉 敦史,4.2,0.18,4.4,3,,IP,1,,IP,4,,IP,2,,IP,6,,IP,5,,IP,5,,IP,4,,IP,4,5,IP,6,,IP,西田 靖,4.6,0.16,3.5,1,2,IP,3,2,IP,6,2,IP,3,4,IP,5,2,IP,2,2,IP,2,3,IP,6,2,G3,5,3,G3,5,2,IP,入海 馨,5.1,0.14,3.2,4,,IP,3,,IP,3,,IP,3,,IP,6,,IP,4,,SG,3,,IP,4,,IP,3,,G2,6,,IP
202609110209,2026-09-11,02,09R,是澤 孝宏,7.5,0.15,2.5,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,5,,IP,6,,IP,2,,IP,2,,IP,2,,IP,山崎 裕司,5.2,0.17,3.3,3,,IP,4,,IP,4,,IP,1,,IP,6,,IP,6,,IP,4,,IP,1,,IP,2,,IP,4,,IP,古場 輝義,4.2,0.2,3.4,3,,IP,2,,IP,4,,G3,4,,G3,4,,IP,5,,IP,4,,IP,2,,IP,6,,G3,6,,IP,山一 鉄也,5.2,0.17,3.4,1,,G3,1,,G3,2,,G3,6,,IP,6,,IP,2,,IP,5,,G3,4,,G3,4,,G3,4,,G3,立具 敬司,3.0,0.17,3.9,6,6,IP,3,,IP,6,,IP,3,6,IP,F,,IP,5,,IP,3,,IP,4,,IP,5,,IP,5,,IP,金田 智博,6.2,0.09,2.4,1,,G3,3,5,G3,5,,IP,4,,IP,2,,G3,6,,IP,1,,IP,5,,G2,1,,IP,2,4,IP
202609110210,2026-09-11,02,10R,大野 芳顕,8.6,0.13,2.8,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,妨,,IP,1,,IP,2,,G3,1,,IP,1,,IP,三浦 洋次朗,5.2,0.19,4.6,2,,IP,2,,IP,6,,IP,6,,IP,5,,IP,2,,IP,4,,IP,2,,IP,6,,G2,1,,IP,新井 英孝,6.5,0.14,2.9,3,,G3,3,,G3,2,,IP,2,,IP,2,,G3,6,,G3,2,,IP,1,,IP,5,,IP,2,,IP,酒井 俊弘,2.5,0.16,3.4,6,,G3,6,5,IP,5,5,IP,3,,IP,5,3,IP,4,,IP,5,,IP,3,,IP,6,,IP,F,,IP,松崎 祐太郎,5.4,0.13,2.7,3,,IP,2,,IP,5,,IP,2,,IP,3,,G3,4,,IP,2,,IP,2,4,IP,5,,IP,5,,IP,江本 真治,5.0,0.21,4.3,5,,IP,3,,IP,6,,IP,3,,IP,4,,G2,1,,IP,3,5,IP,5,,IP,5,,IP,1,,IP
