レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202609140201,2026-09-14,02,01R,野田 昇吾,4.5,0.13,2.9,3,,IP,3,,IP,5,,IP,3,,IP,3,,IP,2,,IP,5,2,IP,6,,IP,4,,IP,4,,IP,栗原 直也,6.0,0.2,4.3,2,,IP,2,,G3,3,,IP,5,3,IP,5,,IP,2,,IP,3,,IP,2,,IP,2,,IP,4,,IP,金子 貴志,5.8,0.15,2.5,4,,IP,2,,IP,4,,IP,1,,IP,2,,IP,2,,IP,5,,IP,5,,IP,2,,IP,4,,IP,古場 輝義,3.9,0.21,3.8,4,,IP,5,3,IP,6,,G3,4,,G3,3,,IP,5,,IP,2,3,IP,3,,IP,4,2,IP,5,,IP,羽野 諒,4.8,0.11,2.3,1,,IP,4,,IP,5,6,IP,3,4,IP,4,,IP,3,,G3,4,,IP,3,,IP,5,,IP,4,,IP,澁澤 周羽,1.5,0.17,3.7,6,,IP,5,,IP,6,,IP,6,,IP,5,,IP,4,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202609140202,2026-09-14,02,02R,富永 大一,8.0,0.16,3.4,3,,IP,2,,IP,2,,IP,5,,IP,1,,IP,3,,IP,1,,IP,1,,IP,1,,IP,1,,IP,是澤 孝宏,6.1,0.15,3.3,3,,IP,2,,IP,2,,IP,2,,IP,1,,IP,6,,IP,5,,IP,2,,IP,4,,IP,3,,IP,鈴木 唯央,4.8,0.16,3.8,4,,IP,2,,IP,5,,IP,4,,IP,3,,IP,4,,IP,4,,IP,2,,IP,4,,IP,4,,IP,大野 芳顕,3.9,0.16,3.2,4,,IP,4,,IP,3,,IP,4,,IP,3,,IP,6,,IP,4,,IP,5,,IP,5,,G3,3,,IP,竹腰 正樹,4.0,0.16,1.9,5,4,IP,4,,IP,3,,IP,2,,IP,4,,IP,5,,IP,2,,IP,6,,IP,6,,G3,4,,IP,佐藤 駿介,2.1,0.21,3.7,4,,IP,6,,IP,5,,IP,4,,IP,5,,IP,4,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202609140203,2026-09-14,02,03R,細川 明人,8.0,0.18,3.9,3,,IP,2,,IP,5,,IP,1,,IP,2,,IP,1,,IP,2,,IP,2,,IP,1,,IP,1,,IP,池田 剛規,4.8,0.12,2.8,4,,IP,4,,IP,3,,IP,3,,IP,3,,IP,5,,IP,3,,IP,4,,IP,3,,IP,4,,IP,岡部 大輝,7.7,0.13,2.4,1,,IP,5,,IP,4,,IP,1,,IP,3,,IP,1,,IP,1,,IP,1,,IP,2,,IP,3,,IP,板倉 敦史,4.5,0.19,4.5,4,5,IP,3,,IP,1,,IP,4,,IP,2,,IP,6,,IP,5,,IP,5,,IP,4,,IP,4,5,IP,金田 智博,3.5,0.15,3.2,5,3,IP,5,,G3,2,6,IP,5,,IP,3,,IP,4,,IP,5,,G3,5,,IP,5,,G2,5,6,G2,和田 操拓,3.2,0.13,2.7,6,,IP,2,,G3,5,,G3,5,,IP,3,,IP,4,5,IP,4,,IP,6,,IP,5,,IP,5,,IP
202609140204,2026-09-14,02,04R,西村 勝,7.0,0.17,3.1,2,,IP,1,,IP,3,2,IP,6,,IP,2,,IP,6,,IP,1,,IP,1,,IP,1,,IP,3,,IP,富澤 祐作,6.4,0.14,2.8,2,,IP,2,,IP,1,,IP,3,,IP,2,,IP,6,,IP,6,,IP,2,,IP,4,,IP,1,,IP,金子 賢志,5.5,0.12,3.5,3,,IP,6,,IP,3,,IP,2,,IP,3,,IP,2,,IP,5,,G3,3,,G3,3,,IP,3,,IP,三浦 洋次朗,4.9,0.2,4.5,4,,IP,3,,IP,5,,IP,2,,IP,4,5,IP,6,,IP,2,,IP,4,,G2,6,,IP,1,5,IP,松崎 祐太郎,5.4,0.13,2.7,5,4,IP,3,,IP,2,,IP,5,,IP,2,,IP,3,,G3,4,,IP,2,,IP,2,4,IP,5,,IP,橋本 英一,1.56,0.18,4.2,5,,IP,6,,IP,6,,IP,6,,IP,落,,IP,6,,IP,4,,IP,5,,IP,6,,IP,6,,IP
202609140205,2026-09-14,02,05R,入海 馨,9.8,0.13,2.5,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,SG,1,,IP,1,,G2,4,,G2,1,,IP,新井 英孝,5.5,0.15,3.5,5,1,G3,4,3,IP,6,,G3,3,,IP,2,,IP,3,,IP,3,3,IP,4,,G3,1,3,IP,2,,IP,羽野 諒,3.7,0.12,2.2,1,,IP,5,,IP,5,,IP,5,,IP,2,,IP,6,,G3,5,,G3,4,,IP,4,,IP,5,,IP,渡邉 俊介,6.5,0.11,2.2,3,,IP,1,,IP,3,,IP,3,,IP,3,,IP,5,,IP,5,,IP,2,,G2,2,,IP,1,,IP,新出 浩司,3.3,0.17,3.2,5,6,IP,4,,IP,3,,IP,4,,IP,6,,IP,3,,IP,5,,IP,6,,IP,6,,IP,3,,IP,酒井 俊弘,4.2,0.13,3.1,6,,IP,1,,G3,5,,IP,6,5,IP,1,,IP,6,,IP,6,,IP,5,,IP,3,,IP,2,,IP
202609140206,2026-09-14,02,06R,半田 尚也,8.3,0.14,2.9,1,,IP,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,1,,IP,3,,IP,6,,IP,2,,IP,佐藤 駿介,2.9,0.2,4.5,2,,IP,6,,IP,6,,IP,2,,IP,5,,IP,6,,IP,6,,IP,5,,IP,6,,IP,4,,IP,山下 大輝,5.4,0.13,2.5,5,4,IP,6,,IP,2,,IP,1,,IP,6,,IP,3,,IP,1,,IP,3,,IP,3,,IP,5,,IP,江本 真治,5.4,0.15,3.9,3,,IP,4,,IP,6,,IP,3,,G2,2,,G2,3,,IP,4,,IP,2,,IP,6,,IP,2,5,IP,鈴木 唯央,4.2,0.13,3.2,2,6,IP,5,,IP,3,,IP,5,,IP,3,,IP,3,,IP,5,,IP,5,,IP,2,,IP,F,,IP,渡部 悟,3.2,0.18,4.4,6,,IP,6,,G3,5,5,G3,5,,IP,3,,IP,3,,IP,2,,IP,6,,IP,4,,IP,6,,IP
202609140207,2026-09-14,02,07R,藤山 雅弘,8.6,0.13,2.5,2,,IP,1,,IP,1,,IP,1,,IP,2,,IP,5,,IP,1,,IP,2,,IP,1,,IP,1,,IP,竹腰 正樹,5.7,0.14,2.4,6,,IP,3,,IP,3,,IP,4,,IP,2,,IP,2,,IP,4,,IP,5,,IP,1,3,G3,2,,IP,和田 操拓,6.2,0.12,2.1,1,,G3,3,,IP,3,,IP,4,,IP,5,,IP,1,,IP,5,6,IP,5,,IP,1,,IP,1,,IP,中村 裕将,4.9,0.09,1.9,4,,IP,2,,IP,4,,IP,4,,IP,5,6,IP,4,,IP,1,3,IP,4,,IP,6,,IP,2,,IP,澁澤 周羽,1.1,0.16,3.1,6,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,5,6,IP,6,6,IP,6,6,IP,細川 明人,1.6,0.22,4.8,6,,IP,6,,IP,6,,IP,4,,IP,4,,IP,6,,IP,6,,IP,6,5,IP,6,,IP,6,4,IP
202609140208,2026-09-14,02,08R,西田 靖,6.3,0.17,2.9,6,,IP,3,,IP,3,,IP,6,,IP,1,,IP,1,,G3,2,,IP,1,,IP,1,,IP,6,,IP,三浦 洋次朗,4.8,0.19,4.8,3,,IP,2,,IP,2,,IP,6,,IP,6,,IP,5,,IP,2,,IP,4,,IP,2,,IP,6,,G2,古場 輝義,4.5,0.21,3.1,4,,IP,3,,IP,2,,IP,4,,G3,4,,G3,4,,IP,5,,IP,4,,IP,2,,IP,6,,G3,金子 貴志,4.3,0.21,3.6,5,,IP,5,,IP,3,,IP,2,3,IP,2,5,IP,6,,IP,4,,IP,5,,IP,4,,IP,3,,IP,池田 剛規,4.8,0.16,2.6,5,,IP,4,,IP,3,,IP,2,,IP,4,,IP,3,,IP,4,,IP,3,,IP,4,4,IP,4,,IP,富澤 祐作,3.33,0.16,5.2,4,,IP,欠,,IP,5,,IP,5,,IP,4,,IP,6,5,IP,6,,IP,5,5,IP,2,,IP,3,,IP
202609140209,2026-09-14,02,09R,橋本 英一,7.78,0.16,3.7,3,,IP,1,,IP,1,,IP,1,,IP,1,,IP,2,,IP,2,,IP,5,,IP,3,,IP,転,,IP,金子 賢志,5.1,0.16,4.0,4,,IP,2,,IP,2,3,IP,4,,G3,4,,G2,6,,G2,4,,G2,4,,G2,5,,IP,2,,IP,板倉 敦史,4.2,0.14,2.9,2,,IP,6,,IP,5,,IP,2,,IP,2,,IP,6,,IP,4,,IP,2,,IP,5,,IP,妨,,IP,是澤 孝宏,6.4,0.14,2.7,4,,IP,2,,IP,2,,IP,4,,IP,3,,IP,3,,IP,2,,IP,2,,IP,3,,IP,3,,IP,栗原 直也,5.0,0.19,4.8,2,4,G3,6,,IP,6,,IP,2,6,IP,3,,IP,3,,IP,4,,IP,5,6,IP,3,,IP,2,,IP,新井 英孝,2.6,0.16,4.2,6,,IP,6,,G3,6,,G3,4,,IP,5,,IP,3,5,IP,2,,IP,6,,G3,6,,IP,6,,IP
202609140210,2026-09-14,02,10R,金田 智博,9.4,0.12,1.9,1,,IP,2,,G3,1,,G3,1,,IP,1,,IP,1,,IP,2,,G3,1,,G3,1,,IP,2,,IP,大野 芳顕,6.5,0.11,2.9,4,,IP,3,,IP,1,,IP,3,,IP,2,,IP,1,,IP,3,,G3,4,,G3,1,,IP,6,,IP,江本 真治,5.2,0.15,2.8,4,,IP,3,,IP,3,,IP,3,,IP,3,,IP,4,,G2,5,5,G2,6,5,G2,3,,IP,2,,IP,岡部 大輝,5.8,0.12,2.5,2,,IP,1,,IP,5,,IP,5,,IP,6,,IP,2,,IP,3,,IP,1,,IP,1,,IP,6,5,IP,入海 馨,6.7,0.19,3.6,4,,IP,3,,IP,1,,IP,4,4,IP,3,,SG,2,,IP,2,,IP,5,,G2,3,,G2,2,,G1,西村 勝,2.6,0.17,3.5,6,,IP,5,,IP,4,,IP,6,,IP,6,,IP,5,,IP,5,,IP,6,,IP,5,,IP,1,5,IP
