レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202609140201,2026-09-14,02,1R,daily,66.74,18.18,42.78,11.69,49.31,6.31,50.0,11.89,50.0,4.42,52.5,53.82,14.66,46.7,12.76,41.55,5.32,50.0,11.89,50.0,4.42,49.06,52.69,14.36,46.7,12.76,22.98,2.94,50.0,11.89,50.0,4.42,46.37,48.72,13.27,48.66,13.3,49.73,6.36,50.0,11.89,50.0,4.42,49.25,43.98,11.98,44.74,12.23,61.58,7.88,50.0,11.89,50.0,4.42,48.41,34.86,9.5,34.95,9.55,54.82,7.02,50.0,11.89,50.0,4.42,42.38
202609140202,2026-09-14,02,2R,daily,66.74,18.18,46.7,12.76,59.65,7.63,50.0,11.89,50.0,4.42,54.89,53.82,14.66,56.5,15.44,53.06,6.79,50.0,11.89,50.0,4.42,53.21,52.69,14.36,42.78,11.69,44.26,5.66,50.0,11.89,50.0,4.42,48.03,48.72,13.27,46.7,12.76,65.74,8.41,50.0,11.89,50.0,4.42,50.76,43.98,11.98,48.66,13.3,59.84,7.66,50.0,11.89,50.0,4.42,49.25,34.86,9.5,44.74,12.23,45.74,5.85,50.0,11.89,50.0,4.42,43.89
202609140203,2026-09-14,02,3R,daily,66.74,18.18,44.74,12.23,52.45,6.71,50.0,11.89,50.0,4.42,53.44,53.82,14.66,50.62,13.84,54.4,6.96,50.0,11.89,50.0,4.42,51.77,52.69,14.36,50.62,13.84,41.13,5.26,50.0,11.89,50.0,4.42,49.77,48.72,13.27,46.7,12.76,48.52,6.21,50.0,11.89,50.0,4.42,48.56,43.98,11.98,52.58,14.37,55.33,7.08,50.0,11.89,50.0,4.42,49.75,34.86,9.5,44.74,12.23,46.28,5.92,50.0,11.89,50.0,4.42,43.96
202609140204,2026-09-14,02,4R,daily,66.74,18.18,40.82,11.16,53.21,6.81,50.0,11.89,50.0,4.42,52.46,53.82,14.66,46.7,12.76,52.23,6.69,50.0,11.89,50.0,4.42,50.42,52.69,14.36,50.62,13.84,54.44,6.97,50.0,11.89,50.0,4.42,51.47,48.72,13.27,46.7,12.76,56.69,7.26,50.0,11.89,50.0,4.42,49.61,43.98,11.98,52.58,14.37,72.87,9.33,50.0,11.89,50.0,4.42,51.99,34.86,9.5,46.7,12.76,40.52,5.19,50.0,11.89,50.0,4.42,43.76
202609140205,2026-09-14,02,5R,daily,66.74,18.18,58.46,15.98,46.2,5.91,50.0,11.89,50.0,4.42,56.39,53.82,14.66,44.74,12.23,39.23,5.02,50.0,11.89,50.0,4.42,48.22,52.69,14.36,44.74,12.23,61.58,7.88,50.0,11.89,50.0,4.42,50.78,48.72,13.27,50.62,13.84,62.31,7.97,50.0,11.89,50.0,4.42,51.39,43.98,11.98,46.7,12.76,46.68,5.98,50.0,11.89,50.0,4.42,47.03,34.86,9.5,42.78,11.69,40.39,5.17,50.0,11.89,50.0,4.42,42.67
202609140206,2026-09-14,02,6R,daily,66.74,18.18,46.7,12.76,32.81,4.2,50.0,11.89,50.0,4.42,51.46,53.82,14.66,44.74,12.23,45.74,5.85,50.0,11.89,50.0,4.42,49.06,52.69,14.36,54.54,14.91,62.92,8.05,50.0,11.89,50.0,4.42,53.63,48.72,13.27,52.58,14.37,42.19,5.4,50.0,11.89,50.0,4.42,49.36,43.98,11.98,42.78,11.69,44.26,5.66,50.0,11.89,50.0,4.42,45.65,34.86,9.5,46.7,12.76,42.18,5.4,50.0,11.89,50.0,4.42,43.97
202609140207,2026-09-14,02,7R,daily,66.74,18.18,48.66,13.3,36.17,4.63,50.0,11.89,50.0,4.42,52.42,53.82,14.66,48.66,13.3,59.84,7.66,50.0,11.89,50.0,4.42,51.93,52.69,14.36,44.74,12.23,46.28,5.92,50.0,11.89,50.0,4.42,48.82,48.72,13.27,46.7,12.76,50.03,6.4,50.0,11.89,50.0,4.42,48.75,43.98,11.98,34.95,9.55,54.82,7.02,50.0,11.89,50.0,4.42,44.86,34.86,9.5,44.74,12.23,52.45,6.71,50.0,11.89,50.0,4.42,44.75
202609140208,2026-09-14,02,8R,daily,66.74,18.18,44.74,12.23,47.71,6.11,50.0,11.89,50.0,4.42,52.83,53.82,14.66,46.7,12.76,56.69,7.26,50.0,11.89,50.0,4.42,50.99,52.69,14.36,48.66,13.3,49.73,6.36,50.0,11.89,50.0,4.42,50.33,48.72,13.27,46.7,12.76,22.98,2.94,50.0,11.89,50.0,4.42,45.29,43.98,11.98,50.62,13.84,54.4,6.96,50.0,11.89,50.0,4.42,49.09,34.86,9.5,46.7,12.76,52.23,6.69,50.0,11.89,50.0,4.42,45.26
202609140209,2026-09-14,02,9R,daily,66.74,18.18,46.7,12.76,40.52,5.19,50.0,11.89,50.0,4.42,52.45,53.82,14.66,50.62,13.84,54.44,6.97,50.0,11.89,50.0,4.42,51.78,52.69,14.36,46.7,12.76,48.52,6.21,50.0,11.89,50.0,4.42,49.64,48.72,13.27,56.5,15.44,53.06,6.79,50.0,11.89,50.0,4.42,51.82,43.98,11.98,46.7,12.76,41.55,5.32,50.0,11.89,50.0,4.42,46.38,34.86,9.5,44.74,12.23,39.23,5.02,50.0,11.89,50.0,4.42,43.06
202609140210,2026-09-14,02,10R,daily,66.74,18.18,52.58,14.37,55.33,7.08,50.0,11.89,50.0,4.42,55.95,53.82,14.66,46.7,12.76,65.74,8.41,50.0,11.89,50.0,4.42,52.15,52.69,14.36,52.58,14.37,42.19,5.4,50.0,11.89,50.0,4.42,50.44,48.72,13.27,50.62,13.84,41.13,5.26,50.0,11.89,50.0,4.42,48.68,43.98,11.98,58.46,15.98,46.2,5.91,50.0,11.89,50.0,4.42,50.18,34.86,9.5,40.82,11.16,53.21,6.81,50.0,11.89,50.0,4.42,43.78
202609140211,2026-09-14,02,11R,daily,66.74,18.18,52.58,14.37,72.87,9.33,50.0,11.89,50.0,4.42,58.19,53.82,14.66,50.62,13.84,62.31,7.97,50.0,11.89,50.0,4.42,52.78,52.69,14.36,46.7,12.76,50.03,6.4,50.0,11.89,50.0,4.42,49.84,48.72,13.27,54.54,14.91,62.92,8.05,50.0,11.89,50.0,4.42,52.55,43.98,11.98,48.66,13.3,36.17,4.63,50.0,11.89,50.0,4.42,46.22,34.86,9.5,46.7,12.76,59.65,7.63,50.0,11.89,50.0,4.42,46.21
202609140212,2026-09-14,02,12R,daily,66.74,18.18,60.42,16.51,68.72,8.8,50.0,11.89,50.0,4.42,59.8,53.82,14.66,66.29,18.12,52.27,6.69,50.0,11.89,50.0,4.42,55.78,52.69,14.36,52.58,14.37,36.91,4.72,50.0,11.89,50.0,4.42,49.76,48.72,13.27,54.54,14.91,68.59,8.78,50.0,11.89,50.0,4.42,53.27,43.98,11.98,46.7,12.76,60.78,7.78,50.0,11.89,50.0,4.42,48.84,34.86,9.5,56.5,15.44,54.83,7.02,50.0,11.89,50.0,4.42,48.27
