レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202609130201,2026-09-13,02,1R,daily,66.74,18.18,40.82,11.16,59.08,7.56,50.0,11.89,50.0,4.42,53.21,53.82,14.66,46.7,12.76,22.25,2.85,50.0,11.89,50.0,4.42,46.59,52.69,14.36,46.7,12.76,33.93,4.34,50.0,11.89,50.0,4.42,47.78,48.72,13.27,44.74,12.23,49.49,6.33,50.0,11.89,50.0,4.42,48.15,43.98,11.98,42.78,11.69,47.42,6.07,50.0,11.89,50.0,4.42,46.06,34.86,9.5,42.78,11.69,43.07,5.51,50.0,11.89,50.0,4.42,43.01
202609130201,2026-09-13,02,1R,realtime,66.74,18.18,40.82,11.16,59.08,7.56,55.67,13.24,48.39,4.28,54.42,53.82,14.66,46.7,12.76,22.25,2.85,50.92,12.11,49.98,4.42,46.8,52.69,14.36,46.7,12.76,33.93,4.34,61.45,14.61,48.23,4.26,50.34,48.72,13.27,44.74,12.23,49.49,6.33,42.43,10.09,49.4,4.37,46.3,43.98,11.98,42.78,11.69,47.42,6.07,47.8,11.37,52.67,4.65,45.77,34.86,9.5,42.78,11.69,43.07,5.51,41.72,9.92,51.11,4.52,41.14
202609130202,2026-09-13,02,2R,daily,66.74,18.18,42.78,11.69,44.63,5.71,50.0,11.89,50.0,4.42,51.9,53.82,14.66,48.66,13.3,51.81,6.63,50.0,11.89,50.0,4.42,50.91,52.69,14.36,46.7,12.76,47.5,6.08,50.0,11.89,50.0,4.42,49.51,48.72,13.27,46.7,12.76,59.55,7.62,50.0,11.89,50.0,4.42,49.97,43.98,11.98,46.7,12.76,45.58,5.83,50.0,11.89,50.0,4.42,46.89,34.86,9.5,66.29,18.12,47.03,6.02,50.0,11.89,50.0,4.42,49.95
202609130202,2026-09-13,02,2R,realtime,66.74,18.18,42.78,11.69,44.63,5.71,70.29,16.72,48.83,4.31,56.62,53.82,14.66,48.66,13.3,51.81,6.63,53.51,12.73,50.81,4.49,51.81,52.69,14.36,46.7,12.76,47.5,6.08,44.93,10.69,48.13,4.25,48.14,48.72,13.27,46.7,12.76,59.55,7.62,32.77,7.79,49.06,4.34,45.79,43.98,11.98,46.7,12.76,45.58,5.83,45.3,10.78,52.44,4.63,45.99,34.86,9.5,66.29,18.12,47.03,6.02,53.19,12.65,50.5,4.46,50.75
202609130203,2026-09-13,02,3R,daily,66.74,18.18,44.74,12.23,39.89,5.11,50.0,11.89,50.0,4.42,51.83,53.82,14.66,54.54,14.91,67.35,8.62,50.0,11.89,50.0,4.42,54.5,52.69,14.36,50.62,13.84,52.34,6.7,50.0,11.89,50.0,4.42,51.2,48.72,13.27,50.62,13.84,62.77,8.03,50.0,11.89,50.0,4.42,51.45,43.98,11.98,46.7,12.76,51.24,6.56,50.0,11.89,50.0,4.42,47.62,34.86,9.5,34.95,9.55,55.56,7.11,50.0,11.89,50.0,4.42,42.47
202609130204,2026-09-13,02,4R,daily,66.74,18.18,46.7,12.76,58.92,7.54,50.0,11.89,50.0,4.42,54.8,53.82,14.66,44.74,12.23,50.76,6.5,50.0,11.89,50.0,4.42,49.7,52.69,14.36,56.5,15.44,51.23,6.56,50.0,11.89,50.0,4.42,52.67,48.72,13.27,52.58,14.37,54.1,6.92,50.0,11.89,50.0,4.42,50.88,43.98,11.98,58.46,15.98,49.8,6.37,50.0,11.89,50.0,4.42,50.65,34.86,9.5,46.7,12.76,47.04,6.02,50.0,11.89,50.0,4.42,44.59
202609130205,2026-09-13,02,5R,daily,66.74,18.18,48.66,13.3,37.13,4.75,50.0,11.89,50.0,4.42,52.55,53.82,14.66,44.74,12.23,56.66,7.25,50.0,11.89,50.0,4.42,50.45,52.69,14.36,46.7,12.76,31.55,4.04,50.0,11.89,50.0,4.42,47.47,48.72,13.27,60.42,16.51,70.64,9.04,50.0,11.89,50.0,4.42,55.14,43.98,11.98,46.7,12.76,45.65,5.84,50.0,11.89,50.0,4.42,46.9,34.86,9.5,46.7,12.76,22.25,2.85,50.0,11.89,50.0,4.42,41.42
202609130206,2026-09-13,02,6R,daily,66.74,18.18,44.74,12.23,48.22,6.17,50.0,11.89,50.0,4.42,52.9,53.82,14.66,46.7,12.76,33.93,4.34,50.0,11.89,50.0,4.42,48.08,52.69,14.36,52.58,14.37,33.61,4.3,50.0,11.89,50.0,4.42,49.34,48.72,13.27,50.62,13.84,59.8,7.65,50.0,11.89,50.0,4.42,51.07,43.98,11.98,48.66,13.3,51.81,6.63,50.0,11.89,50.0,4.42,48.23,34.86,9.5,46.7,12.76,59.22,7.58,50.0,11.89,50.0,4.42,46.15
202609130207,2026-09-13,02,7R,daily,66.74,18.18,54.54,14.91,65.3,8.36,50.0,11.89,50.0,4.42,57.76,53.82,14.66,46.7,12.76,45.58,5.83,50.0,11.89,50.0,4.42,49.57,52.69,14.36,48.66,13.3,60.32,7.72,50.0,11.89,50.0,4.42,51.69,48.72,13.27,42.78,11.69,47.42,6.07,50.0,11.89,50.0,4.42,47.35,43.98,11.98,50.62,13.84,52.34,6.7,50.0,11.89,50.0,4.42,48.83,34.86,9.5,46.7,12.76,45.34,5.8,50.0,11.89,50.0,4.42,44.38
202609130208,2026-09-13,02,8R,daily,66.74,18.18,50.62,13.84,41.93,5.37,50.0,11.89,50.0,4.42,53.7,53.82,14.66,46.7,12.76,47.04,6.02,50.0,11.89,50.0,4.42,49.76,52.69,14.36,40.82,11.16,59.08,7.56,50.0,11.89,50.0,4.42,49.39,48.72,13.27,46.7,12.76,47.5,6.08,50.0,11.89,50.0,4.42,48.43,43.98,11.98,52.58,14.37,46.22,5.92,50.0,11.89,50.0,4.42,48.58,34.86,9.5,50.62,13.84,62.77,8.03,50.0,11.89,50.0,4.42,47.68
202609130209,2026-09-13,02,9R,daily,66.74,18.18,52.58,14.37,72.71,9.31,50.0,11.89,50.0,4.42,58.17,53.82,14.66,58.46,15.98,49.8,6.37,50.0,11.89,50.0,4.42,53.33,52.69,14.36,66.29,18.12,47.03,6.02,50.0,11.89,50.0,4.42,54.81,48.72,13.27,46.7,12.76,31.55,4.04,50.0,11.89,50.0,4.42,46.39,43.98,11.98,42.78,11.69,43.07,5.51,50.0,11.89,50.0,4.42,45.5,34.86,9.5,54.54,14.91,67.35,8.62,50.0,11.89,50.0,4.42,49.34
202609130210,2026-09-13,02,10R,daily,66.74,18.18,46.7,12.76,59.55,7.62,50.0,11.89,50.0,4.42,54.88,53.82,14.66,46.7,12.76,63.96,8.19,50.0,11.89,50.0,4.42,51.93,52.69,14.36,46.7,12.76,59.22,7.58,50.0,11.89,50.0,4.42,51.01,48.72,13.27,44.74,12.23,45.57,5.83,50.0,11.89,50.0,4.42,47.65,43.98,11.98,56.5,15.44,51.23,6.56,50.0,11.89,50.0,4.42,50.29,34.86,9.5,44.74,12.23,56.66,7.25,50.0,11.89,50.0,4.42,45.29
202609130211,2026-09-13,02,11R,daily,66.74,18.18,50.62,13.84,59.8,7.65,50.0,11.89,50.0,4.42,55.98,53.82,14.66,54.54,14.91,65.3,8.36,50.0,11.89,50.0,4.42,54.24,52.69,14.36,44.74,12.23,50.76,6.5,50.0,11.89,50.0,4.42,49.39,48.72,13.27,42.78,11.69,44.63,5.71,50.0,11.89,50.0,4.42,46.99,43.98,11.98,48.66,13.3,37.13,4.75,50.0,11.89,50.0,4.42,46.35,34.86,9.5,56.5,15.44,56.54,7.24,50.0,11.89,50.0,4.42,48.49
202609130212,2026-09-13,02,12R,daily,66.74,18.18,60.42,16.51,70.64,9.04,50.0,11.89,50.0,4.42,60.05,53.82,14.66,52.58,14.37,46.22,5.92,50.0,11.89,50.0,4.42,51.26,52.69,14.36,44.74,12.23,49.49,6.33,50.0,11.89,50.0,4.42,49.23,48.72,13.27,46.7,12.76,45.34,5.8,50.0,11.89,50.0,4.42,48.15,43.98,11.98,52.58,14.37,54.1,6.92,50.0,11.89,50.0,4.42,49.59,34.86,9.5,52.58,14.37,33.61,4.3,50.0,11.89,50.0,4.42,44.48
202609130501,2026-09-13,05,1R,daily,68.91,25.09,42.3,11.41,34.09,3.04,50.0,10.1,50.0,3.76,53.39,51.23,18.65,39.88,10.76,26.67,2.38,50.0,10.1,50.0,3.76,45.64,50.59,18.42,44.71,12.06,34.47,3.07,50.0,10.1,50.0,3.76,47.4,48.62,17.7,51.94,14.01,53.49,4.77,50.0,10.1,50.0,3.76,50.33,44.78,16.3,49.53,13.36,39.83,3.55,50.0,10.1,50.0,3.76,47.07,35.65,12.98,44.71,12.06,33.63,3.0,50.0,10.1,50.0,3.76,41.89
