レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202609080405,2026-09-08,04,05R,5361,0.202,0.1512,0.2527,4998,0.1185,0.0815,0.1555,4065,0.1635,0.1221,0.2049,4525,0.1405,0.1028,0.1781,4847,0.1265,0.0894,0.1636,4882,0.2041,0.158,0.2501
202609080406,2026-09-08,04,06R,5314,0.1665,0.1185,0.2146,4791,0.1786,0.1357,0.2215,4478,0.1429,0.103,0.1828,4501,0.1484,0.0908,0.206,4186,0.1449,0.0998,0.19,4289,0.1669,0.1263,0.2076
202609080407,2026-09-08,04,07R,5253,0.2489,0.2043,0.2936,3845,0.1968,0.1552,0.2384,4283,0.1699,0.1223,0.2175,5370,0.1865,0.137,0.236,3551,0.1732,0.1258,0.2205,4854,0.2188,0.1828,0.2549
202609080408,2026-09-08,04,08R,4927,0.1415,0.108,0.1749,4240,0.1371,0.1012,0.173,4941,0.2015,0.165,0.2381,4781,0.1949,0.1417,0.2482,5454,0.2056,0.1599,0.2514,5201,0.1995,0.1588,0.2402
202609080409,2026-09-08,04,09R,4536,0.1584,0.1167,0.2001,5357,0.1562,0.1018,0.2105,4266,0.1395,0.0862,0.1927,4893,0.1314,0.0882,0.1745,5165,0.175,0.1154,0.2347,5320,0.1717,0.1297,0.2137
202609080410,2026-09-08,04,10R,4387,0.134,0.0961,0.1719,4844,0.1678,0.1246,0.2109,4175,0.1183,0.0806,0.156,4065,0.1665,0.1251,0.2079,5314,0.1739,0.1259,0.222,5164,0.2172,0.1706,0.2638
202609080411,2026-09-08,04,11R,4478,0.1414,0.1015,0.1813,5361,0.2095,0.1587,0.2602,4414,0.1671,0.1199,0.2142,4275,0.2087,0.1655,0.2518,4895,0.157,0.1131,0.2008,5310,0.2231,0.1552,0.2909
202609080412,2026-09-08,04,12R,4847,0.1191,0.082,0.1562,4289,0.1535,0.1129,0.1942,4690,0.171,0.1242,0.2177,5213,0.1785,0.1448,0.2122,4283,0.1758,0.1282,0.2234,4941,0.2209,0.1844,0.2575
202609080701,2026-09-08,07,01R,4527,0.1622,0.1201,0.2043,4917,0.1422,0.105,0.1794,4872,0.189,0.1426,0.2355,3957,0.1691,0.1305,0.2077,5349,0.2057,0.1606,0.2508,3652,0.1859,0.1403,0.2314
202609080702,2026-09-08,07,02R,3945,0.1778,0.1359,0.2197,3680,0.1911,0.1446,0.2376,3401,0.1858,0.1449,0.2266,4151,0.1861,0.1441,0.2282,4041,0.2227,0.1701,0.2753,5366,0.209,0.1511,0.2669
202609080703,2026-09-08,07,03R,4219,0.218,0.1721,0.2639,4365,0.1701,0.1241,0.2161,4693,0.1801,0.1427,0.2175,4319,0.1672,0.1306,0.2038,3282,0.1832,0.148,0.2183,3825,0.1544,0.1115,0.1973
202609080704,2026-09-08,07,04R,3773,0.1403,0.0974,0.1832,4603,0.1525,0.1172,0.1878,3981,0.1836,0.1451,0.222,3679,0.14,0.1055,0.1745,4214,0.1725,0.1327,0.2124,3876,0.1826,0.1401,0.2252
202609080705,2026-09-08,07,05R,3660,0.1927,0.1468,0.2385,3872,0.1842,0.1332,0.2353,5196,0.2205,0.1757,0.2653,3875,0.1702,0.1314,0.2089,4323,0.1445,0.1049,0.184,4917,0.1556,0.1184,0.1928
202609080706,2026-09-08,07,06R,4197,0.1783,0.1367,0.22,3546,0.1786,0.1341,0.2232,4234,0.1679,0.1244,0.2115,3661,0.1648,0.1231,0.2065,3401,0.1917,0.1508,0.2325,4914,0.153,0.1178,0.1882
202609080707,2026-09-08,07,07R,4016,0.1391,0.0978,0.1804,4041,0.2228,0.1702,0.2754,4520,0.1548,0.1147,0.1949,4365,0.1671,0.1211,0.2131,4527,0.1696,0.1275,0.2117,5349,0.2192,0.1741,0.2643
202609080708,2026-09-08,07,08R,4435,0.1659,0.1217,0.2101,4872,0.195,0.1486,0.2415,3282,0.1773,0.1421,0.2124,3981,0.1866,0.1481,0.225,5366,0.1955,0.1376,0.2534,4469,0.1836,0.1427,0.2244
202609080709,2026-09-08,07,09R,3872,0.1767,0.1257,0.2278,3957,0.1721,0.1335,0.2107,4319,0.1642,0.1276,0.2008,3876,0.1662,0.1237,0.2088,3945,0.1852,0.1433,0.2271,4603,0.1659,0.1306,0.2012
202609080710,2026-09-08,07,10R,3825,0.1335,0.0906,0.1764,4214,0.1726,0.1328,0.2125,3679,0.137,0.1025,0.1715,5196,0.2235,0.1787,0.2683,3546,0.1785,0.134,0.2231,3680,0.2045,0.158,0.251
202609080711,2026-09-08,07,11R,4914,0.1321,0.0969,0.1673,4323,0.1446,0.105,0.1841,4151,0.1831,0.1411,0.2252,4693,0.1831,0.1457,0.2205,4016,0.1465,0.1052,0.1878,4435,0.1868,0.1426,0.231
202609080712,2026-09-08,07,12R,4237,0.1333,0.0914,0.1753,4459,0.1429,0.1113,0.1746,4682,0.1314,0.1002,0.1626,5064,0.1598,0.1173,0.2024,4523,0.1578,0.1208,0.1949,4362,0.1548,0.1207,0.189
202609080901,2026-09-08,09,01R,5015,0.1194,0.0884,0.1505,5034,0.121,0.0814,0.1606,4743,0.1193,0.0832,0.1554,4415,0.1439,0.1058,0.1821,4857,0.138,0.0985,0.1775,5256,0.184,0.1482,0.2197
202609080902,2026-09-08,09,02R,4448,0.136,0.0954,0.1766,4305,0.1302,0.0891,0.1712,4713,0.1124,0.0786,0.1463,4760,0.1275,0.093,0.1619,4804,0.178,0.1401,0.216,4361,0.1596,0.1203,0.1989
202609080903,2026-09-08,09,03R,4566,0.1351,0.0977,0.1724,4796,0.1473,0.1065,0.1882,4953,0.1442,0.1082,0.1802,4772,0.1034,0.0701,0.1367,4397,0.1284,0.0916,0.1652,4205,0.1397,0.1055,0.1739
202609080904,2026-09-08,09,04R,4826,0.1202,0.0839,0.1564,4468,0.1597,0.117,0.2023,4856,0.1257,0.0913,0.1601,4256,0.1457,0.1126,0.1788,4528,0.1569,0.1161,0.1977,5017,0.1382,0.0961,0.1803
202609080905,2026-09-08,09,05R,4024,0.1467,0.1097,0.1836,4472,0.1349,0.0981,0.1716,4456,0.161,0.1241,0.198,4852,0.1516,0.1151,0.1882,4537,0.138,0.1011,0.1748,4547,0.1565,0.1168,0.1963
202609080906,2026-09-08,09,06R,4512,0.137,0.1025,0.1715,4804,0.1781,0.1402,0.2161,5034,0.115,0.0754,0.1546,3897,0.1131,0.0792,0.1471,4391,0.1509,0.1141,0.1877,5112,0.1654,0.128,0.2028
202609080907,2026-09-08,09,07R,4502,0.1322,0.0891,0.1754,4415,0.1469,0.1088,0.1851,4796,0.1413,0.1005,0.1822,4980,0.136,0.0989,0.1731,4713,0.1183,0.0845,0.1522,4739,0.1656,0.1286,0.2026
202609080908,2026-09-08,09,08R,4083,0.1391,0.1051,0.1732,4013,0.1336,0.0926,0.1747,4528,0.151,0.1102,0.1918,4477,0.1274,0.0927,0.1621,4760,0.1304,0.0959,0.1648,4743,0.1387,0.1026,0.1748
202609080909,2026-09-08,09,09R,5017,0.1173,0.0752,0.1594,3941,0.1197,0.0795,0.1599,4547,0.1371,0.0974,0.1769,4445,0.1166,0.0825,0.1507,4337,0.1207,0.0872,0.1541,4772,0.1198,0.0865,0.1531
202609080910,2026-09-08,09,10R,4397,0.121,0.0842,0.1578,4826,0.1277,0.0914,0.1639,4024,0.1482,0.1112,0.1851,4512,0.1415,0.107,0.176,5015,0.1268,0.0958,0.1579,4448,0.1569,0.1163,0.1975
202609080911,2026-09-08,09,11R,3897,0.1086,0.0747,0.1426,4256,0.1487,0.1156,0.1818,4305,0.1242,0.0831,0.1652,4083,0.1436,0.1096,0.1777,4502,0.1396,0.0965,0.1828,4566,0.156,0.1186,0.1933
202609080912,2026-09-08,09,12R,3960,0.0892,0.0587,0.1196,4851,0.1182,0.0866,0.1499,4444,0.1174,0.0821,0.1527,4586,0.1131,0.0819,0.1444,5267,0.139,0.1023,0.1757,5084,0.1503,0.1093,0.1913
202609081001,2026-09-08,10,01R,4575,0.1474,0.1136,0.1812,4731,0.1789,0.1387,0.2192,3812,0.164,0.1174,0.2107,5282,0.1403,0.0928,0.1878,4664,0.1892,0.1486,0.2297,3804,0.1685,0.1269,0.2101
202609081002,2026-09-08,10,02R,5161,0.1414,0.1011,0.1817,4822,0.1486,0.1078,0.1895,4270,0.1571,0.1187,0.1954,4340,0.2073,0.1617,0.2529,4196,0.176,0.125,0.2269,5470,0.2436,0.1879,0.2992
202609081003,2026-09-08,10,03R,4509,0.1634,0.1206,0.2061,4511,0.1629,0.1219,0.2038,4709,0.1734,0.1373,0.2096,5037,0.1673,0.1263,0.2084,4982,0.1794,0.1373,0.2215,3989,0.2206,0.1774,0.2637
202609081004,2026-09-08,10,04R,4061,0.1266,0.0924,0.1608,4879,0.1674,0.124,0.2108,4718,0.2001,0.1543,0.2458,4215,0.1485,0.1092,0.1877,4252,0.1888,0.1407,0.2369,3776,0.1923,0.1405,0.244
202609081005,2026-09-08,10,05R,5023,0.1675,0.1228,0.2123,4669,0.154,0.1127,0.1952,3730,0.1556,0.1151,0.196,4489,0.1443,0.1029,0.1858,4633,0.1585,0.1235,0.1935,4073,0.1581,0.1276,0.1887
202609081006,2026-09-08,10,06R,5115,0.1247,0.0885,0.161,3812,0.17,0.1234,0.2167,4685,0.1496,0.1135,0.1858,5027,0.1792,0.1377,0.2208,4731,0.1788,0.1386,0.2191,5161,0.1623,0.122,0.2026
202609081007,2026-09-08,10,07R,4580,0.1497,0.1152,0.1841,4664,0.1893,0.1487,0.2298,4340,0.2043,0.1587,0.2499,4128,0.1597,0.1205,0.1989,4511,0.1628,0.1218,0.2037,4709,0.1928,0.1567,0.229
202609081008,2026-09-08,10,08R,5282,0.1358,0.0883,0.1833,4196,0.1761,0.1251,0.227,4169,0.175,0.1323,0.2177,4346,0.1714,0.1278,0.2151,4879,0.1673,0.1239,0.2107,5470,0.2436,0.1879,0.2992
202609081009,2026-09-08,10,09R,3804,0.1476,0.106,0.1892,4982,0.1795,0.1374,0.2216,4552,0.1533,0.1091,0.1975,4270,0.1601,0.1217,0.1984,4669,0.1539,0.1126,0.1951,4718,0.2195,0.1737,0.2652
202609081010,2026-09-08,10,10R,3989,0.1997,0.1565,0.2428,4633,0.1586,0.1236,0.1936,4215,0.1455,0.1062,0.1847,4685,0.1526,0.1165,0.1888,5115,0.1321,0.0959,0.1684,4822,0.162,0.1212,0.2029
202609081011,2026-09-08,10,11R,4073,0.1372,0.1067,0.1678,5023,0.175,0.1303,0.2198,4509,0.1649,0.1221,0.2076,4580,0.1542,0.1197,0.1886,4575,0.1548,0.121,0.1886,4061,0.1475,0.1133,0.1817
202609081012,2026-09-08,10,12R,4168,0.1519,0.1101,0.1938,4933,0.1217,0.0885,0.155,3959,0.1309,0.0955,0.1663,4166,0.1174,0.0847,0.15,4394,0.1242,0.0892,0.1591,3692,0.1535,0.1154,0.1916
202609081101,2026-09-08,11,01R,5134,0.1341,0.1011,0.1672,5199,0.1169,0.0788,0.1549,5221,0.143,0.1082,0.1779,5157,0.165,0.1221,0.208,5388,0.2439,0.1946,0.2933,5186,0.1812,0.1405,0.2219
202609081102,2026-09-08,11,02R,5167,0.1453,0.0959,0.1947,5268,0.1823,0.1269,0.2377,5290,0.1552,0.1164,0.1941,5212,0.1206,0.0821,0.1591,5222,0.1819,0.1429,0.2209,5377,0.1872,0.1508,0.2235
202609081103,2026-09-08,11,03R,5154,0.156,0.1165,0.1956,5130,0.1747,0.1367,0.2127,5376,0.1544,0.1106,0.1982,5136,0.1304,0.0955,0.1653,5106,0.1771,0.1303,0.2239,5247,0.1794,0.1408,0.2179
202609081104,2026-09-08,11,04R,5135,0.1749,0.1286,0.2212,5303,0.1604,0.1167,0.2041,5276,0.142,0.0996,0.1845,5421,0.2299,0.1753,0.2844,5280,0.146,0.1068,0.1852,5010,0.1607,0.1231,0.1983
202609081105,2026-09-08,11,05R,5298,0.1259,0.0902,0.1615,5179,0.1816,0.1365,0.2267,5152,0.208,0.1601,0.2558,5226,0.1502,0.1083,0.1921,5255,0.1926,0.1475,0.2377,5210,0.163,0.1279,0.1981
202609081106,2026-09-08,11,06R,5060,0.1468,0.1071,0.1865,5343,0.1547,0.1082,0.2012,5199,0.1109,0.0728,0.1489,5238,0.1527,0.1114,0.1941,5216,0.1546,0.1188,0.1904,5273,0.2051,0.1612,0.2491
202609081107,2026-09-08,11,07R,5354,0.1604,0.113,0.2079,5329,0.1788,0.1339,0.2237,5246,0.149,0.1057,0.1923,5376,0.1574,0.1136,0.2012,5018,0.1407,0.1033,0.178,5377,0.1872,0.1508,0.2235
202609081108,2026-09-08,11,08R,5234,0.1339,0.0942,0.1736,5290,0.1612,0.1224,0.2001,5303,0.1544,0.1107,0.1981,5130,0.1717,0.1337,0.2097,5460,0.1759,0.1329,0.219,5368,0.1503,0.1107,0.1898
202609081109,2026-09-08,11,09R,5226,0.1457,0.1038,0.1876,5275,0.1365,0.0956,0.1774,5379,0.1602,0.1042,0.2163,5276,0.145,0.1026,0.1875,5388,0.2439,0.1946,0.2933,5177,0.214,0.1732,0.2549
202609081110,2026-09-08,11,10R,5216,0.1472,0.1114,0.183,5255,0.1927,0.1476,0.2378,5157,0.162,0.1191,0.205,5135,0.1794,0.1331,0.2257,5154,0.1634,0.1239,0.203,5167,0.1662,0.1168,0.2156
202609081111,2026-09-08,11,11R,5280,0.1386,0.0994,0.1778,5106,0.1772,0.1304,0.224,5212,0.1176,0.0791,0.1561,5221,0.146,0.1112,0.1809,5354,0.1678,0.1204,0.2153,5298,0.1468,0.1111,0.1824
202609081112,2026-09-08,11,12R,5018,0.1333,0.0959,0.1706,5222,0.182,0.143,0.221,5136,0.1274,0.0925,0.1623,5134,0.1386,0.1056,0.1717,5060,0.1542,0.1145,0.1939,5234,0.1548,0.1151,0.1945
202609081301,2026-09-08,13,01R,3870,0.1726,0.1267,0.2184,3584,0.1715,0.1347,0.2083,4042,0.1764,0.1358,0.2171,4567,0.2186,0.1686,0.2686,5448,0.1955,0.1403,0.2507,4176,0.1815,0.1302,0.2328
202609081302,2026-09-08,13,02R,4672,0.1574,0.1182,0.1966,4251,0.1917,0.1459,0.2375,3574,0.143,0.106,0.18,5372,0.19,0.1183,0.2618,3581,0.1802,0.1416,0.2188,3984,0.1706,0.1379,0.2033
202609081303,2026-09-08,13,03R,3663,0.166,0.1286,0.2033,3736,0.1955,0.1533,0.2377,5328,0.1496,0.1091,0.19,4172,0.154,0.1109,0.197,3577,0.1509,0.1111,0.1907,4297,0.1369,0.1034,0.1703
202609081304,2026-09-08,13,04R,2878,0.1601,0.1195,0.2008,3853,0.1783,0.1347,0.2219,3860,0.1838,0.1396,0.2279,4002,0.141,0.1063,0.1756,4039,0.1496,0.1089,0.1903,3838,0.1543,0.1189,0.1896
202609081305,2026-09-08,13,05R,4902,0.1814,0.1448,0.218,4036,0.1441,0.1046,0.1836,4567,0.2156,0.1656,0.2656,4729,0.1719,0.1318,0.2121,4308,0.1571,0.1163,0.198,3975,0.1502,0.1165,0.1839
202609081306,2026-09-08,13,06R,4079,0.1457,0.113,0.1783,4176,0.1681,0.1168,0.2194,5244,0.1669,0.1235,0.2103,5089,0.1439,0.1072,0.1806,4251,0.1916,0.1458,0.2374,3643,0.1927,0.1502,0.2352
202609081307,2026-09-08,13,07R,4247,0.1438,0.1014,0.1862,3548,0.1247,0.0897,0.1596,3577,0.145,0.1052,0.1848,4184,0.1446,0.1064,0.1829,5307,0.1698,0.1163,0.2233,3574,0.1624,0.1254,0.1994
202609081308,2026-09-08,13,08R,4152,0.1674,0.1286,0.2063,4750,0.1613,0.1196,0.2031,3984,0.1512,0.1185,0.1839,3731,0.1673,0.1302,0.2044,3736,0.1954,0.1532,0.2376,4515,0.1747,0.1372,0.2123
202609081309,2026-09-08,13,09R,4172,0.1495,0.1064,0.1925,3975,0.1368,0.1031,0.1705,3581,0.1743,0.1357,0.2129,4121,0.1291,0.0927,0.1655,3870,0.18,0.1341,0.2258,4002,0.1574,0.1227,0.192
202609081310,2026-09-08,13,10R,4608,0.1489,0.1069,0.1909,5244,0.1729,0.1295,0.2163,4297,0.1175,0.084,0.1509,5339,0.1554,0.1132,0.1977,4042,0.1823,0.1417,0.223,4036,0.1575,0.118,0.197
202609081311,2026-09-08,13,11R,4308,0.1497,0.1089,0.1906,4049,0.1512,0.1092,0.1931,4039,0.1437,0.103,0.1844,5328,0.1526,0.1121,0.193,4079,0.1531,0.1204,0.1857,3548,0.1381,0.1031,0.173
202609081312,2026-09-08,13,12R,5089,0.1394,0.1027,0.1761,4729,0.1749,0.1348,0.2151,4152,0.1689,0.1301,0.2078,4672,0.1619,0.1227,0.2011,4184,0.1475,0.1093,0.1858,3853,0.1917,0.1481,0.2353
202609081401,2026-09-08,14,01R,4050,0.1446,0.1041,0.1852,5180,0.181,0.1259,0.2361,5334,0.2169,0.1672,0.2665,4689,0.1544,0.1175,0.1912,5440,0.1757,0.1297,0.2216,4714,0.1777,0.1337,0.2216
202609081402,2026-09-08,14,02R,4733,0.1288,0.093,0.1646,4530,0.1402,0.0995,0.1809,3470,0.1689,0.1208,0.2169,5195,0.1492,0.1084,0.1899,4984,0.195,0.1454,0.2446,4784,0.2259,0.1808,0.2709
202609081403,2026-09-08,14,03R,4450,0.1732,0.1303,0.2161,4746,0.1778,0.1276,0.2279,4878,0.1658,0.127,0.2046,4900,0.1581,0.1147,0.2016,4775,0.1315,0.0821,0.1809,5153,0.1817,0.1368,0.2266
202609081404,2026-09-08,14,04R,5189,0.1791,0.1303,0.228,4720,0.1919,0.1514,0.2324,5193,0.1475,0.1059,0.189,4901,0.1693,0.1326,0.2061,5342,0.1749,0.1292,0.2206,4678,0.1968,0.1589,0.2348
202609081405,2026-09-08,14,05R,5056,0.163,0.1278,0.1981,4680,0.1875,0.1439,0.231,4642,0.1522,0.117,0.1873,4071,0.1665,0.1214,0.2116,4347,0.1667,0.1302,0.2032,5390,0.1828,0.1392,0.2264
202609081406,2026-09-08,14,06R,4546,0.1436,0.1061,0.1811,4974,0.1784,0.143,0.2139,5198,0.1791,0.1361,0.2222,5069,0.1484,0.1083,0.1884,4627,0.144,0.105,0.1831,5380,0.2747,0.2303,0.319
202609081407,2026-09-08,14,07R,4689,0.1499,0.113,0.1867,4738,0.1684,0.1331,0.2037,4885,0.1289,0.0873,0.1705,4746,0.1748,0.1246,0.2249,3470,0.1748,0.1267,0.2228,4965,0.1801,0.1335,0.2266
202609081408,2026-09-08,14,08R,5108,0.2316,0.1863,0.2769,4878,0.1718,0.133,0.2106,4611,0.1324,0.0856,0.1791,5334,0.2199,0.1702,0.2695,4400,0.1867,0.1439,0.2295,5195,0.1656,0.1248,0.2063
202609081409,2026-09-08,14,09R,4845,0.1985,0.1563,0.2407,4071,0.1695,0.1244,0.2146,4678,0.1774,0.1395,0.2154,4733,0.1333,0.0975,0.1691,5180,0.1809,0.1258,0.236,4372,0.1687,0.1339,0.2036
202609081410,2026-09-08,14,10R,4843,0.1679,0.1263,0.2094,4347,0.1668,0.1303,0.2033,4984,0.1891,0.1395,0.2387,5193,0.1505,0.1089,0.192,4974,0.1783,0.1429,0.2138,5440,0.1892,0.1432,0.2351
202609081411,2026-09-08,14,11R,4775,0.1241,0.0747,0.1735,5198,0.1851,0.1421,0.2282,4530,0.1342,0.0935,0.1749,4714,0.1613,0.1173,0.2052,4720,0.1918,0.1513,0.2323,4680,0.2009,0.1573,0.2444
202609081412,2026-09-08,14,12R,4611,0.1309,0.0841,0.1776,4627,0.1441,0.1051,0.1832,4050,0.1461,0.1056,0.1867,4738,0.1654,0.1301,0.2007,4901,0.1722,0.1355,0.209,4900,0.1745,0.1311,0.218
202609081601,2026-09-08,16,01R,4788,0.1297,0.0874,0.1719,3866,0.1922,0.1465,0.2379,5265,0.1528,0.1136,0.1919,4382,0.1635,0.1253,0.2018,5338,0.14,0.0876,0.1924,4343,0.1886,0.1438,0.2334
