レースコード,レース日,レース場コード,レース回,1枠_登録番号,1枠_推定ST,1枠_推定ST_p25,1枠_推定ST_p75,2枠_登録番号,2枠_推定ST,2枠_推定ST_p25,2枠_推定ST_p75,3枠_登録番号,3枠_推定ST,3枠_推定ST_p25,3枠_推定ST_p75,4枠_登録番号,4枠_推定ST,4枠_推定ST_p25,4枠_推定ST_p75,5枠_登録番号,5枠_推定ST,5枠_推定ST_p25,5枠_推定ST_p75,6枠_登録番号,6枠_推定ST,6枠_推定ST_p25,6枠_推定ST_p75
202609110211,2026-09-11,02,11R,5220,0.1027,0.0625,0.1428,4578,0.1665,0.1234,0.2096,3692,0.1348,0.097,0.1726,4883,0.1419,0.1022,0.1816,4572,0.1436,0.1059,0.1812,4539,0.1424,0.111,0.1739
202609110212,2026-09-11,02,12R,4295,0.1188,0.0791,0.1586,4351,0.128,0.0904,0.1656,4370,0.1388,0.0966,0.181,4762,0.1216,0.0834,0.1599,4467,0.142,0.1074,0.1767,5126,0.1528,0.1181,0.1876
202609110301,2026-09-11,03,01R,3859,0.1354,0.0941,0.1767,3303,0.1939,0.1449,0.2429,3664,0.1586,0.118,0.1993,4981,0.1758,0.135,0.2167,3839,0.2013,0.1519,0.2507,3956,0.175,0.1396,0.2104
202609110302,2026-09-11,03,02R,4142,0.1649,0.1274,0.2024,5053,0.1867,0.1453,0.228,4257,0.128,0.0898,0.1663,4179,0.1472,0.1125,0.1819,5427,0.2,0.1584,0.2417,4598,0.1511,0.1072,0.1949
202609110303,2026-09-11,03,03R,5378,0.2033,0.1515,0.2551,5138,0.1748,0.136,0.2136,4640,0.155,0.1133,0.1968,5315,0.1718,0.1209,0.2227,3931,0.1508,0.1088,0.1927,4427,0.1498,0.114,0.1857
202609110304,2026-09-11,03,04R,4173,0.156,0.1145,0.1975,4258,0.1868,0.1373,0.2363,4623,0.1488,0.1069,0.1906,4000,0.1586,0.1201,0.1971,3655,0.2038,0.1659,0.2417,3685,0.2172,0.1644,0.2701
202609110305,2026-09-11,03,05R,4880,0.1479,0.1127,0.1832,5279,0.1418,0.0954,0.1882,5120,0.1682,0.1246,0.2119,5087,0.1638,0.1225,0.205,3944,0.1866,0.1391,0.2342,3839,0.2148,0.1654,0.2642
202609110306,2026-09-11,03,06R,3850,0.1255,0.0908,0.1601,4179,0.1502,0.1155,0.1849,5071,0.1346,0.0932,0.176,4438,0.1091,0.0711,0.147,3859,0.1428,0.1015,0.1841,4583,0.1744,0.1338,0.215
202609110307,2026-09-11,03,07R,5315,0.1673,0.1164,0.2182,4981,0.1788,0.138,0.2197,4004,0.1643,0.1257,0.203,5427,0.1971,0.1555,0.2388,4888,0.1649,0.1248,0.205,3931,0.1643,0.1223,0.2062
202609110308,2026-09-11,03,08R,3857,0.1765,0.1357,0.2174,4407,0.1571,0.117,0.1972,5378,0.2048,0.153,0.2566,4173,0.1605,0.119,0.202,3685,0.2037,0.1509,0.2566,4189,0.2053,0.1546,0.2559
202609110309,2026-09-11,03,09R,3303,0.1864,0.1374,0.2354,3655,0.2039,0.166,0.2418,5087,0.1608,0.1195,0.202,4640,0.158,0.1163,0.1998,5053,0.1866,0.1452,0.2279,4880,0.1688,0.1336,0.2041
202609110310,2026-09-11,03,10R,4598,0.1302,0.0863,0.174,3944,0.1867,0.1392,0.2343,4000,0.1556,0.1171,0.1941,3664,0.1616,0.121,0.2023,5138,0.1747,0.1359,0.2135,3850,0.1464,0.1117,0.181
202609110311,2026-09-11,03,11R,4427,0.1289,0.0931,0.1648,4888,0.165,0.1249,0.2051,4438,0.1061,0.0681,0.144,4623,0.1518,0.1099,0.1936,5279,0.1417,0.0953,0.1881,4142,0.1858,0.1483,0.2233
202609110312,2026-09-11,03,12R,3256,0.1301,0.0906,0.1696,4418,0.1113,0.0784,0.1443,4471,0.1373,0.0916,0.1831,4604,0.1326,0.0968,0.1684,4661,0.1679,0.1233,0.2125,4452,0.1735,0.1324,0.2145
202609110501,2026-09-11,05,01R,3772,0.1323,0.0939,0.1707,3947,0.1708,0.1338,0.2078,3641,0.1696,0.1247,0.2146,4210,0.1452,0.1067,0.1837,3463,0.1717,0.1336,0.2099,3977,0.1714,0.1301,0.2127
202609110502,2026-09-11,05,02R,4281,0.1416,0.1006,0.1827,4031,0.1583,0.1147,0.202,3740,0.1538,0.1143,0.1932,3965,0.1649,0.1141,0.2158,3713,0.1752,0.1411,0.2093,4465,0.1996,0.1448,0.2544
202609110503,2026-09-11,05,03R,3934,0.1506,0.1098,0.1915,4146,0.1508,0.1051,0.1964,5103,0.1816,0.1265,0.2367,3997,0.1425,0.1056,0.1795,4035,0.2052,0.1594,0.251,4420,0.1656,0.1292,0.2019
202609110504,2026-09-11,05,04R,3990,0.1513,0.1068,0.1958,3792,0.1636,0.1289,0.1984,4565,0.1593,0.12,0.1987,3813,0.1642,0.1225,0.2059,4656,0.1474,0.1122,0.1827,5433,0.2313,0.1814,0.2812
202609110505,2026-09-11,05,05R,3519,0.1901,0.1194,0.2608,5262,0.1998,0.1488,0.2508,4587,0.1791,0.1265,0.2317,4645,0.1339,0.0948,0.173,3647,0.1528,0.1095,0.1962,3463,0.1852,0.1471,0.2234
202609110506,2026-09-11,05,06R,3489,0.1347,0.098,0.1715,4281,0.1491,0.1081,0.1902,2538,0.2067,0.1585,0.2549,4376,0.1441,0.1131,0.1751,3641,0.1755,0.1306,0.2205,3848,0.1525,0.1122,0.1928
202609110507,2026-09-11,05,07R,4227,0.1616,0.1149,0.2083,3965,0.1679,0.1171,0.2188,3977,0.152,0.1107,0.1933,4035,0.2023,0.1565,0.2481,4430,0.1525,0.1164,0.1887,5103,0.201,0.1459,0.2561
202609110508,2026-09-11,05,08R,3947,0.1633,0.1263,0.2003,4470,0.1329,0.0964,0.1694,5042,0.1639,0.1278,0.2001,4031,0.1553,0.1117,0.199,4565,0.1652,0.1259,0.2046,5449,0.1996,0.1427,0.2564
202609110509,2026-09-11,05,09R,3582,0.1453,0.1084,0.1822,4420,0.1522,0.1158,0.1885,4619,0.1445,0.091,0.1979,3740,0.1568,0.1173,0.1962,5433,0.2178,0.1679,0.2677,4210,0.1616,0.1231,0.2001
202609110510,2026-09-11,05,10R,3713,0.1678,0.1337,0.2019,4376,0.1471,0.1161,0.1781,4491,0.1765,0.1337,0.2193,3647,0.1499,0.1066,0.1933,3997,0.1454,0.1085,0.1824,4656,0.1609,0.1257,0.1962
202609110511,2026-09-11,05,11R,4645,0.1294,0.0903,0.1685,4430,0.1526,0.1165,0.1888,3848,0.1331,0.0928,0.1734,3772,0.1368,0.0984,0.1752,3792,0.1635,0.1288,0.1983,4146,0.1642,0.1185,0.2098
202609110512,2026-09-11,05,12R,3813,0.1597,0.118,0.2014,4587,0.1851,0.1325,0.2377,3489,0.1362,0.0995,0.173,4140,0.1625,0.1244,0.2005,3507,0.1916,0.1441,0.2391,5042,0.1833,0.1472,0.2195
202609110601,2026-09-11,06,01R,4068,0.1435,0.1026,0.1843,4899,0.1485,0.1035,0.1935,5369,0.14,0.097,0.1831,4666,0.1492,0.11,0.1885,3306,0.1415,0.1019,0.1811,3392,0.1963,0.1518,0.2409
202609110602,2026-09-11,06,02R,4431,0.1547,0.1077,0.2017,4360,0.1706,0.1103,0.2308,4811,0.1514,0.1145,0.1883,3939,0.1694,0.1312,0.2075,4381,0.1638,0.1272,0.2004,3714,0.1606,0.1207,0.2005
202609110603,2026-09-11,06,03R,4336,0.1293,0.0927,0.166,5091,0.1542,0.1159,0.1925,3777,0.2081,0.1654,0.2507,4369,0.1388,0.097,0.1806,3516,0.1696,0.127,0.2122,4677,0.1515,0.1174,0.1856
202609110604,2026-09-11,06,04R,3811,0.1384,0.1006,0.1762,4876,0.1549,0.1189,0.1909,3906,0.211,0.1639,0.2581,3796,0.1608,0.1127,0.209,4358,0.2147,0.1735,0.2559,4639,0.1713,0.1286,0.2141
202609110605,2026-09-11,06,05R,3842,0.1715,0.1304,0.2126,3715,0.1689,0.1205,0.2172,3286,0.1507,0.1089,0.1926,3627,0.1921,0.1513,0.2328,5353,0.1989,0.1512,0.2466,5066,0.1636,0.1237,0.2035
202609110606,2026-09-11,06,06R,3306,0.1341,0.0945,0.1737,4967,0.1545,0.1148,0.1941,4434,0.1547,0.1189,0.1905,3377,0.2149,0.1576,0.2722,4066,0.158,0.1177,0.1983,4684,0.1435,0.107,0.1801
202609110607,2026-09-11,06,07R,4345,0.1534,0.1162,0.1907,3714,0.1472,0.1073,0.1871,4798,0.1067,0.0687,0.1447,5369,0.143,0.1,0.1861,4269,0.1351,0.1027,0.1675,5463,0.2145,0.1615,0.2675
202609110608,2026-09-11,06,08R,4381,0.1564,0.1198,0.193,4022,0.1382,0.1007,0.1758,3516,0.1637,0.1211,0.2063,3721,0.1096,0.0763,0.1428,4068,0.1509,0.11,0.1917,4876,0.1683,0.1323,0.2043
202609110609,2026-09-11,06,09R,4150,0.1208,0.0868,0.1549,4369,0.1418,0.1,0.1836,4358,0.2088,0.1676,0.25,4899,0.1455,0.1005,0.1905,4811,0.1573,0.1204,0.1942,3715,0.1823,0.1339,0.2306
202609110610,2026-09-11,06,10R,4066,0.1506,0.1103,0.1909,5353,0.199,0.1513,0.2467,4588,0.1273,0.0883,0.1662,4360,0.1676,0.1073,0.2278,3906,0.2169,0.1698,0.264,5091,0.1676,0.1293,0.2059
202609110611,2026-09-11,06,11R,4654,0.1443,0.1048,0.1838,3627,0.1951,0.1543,0.2358,3392,0.1769,0.1324,0.2215,4639,0.1549,0.1122,0.1977,3777,0.214,0.1713,0.2566,4434,0.1741,0.1383,0.2099
202609110612,2026-09-11,06,12R,3721,0.1051,0.0718,0.1383,5066,0.1502,0.1103,0.1901,3811,0.1399,0.1021,0.1777,4677,0.1351,0.101,0.1692,4798,0.1126,0.0746,0.1506,4967,0.1679,0.1282,0.2075
202609111201,2026-09-11,12,01R,4047,0.1822,0.1421,0.2222,4626,0.1984,0.1491,0.2477,4727,0.1401,0.0973,0.1828,3630,0.1502,0.1091,0.1913,4229,0.1754,0.1352,0.2156,3558,0.1791,0.1356,0.2226
202609111202,2026-09-11,12,02R,4898,0.1552,0.1056,0.2048,4724,0.1731,0.1296,0.2167,4063,0.114,0.074,0.154,3775,0.1669,0.124,0.2097,3757,0.1623,0.1173,0.2073,4416,0.1906,0.1441,0.237
202609111203,2026-09-11,12,03R,4253,0.1653,0.128,0.2025,4311,0.1716,0.1283,0.2148,5321,0.1912,0.1463,0.2361,4962,0.1445,0.1068,0.1823,3955,0.1821,0.1387,0.2255,3293,0.1989,0.1513,0.2466
202609111204,2026-09-11,12,04R,4060,0.147,0.11,0.184,3477,0.1816,0.1412,0.2219,3471,0.171,0.1245,0.2175,3502,0.1658,0.1159,0.2157,4875,0.1578,0.1138,0.2017,4218,0.1671,0.1311,0.2031
202609111205,2026-09-11,12,05R,4287,0.145,0.107,0.183,5110,0.1465,0.106,0.1871,4404,0.1932,0.1523,0.234,5187,0.2073,0.1647,0.25,3718,0.1651,0.1249,0.2053,4375,0.1673,0.1187,0.2159
202609111206,2026-09-11,12,06R,4260,0.1645,0.1231,0.2058,5009,0.1873,0.1422,0.2323,3300,0.1514,0.1128,0.1899,4626,0.1954,0.1461,0.2447,3957,0.1771,0.1366,0.2176,5158,0.157,0.1168,0.1973
202609111207,2026-09-11,12,07R,3630,0.1457,0.1046,0.1868,3293,0.1855,0.1379,0.2332,3654,0.1401,0.0971,0.1831,4959,0.1302,0.0957,0.1647,4898,0.1626,0.113,0.2122,5093,0.1977,0.1569,0.2385
202609111208,2026-09-11,12,08R,4229,0.168,0.1278,0.2082,4679,0.1538,0.1148,0.1928,3955,0.1762,0.1328,0.2196,5285,0.1801,0.1329,0.2274,5043,0.1288,0.092,0.1656,3471,0.1904,0.1439,0.2369
202609111209,2026-09-11,12,09R,4401,0.1349,0.0916,0.1783,4710,0.1248,0.084,0.1656,3558,0.1597,0.1162,0.2032,4579,0.1401,0.1025,0.1776,4404,0.1991,0.1582,0.2399,4836,0.1828,0.1372,0.2284
202609111210,2026-09-11,12,10R,4624,0.1649,0.1144,0.2155,4875,0.1579,0.1139,0.2018,4375,0.1479,0.0993,0.1965,3957,0.1742,0.1337,0.2147,4962,0.1474,0.1097,0.1852,3775,0.1833,0.1404,0.2261
202609111211,2026-09-11,12,11R,4794,0.1294,0.0935,0.1654,3502,0.1688,0.1189,0.2187,3757,0.1564,0.1114,0.2014,5139,0.1677,0.1179,0.2175,4287,0.1524,0.1144,0.1904,5321,0.2106,0.1657,0.2555
202609111212,2026-09-11,12,12R,4959,0.1257,0.0912,0.1602,4218,0.1537,0.1177,0.1897,5158,0.1376,0.0974,0.1779,5043,0.1259,0.0891,0.1627,4063,0.1199,0.0799,0.1599,4311,0.185,0.1417,0.2282
202609111301,2026-09-11,13,01R,5307,0.1666,0.1119,0.2213,4729,0.1781,0.1389,0.2173,3984,0.1509,0.12,0.1817,4672,0.1635,0.1258,0.2012,3663,0.1727,0.1356,0.2097,5448,0.2051,0.1518,0.2583
202609111302,2026-09-11,13,02R,4176,0.1581,0.1069,0.2093,3584,0.1726,0.1347,0.2105,5244,0.1591,0.1147,0.2034,3581,0.18,0.1415,0.2186,4750,0.1592,0.1184,0.2001,5372,0.1947,0.1247,0.2647
202609111303,2026-09-11,13,03R,4247,0.1395,0.0967,0.1823,4515,0.1615,0.1257,0.1974,3577,0.1359,0.0925,0.1793,3838,0.1385,0.1045,0.1725,4172,0.1569,0.1146,0.1992,4121,0.1466,0.1112,0.1821
202609111304,2026-09-11,13,04R,4902,0.1834,0.1468,0.22,3853,0.1781,0.1356,0.2207,4251,0.1977,0.1429,0.2524,4049,0.1459,0.1046,0.1873,2878,0.165,0.1262,0.2038,3548,0.138,0.1007,0.1753
202609111305,2026-09-11,13,05R,4042,0.1794,0.1403,0.2185,4039,0.1524,0.1124,0.1924,3975,0.1233,0.0884,0.1582,4729,0.1751,0.1359,0.2143,5307,0.174,0.1193,0.2287,4308,0.169,0.1303,0.2076
202609111306,2026-09-11,13,06R,4079,0.1404,0.1079,0.173,3870,0.1775,0.133,0.222,4672,0.1605,0.1228,0.1982,4184,0.144,0.1073,0.1807,3584,0.1725,0.1346,0.2104,4176,0.179,0.1278,0.2302
202609111307,2026-09-11,13,07R,4608,0.145,0.1015,0.1884,3838,0.1415,0.1075,0.1755,3581,0.177,0.1385,0.2156,5089,0.1487,0.112,0.1854,5372,0.1812,0.1112,0.2512,3860,0.1976,0.153,0.2421
202609111308,2026-09-11,13,08R,3548,0.1171,0.0798,0.1544,4049,0.1489,0.1076,0.1903,4750,0.1533,0.1125,0.1942,5244,0.1621,0.1177,0.2064,3577,0.1418,0.0984,0.1852,4036,0.1597,0.1211,0.1982
202609111309,2026-09-11,13,09R,4172,0.1495,0.1072,0.1918,2878,0.1651,0.1263,0.2039,3663,0.1668,0.1297,0.2038,3853,0.1751,0.1326,0.2177,4039,0.1523,0.1123,0.1923,3975,0.1427,0.1078,0.1776
202609111310,2026-09-11,13,10R,4121,0.1257,0.0903,0.1612,4184,0.147,0.1103,0.1837,4515,0.1555,0.1197,0.1914,4042,0.1839,0.1448,0.223,4251,0.2036,0.1488,0.2583,4079,0.1613,0.1288,0.1939
202609111311,2026-09-11,13,11R,4308,0.1481,0.1094,0.1867,5089,0.1517,0.115,0.1884,4608,0.1465,0.103,0.1899,3984,0.1539,0.123,0.1847,4247,0.1469,0.1041,0.1897,4902,0.2043,0.1677,0.2409
202609111312,2026-09-11,13,12R,4002,0.1322,0.0957,0.1687,5339,0.1631,0.1221,0.2041,4297,0.1153,0.0811,0.1495,4152,0.1754,0.1361,0.2146,5328,0.1547,0.116,0.1934,3574,0.1703,0.1321,0.2085
202609111401,2026-09-11,14,01R,4372,0.1481,0.1114,0.1849,5153,0.167,0.1243,0.2097,5334,0.2119,0.164,0.2598,4720,0.2054,0.1469,0.264,4843,0.1784,0.136,0.2208,5440,0.2005,0.1529,0.2482
202609111402,2026-09-11,14,02R,4733,0.1276,0.0943,0.161,5180,0.1826,0.1309,0.2342,4689,0.1491,0.1108,0.1874,5380,0.2617,0.2177,0.3056,4400,0.1841,0.1428,0.2253,4845,0.2231,0.1829,0.2633
202609111403,2026-09-11,14,03R,5189,0.1865,0.1325,0.2405,3470,0.1738,0.1266,0.221,4611,0.1283,0.0831,0.1736,4984,0.1968,0.1424,0.2511,4901,0.1727,0.1346,0.2108,4546,0.1688,0.1317,0.2058
202609111404,2026-09-11,14,04R,4627,0.1357,0.0988,0.1726,4680,0.1889,0.1436,0.2342,5342,0.172,0.1281,0.2159,4642,0.1528,0.1153,0.1902,4878,0.1683,0.1256,0.2109,4965,0.1861,0.1394,0.2328
202609111405,2026-09-11,14,05R,4347,0.1558,0.1181,0.1935,4714,0.1573,0.1129,0.2017,4746,0.1684,0.1191,0.2177,5153,0.164,0.1213,0.2067,4775,0.1309,0.0844,0.1775,5069,0.1651,0.1218,0.2084
202609111406,2026-09-11,14,06R,5198,0.1735,0.1324,0.2146,5334,0.2179,0.17,0.2658,4784,0.2053,0.1579,0.2527,4400,0.1812,0.1399,0.2224,5440,0.187,0.1394,0.2347,4974,0.1871,0.1521,0.2221
202609111407,2026-09-11,14,07R,5195,0.1442,0.1041,0.1844,4984,0.1998,0.1454,0.2541,4845,0.2037,0.1635,0.2439,4900,0.1578,0.1163,0.1992,4678,0.1833,0.1463,0.2203,5390,0.1815,0.1398,0.2233
202609111408,2026-09-11,14,08R,5056,0.1513,0.1139,0.1887,4546,0.1554,0.1183,0.1924,4843,0.1725,0.1301,0.2149,5342,0.175,0.1311,0.2189,5189,0.1939,0.1399,0.2479,4689,0.1685,0.1302,0.2068
202609111409,2026-09-11,14,09R,5069,0.1442,0.1009,0.1875,4720,0.2084,0.1499,0.267,4878,0.1624,0.1197,0.205,4372,0.1526,0.1159,0.1894,4746,0.1743,0.125,0.2236,5380,0.2781,0.2341,0.322
202609111410,2026-09-11,14,10R,4901,0.1653,0.1272,0.2034,4611,0.1343,0.0891,0.1796,4680,0.1829,0.1376,0.2282,4733,0.1321,0.0988,0.1655,4347,0.1632,0.1255,0.2009,5198,0.1944,0.1533,0.2355
202609111411,2026-09-11,14,11R,4974,0.1662,0.1312,0.2012,4642,0.1558,0.1183,0.1932,3470,0.1678,0.1206,0.215,4775,0.128,0.0815,0.1746,5195,0.1516,0.1115,0.1918,4714,0.1707,0.1263,0.2151
202609111412,2026-09-11,14,12R,4885,0.1254,0.0859,0.1649,4530,0.1379,0.0996,0.1762,4050,0.1465,0.1069,0.1861,4450,0.1777,0.1336,0.2218,4738,0.167,0.132,0.2019,5193,0.171,0.1293,0.2126
202609111601,2026-09-11,16,01R,4754,0.1465,0.1145,0.1786,5124,0.1482,0.1085,0.1879,4410,0.1422,0.104,0.1805,4924,0.171,0.1299,0.2122,4374,0.1562,0.1236,0.1887,5423,0.266,0.2051,0.327
202609111602,2026-09-11,16,02R,3866,0.1914,0.1439,0.2389,5335,0.1702,0.1229,0.2175,4343,0.1657,0.1204,0.211,4797,0.2155,0.1673,0.2636,5326,0.1653,0.1235,0.2071,5109,0.1592,0.1093,0.2092
202609111603,2026-09-11,16,03R,4499,0.1874,0.1411,0.2337,4446,0.1405,0.1057,0.1752,4382,0.1579,0.1205,0.1953,4460,0.1393,0.0914,0.1873,4364,0.1249,0.0918,0.1579,4728,0.2208,0.1832,0.2584
202609111604,2026-09-11,16,04R,4788,0.1267,0.0845,0.1689,5338,0.1345,0.083,0.186,5076,0.1496,0.103,0.1961,3988,0.1259,0.0909,0.161,5047,0.1586,0.1132,0.204,4828,0.1808,0.1441,0.2175
202609111605,2026-09-11,16,05R,4436,0.1579,0.122,0.1937,4072,0.1292,0.0936,0.1647,5286,0.1406,0.0986,0.1826,4030,0.1338,0.0978,0.1698,4449,0.1566,0.1102,0.203,5464,0.2135,0.1576,0.2693
202609111606,2026-09-11,16,06R,4067,0.1504,0.1137,0.1871,5326,0.1654,0.1236,0.2072,5299,0.1134,0.0764,0.1504,5124,0.1452,0.1055,0.1849,5074,0.1861,0.1466,0.2257,4350,0.1402,0.1091,0.1713
202609111607,2026-09-11,16,07R,4314,0.1394,0.0922,0.1866,4924,0.174,0.1329,0.2152,4728,0.2014,0.1638,0.239,4343,0.1687,0.1234,0.214,5265,0.154,0.1145,0.1935,4441,0.1296,0.0957,0.1635
202609111608,2026-09-11,16,08R,3284,0.2124,0.1618,0.263,5358,0.2162,0.1691,0.2632,4797,0.2125,0.1643,0.2606,4382,0.1609,0.1235,0.1983,5292,0.1787,0.1278,0.2297,4410,0.1616,0.1234,0.1999
202609111609,2026-09-11,16,09R,4286,0.1337,0.0986,0.1688,4374,0.1563,0.1237,0.1888,5109,0.1398,0.0899,0.1898,4499,0.1919,0.1456,0.2382,5338,0.1344,0.0829,0.1859,4789,0.1653,0.1148,0.2158
202609111610,2026-09-11,16,10R,4828,0.1599,0.1232,0.1966,4364,0.125,0.0919,0.158,4436,0.1594,0.1235,0.1952,4754,0.151,0.119,0.1831,4788,0.1341,0.0919,0.1763,4067,0.1713,0.1346,0.208
202609111611,2026-09-11,16,11R,4350,0.1193,0.0882,0.1504,5047,0.1587,0.1133,0.2041,4460,0.1363,0.0884,0.1843,5076,0.1526,0.106,0.1991,4072,0.1291,0.0935,0.1646,4314,0.1603,0.1131,0.2075
202609111612,2026-09-11,16,12R,4441,0.1087,0.0748,0.1426,3988,0.1289,0.0939,0.164,4030,0.1308,0.0948,0.1668,5299,0.1164,0.0794,0.1534,4446,0.1404,0.1056,0.1751,3284,0.2333,0.1827,0.2839
202609111701,2026-09-11,17,01R,4637,0.1588,0.1192,0.1983,5236,0.1629,0.1222,0.2036,3662,0.1556,0.1158,0.1955,4969,0.1752,0.1221,0.2284,3637,0.1784,0.1313,0.2255,4158,0.172,0.1364,0.2075
202609111702,2026-09-11,17,02R,3497,0.1577,0.1133,0.2022,3381,0.1348,0.0949,0.1747,4832,0.1422,0.0969,0.1876,4839,0.1286,0.0847,0.1725,4023,0.1768,0.1361,0.2174,3265,0.1623,0.1225,0.202
202609111703,2026-09-11,17,03R,4231,0.1638,0.1287,0.1989,4514,0.1811,0.1376,0.2245,3920,0.1658,0.1242,0.2074,3748,0.1758,0.1337,0.218,4593,0.1507,0.1114,0.19,4428,0.1329,0.0974,0.1683
202609111704,2026-09-11,17,04R,4650,0.1426,0.102,0.1831,4574,0.1823,0.1382,0.2263,4570,0.1448,0.1088,0.1807,5384,0.2127,0.16,0.2654,3333,0.1458,0.1053,0.1864,4461,0.17,0.1267,0.2134
202609111705,2026-09-11,17,05R,3684,0.1709,0.1139,0.2279,5041,0.2018,0.1528,0.2509,4302,0.1269,0.0899,0.1639,5035,0.1553,0.1146,0.196,5249,0.1501,0.105,0.1953,3868,0.1942,0.157,0.2315
202609111706,2026-09-11,17,06R,3503,0.1439,0.103,0.1848,3556,0.1488,0.1112,0.1864,3637,0.1725,0.1254,0.2196,4808,0.1525,0.1089,0.1961,4952,0.1771,0.1317,0.2225,4134,0.18,0.1431,0.2168
202609111707,2026-09-11,17,07R,4241,0.1552,0.1081,0.2024,4023,0.1769,0.1362,0.2175,4406,0.1391,0.1025,0.1757,4601,0.1136,0.0772,0.15,5450,0.1917,0.1411,0.2423,5236,0.1763,0.1356,0.217
202609111708,2026-09-11,17,08R,4201,0.1419,0.1004,0.1834,4969,0.1782,0.1251,0.2314,3497,0.1592,0.1148,0.2037,5036,0.1294,0.0913,0.1674,5452,0.2047,0.161,0.2483,3920,0.1852,0.1436,0.2268
202609111709,2026-09-11,17,09R,4593,0.1433,0.104,0.1826,4158,0.1586,0.123,0.1941,3333,0.1399,0.0994,0.1805,4732,0.1139,0.0768,0.1511,3381,0.1347,0.0948,0.1746,4332,0.2174,0.1704,0.2643
202609111710,2026-09-11,17,10R,3748,0.1713,0.1292,0.2135,4832,0.1482,0.1029,0.1936,5311,0.1575,0.1097,0.2054,3868,0.1778,0.1406,0.2151,4574,0.1822,0.1381,0.2262,3662,0.175,0.1352,0.2149
202609111711,2026-09-11,17,11R,4302,0.1254,0.0884,0.1624,4839,0.1316,0.0877,0.1755,4514,0.1751,0.1316,0.2185,4650,0.1471,0.1065,0.1876,4637,0.1662,0.1266,0.2057,4808,0.1689,0.1253,0.2125
202609111712,2026-09-11,17,12R,4601,0.1091,0.0727,0.1455,4428,0.1195,0.084,0.1549,3265,0.1429,0.1031,0.1826,3556,0.1458,0.1082,0.1834,3684,0.1783,0.1213,0.2353,4570,0.1642,0.1282,0.2001
202609112001,2026-09-11,20,01R,4034,0.1863,0.1472,0.2253,5316,0.1566,0.1207,0.1926,4076,0.1885,0.1485,0.2285,4873,0.1751,0.1334,0.2168,4274,0.1469,0.1054,0.1884,5373,0.2271,0.1512,0.3029
